,Unnamed: 0,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,is_recid,is_violent_recid
1275,1275,0,1,0,0,0,0,9,0,0,0,0,0,0
3512,3512,0,2,0,0,1,0,5,0,0,0,0,0,0
1664,1664,1,2,2,0,1,0,6,0,0,0,0,0,0
1891,1891,0,1,0,0,1,0,8,0,0,0,0,1,0
2364,2364,0,2,0,0,0,1,2,0,0,0,0,0,0
6517,6517,0,3,0,2,2,1,9,0,0,0,0,0,0
6747,6747,0,2,1,1,0,1,1,0,0,0,0,0,0
669,669,0,2,0,0,0,0,1,0,0,0,0,0,0
976,976,0,2,0,0,1,0,3,0,0,0,0,0,0
3488,3488,1,1,1,1,0,0,7,0,0,0,0,0,0
928,928,0,1,2,0,0,0,3,0,0,0,0,0,0
2994,2994,0,1,0,0,0,0,7,0,0,0,0,0,0
2706,2706,0,2,1,0,0,0,4,0,0,0,0,0,0
6094,6094,0,2,0,0,1,0,8,0,0,0,0,1,0
5119,5119,0,2,1,0,0,0,1,0,0,0,0,1,0
4619,4619,0,1,0,0,0,1,6,0,0,0,0,1,0
3373,3373,1,1,1,0,0,0,4,0,0,0,0,0,0
2410,2410,0,1,1,0,0,0,8,0,0,0,0,1,1
956,956,0,1,2,0,0,1,7,0,0,0,0,1,0
6233,6233,0,1,1,0,0,0,2,0,0,0,0,0,0
2204,2204,0,1,2,1,0,0,1,0,0,0,0,1,0
4845,4845,0,2,1,5,0,1,2,0,0,0,0,0,0
5587,5587,0,1,1,0,0,0,10,0,0,0,0,1,0
4631,4631,0,1,1,0,0,0,1,0,0,0,0,0,0
1589,1589,0,2,0,0,3,1,10,0,0,0,0,0,0
936,936,0,2,1,0,0,1,1,0,0,0,0,0,0
3414,3414,0,1,1,0,0,0,3,0,0,0,0,0,0
3034,3034,0,1,2,0,0,1,7,0,0,0,0,1,0
5749,5749,0,1,1,0,0,0,3,0,0,0,0,1,0
3292,3292,1,2,1,5,0,0,1,0,0,0,0,0,0
4177,4177,1,1,3,1,0,1,7,0,0,0,0,1,1
6541,6541,0,1,0,0,1,0,6,0,0,0,0,1,1
1707,1707,0,1,1,0,0,0,1,0,0,0,0,1,0
5984,5984,0,1,1,0,0,0,8,0,0,0,0,1,0
4211,4211,0,1,0,0,0,0,4,0,0,0,0,0,0
6029,6029,0,1,2,0,0,0,3,0,0,0,0,0,0
4411,4411,0,1,1,0,0,1,5,0,0,0,0,1,0
4047,4047,1,1,0,0,0,0,7,0,0,0,0,1,1
1282,1282,0,2,0,1,0,0,4,0,0,0,0,0,0
1417,1417,0,1,3,1,0,1,1,0,0,0,0,0,0
5383,5383,0,1,1,0,0,0,7,0,0,0,0,1,0
704,704,0,1,0,0,0,0,3,0,0,0,0,0,0
6557,6557,0,3,1,0,0,1,1,0,0,0,0,0,0
480,480,0,2,1,2,0,1,1,0,0,0,0,0,0
6414,6414,0,1,0,0,0,1,4,0,0,0,0,0,0
4421,4421,0,3,0,1,3,0,8,0,0,0,0,1,0
4074,4074,0,3,0,0,1,0,4,0,0,0,0,1,0
409,409,0,2,2,6,0,1,1,0,0,0,0,1,0
2416,2416,0,1,0,1,0,0,10,0,0,0,0,0,0
3491,3491,0,1,3,0,1,0,8,0,0,0,0,1,1
2087,2087,0,1,0,0,0,0,10,0,0,0,0,1,0
753,753,0,1,1,1,0,1,1,0,0,0,0,0,0
1583,1583,0,2,1,1,0,1,1,0,0,0,0,0,0
3241,3241,0,2,1,4,0,0,1,0,0,0,0,0,0
1756,1756,0,1,0,1,0,0,4,0,0,0,0,1,0
3124,3124,0,1,1,0,0,1,5,0,0,0,0,1,0
1430,1430,0,1,0,0,0,0,2,0,0,0,0,1,0
5623,5623,0,1,0,0,1,0,9,0,0,0,0,1,1
5110,5110,0,1,0,0,0,1,3,0,0,0,0,0,0
717,717,0,1,0,0,1,1,9,2,0,0,0,0,0
9,9,0,1,1,0,0,0,4,0,0,0,0,0,0
2031,2031,1,1,0,0,0,0,7,0,0,0,0,0,0
1050,1050,0,3,0,2,0,0,1,0,0,0,0,0,0
1474,1474,0,1,2,0,0,1,1,0,0,0,0,0,0
5457,5457,0,2,0,0,0,0,9,0,0,0,0,1,0
5294,5294,0,1,2,0,0,0,2,0,0,0,0,1,0
4579,4579,0,1,1,0,0,1,4,0,0,0,0,1,0
4260,4260,0,1,0,0,0,0,9,0,0,0,0,1,1
4983,4983,0,1,2,0,0,1,1,0,0,0,0,0,0
6336,6336,0,2,2,2,0,0,1,0,0,0,0,1,1
420,420,0,1,1,0,0,1,1,0,0,0,0,0,0
6712,6712,0,2,0,0,2,0,7,0,0,0,0,0,0
1640,1640,1,1,0,0,0,1,2,0,0,0,0,1,0
1020,1020,0,1,0,1,0,0,1,0,0,0,0,0,0
2413,2413,0,2,1,0,0,0,3,0,0,0,0,0,0
5370,5370,0,1,1,0,0,0,5,0,0,0,0,1,1
6550,6550,0,1,0,2,1,0,6,0,0,0,0,1,0
2049,2049,0,1,0,0,0,0,6,0,0,0,0,0,0
5778,5778,1,1,0,0,0,0,1,0,0,0,0,0,0
89,89,1,2,2,1,0,1,1,0,0,0,0,0,0
6690,6690,1,2,0,0,0,0,1,0,0,0,0,0,0
1715,1715,0,1,2,1,1,0,9,0,0,0,0,0,0
1311,1311,0,2,2,4,0,0,1,0,0,0,0,0,0
6325,6325,0,1,1,0,1,1,9,0,0,0,0,0,0
5325,5325,0,1,0,0,0,1,2,0,0,0,0,0,0
6002,6002,0,1,0,0,0,0,10,0,0,0,0,1,0
2589,2589,1,1,0,0,0,0,5,0,0,0,0,0,0
2617,2617,0,1,1,1,0,1,3,0,0,0,0,1,0
2881,2881,0,1,0,0,0,0,10,0,0,0,0,1,0
5544,5544,0,1,1,0,0,1,5,0,0,0,0,0,0
770,770,0,1,3,0,0,1,7,0,0,0,0,0,0
5530,5530,0,1,0,0,1,0,8,0,0,0,0,1,0
6179,6179,0,1,0,0,0,1,10,0,0,0,0,0,0
6774,6774,1,1,0,0,0,0,4,0,0,0,0,1,0
1654,1654,0,2,1,5,0,0,1,0,0,0,0,0,0
6267,6267,1,1,0,0,0,0,6,0,0,0,0,1,0
1544,1544,0,2,3,1,0,0,1,0,0,0,0,0,0
5860,5860,0,1,0,4,0,0,8,0,0,0,0,1,0
4463,4463,0,1,1,0,0,0,4,0,0,0,0,1,0
5906,5906,0,2,0,0,3,0,7,0,0,0,0,0,0
4554,4554,0,1,1,0,0,1,1,0,0,0,0,0,0
1666,1666,1,1,0,0,0,0,1,0,0,0,0,0,0
2758,2758,0,2,0,1,0,0,1,0,0,0,0,0,0
2486,2486,0,1,0,0,0,0,10,0,0,0,0,1,0
3107,3107,1,1,1,0,0,1,6,0,0,0,0,1,0
4776,4776,0,1,0,0,0,0,10,0,0,0,0,1,0
5642,5642,1,1,0,0,0,1,8,9,0,0,0,1,0
5405,5405,0,2,0,0,0,0,1,0,0,0,0,0,0
5124,5124,0,1,3,0,0,0,4,0,0,0,0,1,0
2341,2341,1,3,1,0,0,0,1,0,0,0,0,0,0
2828,2828,1,1,0,4,0,0,5,0,0,0,0,1,0
4552,4552,0,1,0,0,0,1,3,0,0,0,0,1,1
4601,4601,0,1,0,0,0,0,4,0,0,0,0,1,0
941,941,0,1,0,0,0,1,2,0,0,0,0,0,0
1165,1165,0,1,1,1,0,0,1,0,0,0,0,0,0
6091,6091,0,2,2,0,0,1,1,0,0,0,0,1,0
2785,2785,1,1,1,0,0,0,10,0,0,0,0,0,0
3833,3833,1,2,1,1,0,0,5,0,0,0,0,0,0
4594,4594,0,0,0,0,0,0,10,0,0,0,0,1,1
3735,3735,0,1,3,0,0,0,9,0,0,0,0,1,1
5090,5090,0,3,1,1,0,0,1,0,0,0,0,1,0
980,980,0,1,0,4,0,0,2,0,0,0,0,0,0
3057,3057,0,1,1,0,0,1,1,0,0,0,0,0,0
40,40,0,1,1,1,0,1,2,0,0,0,0,1,0
463,463,0,2,2,0,0,0,1,0,0,0,0,0,0
3139,3139,0,1,0,0,0,0,8,0,0,0,0,1,0
2932,2932,0,2,3,1,0,0,6,0,0,0,0,1,0
1767,1767,0,2,0,0,1,1,4,0,0,0,0,1,0
143,143,1,3,0,4,0,0,1,0,0,0,0,1,0
500,500,0,1,1,0,0,0,2,0,0,0,0,0,0
3051,3051,1,1,0,0,0,0,3,0,0,0,0,0,0
2759,2759,0,1,1,0,1,0,10,0,0,0,0,1,0
4298,4298,1,2,1,5,0,1,2,0,0,0,0,0,0
4711,4711,1,1,1,0,0,1,6,0,0,0,0,0,0
3780,3780,0,1,0,0,0,0,9,0,0,0,0,1,0
6689,6689,0,2,1,1,0,1,1,0,0,0,0,1,0
4797,4797,0,2,0,0,0,0,4,0,0,0,0,0,0
3347,3347,0,1,1,0,0,1,5,0,0,0,0,0,0
1975,1975,0,1,3,0,0,0,7,0,0,0,0,0,0
2330,2330,1,1,2,5,0,0,1,0,0,0,0,0,0
5713,5713,0,1,0,0,0,1,2,0,0,0,0,1,0
1379,1379,0,1,0,0,0,0,7,0,0,0,0,1,0
4897,4897,1,2,1,0,0,0,7,0,0,0,0,1,0
3672,3672,0,1,2,0,0,0,5,0,0,0,0,1,0
4164,4164,1,1,0,0,1,0,7,0,0,0,0,1,1
1868,1868,0,1,0,4,0,1,3,0,0,0,0,1,0
3800,3800,0,2,0,2,2,0,6,0,0,0,0,0,0
2659,2659,0,1,0,1,0,0,2,0,0,0,0,1,0
1757,1757,1,1,0,5,0,0,5,0,0,0,0,1,0
5404,5404,0,1,1,0,0,0,4,0,0,0,0,1,0
6162,6162,0,2,1,0,0,0,1,0,0,0,0,1,0
535,535,0,1,0,0,2,0,8,0,1,0,0,1,1
4428,4428,0,1,2,0,0,1,5,0,0,0,0,0,0
5314,5314,1,1,0,0,0,0,5,0,0,0,0,0,0
5584,5584,0,1,0,0,0,1,6,0,0,0,0,1,0
6735,6735,0,1,0,0,0,0,10,0,0,0,0,1,1
3365,3365,0,1,0,1,0,1,1,0,0,0,0,1,0
5791,5791,0,1,1,5,1,0,9,0,0,0,0,1,0
5207,5207,0,1,0,0,0,0,6,0,0,0,0,0,0
3617,3617,0,1,1,0,0,0,3,0,0,0,0,0,0
485,485,0,2,3,0,1,0,5,0,0,0,0,0,0
5416,5416,0,1,0,0,0,0,1,0,0,0,0,0,0
619,619,1,2,1,0,0,0,6,0,0,0,0,0,0
5548,5548,0,1,2,0,0,0,6,0,0,0,0,1,0
6477,6477,0,1,0,0,0,0,1,0,0,0,0,1,1
3981,3981,0,2,0,0,1,0,9,0,0,0,0,1,0
3088,3088,0,1,1,0,0,1,2,0,0,0,0,0,0
1046,1046,1,0,0,0,0,0,8,0,0,0,0,0,0
2480,2480,0,2,1,0,0,0,1,0,0,0,0,0,0
4974,4974,0,1,1,0,0,0,2,0,0,0,0,0,0
2674,2674,0,1,0,0,0,0,4,0,0,0,0,1,0
1196,1196,0,2,1,1,0,1,2,0,0,0,0,0,0
4278,4278,0,1,0,0,0,1,6,0,0,0,0,1,0
2399,2399,0,1,0,0,0,0,5,0,0,0,0,1,0
2714,2714,0,2,0,0,3,1,8,0,0,0,0,1,1
5746,5746,0,2,1,0,0,0,2,0,0,0,0,0,0
4891,4891,0,1,0,0,1,1,8,0,0,0,0,1,0
1351,1351,0,2,0,1,0,1,1,0,0,0,0,1,1
3041,3041,1,3,1,5,0,1,1,0,0,0,0,1,0
4915,4915,0,1,1,0,0,0,2,0,0,0,0,0,0
6569,6569,0,2,1,1,0,1,1,0,0,0,0,0,0
4828,4828,0,1,0,0,1,0,8,0,0,0,0,1,1
693,693,0,1,0,0,0,0,8,0,0,0,0,0,0
5718,5718,0,0,1,0,0,0,7,0,0,0,0,1,0
2037,2037,0,2,1,4,0,0,1,0,0,0,0,0,0
5209,5209,0,1,0,0,0,0,9,0,0,0,0,1,0
6707,6707,0,1,1,0,1,1,8,0,0,0,0,1,0
548,548,0,1,1,0,0,0,4,0,0,0,0,0,0
6252,6252,0,1,0,0,0,0,3,0,0,0,0,1,0
6767,6767,0,1,0,0,0,0,6,0,0,0,0,0,0
958,958,0,2,1,5,0,0,3,0,0,0,0,0,0
4077,4077,1,1,0,0,0,0,5,0,0,0,0,0,0
6305,6305,1,1,1,2,0,0,2,0,0,0,0,0,0
510,510,0,1,2,0,2,0,10,0,0,0,0,0,0
6626,6626,0,2,1,0,0,0,1,0,0,0,0,1,1
1870,1870,0,1,3,1,0,0,2,0,0,0,0,0,0
868,868,0,1,2,0,0,0,5,0,0,0,0,0,0
1935,1935,1,1,1,4,0,1,2,0,0,0,0,0,0
2023,2023,0,2,1,0,0,0,6,0,0,0,0,1,0
2074,2074,0,1,2,0,0,1,3,0,0,0,0,0,0
3993,3993,0,1,0,0,0,0,7,0,0,0,0,0,0
4295,4295,0,2,1,0,0,0,6,0,0,0,0,1,0
171,171,0,1,0,0,2,0,8,0,0,0,0,1,0
4088,4088,1,1,0,0,0,0,7,0,0,0,0,0,0
3545,3545,0,1,2,0,0,1,6,0,0,0,0,1,1
4408,4408,0,1,1,0,0,0,5,0,0,0,0,0,0
6479,6479,1,1,0,0,0,1,6,0,0,0,0,0,0
6745,6745,0,1,0,4,1,0,7,0,0,0,0,1,0
149,149,1,1,0,0,0,1,4,0,0,0,0,1,0
2903,2903,0,1,0,0,0,0,10,0,0,0,0,1,1
2900,2900,0,3,1,5,0,1,1,0,0,0,0,1,0
6363,6363,0,1,0,2,0,0,3,0,0,0,0,1,0
1434,1434,0,1,1,0,0,0,8,0,0,0,0,1,1
367,367,0,1,0,0,0,0,9,0,0,0,0,1,1
975,975,0,1,0,0,2,0,5,0,0,0,0,1,0
4244,4244,0,3,0,3,1,0,3,0,0,0,0,0,0
1475,1475,1,1,0,0,0,1,3,0,0,0,0,0,0
1826,1826,0,1,0,0,0,0,9,0,0,0,0,1,0
4755,4755,0,2,3,1,0,0,1,0,0,0,0,0,0
416,416,1,1,0,0,0,0,10,0,0,0,0,1,0
3119,3119,0,1,0,0,0,0,3,0,0,0,0,0,0
6223,6223,0,1,0,0,1,0,10,0,0,1,0,1,1
5554,5554,0,1,3,1,0,0,2,0,0,0,0,0,0
5863,5863,1,2,3,5,0,1,1,0,0,0,0,0,0
6417,6417,1,1,3,0,0,0,2,0,0,0,0,0,0
2177,2177,0,1,1,5,0,1,2,0,0,0,0,0,0
225,225,0,1,0,0,0,0,2,0,0,0,0,0,0
4574,4574,0,1,1,0,0,0,8,0,0,0,0,1,1
4144,4144,0,1,0,4,0,0,2,0,0,0,0,0,0
3682,3682,0,1,0,0,0,0,5,0,0,0,0,0,0
4456,4456,1,2,0,0,0,1,6,9,0,0,0,1,0
5774,5774,0,1,1,0,0,0,4,0,0,0,0,1,0
4252,4252,1,1,1,0,0,1,1,0,0,0,0,0,0
1471,1471,1,2,1,0,0,1,2,0,0,0,0,1,0
169,169,0,2,1,5,0,0,1,0,0,0,0,0,0
1172,1172,1,1,1,0,0,0,3,0,0,0,0,0,0
4363,4363,0,1,0,0,0,0,3,0,0,0,0,1,0
5619,5619,1,2,1,0,0,1,1,0,0,0,0,0,0
3188,3188,0,1,0,0,1,0,10,0,0,0,0,1,1
5706,5706,0,1,0,0,1,0,9,0,0,0,0,1,0
1150,1150,0,0,0,0,0,0,9,0,0,0,0,0,0
2289,2289,0,1,1,0,1,0,7,0,0,0,0,1,0
3965,3965,0,1,0,0,0,0,9,0,0,0,0,1,0
6096,6096,0,1,0,0,0,0,10,0,0,0,0,1,0
5735,5735,0,2,2,1,0,1,1,0,0,0,0,1,0
4023,4023,0,2,0,1,0,1,1,0,0,0,0,0,0
3673,3673,0,1,0,0,0,0,5,0,0,0,0,1,0
5887,5887,0,1,0,0,0,1,6,0,0,0,0,1,0
6763,6763,0,1,1,0,0,0,1,0,0,0,0,0,0
5768,5768,0,1,1,0,0,0,1,0,0,0,0,0,0
6147,6147,0,2,0,1,2,0,5,0,0,0,0,0,0
2979,2979,0,2,1,1,0,0,1,0,0,0,0,0,0
1552,1552,1,1,0,0,0,0,2,0,0,0,0,0,0
2197,2197,0,1,2,2,0,1,2,0,0,0,0,0,0
366,366,0,1,0,0,0,0,8,0,0,0,0,1,0
5519,5519,0,1,1,1,0,0,2,0,0,0,0,0,0
6773,6773,0,2,2,0,0,1,1,0,0,0,0,1,0
1601,1601,0,1,1,1,0,0,3,0,0,0,0,0,0
3689,3689,0,1,0,0,0,1,2,0,0,0,0,1,0
5737,5737,1,1,0,0,0,1,4,0,0,0,0,1,0
3272,3272,0,1,0,0,0,0,7,0,0,0,0,1,0
4667,4667,0,2,1,5,0,0,1,0,0,0,0,0,0
715,715,1,1,0,0,0,1,9,1,0,0,0,0,0
2118,2118,1,1,1,1,0,0,1,0,0,0,0,0,0
1563,1563,0,2,1,5,0,0,7,0,0,0,0,1,0
165,165,0,1,2,0,1,0,9,0,0,0,0,1,0
398,398,0,1,2,0,0,1,3,0,0,0,0,0,0
62,62,0,1,3,0,0,1,1,0,0,0,0,0,0
5367,5367,0,1,0,0,0,1,2,0,0,0,0,0,0
2464,2464,0,2,1,0,0,1,2,0,0,0,0,0,0
1251,1251,0,1,1,0,0,1,2,0,0,0,0,0,0
1914,1914,1,3,1,0,0,1,3,0,0,0,0,0,0
4472,4472,0,1,0,2,0,0,6,0,0,0,0,1,0
4847,4847,0,1,2,6,0,0,1,0,0,0,0,0,0
6019,6019,0,1,0,0,0,1,3,0,0,0,0,0,0
2866,2866,0,1,1,1,1,0,8,0,0,0,0,1,1
2014,2014,0,1,0,0,0,0,7,0,0,0,0,1,0
6222,6222,0,1,0,0,0,0,5,0,0,0,0,1,0
4659,4659,1,1,1,0,2,0,10,0,0,0,0,1,0
4186,4186,0,1,1,0,0,0,2,0,0,0,0,0,0
5983,5983,0,1,1,0,0,0,6,0,0,0,0,0,0
2778,2778,0,3,1,0,0,1,1,0,0,0,0,0,0
590,590,0,1,0,0,0,1,8,0,0,0,0,0,0
2515,2515,0,1,0,0,0,1,10,0,0,0,0,1,0
5000,5000,0,1,1,0,1,0,9,0,0,0,0,1,1
6744,6744,0,1,0,0,0,0,4,0,0,0,0,0,0
542,542,0,2,1,0,1,1,3,0,0,0,0,0,0
6399,6399,0,2,1,0,0,0,1,0,0,0,0,0,0
263,263,0,1,0,0,0,1,10,0,0,0,0,1,0
1061,1061,1,1,2,0,1,0,8,0,0,0,0,0,0
4564,4564,1,2,0,1,0,0,2,0,0,0,0,0,0
6412,6412,0,1,0,0,0,0,10,0,0,0,0,1,0
383,383,0,1,0,0,0,1,9,0,0,0,0,1,0
6395,6395,0,1,0,0,0,1,7,0,0,0,0,0,0
74,74,0,1,0,0,1,1,10,0,0,0,0,1,1
4404,4404,0,2,0,1,0,0,1,0,0,0,0,0,0
4267,4267,0,2,2,1,1,0,3,0,0,0,0,0,0
5483,5483,1,1,0,0,0,0,2,0,0,0,0,0,0
4956,4956,0,3,0,0,1,0,4,0,0,0,0,0,0
3044,3044,0,1,0,0,0,0,8,0,0,0,0,1,1
2121,2121,0,1,0,0,0,1,2,0,0,0,0,1,0
1457,1457,0,1,0,0,0,0,6,0,0,0,0,1,1
4799,4799,0,1,2,0,0,0,2,0,0,0,0,0,0
4669,4669,1,1,0,0,0,0,3,0,0,0,0,0,0
3166,3166,1,1,0,0,0,1,5,0,0,0,0,1,0
5627,5627,0,2,0,1,0,0,1,0,0,0,0,0,0
6080,6080,0,1,1,0,0,0,3,0,0,0,0,1,0
411,411,0,2,0,0,0,0,5,0,0,0,0,1,0
3929,3929,0,2,0,0,0,1,3,0,0,0,0,0,0
70,70,1,1,0,0,0,0,4,0,0,0,0,1,1
257,257,1,1,0,0,0,0,4,0,0,0,0,1,0
3877,3877,0,2,1,0,0,0,6,0,0,0,0,1,0
6052,6052,0,1,0,0,0,0,1,0,0,0,0,0,0
6860,6860,1,1,1,0,0,1,6,0,0,0,0,1,0
4099,4099,0,2,0,0,1,0,5,0,0,0,0,1,0
1470,1470,0,1,2,1,0,0,3,0,0,0,0,0,0
3537,3537,0,2,0,0,0,0,5,0,0,0,0,0,0
5824,5824,0,1,0,0,0,1,9,0,0,0,0,0,0
4734,4734,1,0,3,0,0,1,5,0,0,0,0,0,0
2097,2097,0,0,0,0,0,0,3,0,0,0,0,1,1
5696,5696,0,1,1,0,1,0,7,0,0,0,0,1,0
2240,2240,0,1,1,0,0,0,3,0,0,0,0,0,0
3439,3439,1,1,0,0,0,0,5,0,0,0,0,0,0
3334,3334,0,1,0,0,0,0,3,0,0,0,0,0,0
3556,3556,0,1,0,0,0,1,5,0,0,0,0,1,0
297,297,1,1,0,0,0,0,1,0,0,0,0,0,0
6510,6510,0,2,1,2,0,1,1,0,0,0,0,0,0
5898,5898,0,1,0,0,0,0,3,0,0,0,0,0,0
1424,1424,0,1,0,0,1,1,10,0,0,0,0,1,1
3862,3862,0,1,0,0,0,0,4,0,0,0,0,0,0
5936,5936,0,1,2,0,0,0,7,0,0,0,0,1,1
5543,5543,0,1,3,0,0,1,4,0,0,0,0,0,0
6145,6145,0,1,0,0,0,1,4,0,0,0,0,0,0
3755,3755,0,1,1,0,0,0,6,0,0,0,0,1,0
6872,6872,0,2,0,0,0,1,1,0,0,0,0,0,0
6471,6471,0,1,2,0,0,1,2,0,0,0,0,0,0
1194,1194,0,1,0,0,0,0,3,0,0,0,0,1,0
6073,6073,0,1,0,4,0,0,2,0,0,0,0,1,0
1790,1790,0,1,1,0,0,1,8,0,0,0,0,1,1
4599,4599,0,1,1,0,0,0,3,0,0,0,0,0,0
1587,1587,0,0,1,0,0,1,6,0,0,0,0,1,1
4699,4699,0,0,0,0,0,0,8,0,0,0,0,1,0
697,697,0,2,0,4,0,0,4,0,0,0,0,1,0
2789,2789,0,2,1,0,0,1,1,0,0,0,0,0,0
4007,4007,0,1,1,2,0,0,3,0,0,0,0,0,0
13,13,0,1,0,0,0,0,3,0,0,0,0,1,0
2982,2982,0,2,0,2,0,0,1,0,0,0,0,0,0
6331,6331,0,1,0,0,0,0,9,0,0,0,0,1,0
140,140,0,1,0,0,0,0,9,0,0,0,0,1,0
2676,2676,0,2,3,0,0,1,1,0,0,0,0,1,1
5172,5172,0,2,1,0,0,1,6,0,0,0,0,1,0
2138,2138,0,1,0,0,0,0,4,0,0,0,0,1,0
