,Unnamed: 0,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,is_recid,is_violent_recid
5318,5318,0,1,1,1,0,0,8,0,0,0,0,0,0
2864,2864,0,1,1,0,0,0,2,0,0,0,0,1,0
3575,3575,0,1,3,0,0,1,2,0,0,0,0,1,0
6142,6142,0,1,0,0,0,0,8,0,0,0,0,1,1
3740,3740,1,1,1,0,0,1,8,0,0,0,0,1,0
3365,3365,0,1,0,1,0,1,1,0,0,0,0,1,0
3732,3732,0,2,2,1,2,0,2,0,0,0,0,0,0
4082,4082,1,1,2,4,0,1,2,0,0,0,0,0,0
1457,1457,0,1,0,0,0,0,6,0,0,0,0,1,1
3727,3727,0,1,2,0,0,1,2,0,0,0,0,0,0
724,724,1,2,0,0,2,0,10,0,0,0,0,1,0
6741,6741,1,1,2,0,0,1,4,0,0,0,0,0,0
6626,6626,0,2,1,0,0,0,1,0,0,0,0,1,1
5958,5958,0,2,2,0,0,1,2,0,0,0,0,0,0
5807,5807,0,1,0,0,0,0,2,0,0,0,0,0,0
1274,1274,0,1,1,4,0,0,2,0,0,0,0,0,0
194,194,0,1,0,0,0,1,2,0,0,0,0,0,0
2607,2607,0,1,0,0,0,0,4,0,0,0,0,1,0
5890,5890,1,2,3,4,0,0,1,0,0,0,0,1,0
4279,4279,1,1,0,0,0,0,7,0,0,0,0,0,0
4900,4900,0,1,0,0,0,0,6,0,0,0,0,0,0
6568,6568,0,1,1,0,0,1,1,0,0,0,0,0,0
2433,2433,0,3,0,5,2,1,5,0,0,0,0,0,0
6612,6612,0,1,0,0,1,0,7,0,0,0,0,0,0
2695,2695,0,1,0,0,0,0,3,0,0,0,0,0,0
5643,5643,0,2,0,0,0,1,1,0,0,0,0,0,0
5922,5922,0,1,1,0,0,1,2,0,0,0,0,0,0
3621,3621,0,1,1,0,0,0,5,0,0,0,0,1,1
907,907,0,2,0,5,0,0,1,0,0,0,0,0,0
4174,4174,0,1,1,0,0,1,5,0,0,0,0,1,0
2207,2207,0,2,2,1,0,0,1,0,0,0,0,0,0
3386,3386,0,1,0,0,0,1,4,0,0,0,0,0,0
6298,6298,0,2,0,0,1,1,5,0,0,0,0,0,0
6625,6625,0,1,0,0,0,1,6,0,0,0,0,0,0
5454,5454,1,2,0,1,0,1,1,0,0,0,0,0,0
4429,4429,0,1,0,0,1,0,10,0,0,0,0,0,0
5017,5017,0,2,1,0,1,0,2,0,0,0,0,0,0
4353,4353,0,1,1,0,0,1,4,0,0,0,0,0,0
239,239,0,1,1,0,0,0,2,0,0,0,0,0,0
5477,5477,0,1,1,0,0,0,1,0,0,0,0,0,0
5428,5428,1,1,0,0,0,0,5,0,0,0,0,0,0
2176,2176,0,2,0,0,0,0,1,0,0,0,0,0,0
5850,5850,1,1,0,0,0,1,6,0,0,0,0,0,0
3626,3626,0,1,1,0,0,1,4,0,0,0,0,1,0
2615,2615,0,1,0,0,0,0,7,0,0,0,0,0,0
2412,2412,1,3,1,5,0,1,1,0,0,0,0,0,0
1542,1542,0,2,2,0,0,0,6,0,0,0,0,0,0
382,382,0,1,0,0,0,0,5,0,0,0,0,0,0
2368,2368,0,1,1,0,0,1,2,0,0,0,0,1,0
3168,3168,0,2,1,1,0,1,4,0,0,0,0,0,0
3833,3833,1,2,1,1,0,0,5,0,0,0,0,0,0
3570,3570,1,1,2,5,0,0,1,0,0,0,0,0,0
6376,6376,0,1,0,0,0,0,8,0,0,0,0,1,1
1613,1613,1,2,1,1,0,0,6,0,0,0,0,1,0
5131,5131,0,1,0,0,0,0,9,0,0,0,0,1,0
4739,4739,0,1,1,0,1,0,9,0,0,0,0,0,0
2170,2170,0,2,1,2,0,1,2,1,0,0,0,0,0
4684,4684,0,3,1,1,0,1,1,0,0,0,0,0,0
3302,3302,0,1,1,0,0,0,8,0,0,0,0,1,0
716,716,0,3,0,5,1,0,1,0,0,0,0,0,0
4376,4376,0,2,0,0,1,1,5,1,0,0,0,0,0
3505,3505,0,1,0,0,0,1,5,0,0,0,0,1,0
4166,4166,0,1,0,0,0,0,7,0,0,0,0,0,0
3659,3659,0,1,2,0,0,1,2,0,0,0,0,0,0
1017,1017,0,2,1,0,0,0,3,0,0,0,0,1,1
3872,3872,0,1,1,0,0,0,7,0,0,0,0,1,0
210,210,0,2,0,1,0,0,1,0,0,0,0,0,0
6166,6166,0,3,0,1,0,1,1,3,0,0,0,1,1
532,532,0,2,0,2,0,1,3,0,0,0,0,0,0
250,250,0,1,3,0,0,0,1,0,0,0,0,0,0
538,538,0,1,1,0,0,0,4,0,0,0,0,1,0
2173,2173,0,1,0,0,1,0,3,0,0,0,0,1,0
6586,6586,0,1,1,1,0,0,1,0,0,0,0,0,0
127,127,1,1,2,0,0,0,5,0,0,0,0,1,1
5234,5234,0,1,0,0,0,0,7,0,0,0,0,0,0
6143,6143,1,1,0,0,0,0,3,0,0,0,0,1,0
3688,3688,1,2,0,0,0,0,1,0,0,0,0,1,0
3638,3638,0,2,0,5,0,0,1,0,0,0,0,1,0
3525,3525,0,1,1,1,0,0,1,0,0,0,0,0,0
5924,5924,0,1,0,0,0,0,7,0,0,0,0,1,0
2455,2455,0,2,2,0,1,0,6,0,0,0,0,0,0
6515,6515,0,1,2,1,0,1,1,0,0,0,0,0,0
1848,1848,0,1,0,0,0,0,3,0,0,0,0,1,0
2283,2283,1,1,0,0,0,0,4,0,0,0,0,0,0
3027,3027,0,1,1,0,0,0,6,0,0,0,0,0,0
5166,5166,0,1,0,0,1,0,3,0,0,0,0,1,0
5242,5242,0,3,1,0,1,0,10,0,0,0,0,1,0
1358,1358,0,1,0,0,0,0,4,0,0,0,0,1,0
3603,3603,0,2,1,0,0,0,1,0,0,0,0,0,0
1993,1993,0,2,0,0,0,0,5,0,0,0,0,0,0
5731,5731,0,1,2,0,0,1,1,0,0,0,0,1,0
1687,1687,0,1,0,0,0,0,8,0,0,0,0,0,0
4387,4387,0,1,0,0,2,1,9,0,0,0,0,1,1
987,987,0,1,3,0,0,0,2,0,0,0,0,0,0
1468,1468,0,2,1,5,0,0,1,0,0,0,0,1,0
1545,1545,0,1,0,0,1,0,8,0,0,0,0,1,0
4620,4620,1,2,0,0,0,0,6,0,0,0,0,0,0
4700,4700,0,2,1,0,0,1,1,0,0,0,0,1,0
488,488,0,1,2,0,0,1,4,0,0,0,0,0,0
6395,6395,0,1,0,0,0,1,7,0,0,0,0,0,0
6635,6635,0,1,1,0,0,0,4,0,0,0,0,0,0
6421,6421,0,1,0,0,0,0,2,0,0,0,0,0,0
3237,3237,0,1,2,0,0,1,1,0,0,0,0,1,0
1266,1266,0,1,3,5,0,1,2,0,0,0,0,0,0
4829,4829,0,1,0,0,0,0,10,0,0,0,0,1,1
2989,2989,0,2,1,2,0,0,1,0,0,0,0,0,0
6526,6526,0,2,0,0,0,0,1,0,0,0,0,0,0
2346,2346,0,2,3,0,0,1,1,0,0,0,0,0,0
82,82,0,1,1,0,0,0,8,0,0,0,0,1,0
2775,2775,0,1,1,0,1,1,7,0,0,0,0,1,1
2326,2326,0,1,0,0,0,0,4,0,0,0,0,1,0
1025,1025,0,1,1,0,0,0,4,0,0,0,0,0,0
3426,3426,0,1,0,0,0,0,5,0,0,0,0,0,0
3013,3013,0,1,0,0,0,0,7,0,0,0,0,1,0
4693,4693,0,1,1,4,0,0,5,0,0,0,0,0,0
5575,5575,0,1,0,0,0,0,4,0,0,0,0,1,0
2816,2816,0,1,0,0,1,0,9,0,0,0,0,0,0
3495,3495,0,2,0,0,1,0,7,0,0,0,0,0,0
5875,5875,0,2,3,0,1,0,1,0,0,0,0,1,0
3983,3983,0,1,0,0,1,0,10,0,0,0,0,1,0
5491,5491,0,1,0,0,2,1,6,0,0,0,0,1,1
4491,4491,1,1,2,0,0,0,3,0,0,0,0,1,0
4096,4096,0,1,2,0,0,0,5,0,0,0,0,1,0
4634,4634,1,1,3,1,0,0,2,0,0,0,0,0,0
6445,6445,0,2,1,0,0,1,1,0,0,0,0,0,0
3717,3717,1,1,1,4,0,0,7,0,0,0,0,1,0
3830,3830,1,2,0,0,0,1,1,0,0,0,0,0,0
1460,1460,1,1,1,0,0,0,7,0,0,0,0,1,0
614,614,0,1,1,0,0,0,10,0,0,0,0,1,0
989,989,0,1,0,0,0,1,10,0,0,0,0,1,0
767,767,0,1,0,0,0,0,2,0,0,0,0,1,0
5307,5307,1,1,1,0,0,1,7,0,0,0,0,1,0
1759,1759,0,1,2,0,0,1,4,0,0,0,0,1,1
4946,4946,1,1,1,0,0,1,5,0,0,0,0,1,0
5646,5646,0,2,0,1,0,1,6,0,0,0,0,0,0
6622,6622,1,1,0,0,0,0,3,0,0,0,0,0,0
5086,5086,0,1,0,0,0,0,5,0,0,0,0,0,0
4146,4146,1,1,1,0,0,1,5,0,0,0,0,1,0
2370,2370,1,1,0,0,0,1,1,0,0,0,0,0,0
3854,3854,0,0,0,0,0,0,5,0,0,0,0,1,0
1064,1064,0,1,0,0,0,1,3,0,0,0,0,1,0
1327,1327,0,1,0,0,0,0,8,0,0,0,0,0,0
1641,1641,0,1,0,4,0,0,3,5,0,0,0,0,0
1265,1265,1,2,0,0,0,0,1,0,0,0,0,0,0
4698,4698,0,1,1,0,0,0,9,0,0,0,0,0,0
4663,4663,0,1,3,0,0,0,5,0,0,0,0,1,0
5110,5110,0,1,0,0,0,1,3,0,0,0,0,0,0
5053,5053,0,1,0,0,0,0,3,0,0,0,0,0,0
6360,6360,0,1,0,0,0,0,2,0,0,0,0,1,0
6206,6206,0,1,0,0,0,0,10,0,0,0,0,1,1
1882,1882,0,2,1,5,0,1,1,0,0,0,0,0,0
5213,5213,0,1,2,0,0,0,5,0,0,0,0,1,0
5753,5753,1,2,1,2,2,0,8,1,0,0,0,0,0
4073,4073,0,1,1,1,0,0,2,0,0,0,0,0,0
214,214,0,1,3,0,0,0,4,0,0,0,0,1,0
1566,1566,0,1,1,0,0,1,2,0,0,0,0,1,0
2996,2996,0,2,1,0,0,0,5,0,0,0,0,1,0
6743,6743,0,0,0,0,0,0,10,0,0,0,0,1,1
4688,4688,0,1,1,2,0,0,10,0,0,0,0,0,0
5192,5192,0,1,0,0,1,0,10,0,0,0,0,1,0
5435,5435,0,1,1,0,0,0,2,0,0,0,0,0,0
6064,6064,0,1,0,0,0,0,6,0,0,0,0,0,0
1397,1397,1,1,1,0,0,1,7,0,0,0,0,0,0
408,408,0,1,0,0,0,0,7,0,0,0,0,0,0
1394,1394,0,2,2,0,0,0,1,0,0,0,0,0,0
1225,1225,0,2,2,0,0,0,1,0,0,0,0,0,0
3757,3757,1,2,1,1,0,1,1,0,0,0,0,0,0
5090,5090,0,3,1,1,0,0,1,0,0,0,0,1,0
5434,5434,0,1,3,0,0,0,1,0,0,0,0,0,0
5642,5642,1,1,0,0,0,1,8,9,0,0,0,1,0
6178,6178,0,2,0,0,0,0,3,0,0,0,0,1,0
3867,3867,0,0,1,0,0,1,5,0,0,0,0,1,0
1041,1041,1,3,1,5,0,0,1,0,0,0,0,1,0
267,267,1,2,0,2,0,1,3,0,0,0,0,0,0
62,62,0,1,3,0,0,1,1,0,0,0,0,0,0
5299,5299,0,1,1,0,0,0,5,0,0,0,0,0,0
3415,3415,1,1,0,0,0,0,9,0,0,0,0,1,0
3391,3391,1,1,0,0,0,0,9,0,0,0,0,1,0
1884,1884,1,2,0,1,0,0,1,0,0,0,0,0,0
1311,1311,0,2,2,4,0,0,1,0,0,0,0,0,0
2840,2840,0,0,1,0,0,0,4,0,0,0,0,0,0
2224,2224,0,1,1,0,0,0,2,0,0,0,0,1,1
4576,4576,0,1,2,0,0,1,3,0,0,0,0,0,0
3193,3193,0,1,0,0,1,0,7,0,0,0,0,1,0
5789,5789,0,1,0,1,0,0,2,0,0,0,0,0,0
4417,4417,0,1,0,0,0,1,10,0,0,0,0,1,1
2739,2739,0,1,1,0,1,1,4,2,0,0,0,1,0
5644,5644,0,0,2,0,0,0,3,0,0,0,0,0,0
2216,2216,0,2,1,0,0,0,1,0,0,0,0,0,0
206,206,0,3,1,1,0,0,1,0,0,0,0,0,0
1159,1159,1,1,0,0,0,1,3,0,0,0,0,1,1
2301,2301,0,2,0,0,2,0,6,0,0,0,0,1,0
1625,1625,0,1,2,0,0,0,3,0,0,0,0,0,0
3599,3599,0,1,0,0,0,0,6,0,0,0,0,1,0
88,88,1,2,1,0,0,1,1,0,0,0,0,0,0
5831,5831,0,1,0,0,1,0,6,0,0,0,0,1,0
5791,5791,0,1,1,5,1,0,9,0,0,0,0,1,0
5469,5469,0,1,0,0,1,1,9,0,1,0,0,1,1
3799,3799,1,1,1,2,0,1,2,0,0,0,0,0,0
2072,2072,0,1,1,0,0,1,3,0,0,0,0,0,0
290,290,1,1,0,4,0,1,6,0,0,0,0,0,0
3075,3075,0,1,2,1,0,1,8,0,0,0,0,0,0
5440,5440,0,1,1,0,0,0,5,0,0,0,0,0,0
2605,2605,0,2,0,0,0,1,1,0,0,0,0,0,0
3353,3353,1,1,1,0,0,1,5,0,0,0,0,0,0
6373,6373,0,1,1,1,0,1,4,0,0,0,0,1,0
994,994,0,1,0,0,0,0,3,0,0,0,0,1,0
1458,1458,0,0,0,0,0,0,9,0,0,0,0,1,0
5894,5894,0,2,1,0,0,0,1,0,0,0,0,1,0
4453,4453,0,2,1,0,0,0,4,0,0,0,0,0,0
1347,1347,0,2,1,0,0,1,1,0,0,0,0,0,0
5528,5528,0,2,2,1,0,1,1,0,0,0,0,0,0
1699,1699,0,1,0,0,0,0,4,0,0,0,0,0,0
3294,3294,0,1,3,0,0,1,7,0,0,0,0,0,0
1619,1619,0,2,1,0,0,0,1,0,0,0,0,0,0
1536,1536,0,2,1,0,0,0,4,0,0,0,0,1,0
783,783,0,1,0,0,2,0,10,0,0,0,0,0,0
6211,6211,0,1,2,1,0,1,1,0,0,0,0,0,0
5699,5699,0,0,0,0,0,0,6,0,0,0,0,0,0
957,957,0,1,0,0,0,0,4,2,0,0,0,0,0
5727,5727,0,1,0,0,0,0,4,0,0,0,0,0,0
2991,2991,0,1,1,5,0,0,2,0,0,0,0,0,0
2949,2949,0,2,0,0,1,0,6,0,0,0,0,0,0
3735,3735,0,1,3,0,0,0,9,0,0,0,0,1,1
524,524,0,2,0,0,1,0,5,0,0,0,0,0,0
5582,5582,0,1,0,0,0,0,4,0,0,0,0,1,1
2901,2901,0,1,1,0,0,0,9,0,0,0,0,0,0
2280,2280,0,2,1,5,0,0,1,0,0,0,0,0,0
6767,6767,0,1,0,0,0,0,6,0,0,0,0,0,0
4087,4087,1,1,2,1,0,1,4,0,0,0,0,0,0
6642,6642,1,1,0,0,0,0,5,0,0,0,0,0,0
5154,5154,0,2,2,1,0,1,1,0,0,0,0,0,0
4046,4046,0,1,3,0,0,0,4,0,0,0,0,1,0
5640,5640,0,1,0,0,0,0,4,0,0,0,0,1,0
6326,6326,1,2,0,0,0,0,4,0,0,0,0,1,0
6617,6617,0,1,1,0,0,1,4,0,0,0,0,0,0
3711,3711,0,1,1,0,0,0,2,0,0,0,0,0,0
4670,4670,0,1,0,0,1,0,9,0,0,0,0,1,0
4450,4450,1,2,1,0,0,1,1,0,0,0,0,0,0
302,302,1,2,1,5,0,0,2,0,0,0,0,0,0
2251,2251,0,1,0,0,0,0,3,0,0,0,0,0,0
2777,2777,0,1,0,0,0,0,10,0,0,0,0,1,0
6389,6389,0,1,0,0,0,0,10,0,0,0,0,0,0
2581,2581,0,1,0,1,0,0,2,0,0,0,0,1,0
521,521,0,1,0,0,0,0,5,0,0,0,0,0,0
3114,3114,0,1,0,0,0,1,4,0,0,0,0,0,0
4482,4482,0,2,0,0,0,0,6,0,0,0,0,1,0
3030,3030,1,1,0,0,0,0,5,0,0,0,0,0,0
3336,3336,0,2,1,0,0,0,2,0,0,0,0,0,0
6746,6746,0,1,1,0,0,1,3,0,0,0,0,1,0
4703,4703,0,2,2,5,0,1,1,0,0,0,0,0,0
703,703,0,1,0,0,0,0,2,0,0,0,0,0,0
6824,6824,0,1,0,1,0,0,7,0,0,0,0,1,1
3345,3345,0,0,1,0,0,0,10,0,0,0,0,1,0
1918,1918,1,1,0,5,0,1,1,0,0,0,0,0,0
6539,6539,0,1,1,0,0,0,1,0,0,0,0,0,0
4205,4205,1,1,0,0,0,1,1,0,0,0,0,0,0
1529,1529,0,1,1,0,0,0,3,0,0,0,0,1,0
936,936,0,2,1,0,0,1,1,0,0,0,0,0,0
5267,5267,0,1,1,0,0,0,6,0,0,0,0,0,0
4170,4170,1,1,0,0,0,0,8,0,0,0,0,0,0
3433,3433,0,2,1,4,0,0,2,0,0,0,0,0,0
1436,1436,0,2,1,0,1,0,6,0,0,0,0,1,0
3990,3990,0,1,1,1,0,0,7,0,0,0,0,1,0
705,705,0,2,0,0,1,0,9,0,0,0,0,0,0
132,132,1,2,1,0,0,0,4,0,0,0,0,0,0
3692,3692,0,1,1,0,0,0,4,0,0,0,0,0,0
4736,4736,0,1,1,0,0,1,6,0,0,0,0,0,0
6826,6826,0,2,0,0,1,0,5,0,0,0,0,1,1
5621,5621,0,0,0,0,0,0,2,0,0,0,0,0,0
5946,5946,0,2,0,0,0,0,1,0,0,0,0,0,0
2510,2510,0,2,0,0,0,0,5,0,0,0,0,1,0
4965,4965,0,3,1,0,0,0,7,0,0,0,0,1,1
3105,3105,0,1,1,0,0,1,4,0,0,0,0,1,0
2111,2111,0,1,0,0,0,0,6,0,0,0,0,0,0
1177,1177,0,1,0,0,0,0,9,0,0,0,0,0,0
1940,1940,0,1,0,0,0,0,7,0,0,0,0,1,0
6654,6654,0,1,1,0,0,1,2,0,0,0,0,1,0
5755,5755,0,1,2,0,0,1,2,9,0,0,0,1,0
4907,4907,1,2,1,0,0,0,9,0,0,0,0,1,0
5641,5641,0,2,1,0,0,1,1,0,0,0,0,0,0
3070,3070,0,1,0,0,1,1,9,0,0,0,0,1,1
941,941,0,1,0,0,0,1,2,0,0,0,0,0,0
1487,1487,0,1,3,0,0,0,7,0,0,0,0,0,0
399,399,0,1,1,0,0,0,3,0,0,0,0,0,0
6415,6415,0,1,0,0,1,0,9,0,0,0,0,0,0
2708,2708,0,1,2,0,0,0,7,0,0,0,0,0,0
197,197,1,1,1,0,0,0,9,0,0,0,0,1,0
820,820,0,1,0,0,0,1,9,0,0,0,0,0,0
3072,3072,0,1,2,2,0,1,2,0,0,0,0,0,0
270,270,0,2,0,0,0,0,6,0,0,0,0,1,0
2292,2292,0,1,0,0,0,0,8,0,0,0,0,1,1
752,752,1,1,0,0,0,0,7,0,0,0,0,0,0
4011,4011,0,3,1,5,0,0,1,1,0,0,0,0,0
1149,1149,1,1,0,0,0,0,2,0,0,0,0,0,0
1255,1255,0,2,3,1,0,1,1,0,0,0,0,0,0
6286,6286,1,2,1,5,0,0,1,0,0,0,0,0,0
5553,5553,0,2,0,0,0,1,2,0,0,0,0,0,0
104,104,0,1,0,2,0,0,2,0,0,0,0,0,0
6162,6162,0,2,1,0,0,0,1,0,0,0,0,1,0
3858,3858,0,1,0,5,0,1,3,0,0,0,0,0,0
18,18,0,3,0,2,1,0,6,0,0,0,0,1,0
4914,4914,0,1,0,0,0,1,3,0,0,0,0,1,0
5967,5967,0,1,0,0,0,0,2,0,0,0,0,1,0
2973,2973,0,1,0,0,0,0,7,0,0,0,0,0,0
4993,4993,0,1,1,0,1,0,8,0,0,0,0,1,0
2612,2612,0,1,0,0,1,0,10,0,0,0,0,1,0
1208,1208,0,1,0,1,0,0,3,0,0,0,0,1,0
4852,4852,1,2,1,5,0,1,2,0,0,0,0,0,0
2119,2119,0,1,3,0,0,0,4,0,0,0,0,0,0
3566,3566,1,3,1,0,0,1,1,0,0,0,0,0,0
5079,5079,0,1,0,0,0,1,6,0,0,0,0,0,0
3551,3551,0,1,0,0,1,0,6,0,0,0,0,1,0
4045,4045,1,3,0,0,0,0,1,0,0,0,0,0,0
553,553,0,3,1,0,0,1,1,0,0,0,0,1,0
3342,3342,0,1,0,0,3,1,7,0,0,0,0,0,0
4107,4107,0,1,1,0,0,1,7,0,0,0,0,1,1
1163,1163,0,1,0,0,0,0,6,0,0,0,0,1,0
656,656,1,1,0,0,0,0,2,0,0,0,0,0,0
2055,2055,0,2,0,0,0,0,5,0,0,0,0,1,0
3499,3499,0,1,0,0,0,0,7,0,0,0,0,1,0
4261,4261,0,1,1,0,0,0,4,0,0,0,0,0,0
1763,1763,0,1,1,0,0,1,4,0,0,0,0,1,0
2293,2293,0,1,0,0,0,0,4,0,0,0,0,1,0
1546,1546,0,1,1,2,1,0,6,0,0,0,0,1,0
1899,1899,0,2,0,0,0,0,9,0,0,0,0,0,0
1784,1784,1,2,0,0,0,1,1,0,0,0,0,0,0
3326,3326,1,1,1,0,0,1,7,0,0,0,0,1,0
6856,6856,1,3,1,5,0,1,1,0,0,0,0,0,0
1262,1262,0,1,0,0,0,1,2,0,0,0,0,0,0
378,378,0,1,1,1,0,1,3,0,0,0,0,0,0
679,679,0,1,0,0,0,0,5,0,0,0,0,1,0
2187,2187,0,1,0,4,0,1,8,0,0,0,0,1,0
1654,1654,0,2,1,5,0,0,1,0,0,0,0,0,0
3704,3704,0,2,2,5,0,0,1,0,0,0,0,0,0
6855,6855,1,2,1,0,0,0,2,0,0,0,0,0,0
5295,5295,0,1,0,1,0,1,3,0,0,0,0,0,0
5901,5901,0,1,2,0,0,0,3,0,0,0,0,1,0
4901,4901,1,2,1,5,0,1,6,0,0,0,0,1,0
6462,6462,0,1,1,0,0,1,5,0,0,0,0,0,0
3627,3627,1,1,0,0,0,0,3,0,0,0,0,1,1
4187,4187,0,1,1,0,0,1,3,0,0,0,0,0,0
6607,6607,1,1,1,0,0,1,1,0,0,0,0,1,1
5986,5986,0,1,0,0,1,0,6,0,0,0,0,1,0
4493,4493,0,2,0,0,0,0,2,0,0,0,0,1,0
6345,6345,0,1,0,0,0,0,7,0,0,0,0,0,0
2276,2276,0,2,1,0,0,0,7,0,0,0,0,0,0
5141,5141,0,1,2,0,0,0,5,0,0,0,0,0,0
2041,2041,1,2,1,0,0,0,1,0,0,0,0,0,0
1865,1865,0,1,1,0,0,0,4,0,0,0,0,0,0
2159,2159,0,1,0,0,3,0,10,0,0,0,0,1,1
1777,1777,1,1,1,0,0,0,4,0,0,0,0,0,0
3161,3161,1,2,0,0,0,0,1,0,0,0,0,0,0
343,343,0,1,1,0,0,0,4,0,0,0,0,0,0
1721,1721,0,2,0,0,2,0,7,0,0,0,0,1,0
3263,3263,0,1,2,2,0,0,3,0,0,0,0,0,0
6125,6125,0,3,0,0,0,1,1,0,0,0,0,0,0
2768,2768,0,1,3,1,0,1,1,0,0,0,0,0,0
2649,2649,0,0,3,0,0,0,6,0,0,0,0,1,0
5906,5906,0,2,0,0,3,0,7,0,0,0,0,0,0
2351,2351,1,1,1,0,0,0,2,0,0,0,0,0,0
1244,1244,0,1,1,0,0,1,10,0,0,0,0,1,1
434,434,1,2,0,0,2,0,8,0,0,0,0,0,0
5758,5758,0,1,0,0,2,0,9,0,0,0,0,1,0
3181,3181,1,1,0,0,0,1,5,0,0,0,0,0,0
3657,3657,0,1,1,1,0,1,6,0,0,0,0,0,0
4470,4470,0,1,1,0,0,0,6,0,0,0,0,1,0
3662,3662,1,1,1,1,0,1,3,0,0,0,0,1,0
5911,5911,1,1,1,0,0,0,5,0,0,0,0,0,0
1371,1371,0,2,0,1,0,1,2,0,0,0,0,0,0
1395,1395,0,2,0,0,0,0,1,0,0,0,0,1,0
1176,1176,0,1,0,0,0,1,5,0,0,0,0,1,0
729,729,0,1,3,0,0,1,7,0,0,0,0,0,0
1169,1169,0,0,0,0,0,0,3,0,0,0,0,0,0
4826,4826,0,2,0,1,0,1,1,0,0,0,0,0,0
5535,5535,0,1,0,0,1,1,7,0,0,0,0,1,1
1609,1609,0,1,1,0,0,1,6,0,0,0,0,0,0
2318,2318,0,2,0,0,1,0,1,0,0,0,0,1,0
764,764,1,1,0,1,0,1,2,0,0,0,0,0,0
6647,6647,0,1,1,0,0,0,5,0,0,0,0,1,0
491,491,1,1,0,0,0,0,4,0,0,0,0,0,0
