,Unnamed: 0,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,is_recid,is_violent_recid
4427,4427,0,1,0,4,0,0,3,0,0,0,0,0,0
5307,5307,1,1,1,0,0,1,7,0,0,0,0,1,0
4796,4796,0,1,0,0,0,0,7,0,0,0,0,1,0
5387,5387,0,1,0,1,0,1,6,0,0,0,0,1,1
6621,6621,0,1,0,2,0,0,3,0,0,0,0,1,0
1381,1381,0,1,0,0,0,0,5,0,0,0,0,1,1
2884,2884,0,1,3,0,0,1,1,0,0,0,0,1,1
4353,4353,0,1,1,0,0,1,4,0,0,0,0,0,0
953,953,0,2,2,1,0,1,1,7,0,0,0,0,0
6336,6336,0,2,2,2,0,0,1,0,0,0,0,1,1
4180,4180,0,2,0,5,0,1,5,0,0,0,0,0,0
3307,3307,0,1,3,0,0,1,2,0,0,0,0,0,0
1170,1170,1,1,0,0,0,0,8,0,0,0,0,1,0
4279,4279,1,1,0,0,0,0,7,0,0,0,0,0,0
6127,6127,0,2,1,0,3,1,5,0,0,0,0,0,0
4215,4215,1,1,0,0,0,0,5,0,0,0,0,1,0
2107,2107,0,2,0,0,0,0,4,0,0,0,0,0,0
3458,3458,1,1,1,0,0,0,6,0,0,0,0,0,0
2046,2046,0,1,0,0,0,0,10,0,0,0,0,1,0
6072,6072,1,1,3,0,0,0,7,0,0,0,0,1,0
6499,6499,0,1,0,0,1,0,9,0,0,0,0,1,0
348,348,1,1,0,0,0,1,10,9,0,0,0,0,0
2638,2638,0,1,0,0,2,0,9,0,0,0,0,1,0
367,367,0,1,0,0,0,0,9,0,0,0,0,1,1
538,538,0,1,1,0,0,0,4,0,0,0,0,1,0
4097,4097,0,1,0,0,0,0,5,0,0,0,0,1,0
4052,4052,0,1,0,0,2,0,8,0,0,0,0,1,0
2039,2039,1,2,3,0,1,0,10,0,0,0,0,1,0
705,705,0,2,0,0,1,0,9,0,0,0,0,0,0
2856,2856,0,1,1,0,0,0,5,0,0,0,0,0,0
2193,2193,0,1,0,1,0,0,2,0,0,0,0,1,0
1611,1611,0,1,1,0,0,1,2,0,0,0,0,0,0
1098,1098,0,1,1,0,0,1,1,0,0,0,0,0,0
395,395,1,1,0,0,0,0,2,0,0,0,0,1,0
4033,4033,0,1,0,0,0,0,4,0,0,0,0,0,0
6520,6520,0,1,0,0,0,1,7,0,0,0,0,0,0
2195,2195,0,1,1,0,0,0,1,0,0,0,0,0,0
3326,3326,1,1,1,0,0,1,7,0,0,0,0,1,0
2647,2647,0,1,1,1,0,0,5,0,0,0,0,1,1
2956,2956,0,1,0,0,0,1,9,0,0,0,0,1,0
4431,4431,0,1,0,0,0,0,2,0,0,0,0,0,0
2815,2815,1,0,0,0,0,0,4,0,0,0,0,0,0
4615,4615,0,1,0,0,0,0,6,0,0,0,0,1,0
3238,3238,1,1,0,0,0,0,5,0,0,0,0,0,0
262,262,0,1,0,0,1,0,7,0,0,0,0,1,0
2573,2573,0,1,0,0,1,1,10,0,0,0,0,1,1
5457,5457,0,2,0,0,0,0,9,0,0,0,0,1,0
732,732,1,1,0,0,0,0,7,0,0,0,0,1,0
1476,1476,0,1,1,0,0,1,2,0,0,0,0,0,0
6322,6322,0,1,0,0,0,0,3,0,0,0,0,0,0
962,962,0,1,0,6,0,0,5,0,0,0,0,0,0
5270,5270,0,2,0,1,0,0,1,0,0,0,0,0,0
4275,4275,0,2,1,0,0,1,1,0,0,0,0,1,0
3993,3993,0,1,0,0,0,0,7,0,0,0,0,0,0
2453,2453,0,1,1,0,1,0,8,0,0,0,0,1,0
6475,6475,0,2,0,0,0,0,1,0,0,0,0,0,0
4901,4901,1,2,1,5,0,1,6,0,0,0,0,1,0
3910,3910,1,2,3,1,0,1,1,0,0,0,0,0,0
4400,4400,0,1,1,0,0,0,7,0,0,0,0,1,0
1811,1811,1,1,0,0,0,1,8,0,0,0,0,1,0
928,928,0,1,2,0,0,0,3,0,0,0,0,0,0
6828,6828,0,1,0,0,1,1,6,0,0,0,0,1,0
6838,6838,0,1,0,0,0,0,3,0,0,0,0,0,0
5024,5024,0,2,0,2,1,1,8,0,0,0,0,1,1
4900,4900,0,1,0,0,0,0,6,0,0,0,0,0,0
2251,2251,0,1,0,0,0,0,3,0,0,0,0,0,0
2707,2707,0,1,0,0,2,0,9,0,0,0,0,0,0
4438,4438,0,1,0,0,1,1,5,0,0,0,0,1,0
1473,1473,0,2,1,0,0,0,3,0,0,0,0,0,0
1356,1356,0,1,0,0,0,0,7,0,0,0,0,0,0
2099,2099,1,1,1,0,0,0,3,0,0,0,0,0,0
4375,4375,0,2,0,0,0,0,3,0,0,0,0,1,0
4640,4640,1,1,0,0,0,0,4,0,0,0,0,1,0
5980,5980,1,0,1,0,0,0,8,0,0,0,0,1,0
420,420,0,1,1,0,0,1,1,0,0,0,0,0,0
6408,6408,0,1,0,0,1,0,6,0,0,0,0,1,0
2263,2263,0,1,0,0,1,1,8,0,0,0,0,1,1
2091,2091,0,1,0,0,1,0,8,0,0,0,0,1,0
1404,1404,0,1,0,0,1,0,10,0,0,0,0,1,0
866,866,0,1,1,0,0,0,2,0,0,0,0,0,0
3748,3748,0,2,1,2,0,0,1,0,0,0,0,0,0
830,830,0,1,0,0,1,0,8,0,0,0,0,1,1
1909,1909,0,1,3,0,0,0,6,0,0,0,0,1,0
4474,4474,0,1,0,0,0,1,3,0,0,0,0,1,1
6719,6719,0,1,3,0,0,0,3,0,0,0,0,0,0
2165,2165,0,2,1,4,0,0,2,0,0,0,0,1,0
1876,1876,0,2,0,0,1,0,8,0,0,0,0,0,0
4828,4828,0,1,0,0,1,0,8,0,0,0,0,1,1
1392,1392,0,1,0,0,1,1,9,0,0,1,0,1,1
3229,3229,0,1,1,0,1,0,9,0,0,0,0,0,0
4629,4629,0,2,0,0,0,0,3,0,0,0,0,0,0
1571,1571,0,1,0,0,1,0,10,0,0,0,0,1,0
1237,1237,0,1,1,0,0,0,5,0,0,0,0,1,0
2365,2365,1,1,0,0,1,0,8,0,0,0,0,0,0
2203,2203,0,1,0,0,0,0,10,0,0,0,0,1,0
5129,5129,0,2,1,1,0,0,2,0,0,0,0,1,0
1406,1406,0,3,1,0,0,0,3,0,0,0,0,0,0
2814,2814,0,1,0,0,0,0,4,0,0,0,0,1,1
77,77,0,0,3,0,0,0,5,0,0,0,0,1,1
6776,6776,0,3,2,0,0,1,1,0,0,0,0,1,0
1217,1217,0,1,0,0,0,0,3,0,0,0,0,1,0
5358,5358,0,1,0,0,1,0,9,0,0,0,0,1,0
6730,6730,1,3,1,1,0,0,3,0,0,0,0,0,0
461,461,0,2,1,1,0,0,1,0,0,0,0,1,0
1424,1424,0,1,0,0,1,1,10,0,0,0,0,1,1
1507,1507,0,2,2,0,0,1,1,0,0,0,0,0,0
3987,3987,0,1,0,0,0,1,10,0,0,0,0,1,0
1029,1029,0,2,1,0,0,0,1,0,0,0,0,0,0
4751,4751,1,2,0,5,0,1,2,0,0,0,0,0,0
6678,6678,0,1,0,0,0,1,6,0,0,0,0,1,0
3577,3577,0,1,0,0,0,1,1,0,0,0,0,1,0
1975,1975,0,1,3,0,0,0,7,0,0,0,0,0,0
1475,1475,1,1,0,0,0,1,3,0,0,0,0,0,0
2216,2216,0,2,1,0,0,0,1,0,0,0,0,0,0
1654,1654,0,2,1,5,0,0,1,0,0,0,0,0,0
4254,4254,0,2,1,2,0,0,2,0,0,0,0,1,0
2875,2875,0,1,0,0,0,0,3,0,0,0,0,1,0
2158,2158,1,1,0,0,0,1,2,0,0,0,0,0,0
2207,2207,0,2,2,1,0,0,1,0,0,0,0,0,0
722,722,0,1,0,0,0,0,7,0,0,0,0,1,0
1831,1831,0,2,1,1,0,1,4,0,0,0,0,0,0
847,847,0,2,0,0,0,0,2,0,0,0,0,0,0
4380,4380,0,1,0,0,0,1,3,0,0,0,0,1,0
4684,4684,0,3,1,1,0,1,1,0,0,0,0,0,0
4415,4415,0,2,1,1,0,0,1,0,0,0,0,0,0
269,269,0,2,0,0,3,1,7,0,0,0,0,0,0
5277,5277,0,3,2,1,0,1,1,9,0,0,0,1,1
6434,6434,1,3,1,1,0,1,1,0,0,0,0,0,0
5085,5085,0,2,0,0,0,0,1,0,0,0,0,0,0
4424,4424,0,2,0,0,1,1,10,0,0,0,0,1,0
6292,6292,0,1,1,0,0,0,10,0,0,0,0,1,1
1352,1352,1,1,0,0,1,0,8,0,0,0,0,1,0
239,239,0,1,1,0,0,0,2,0,0,0,0,0,0
2733,2733,0,1,0,0,0,0,9,0,0,0,0,0,0
6592,6592,0,1,0,0,0,1,9,0,0,0,0,1,1
1509,1509,0,2,1,0,0,0,1,0,0,0,0,0,0
6576,6576,1,1,0,0,0,1,7,0,0,0,0,1,0
3651,3651,0,2,1,0,0,0,1,0,0,0,0,0,0
708,708,1,1,1,0,0,1,5,0,0,0,0,0,0
2225,2225,0,1,0,0,0,0,2,0,0,0,0,0,0
5163,5163,1,1,3,0,0,0,1,0,0,0,0,0,0
2627,2627,0,1,1,0,2,0,10,0,0,0,0,1,0
3809,3809,1,1,1,0,0,1,5,0,0,0,0,0,0
137,137,0,1,0,0,1,1,5,0,0,0,0,1,1
6572,6572,0,1,1,0,0,0,2,0,0,0,0,1,0
2695,2695,0,1,0,0,0,0,3,0,0,0,0,0,0
4739,4739,0,1,1,0,1,0,9,0,0,0,0,0,0
2197,2197,0,1,2,2,0,1,2,0,0,0,0,0,0
4546,4546,1,2,1,1,0,1,1,0,0,0,0,0,0
5034,5034,0,1,0,0,1,0,10,0,0,0,0,1,0
5613,5613,0,1,0,0,0,0,4,0,0,0,0,0,0
5610,5610,0,3,2,0,0,1,1,0,0,0,0,0,0
3609,3609,1,1,1,0,0,1,1,0,0,0,0,1,0
204,204,0,2,0,0,0,0,6,0,0,0,0,0,0
2740,2740,0,2,1,0,0,1,1,0,0,0,0,0,0
1266,1266,0,1,3,5,0,1,2,0,0,0,0,0,0
5890,5890,1,2,3,4,0,0,1,0,0,0,0,1,0
6141,6141,1,1,0,0,0,0,9,0,0,0,0,1,0
5602,5602,0,2,1,4,0,1,1,0,0,0,0,0,0
5041,5041,0,1,0,1,0,1,1,0,0,0,0,0,0
1890,1890,0,2,0,1,0,0,4,0,0,0,0,0,0
599,599,0,1,2,0,0,1,2,0,0,0,0,0,0
174,174,0,1,0,0,0,1,2,0,0,0,0,1,0
5633,5633,0,2,3,1,0,0,1,0,0,0,0,0,0
5315,5315,0,1,1,0,0,1,3,0,0,0,0,1,0
1877,1877,0,2,0,0,0,0,9,0,0,0,0,1,0
4646,4646,1,2,1,0,0,0,5,0,0,0,0,0,0
5288,5288,0,1,2,0,0,0,8,0,0,0,0,0,0
429,429,0,2,0,1,2,0,2,0,0,0,0,0,0
5729,5729,0,1,3,1,0,0,1,0,0,0,0,1,0
2166,2166,0,1,1,0,0,1,3,0,0,0,0,0,0
740,740,0,1,2,0,0,0,2,0,0,0,0,0,0
5452,5452,1,0,0,0,0,1,7,0,0,0,0,1,1
3775,3775,0,1,1,0,0,0,2,0,0,0,0,1,0
6182,6182,0,2,0,0,0,1,6,0,0,0,0,1,1
3254,3254,0,1,2,0,0,0,4,0,0,0,0,0,0
5552,5552,0,1,1,0,0,0,10,0,0,0,0,0,0
5000,5000,0,1,1,0,1,0,9,0,0,0,0,1,1
4579,4579,0,1,1,0,0,1,4,0,0,0,0,1,0
987,987,0,1,3,0,0,0,2,0,0,0,0,0,0
5595,5595,1,2,0,0,0,0,1,0,0,0,0,0,0
4240,4240,0,2,1,1,0,1,2,0,0,0,0,0,0
3060,3060,0,1,1,0,0,0,5,0,0,0,0,1,1
6110,6110,0,1,0,0,0,1,2,0,0,0,0,0,0
366,366,0,1,0,0,0,0,8,0,0,0,0,1,0
3391,3391,1,1,0,0,0,0,9,0,0,0,0,1,0
31,31,0,2,1,0,0,0,1,0,0,0,0,0,0
2793,2793,0,1,0,0,0,0,4,0,0,0,0,1,0
2516,2516,0,0,0,0,0,0,6,0,0,0,0,0,0
1850,1850,0,1,0,0,0,0,4,0,0,0,0,0,0
5050,5050,0,2,1,5,1,1,4,0,0,0,0,0,0
1214,1214,0,1,1,0,0,0,2,0,0,0,0,1,0
5476,5476,0,1,2,1,1,0,6,0,0,0,0,0,0
3918,3918,1,2,1,1,0,1,1,0,0,0,0,0,0
6724,6724,1,1,0,0,0,0,7,0,0,0,0,1,1
5176,5176,0,1,0,0,0,0,7,0,0,0,0,1,0
1096,1096,0,1,1,0,0,0,3,0,0,0,0,1,0
3715,3715,0,1,1,0,0,0,2,0,0,0,0,1,0
3990,3990,0,1,1,1,0,0,7,0,0,0,0,1,0
1712,1712,0,1,0,0,0,0,4,0,0,0,0,1,0
5544,5544,0,1,1,0,0,1,5,0,0,0,0,0,0
4091,4091,0,1,1,0,0,0,4,0,0,0,0,1,1
4494,4494,0,1,1,0,0,0,6,0,0,0,0,0,0
2586,2586,0,1,2,0,0,0,2,0,0,0,0,0,0
6481,6481,0,1,2,0,0,0,8,0,0,0,0,1,1
2779,2779,1,3,1,5,0,1,1,0,0,0,0,0,0
5578,5578,1,1,0,0,0,0,2,0,0,0,0,1,0
1225,1225,0,2,2,0,0,0,1,0,0,0,0,0,0
271,271,0,2,0,0,0,0,1,0,0,0,0,0,0
3088,3088,0,1,1,0,0,1,2,0,0,0,0,0,0
5166,5166,0,1,0,0,1,0,3,0,0,0,0,1,0
475,475,0,1,0,0,0,0,7,0,0,0,0,1,1
1173,1173,1,1,1,0,0,1,4,0,0,0,0,0,0
4179,4179,1,1,0,0,0,1,6,0,0,0,0,1,0
886,886,0,2,2,2,0,1,1,0,0,0,0,0,0
6106,6106,0,2,0,0,0,0,6,0,0,0,0,1,0
5767,5767,0,1,1,4,0,0,7,0,0,0,0,1,0
3227,3227,1,2,1,0,0,0,3,0,0,0,0,0,0
6272,6272,0,1,0,0,0,0,5,0,0,0,0,1,0
1942,1942,0,1,0,0,0,0,6,0,0,0,0,0,0
3472,3472,1,2,2,1,0,0,3,0,0,0,0,1,0
812,812,0,1,0,0,0,0,9,0,0,0,0,1,0
2042,2042,1,1,0,0,1,1,6,0,0,0,0,1,1
1745,1745,0,1,0,0,1,0,8,0,0,0,0,1,0
4889,4889,0,1,0,0,0,0,8,0,0,0,0,1,1
5373,5373,0,1,0,0,1,1,8,0,0,0,0,1,0
5516,5516,0,1,2,0,0,0,3,0,0,0,0,0,0
2096,2096,0,2,0,0,0,1,1,0,0,0,0,1,0
68,68,0,1,0,0,0,0,2,0,0,0,0,0,0
6058,6058,0,1,0,0,0,0,7,0,0,0,0,1,1
6588,6588,0,1,0,0,1,0,10,0,0,0,0,1,0
3877,3877,0,2,1,0,0,0,6,0,0,0,0,1,0
4482,4482,0,2,0,0,0,0,6,0,0,0,0,1,0
3728,3728,0,1,1,0,0,1,1,0,0,0,0,0,0
1451,1451,0,1,0,0,1,0,8,0,0,0,0,1,0
5532,5532,1,1,1,1,0,1,4,0,0,0,0,0,0
1077,1077,0,1,0,0,0,0,6,0,0,0,0,1,0
2838,2838,1,1,0,0,0,0,6,0,0,0,0,1,1
1994,1994,0,1,0,0,0,0,2,0,0,0,0,1,1
3590,3590,0,1,0,0,0,0,3,0,0,0,0,0,0
4967,4967,0,1,1,0,0,1,5,0,0,0,0,1,0
5403,5403,0,1,0,0,1,0,8,0,0,0,0,1,0
273,273,0,1,0,0,0,1,4,0,0,0,0,1,1
6227,6227,0,1,2,0,0,0,3,0,0,0,0,1,0
2385,2385,0,1,1,0,0,0,3,0,0,0,0,0,0
2588,2588,0,2,1,5,0,0,1,0,0,0,0,0,0
731,731,1,2,0,0,0,0,1,0,0,0,0,0,0
1567,1567,0,1,0,0,0,1,6,0,0,0,0,0,0
1512,1512,0,1,0,0,0,0,2,0,0,0,0,0,0
6395,6395,0,1,0,0,0,1,7,0,0,0,0,0,0
2431,2431,0,3,1,0,0,1,1,0,0,0,0,0,0
3617,3617,0,1,1,0,0,0,3,0,0,0,0,0,0
1663,1663,0,1,1,0,0,1,3,0,0,0,0,1,0
3551,3551,0,1,0,0,1,0,6,0,0,0,0,1,0
3927,3927,0,1,1,0,0,0,8,0,0,0,0,1,0
3418,3418,0,1,0,0,2,0,9,0,0,0,0,1,0
5863,5863,1,2,3,5,0,1,1,0,0,0,0,0,0
1938,1938,0,1,0,0,0,0,5,0,0,0,0,0,0
1002,1002,1,1,0,0,0,0,7,0,0,0,0,1,0
891,891,0,1,0,0,1,0,9,0,0,0,0,1,1
6095,6095,0,1,0,0,0,1,9,0,0,0,0,1,1
334,334,1,1,2,0,0,0,3,0,0,0,0,1,0
1121,1121,1,1,0,0,0,0,9,0,0,0,0,1,1
6704,6704,0,1,0,0,0,0,6,0,0,0,0,0,0
5039,5039,0,1,0,0,0,0,7,0,0,0,0,1,0
5341,5341,1,2,1,0,0,1,1,0,0,0,0,1,0
893,893,0,2,2,1,0,1,4,0,0,0,0,0,0
3718,3718,0,1,1,0,0,0,8,0,0,0,0,1,0
5622,5622,0,1,0,0,0,1,7,0,0,0,0,1,0
1569,1569,0,1,2,0,0,1,3,0,0,0,0,0,0
3975,3975,1,3,1,3,1,0,3,0,0,0,0,1,0
522,522,0,1,1,0,0,0,2,0,0,0,0,0,0
6720,6720,0,1,0,0,0,1,4,0,0,0,0,0,0
5435,5435,0,1,1,0,0,0,2,0,0,0,0,0,0
5287,5287,0,1,1,1,0,0,4,0,0,0,0,0,0
275,275,0,2,1,0,0,0,2,0,0,0,0,1,0
1715,1715,0,1,2,1,1,0,9,0,0,0,0,0,0
1807,1807,0,1,0,0,0,0,9,0,0,0,0,1,0
6722,6722,0,2,1,0,0,1,2,0,0,0,0,0,0
4846,4846,0,1,0,0,1,0,9,0,0,0,0,1,0
4203,4203,1,1,1,0,0,0,6,0,0,0,0,0,0
3187,3187,0,1,1,0,0,1,5,0,0,0,0,1,0
2679,2679,0,1,0,0,0,0,8,0,0,0,0,1,0
5107,5107,1,0,1,0,0,0,5,0,0,0,0,0,0
1015,1015,0,1,0,0,0,0,5,0,0,0,0,0,0
2746,2746,0,1,1,0,0,0,6,0,0,0,0,0,0
834,834,1,2,0,5,0,0,1,0,0,0,0,0,0
1081,1081,1,1,2,0,0,0,3,0,0,0,0,1,0
1900,1900,1,2,0,0,1,0,8,0,0,0,0,1,0
1244,1244,0,1,1,0,0,1,10,0,0,0,0,1,1
1952,1952,0,1,2,5,0,0,3,0,0,0,0,1,0
2131,2131,0,1,1,0,0,0,8,0,0,0,0,1,0
2498,2498,0,1,1,0,0,0,5,0,0,0,0,1,0
791,791,0,1,3,1,0,0,1,0,0,0,0,0,0
4972,4972,1,2,0,0,1,0,8,0,0,0,0,1,0
5686,5686,0,1,0,0,0,0,8,0,0,0,0,0,0
613,613,0,1,0,0,0,0,2,0,0,0,0,0,0
5697,5697,0,2,1,0,0,0,7,0,0,0,0,1,0
767,767,0,1,0,0,0,0,2,0,0,0,0,1,0
6125,6125,0,3,0,0,0,1,1,0,0,0,0,0,0
1326,1326,0,2,1,1,0,1,1,0,0,0,0,1,0
4154,4154,0,0,0,0,0,0,10,0,0,0,0,1,0
4738,4738,0,1,1,0,0,0,7,0,0,0,0,1,0
1193,1193,0,1,1,0,0,1,4,0,0,0,0,0,0
3804,3804,0,2,3,1,0,0,2,0,0,0,0,0,0
2865,2865,0,1,1,0,0,1,5,0,0,0,0,0,0
2719,2719,0,2,0,0,0,0,2,0,0,0,0,0,0
897,897,0,1,0,0,0,0,7,0,0,0,0,1,1
4721,4721,0,1,1,5,0,0,1,0,0,0,0,0,0
5239,5239,0,2,1,3,0,1,2,0,0,0,0,0,0
3145,3145,0,1,1,0,0,1,4,0,0,0,0,1,1
1652,1652,0,2,2,0,0,1,2,0,0,0,0,0,0
1129,1129,0,1,3,0,0,1,4,0,0,0,0,1,1
5671,5671,0,1,0,1,0,0,7,0,0,0,0,0,0
3890,3890,0,1,2,1,0,0,2,0,0,0,0,0,0
5807,5807,0,1,0,0,0,0,2,0,0,0,0,0,0
2616,2616,0,2,1,2,1,0,4,0,0,0,0,0,0
2995,2995,0,3,1,1,0,1,1,0,0,0,0,0,0
651,651,0,1,2,0,0,0,9,0,0,0,0,1,0
234,234,0,1,0,0,0,0,3,0,0,0,0,0,0
1808,1808,0,1,1,0,1,0,9,0,0,0,0,1,0
6234,6234,0,1,1,0,0,0,1,0,0,0,0,0,0
5045,5045,0,2,0,0,1,0,8,0,0,0,0,1,0
2608,2608,0,0,0,0,0,0,10,0,0,0,0,1,1
3974,3974,0,2,0,1,0,1,1,0,0,0,0,0,0
3780,3780,0,1,0,0,0,0,9,0,0,0,0,1,0
4012,4012,0,2,2,0,1,0,6,0,0,0,0,0,0
2100,2100,1,1,0,0,0,0,3,0,0,0,0,1,0
5402,5402,0,1,3,0,0,0,1,0,0,0,0,0,0
4764,4764,0,1,0,0,1,0,7,0,0,0,0,1,0
4478,4478,0,1,3,0,0,0,8,1,0,0,0,0,0
5525,5525,0,2,0,0,1,0,6,0,0,0,0,0,0
430,430,1,2,0,0,0,0,10,0,0,0,0,1,0
389,389,0,1,0,0,0,0,2,0,0,0,0,0,0
1499,1499,0,1,0,0,0,0,10,0,0,0,0,0,0
5106,5106,0,1,1,0,0,0,3,0,0,0,0,0,0
2359,2359,0,1,1,0,0,1,6,0,0,0,0,0,0
2034,2034,0,1,1,0,0,1,3,0,0,0,0,0,0
5638,5638,0,1,0,0,0,1,8,0,0,0,0,0,0
2537,2537,0,2,1,0,2,0,6,0,0,0,0,1,0
934,934,0,2,1,1,0,0,1,0,0,0,0,0,0
3510,3510,0,1,1,0,0,0,3,0,0,0,0,0,0
4924,4924,0,2,0,5,0,1,2,0,0,0,0,1,0
3859,3859,0,1,1,0,0,1,1,0,0,0,0,0,0
5238,5238,0,1,0,0,1,0,10,0,0,0,0,1,0
4056,4056,1,1,0,2,0,1,1,0,0,0,0,0,0
3856,3856,0,1,0,0,0,1,2,0,0,0,0,0,0
298,298,0,1,2,0,0,0,3,0,0,0,0,0,0
1378,1378,0,1,2,0,0,0,3,0,0,0,0,1,0
1923,1923,0,3,0,5,0,0,2,0,0,0,0,0,0
2417,2417,0,2,1,0,0,0,2,0,0,0,0,0,0
1757,1757,1,1,0,5,0,0,5,0,0,0,0,1,0
1718,1718,0,1,3,0,0,1,3,0,0,0,0,0,0
1596,1596,0,1,0,1,3,0,8,0,0,0,0,0,0
441,441,0,1,0,0,1,0,9,0,0,0,0,1,1
1108,1108,0,1,1,0,0,1,2,0,0,0,0,0,0
2450,2450,1,2,0,0,0,1,2,0,0,0,0,0,0
2447,2447,0,1,0,0,1,0,8,0,0,0,0,1,0
4318,4318,0,1,0,0,0,0,6,0,0,0,0,0,0
128,128,0,1,0,0,0,0,7,0,0,0,0,1,0
3659,3659,0,1,2,0,0,1,2,0,0,0,0,0,0
2845,2845,0,1,1,0,0,0,6,0,0,0,0,1,0
1439,1439,0,2,1,0,0,1,1,0,0,0,0,0,0
4093,4093,0,1,3,0,0,0,1,0,0,0,0,0,0
4361,4361,0,2,2,1,0,0,5,0,0,0,0,0,0
3209,3209,0,1,1,0,0,0,7,0,0,0,0,1,0
6548,6548,1,1,0,5,0,0,4,0,0,0,0,1,0
6819,6819,0,0,0,0,0,0,10,0,0,0,0,1,0
396,396,0,2,0,0,1,0,6,0,0,0,0,0,0
2319,2319,0,0,3,0,0,1,9,0,0,0,0,1,1
6711,6711,0,1,0,0,1,0,10,0,0,0,0,1,0
6544,6544,0,2,1,0,0,0,1,0,0,0,0,0,0
1291,1291,0,3,3,1,0,1,1,0,0,0,0,0,0
4569,4569,0,1,1,0,0,0,2,0,0,0,0,0,0
2288,2288,0,1,1,0,0,1,1,0,0,0,0,0,0
865,865,1,2,1,0,0,1,1,0,0,0,0,0,0
631,631,0,1,2,0,0,1,6,0,0,0,0,1,0
5734,5734,1,0,1,0,0,0,8,0,0,0,0,1,0
1956,1956,0,1,0,0,0,0,6,0,0,0,0,1,0
3599,3599,0,1,0,0,0,0,6,0,0,0,0,1,0
3970,3970,0,1,1,0,0,1,7,0,0,0,0,0,0
2745,2745,0,1,1,0,0,0,3,0,0,0,0,1,0
2001,2001,0,1,0,0,2,0,9,0,0,0,0,1,0
1693,1693,0,2,1,5,0,1,1,0,0,0,0,0,0
1752,1752,0,1,0,0,0,1,3,0,0,0,0,0,0
4748,4748,1,2,1,1,0,1,1,0,0,0,0,0,0
4979,4979,0,1,2,0,0,0,3,0,0,0,0,0,0
3369,3369,0,1,0,1,0,1,1,0,0,0,0,1,1
380,380,0,2,1,0,0,0,10,0,0,0,0,1,0
5771,5771,0,1,0,0,0,1,8,0,0,0,0,0,0
2250,2250,0,2,1,5,0,0,2,0,0,0,0,0,0
2470,2470,0,1,0,0,0,0,10,0,0,0,0,1,1
1740,1740,0,1,1,0,0,1,7,0,0,0,0,0,0
6762,6762,0,0,0,0,0,0,5,0,0,0,0,1,0
5118,5118,0,1,0,0,0,0,7,0,0,0,0,0,0
6884,6884,0,1,0,0,0,0,7,0,0,0,0,0,0
4975,4975,0,1,1,0,0,0,2,0,0,0,0,0,0
4564,4564,1,2,0,1,0,0,2,0,0,0,0,0,0
5415,5415,0,1,0,0,0,1,7,0,0,0,0,1,0
1621,1621,0,2,1,2,0,1,3,0,0,0,0,0,0
3091,3091,0,1,0,0,0,0,4,0,0,0,0,0,0
2795,2795,0,3,1,3,1,0,1,0,0,0,0,0,0
1670,1670,0,1,0,0,0,0,3,0,0,0,0,0,0
