,Unnamed: 0,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,is_recid,is_violent_recid
3915,3915,0,2,0,1,0,0,1,0,0,0,0,0,0
4512,4512,0,1,0,0,0,0,6,0,0,0,0,1,0
4440,4440,0,1,1,0,0,0,4,0,0,0,0,0,0
3644,3644,0,1,1,0,0,1,5,0,0,0,0,0,0
650,650,1,1,1,0,1,0,9,0,0,0,0,1,0
2362,2362,0,1,0,0,0,0,6,0,0,0,0,1,0
373,373,0,1,0,0,0,0,4,0,0,0,0,1,0
1645,1645,0,1,2,0,0,0,5,0,0,0,0,0,0
5147,5147,0,1,2,4,0,0,1,0,0,0,0,0,0
3350,3350,0,2,2,0,0,0,1,0,0,0,0,0,0
2952,2952,0,1,2,0,0,0,2,0,0,0,0,1,1
2868,2868,0,2,0,1,0,0,4,0,0,0,0,1,0
5221,5221,0,2,1,0,0,1,5,0,0,0,0,0,0
166,166,0,1,0,5,0,1,6,0,0,0,0,1,1
3300,3300,0,1,0,0,0,1,9,0,0,0,0,1,0
112,112,0,1,0,0,0,0,9,0,0,0,0,1,0
4279,4279,1,1,0,0,0,0,7,0,0,0,0,0,0
5587,5587,0,1,1,0,0,0,10,0,0,0,0,1,0
13,13,0,1,0,0,0,0,3,0,0,0,0,1,0
6510,6510,0,2,1,2,0,1,1,0,0,0,0,0,0
6435,6435,0,1,0,0,0,0,5,0,0,0,0,1,0
225,225,0,1,0,0,0,0,2,0,0,0,0,0,0
5440,5440,0,1,1,0,0,0,5,0,0,0,0,0,0
531,531,0,1,0,0,0,0,7,0,0,0,0,1,1
219,219,0,2,1,0,0,0,1,0,0,0,0,0,0
414,414,0,1,1,1,0,0,1,0,0,0,0,0,0
2469,2469,0,1,1,0,0,0,6,0,0,0,0,0,0
5525,5525,0,2,0,0,1,0,6,0,0,0,0,0,0
450,450,0,2,0,0,1,1,6,0,0,0,0,1,0
3071,3071,0,1,0,0,2,0,9,0,0,0,0,1,0
6716,6716,0,3,1,0,0,1,1,0,0,0,0,0,0
2369,2369,0,1,1,0,0,0,5,0,0,0,0,1,0
5226,5226,1,1,0,0,0,1,4,0,0,0,0,1,0
3773,3773,0,1,1,0,0,0,2,0,0,0,0,0,0
6665,6665,0,1,1,0,0,0,4,0,0,0,0,0,0
6677,6677,0,1,1,0,0,1,6,0,0,0,0,0,0
2108,2108,0,1,0,0,0,0,1,0,0,0,0,0,0
1515,1515,0,1,0,0,1,0,10,0,0,0,0,1,0
5151,5151,0,1,0,2,0,0,1,0,0,0,0,0,0
4746,4746,0,1,0,0,0,0,2,0,0,0,0,0,0
2446,2446,0,2,1,0,0,0,1,0,0,0,0,0,0
1723,1723,0,1,0,0,1,0,10,0,0,0,0,1,1
3627,3627,1,1,0,0,0,0,3,0,0,0,0,1,1
6495,6495,0,1,1,0,0,1,6,0,0,0,0,1,0
2853,2853,0,1,0,0,0,0,2,0,0,0,0,0,0
1309,1309,0,1,0,0,0,0,4,0,0,0,0,1,0
5550,5550,1,3,1,3,0,0,1,0,0,0,0,0,0
2512,2512,1,1,0,6,0,0,3,0,0,0,0,0,0
62,62,0,1,3,0,0,1,1,0,0,0,0,0,0
3640,3640,0,1,0,0,0,0,7,0,0,0,0,1,0
621,621,0,1,1,5,0,0,2,0,0,0,0,1,0
6692,6692,1,2,0,1,0,1,6,0,0,0,0,0,0
3912,3912,1,2,0,0,0,0,7,6,0,0,0,0,0
6298,6298,0,2,0,0,1,1,5,0,0,0,0,0,0
5425,5425,0,1,0,0,2,0,8,0,0,0,0,1,0
340,340,0,3,1,0,0,1,1,0,0,0,0,0,0
2336,2336,0,1,0,0,0,0,6,0,0,0,0,1,0
2114,2114,1,1,2,0,0,0,2,0,0,0,0,1,0
6578,6578,1,3,1,1,0,0,1,0,0,0,0,0,0
791,791,0,1,3,1,0,0,1,0,0,0,0,0,0
3818,3818,0,0,0,0,0,1,9,0,0,0,0,1,0
2550,2550,0,1,1,4,0,0,2,0,0,0,0,1,0
538,538,0,1,1,0,0,0,4,0,0,0,0,1,0
3667,3667,0,1,0,0,2,0,9,0,0,0,0,1,0
5251,5251,0,0,2,2,0,0,6,0,0,0,0,1,0
5860,5860,0,1,0,4,0,0,8,0,0,0,0,1,0
1695,1695,1,1,0,0,0,1,2,0,0,0,0,0,0
2762,2762,0,2,0,0,0,1,1,0,0,0,0,1,1
1540,1540,0,2,0,0,0,0,6,0,0,0,0,0,0
5657,5657,0,1,1,4,0,1,5,0,0,0,0,0,0
1769,1769,0,1,2,0,1,0,10,0,0,0,0,1,1
2075,2075,0,3,1,0,0,1,1,0,0,0,0,0,0
2281,2281,1,1,1,0,0,1,1,0,0,0,0,0,0
3641,3641,0,1,1,0,0,1,5,0,0,0,0,1,0
1768,1768,0,2,0,0,0,0,7,0,0,0,0,0,0
3395,3395,0,1,0,0,2,1,10,0,0,0,0,1,0
6139,6139,0,1,2,0,0,0,3,0,0,0,0,1,0
5933,5933,0,1,0,0,0,1,6,0,0,0,0,0,0
3484,3484,1,1,0,0,0,0,2,0,0,0,0,0,0
840,840,0,1,3,0,0,0,3,0,0,0,0,1,0
3209,3209,0,1,1,0,0,0,7,0,0,0,0,1,0
3506,3506,0,2,1,1,0,0,1,0,0,0,0,0,0
2940,2940,0,1,1,0,0,1,10,0,0,0,0,1,0
2986,2986,0,1,2,0,0,1,2,0,0,0,0,1,0
2196,2196,1,1,0,0,0,0,9,0,0,0,0,0,0
6795,6795,0,1,0,0,0,0,7,0,0,0,0,1,0
6668,6668,0,2,1,5,0,0,3,0,0,0,0,0,0
4940,4940,0,1,1,0,0,0,3,0,0,0,0,1,0
1419,1419,0,3,1,1,0,1,1,0,0,0,0,1,0
6862,6862,0,1,0,0,1,0,4,0,0,0,0,0,0
1248,1248,0,1,0,0,0,0,8,0,0,0,0,1,0
5729,5729,0,1,3,1,0,0,1,0,0,0,0,1,0
6023,6023,1,1,0,0,0,0,10,0,0,0,0,1,0
3528,3528,0,1,2,0,0,1,1,0,0,0,0,1,0
4101,4101,1,2,1,4,1,1,4,0,0,0,0,1,0
783,783,0,1,0,0,2,0,10,0,0,0,0,0,0
2001,2001,0,1,0,0,2,0,9,0,0,0,0,1,0
5574,5574,0,2,1,0,0,1,1,0,0,0,0,0,0
3752,3752,0,1,0,0,0,0,4,0,0,0,0,1,0
6302,6302,0,1,1,0,0,1,4,0,0,0,0,0,0
3292,3292,1,2,1,5,0,0,1,0,0,0,0,0,0
6316,6316,1,2,1,1,0,0,2,0,0,0,0,1,0
4548,4548,0,2,0,1,2,0,5,0,0,0,0,0,0
5540,5540,0,1,0,0,0,0,5,0,0,0,0,0,0
5472,5472,0,1,1,0,0,0,4,0,0,0,0,0,0
1618,1618,1,1,0,1,0,1,1,0,0,0,0,0,0
2033,2033,1,2,0,0,0,0,8,0,0,0,0,1,0
5752,5752,0,1,0,0,0,0,2,0,0,0,0,1,0
1730,1730,0,2,1,5,0,1,1,0,0,0,0,1,0
5413,5413,1,1,0,0,0,0,3,0,0,0,0,1,0
4466,4466,0,1,0,0,0,1,4,0,0,0,0,0,0
2210,2210,0,1,1,0,0,0,3,0,0,0,0,0,0
341,341,0,1,1,0,0,0,6,0,0,0,0,0,0
5690,5690,0,0,0,0,0,1,4,0,0,0,0,1,1
103,103,0,1,0,4,0,0,5,0,0,0,0,1,0
2452,2452,0,3,2,5,0,0,1,0,0,0,0,0,0
1352,1352,1,1,0,0,1,0,8,0,0,0,0,1,0
2251,2251,0,1,0,0,0,0,3,0,0,0,0,0,0
2837,2837,0,1,0,0,0,0,3,0,0,0,0,1,0
5140,5140,0,1,0,0,0,1,3,0,0,0,0,0,0
6351,6351,1,2,2,5,0,1,1,0,0,0,0,0,0
6758,6758,1,2,1,0,0,0,7,0,0,0,0,1,0
4026,4026,1,1,2,0,0,0,3,0,0,0,0,0,0
1915,1915,0,1,1,0,0,0,1,0,0,0,0,1,0
4686,4686,0,1,0,0,0,0,8,0,0,0,0,0,0
4474,4474,0,1,0,0,0,1,3,0,0,0,0,1,1
6288,6288,0,1,0,0,0,1,6,0,0,0,0,1,0
1430,1430,0,1,0,0,0,0,2,0,0,0,0,1,0
2693,2693,1,2,1,0,1,0,9,0,0,0,0,0,0
5873,5873,0,1,1,0,0,1,1,0,0,0,0,0,0
2953,2953,0,2,1,0,0,0,3,0,0,0,0,1,0
381,381,0,1,0,0,1,0,7,0,0,0,0,1,0
457,457,0,2,1,0,0,0,1,0,0,0,0,0,0
5158,5158,1,1,1,5,0,1,1,0,0,0,0,0,0
4156,4156,1,1,0,0,0,0,1,0,0,0,0,0,0
951,951,0,3,2,1,0,1,1,0,0,0,0,0,0
1601,1601,0,1,1,1,0,0,3,0,0,0,0,0,0
4345,4345,1,1,0,1,0,0,1,0,0,0,0,0,0
649,649,1,1,1,0,0,1,2,0,0,0,0,0,0
5144,5144,0,1,2,0,0,0,2,0,0,0,0,0,0
5980,5980,1,0,1,0,0,0,8,0,0,0,0,1,0
5995,5995,1,2,0,5,0,0,7,0,0,0,0,1,0
639,639,0,1,3,0,0,1,9,0,0,0,0,1,1
2442,2442,1,2,0,0,0,0,2,0,0,0,0,0,0
3562,3562,0,1,1,0,0,0,4,0,0,0,0,1,0
3787,3787,0,1,1,0,0,1,4,0,0,0,0,1,0
969,969,1,2,0,1,0,0,1,0,0,0,0,0,0
4627,4627,0,1,3,0,0,1,1,0,0,0,0,0,0
3821,3821,0,1,0,4,2,0,10,0,0,0,0,1,1
3180,3180,1,1,1,1,0,1,6,0,0,0,0,1,1
165,165,0,1,2,0,1,0,9,0,0,0,0,1,0
4807,4807,0,2,0,0,0,1,1,0,0,0,0,0,0
406,406,0,1,0,0,1,0,10,0,0,0,0,0,0
6751,6751,0,1,1,2,0,1,1,0,0,0,0,1,1
3362,3362,0,3,0,1,0,0,6,0,0,0,0,0,0
3847,3847,1,1,0,0,0,1,10,1,0,0,0,0,0
2745,2745,0,1,1,0,0,0,3,0,0,0,0,1,0
3908,3908,0,3,1,5,0,1,1,0,0,0,0,0,0
2129,2129,0,2,1,0,0,1,1,0,0,0,0,0,0
6851,6851,0,2,1,1,0,1,1,0,0,0,0,1,0
2598,2598,0,1,0,0,1,1,8,0,0,0,0,1,0
3868,3868,1,2,0,0,1,1,6,0,0,0,0,1,1
3081,3081,0,3,1,5,0,0,1,0,0,0,0,0,0
5725,5725,0,1,0,1,1,1,8,0,0,0,0,1,0
304,304,0,1,0,0,0,0,2,0,0,0,0,0,0
4441,4441,0,2,1,0,0,1,3,0,0,0,0,1,0
886,886,0,2,2,2,0,1,1,0,0,0,0,0,0
845,845,0,1,0,0,0,0,7,0,0,0,0,0,0
1728,1728,1,1,1,0,0,0,7,0,0,0,0,1,0
2696,2696,0,1,0,0,0,0,8,0,0,0,0,0,0
6767,6767,0,1,0,0,0,0,6,0,0,0,0,0,0
26,26,1,1,1,0,0,0,3,0,0,0,0,0,0
2137,2137,0,2,0,0,0,1,1,0,0,0,0,1,0
4393,4393,0,1,0,0,0,0,10,0,0,0,0,1,1
1639,1639,0,2,0,0,0,0,2,0,0,0,0,0,0
1242,1242,0,1,0,6,0,0,9,0,0,0,0,1,0
6280,6280,1,2,0,0,0,0,5,0,0,0,0,0,0
5263,5263,0,1,2,0,0,0,7,0,0,0,0,1,0
573,573,0,2,0,0,2,0,5,0,0,0,0,1,0
4222,4222,1,1,2,0,0,1,4,0,0,0,0,0,0
799,799,0,3,0,0,0,1,7,0,0,0,0,1,0
4756,4756,0,1,0,0,0,1,10,0,0,0,0,1,0
4433,4433,1,1,1,0,0,0,5,0,0,0,0,0,0
1308,1308,0,1,1,5,1,0,2,0,0,0,0,1,0
2820,2820,0,1,1,0,1,0,7,0,0,0,0,1,0
796,796,0,1,0,0,0,1,7,0,0,0,0,1,1
5784,5784,1,2,1,0,0,1,1,0,0,0,0,0,0
3080,3080,0,1,3,0,0,0,3,0,0,0,0,1,0
1897,1897,0,2,1,4,0,1,1,0,0,0,0,1,0
4870,4870,0,1,1,0,0,1,7,0,0,0,0,1,0
1664,1664,1,2,2,0,1,0,6,0,0,0,0,0,0
5509,5509,0,1,0,0,0,0,6,0,0,0,0,1,0
6757,6757,0,1,3,0,0,1,2,0,0,0,0,0,0
5476,5476,0,1,2,1,1,0,6,0,0,0,0,0,0
5609,5609,0,1,0,0,2,1,4,0,0,0,0,1,0
6679,6679,0,3,0,1,0,1,2,0,0,0,0,0,0
2972,2972,0,1,0,0,0,0,5,0,0,0,0,1,0
5391,5391,0,1,0,0,0,0,9,0,0,0,0,1,0
432,432,0,0,3,0,0,0,8,0,0,0,0,1,1
151,151,1,1,1,0,0,0,7,0,0,0,0,1,0
1739,1739,0,1,0,0,0,0,2,0,0,0,0,0,0
735,735,0,1,3,0,0,1,4,0,0,0,0,0,0
2966,2966,0,1,1,0,0,1,5,0,0,0,0,0,0
898,898,1,1,1,0,0,0,6,0,0,0,0,0,0
5269,5269,0,2,1,0,0,0,7,0,0,0,0,0,0
839,839,0,1,0,0,0,0,10,0,0,0,0,1,0
5952,5952,0,1,0,0,0,0,5,0,0,0,0,1,0
3156,3156,0,1,0,0,0,1,4,0,0,0,0,0,0
1020,1020,0,1,0,1,0,0,1,0,0,0,0,0,0
6643,6643,0,2,0,0,0,1,5,0,0,0,0,1,0
5577,5577,1,1,1,0,0,0,2,0,0,0,0,1,0
3165,3165,1,1,1,0,0,0,6,0,0,0,0,1,0
6242,6242,0,2,0,5,1,1,5,0,0,0,0,1,1
2963,2963,0,1,1,0,0,1,1,0,0,0,0,0,0
6884,6884,0,1,0,0,0,0,7,0,0,0,0,0,0
3335,3335,0,1,0,0,1,1,7,0,0,0,0,0,0
2967,2967,1,3,0,0,0,1,1,0,0,0,0,1,0
2780,2780,1,1,1,0,0,1,5,0,0,0,0,0,0
72,72,0,1,0,4,0,0,2,0,0,0,0,0,0
3535,3535,0,1,1,0,1,0,5,0,0,0,0,0,0
4781,4781,0,3,1,0,0,1,1,0,0,0,0,0,0
5999,5999,0,0,0,0,0,0,5,0,0,0,0,1,0
6394,6394,0,1,0,0,0,0,3,0,0,0,0,0,0
4087,4087,1,1,2,1,0,1,4,0,0,0,0,0,0
5470,5470,0,1,0,0,0,0,7,0,0,0,0,1,0
5064,5064,0,1,1,4,0,0,2,0,0,0,0,1,0
3753,3753,0,1,0,0,0,1,2,0,0,0,0,0,0
5170,5170,0,1,2,1,0,0,5,0,0,0,0,1,1
4374,4374,0,1,0,0,0,0,5,0,0,0,0,1,0
402,402,0,1,0,0,1,0,6,0,0,0,0,1,0
2422,2422,0,1,0,0,0,1,5,0,0,0,0,0,0
6150,6150,0,1,1,0,0,0,2,0,0,0,0,0,0
3583,3583,1,2,1,0,0,1,1,0,0,0,0,1,0
3343,3343,0,2,0,0,0,0,6,0,0,0,0,0,0
4808,4808,0,1,0,0,0,0,7,0,0,0,0,1,0
4146,4146,1,1,1,0,0,1,5,0,0,0,0,1,0
4777,4777,0,1,1,0,2,0,6,0,0,0,0,1,0
4179,4179,1,1,0,0,0,1,6,0,0,0,0,1,0
5323,5323,0,1,0,0,0,0,7,0,0,0,0,1,1
6601,6601,0,1,0,0,0,1,4,0,0,0,0,1,1
1075,1075,0,2,0,0,1,0,6,0,0,0,0,1,1
608,608,0,1,3,0,0,0,9,0,0,0,0,0,0
3512,3512,0,2,0,0,1,0,5,0,0,0,0,0,0
1514,1514,0,2,1,3,0,0,5,0,0,0,0,1,0
1510,1510,0,1,1,0,0,1,2,0,0,0,0,1,1
4559,4559,0,1,0,0,0,0,6,0,0,0,0,1,0
4005,4005,0,2,1,0,0,0,1,0,0,0,0,0,0
2357,2357,0,2,0,0,0,1,1,0,0,0,0,0,0
4804,4804,1,2,1,0,0,0,1,0,0,0,0,0,0
1101,1101,0,1,1,0,0,1,1,0,0,0,0,0,0
559,559,0,1,0,0,1,0,10,0,0,0,0,1,0
588,588,0,2,1,5,0,1,1,0,0,0,0,0,0
5780,5780,0,1,1,0,0,0,1,0,0,0,0,0,0
3743,3743,0,1,1,0,0,1,3,0,0,0,0,1,0
6236,6236,0,1,0,0,0,0,1,0,0,0,0,0,0
5624,5624,0,1,1,0,1,0,9,0,0,0,0,1,0
5809,5809,1,1,1,4,0,1,7,0,0,0,0,0,0
974,974,1,3,0,0,0,0,1,0,0,0,0,0,0
1949,1949,0,1,1,0,0,1,4,0,0,0,0,1,1
5685,5685,0,2,1,0,0,0,1,0,0,0,0,1,0
6749,6749,0,0,1,0,0,0,8,0,0,0,0,1,0
998,998,0,1,0,0,0,1,2,0,0,0,0,0,0
2722,2722,0,1,3,0,1,0,7,0,0,0,0,1,1
5001,5001,0,1,0,0,0,0,7,0,0,0,0,1,1
2999,2999,0,1,1,0,0,0,6,0,0,0,0,0,0
5607,5607,0,0,3,0,0,0,9,0,0,0,0,1,1
2148,2148,0,1,1,4,0,0,4,0,0,0,0,1,0
2876,2876,0,1,2,0,0,1,2,0,0,0,0,1,0
4801,4801,0,1,1,0,0,0,4,0,0,0,0,0,0
380,380,0,2,1,0,0,0,10,0,0,0,0,1,0
4511,4511,0,1,0,0,0,0,3,0,0,0,0,1,1
1589,1589,0,2,0,0,3,1,10,0,0,0,0,0,0
496,496,0,2,1,5,0,0,7,0,0,0,0,1,0
524,524,0,2,0,0,1,0,5,0,0,0,0,0,0
4428,4428,0,1,2,0,0,1,5,0,0,0,0,0,0
5254,5254,0,1,0,0,2,0,9,0,0,0,0,1,0
1158,1158,0,1,1,0,0,0,4,0,0,0,0,0,0
501,501,0,1,1,0,0,1,9,0,0,0,0,0,0
1720,1720,0,1,2,0,0,0,4,0,0,0,0,0,0
4818,4818,1,1,0,0,0,0,7,0,0,0,0,1,0
1326,1326,0,2,1,1,0,1,1,0,0,0,0,1,0
1327,1327,0,1,0,0,0,0,8,0,0,0,0,0,0
6496,6496,0,1,0,0,0,1,7,0,0,0,0,1,0
4762,4762,0,1,0,0,0,0,2,0,0,0,0,0,0
2906,2906,0,1,0,0,0,0,1,0,0,0,0,1,0
2632,2632,0,1,0,0,1,0,6,0,0,0,0,1,0
5561,5561,0,1,0,0,0,0,8,0,0,0,0,1,0
3729,3729,0,2,1,1,0,1,1,0,0,0,0,0,0
2638,2638,0,1,0,0,2,0,9,0,0,0,0,1,0
2909,2909,1,1,1,0,0,1,4,0,0,0,0,0,0
4007,4007,0,1,1,2,0,0,3,0,0,0,0,0,0
6185,6185,0,2,0,1,0,1,3,0,0,0,0,1,1
6353,6353,0,1,0,0,0,1,2,0,0,0,0,1,0
5619,5619,1,2,1,0,0,1,1,0,0,0,0,0,0
2860,2860,0,1,0,0,1,1,5,0,0,0,0,0,0
2349,2349,0,1,0,0,0,1,1,0,0,0,0,0,0
4520,4520,0,3,2,1,0,0,1,0,0,0,0,0,0
6097,6097,0,1,0,0,0,0,10,0,0,0,0,0,0
3698,3698,0,1,0,0,0,0,8,0,1,0,0,1,0
1177,1177,0,1,0,0,0,0,9,0,0,0,0,0,0
5853,5853,0,2,0,0,2,0,6,0,0,0,0,0,0
1244,1244,0,1,1,0,0,1,10,0,0,0,0,1,1
4986,4986,0,2,0,0,1,0,6,0,0,0,0,1,0
1474,1474,0,1,2,0,0,1,1,0,0,0,0,0,0
5794,5794,0,1,1,0,0,0,9,0,0,0,0,1,0
2668,2668,0,2,0,0,1,1,6,0,0,0,0,0,0
617,617,0,1,0,0,1,0,8,0,0,0,0,1,0
4544,4544,0,1,1,0,0,0,2,0,0,0,0,0,0
2505,2505,0,1,0,0,0,0,3,0,0,0,0,1,0
1623,1623,0,1,0,0,0,0,7,0,0,0,0,0,0
6444,6444,0,2,0,0,0,1,5,0,0,0,0,0,0
4249,4249,0,1,1,0,0,0,5,0,0,0,0,0,0
5880,5880,1,1,1,0,0,0,5,0,0,0,0,1,1
2039,2039,1,2,3,0,1,0,10,0,0,0,0,1,0
4838,4838,0,2,0,0,0,0,4,0,0,0,0,1,0
3325,3325,0,2,2,0,0,0,3,0,0,0,0,1,1
3142,3142,0,1,0,0,1,0,9,0,0,0,0,1,0
5751,5751,0,1,3,0,0,0,4,0,0,0,0,0,0
