age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
53,5,4,7,2,4,2,4,0,34345,3164,19,9,0,[1]
26,2,11,9,2,6,5,4,0,0,0,56,38,0,[1]
84,3,8,9,3,13,5,0,0,35958,1553,19,7,1,[0]
47,0,9,13,2,9,0,4,1,0,0,50,38,0,[1]
29,3,10,7,1,1,0,3,0,36471,534,21,16,0,[1]
28,2,4,10,2,8,3,0,1,62809,389,16,7,0,[1]
48,0,11,9,2,0,0,4,1,0,0,40,38,1,[0]
48,2,11,9,2,13,0,4,1,0,0,55,38,1,[0]
38,0,2,15,1,3,3,3,1,70758,3989,89,19,0,[1]
57,2,4,6,6,0,1,1,0,85736,2075,45,31,0,[1]
33,1,12,14,2,3,0,4,1,0,0,40,38,0,[1]
84,5,7,14,6,2,2,0,1,35490,3831,67,2,1,[0]
41,2,15,10,2,2,0,4,1,0,0,60,38,0,[1]
33,3,5,6,6,1,3,2,1,65311,967,43,12,1,[0]
52,6,1,4,4,1,2,2,1,54182,684,75,39,1,[0]
32,2,12,14,4,9,1,4,0,0,0,20,38,0,[1]
89,5,8,7,4,7,3,4,1,40960,1328,31,5,1,[0]
22,2,12,9,2,13,5,0,0,16246,72,46,40,0,[1]
31,3,12,4,4,9,1,2,0,48689,393,99,3,1,[0]
43,2,15,10,2,3,0,4,1,0,0,50,38,0,[1]
41,2,6,13,1,11,5,4,1,3898,2541,27,33,1,[0]
58,2,5,13,4,12,1,3,0,96634,528,7,23,0,[1]
84,5,0,14,4,3,1,2,1,52251,3038,9,40,1,[0]
30,2,11,10,3,6,4,4,1,79405,432,42,24,0,[1]
31,0,9,13,0,10,1,4,1,0,0,50,38,1,[0]
38,0,7,4,3,12,5,1,1,53223,1595,41,4,0,[1]
35,0,14,15,6,12,5,3,0,55102,803,16,10,1,[0]
25,2,9,13,2,3,0,4,1,0,0,40,38,1,[0]
87,3,12,3,0,2,5,3,0,85097,2882,46,14,1,[0]
66,4,9,13,2,11,0,4,1,0,0,40,38,1,[0]
61,3,11,9,2,3,0,4,1,0,0,20,38,1,[0]
21,0,6,15,1,3,0,2,1,21684,3321,64,24,0,[1]
84,4,10,11,2,7,1,2,1,61631,2677,90,6,0,[1]
17,4,6,16,2,12,5,2,0,94724,1886,7,25,0,[1]
49,0,0,5,4,13,0,1,1,70782,1628,24,35,0,[1]
88,0,7,16,4,9,5,0,0,2480,1472,54,24,0,[1]
90,1,12,12,5,8,3,2,0,17219,3941,86,4,1,[0]
84,3,10,11,5,13,1,0,0,3318,4334,55,30,0,[1]
54,4,11,9,2,7,0,2,1,0,0,45,38,0,[1]
76,6,3,2,6,7,5,4,0,49308,1929,30,16,0,[1]
44,2,9,13,2,2,0,4,1,0,0,40,38,1,[0]
78,2,14,4,6,0,5,2,0,46966,903,31,27,0,[1]
89,2,4,13,3,9,1,4,1,94657,3572,9,30,0,[1]
88,0,3,15,5,10,5,1,0,47626,1649,14,7,0,[1]
48,0,14,1,5,9,3,4,1,12426,4073,70,14,0,[1]
89,5,2,3,3,3,4,0,1,13708,4263,66,22,1,[0]
42,2,0,6,2,2,3,3,1,0,0,43,38,1,[0]
40,2,11,9,3,3,1,4,1,0,0,40,38,0,[1]
76,3,8,12,5,1,2,2,1,67324,112,97,5,1,[0]
27,2,4,13,3,7,5,2,0,45543,3021,99,10,0,[1]
73,4,11,8,1,0,4,0,0,49400,1418,77,26,0,[1]
54,6,6,11,1,7,1,1,1,12832,1240,37,9,0,[1]
47,2,11,9,2,8,5,4,0,0,0,35,38,1,[0]
82,0,7,3,5,13,0,2,1,6739,4234,29,21,0,[1]
46,2,2,13,1,11,1,1,0,25907,1350,34,1,1,[0]
51,4,15,15,0,2,0,0,1,1089,1277,33,6,1,[0]
56,2,10,16,2,9,0,4,1,0,0,50,38,0,[1]
66,6,3,12,6,12,1,0,1,69857,867,9,31,0,[1]
41,2,15,10,0,7,1,4,0,0,0,36,38,1,[0]
81,2,5,11,3,10,4,1,0,40892,4352,28,36,1,[0]
75,6,0,1,5,5,1,4,0,48134,2465,58,5,1,[0]
70,2,1,6,1,5,0,2,0,68250,95,46,8,1,[0]
36,2,14,8,5,10,2,4,1,92130,527,59,11,0,[1]
57,0,7,16,5,10,1,4,1,73386,723,32,23,0,[1]
38,4,15,5,4,3,3,0,0,35170,1322,27,15,0,[1]
61,1,12,1,3,7,2,4,1,26725,2029,12,32,1,[0]
55,3,6,4,0,12,5,0,1,98230,1350,71,19,1,[0]
34,5,14,10,0,13,4,4,1,32267,2796,90,35,1,[0]
18,4,12,11,5,13,3,3,1,19598,564,80,21,0,[1]
18,4,12,5,2,8,5,4,0,3633,2430,62,25,1,[0]
41,3,9,13,0,3,1,4,1,0,0,50,38,0,[1]
42,3,12,14,2,4,0,4,1,0,0,60,38,1,[0]
41,0,1,15,3,8,0,2,0,77403,832,12,18,0,[1]
23,0,10,1,6,1,3,0,0,75824,1042,40,12,0,[1]
32,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
75,6,7,12,4,2,3,3,1,16928,1673,13,11,1,[0]
17,3,10,10,6,6,3,1,1,45770,748,10,1,0,[1]
27,5,6,5,6,13,4,2,0,51646,169,56,11,0,[1]
35,4,15,10,4,3,3,4,1,0,0,45,38,1,[0]
75,0,11,5,5,7,1,4,1,5409,489,58,6,0,[1]
74,1,11,9,6,10,1,0,0,24916,3859,74,36,1,[0]
78,0,3,14,1,3,2,2,0,15696,3131,36,22,0,[1]
41,2,11,5,0,9,4,4,0,35340,1726,66,29,0,[1]
23,2,2,12,5,10,2,2,1,75530,2391,3,29,0,[1]
53,5,3,15,3,3,1,1,1,17882,1991,34,40,1,[0]
65,5,9,9,2,3,5,3,0,64469,516,49,5,0,[1]
52,2,15,7,6,10,3,2,0,85292,1873,38,32,1,[0]
87,6,6,5,3,12,3,0,1,309,3365,3,38,1,[0]
83,4,3,5,3,8,2,3,0,91760,1386,25,29,0,[1]
26,2,11,9,2,6,0,4,1,0,0,50,38,0,[1]
39,4,14,16,2,11,2,2,0,20615,2970,27,10,0,[1]
87,4,0,2,3,8,2,1,0,43991,2568,34,39,1,[0]
28,1,12,13,0,5,5,1,0,73493,892,83,9,0,[1]
59,4,3,4,6,13,0,0,1,39406,3593,91,1,0,[1]
35,5,15,12,1,11,3,0,1,66946,3832,59,8,0,[1]
40,2,8,11,2,3,0,4,1,0,0,40,38,1,[0]
34,5,0,2,0,12,1,0,1,16669,2211,7,2,0,[1]
35,2,1,11,2,6,5,3,0,31380,1784,51,12,1,[0]
68,4,0,7,1,5,5,4,1,21639,3639,83,34,1,[0]
86,6,6,12,0,3,1,1,0,16491,4050,81,38,0,[1]
49,5,8,3,1,1,0,3,1,42696,435,48,37,0,[1]
58,2,6,5,2,5,0,4,1,0,0,50,38,1,[0]
43,2,15,10,0,11,4,4,0,0,0,55,38,1,[0]
17,5,13,15,1,2,5,1,1,37599,2350,27,37,1,[0]
88,2,4,4,1,13,4,3,1,78918,2883,26,17,1,[0]
17,0,12,16,0,12,5,4,0,24292,1371,18,17,1,[0]
87,3,12,14,3,8,4,1,1,65646,3370,14,35,0,[1]
60,5,0,3,2,2,2,2,0,30297,2039,96,17,0,[1]
87,1,5,15,0,8,2,3,1,56400,1941,34,16,0,[1]
37,5,10,11,4,6,5,0,1,56081,1354,76,19,1,[0]
45,5,11,4,2,0,5,0,1,25510,975,66,9,1,[0]
19,5,2,1,3,12,4,1,1,48379,1632,99,19,0,[1]
59,3,4,8,6,3,0,4,0,26127,335,45,29,1,[0]
39,1,11,9,2,10,0,4,1,0,0,56,38,0,[1]
49,2,12,14,6,6,5,3,1,73945,1282,43,6,1,[0]
76,5,10,10,5,9,5,2,0,7624,2374,22,28,0,[1]
28,2,9,13,2,2,0,4,1,0,0,45,38,1,[0]
34,4,7,7,3,9,5,3,0,36445,986,33,38,0,[1]
63,4,14,15,2,9,0,4,1,0,0,30,38,0,[1]
74,4,4,8,2,5,3,3,1,47270,2394,63,40,1,[0]
36,2,12,14,2,3,0,4,1,0,0,35,38,0,[1]
73,4,12,14,2,12,5,1,0,62322,2900,15,30,0,[1]
51,2,11,4,5,2,0,2,1,4430,1211,25,20,1,[0]
84,0,8,13,0,5,0,1,0,89261,2281,20,3,0,[1]
33,4,9,13,2,3,0,4,1,0,0,40,38,0,[1]
40,2,15,10,2,2,0,4,1,0,0,45,38,1,[0]
85,6,1,16,2,11,5,3,1,79500,2275,46,24,0,[1]
66,2,2,1,0,5,4,3,0,71891,449,32,17,0,[1]
59,2,14,11,3,4,5,4,0,29682,1246,53,4,1,[0]
36,4,5,11,0,4,2,4,1,32254,1991,12,26,1,[0]
58,5,13,2,3,13,0,1,0,38629,4274,9,38,0,[1]
31,0,14,11,4,13,1,3,1,62883,3793,92,22,0,[1]
79,0,6,10,5,4,3,0,1,54003,2013,18,19,0,[1]
43,5,0,1,0,6,0,2,1,51504,4078,51,26,1,[0]
28,1,4,8,4,7,5,3,1,58711,4159,8,8,1,[0]
51,0,15,8,5,2,4,3,1,3161,3658,2,11,1,[0]
38,2,15,10,2,11,0,4,1,0,0,60,38,1,[0]
63,6,10,11,3,1,0,0,0,17971,56,93,11,0,[1]
28,5,9,12,2,1,5,2,1,73481,1269,70,5,1,[0]
48,1,15,13,4,10,2,0,0,11340,3898,93,33,1,[0]
61,0,2,11,1,5,0,4,1,95530,847,79,3,1,[0]
54,4,15,10,2,3,0,4,1,0,0,60,38,0,[1]
90,2,12,14,3,1,5,1,0,59773,4165,43,19,0,[1]
46,5,0,9,5,10,2,1,1,79322,1691,81,40,1,[0]
20,5,3,15,5,13,2,3,0,49529,4283,70,2,1,[0]
17,6,15,15,1,4,4,3,1,1805,1068,8,39,0,[1]
59,1,9,4,0,0,3,2,1,14829,2225,96,21,1,[0]
56,0,13,2,6,7,4,1,1,17939,281,71,1,1,[0]
77,5,0,13,5,2,0,2,1,65141,3786,98,29,1,[0]
35,1,1,6,5,13,3,2,1,54923,2731,69,31,1,[0]
61,2,11,9,2,13,0,4,1,0,0,60,38,0,[1]
82,3,13,14,1,13,3,1,1,31147,650,68,35,0,[1]
20,5,2,16,1,6,4,3,0,5221,2787,32,36,0,[1]
88,2,12,2,0,10,2,1,1,30150,2772,19,7,1,[0]
68,1,15,7,3,13,1,3,1,18645,1882,78,3,0,[1]
62,0,11,12,6,13,1,0,1,20881,2459,5,15,1,[0]
22,4,0,1,5,4,1,4,1,77031,755,93,38,1,[0]
21,2,7,3,6,9,3,3,1,89660,3548,74,24,0,[1]
26,2,7,12,2,9,5,4,0,0,0,40,38,1,[0]
70,2,13,1,3,6,3,3,0,97878,1200,62,37,1,[0]
71,2,14,15,2,9,0,4,1,0,0,16,38,0,[1]
20,1,7,4,6,8,0,4,1,3256,1398,57,38,1,[0]
71,2,9,9,6,5,2,0,0,34557,3272,33,38,0,[1]
86,3,2,12,0,5,0,1,0,87657,4339,3,10,1,[0]
21,2,8,16,5,1,0,2,0,47853,818,23,28,0,[1]
32,0,7,5,6,5,5,0,1,78000,2968,78,19,1,[0]
39,1,11,9,2,2,0,4,1,0,0,40,38,1,[0]
88,1,3,8,3,0,1,2,1,36463,1454,66,24,0,[1]
54,6,13,11,1,1,1,2,0,19924,3456,48,19,0,[1]
37,1,3,16,5,0,4,3,0,62202,63,1,14,1,[0]
79,2,6,5,5,10,1,2,0,49651,240,60,33,0,[1]
85,0,4,7,6,2,1,0,0,47634,1963,54,16,0,[1]
34,2,11,9,2,11,0,4,1,0,0,45,38,0,[1]
82,5,2,9,2,11,3,4,0,47640,1788,42,5,0,[1]
79,6,5,8,0,3,1,3,1,79126,4110,14,17,1,[0]
29,0,9,13,2,9,0,4,1,0,0,40,38,0,[1]
31,2,1,7,2,0,0,4,1,0,0,40,32,0,[1]
35,6,15,7,1,7,2,2,1,85012,646,16,40,1,[0]
50,2,15,10,2,13,0,4,1,0,0,70,38,1,[0]
52,2,1,9,1,2,5,2,1,23930,936,15,22,1,[0]
40,2,9,13,2,9,0,4,1,0,0,40,38,0,[1]
55,6,0,8,2,0,3,0,1,70074,298,51,12,1,[0]
38,2,11,9,2,0,0,4,1,0,0,40,38,1,[0]
34,2,11,9,2,11,0,4,1,0,0,50,38,0,[1]
80,1,4,7,0,2,5,4,1,54202,853,97,16,0,[1]
45,3,6,16,3,2,3,3,1,88685,1891,75,11,0,[1]
32,3,14,7,2,7,5,3,1,16386,2877,9,4,1,[0]
59,3,9,3,3,2,0,0,1,27878,3184,13,10,1,[0]
48,2,1,7,2,13,0,4,1,0,0,40,38,1,[0]
69,0,5,11,0,0,5,1,1,85577,1566,50,15,1,[0]
33,2,9,13,2,7,5,4,0,0,0,40,38,0,[1]
18,4,11,1,3,11,4,4,0,85174,4078,62,15,1,[0]
21,1,4,8,4,13,2,1,1,83808,1707,31,11,0,[1]
62,1,9,13,5,5,4,0,1,8563,2279,59,36,0,[1]
47,2,11,9,2,11,0,4,1,0,0,55,38,0,[1]
71,0,7,4,0,8,0,2,0,36745,2761,88,12,0,[1]
49,2,9,13,2,11,0,4,1,0,0,40,38,1,[0]
59,2,12,14,2,9,0,4,1,0,0,50,38,1,[0]
60,0,8,15,0,13,3,1,1,42782,3066,76,9,1,[0]
26,6,3,4,2,11,2,3,0,98981,3573,92,1,1,[0]
32,3,9,5,5,8,5,0,0,99169,4050,99,3,0,[1]
41,6,4,4,0,11,2,2,0,9453,1362,37,0,1,[0]
88,6,5,3,5,6,2,4,1,12093,2633,36,25,1,[0]
63,2,10,1,0,11,0,0,1,64482,3085,44,12,0,[1]
37,4,9,1,6,9,1,3,0,43659,1494,77,30,1,[0]
47,5,11,5,6,5,0,1,0,41973,1359,10,11,0,[1]
82,6,13,12,5,12,0,0,0,66894,1924,31,12,1,[0]
41,3,9,13,2,3,0,4,1,0,0,99,38,1,[0]
32,6,11,1,5,8,5,2,1,90440,2140,66,0,0,[1]
64,0,11,9,2,0,0,4,1,0,0,40,38,0,[1]
21,3,10,5,4,8,1,0,0,42367,3136,88,25,0,[1]
41,2,15,10,2,11,0,4,1,0,0,50,38,0,[1]
63,3,14,3,6,8,4,0,1,79779,2866,32,27,0,[1]
82,0,9,11,0,13,1,1,1,67866,4295,87,24,0,[1]
82,3,8,15,5,1,0,3,1,68995,2641,99,38,0,[1]
33,2,9,13,2,11,0,4,1,0,0,55,38,1,[0]
86,6,9,2,4,6,1,4,1,80905,3546,51,32,1,[0]
89,6,12,9,1,9,0,2,1,45282,3705,38,26,0,[1]
33,4,8,12,1,1,5,4,0,56083,2819,99,4,1,[0]
18,2,1,7,3,4,0,3,1,93266,2931,63,21,1,[0]
18,1,10,1,3,0,3,4,1,15686,3653,20,16,1,[0]
66,3,11,9,2,0,5,4,0,0,0,40,38,1,[0]
90,6,12,9,0,7,5,0,1,54596,2078,96,10,1,[0]
83,5,12,1,2,0,4,1,1,87188,842,33,36,0,[1]
41,2,15,10,2,11,0,4,1,0,0,35,38,1,[0]
69,0,7,7,4,4,1,0,0,10501,334,59,39,1,[0]
31,3,11,9,2,3,0,4,1,0,0,40,38,1,[0]
43,3,14,6,4,11,0,2,0,96735,1830,80,0,1,[0]
29,2,15,10,2,13,0,4,1,0,0,45,38,1,[0]
67,3,9,14,6,11,4,3,0,1503,1757,46,31,1,[0]
33,2,11,9,2,6,0,4,1,0,0,55,38,1,[0]
44,2,15,10,2,11,0,2,1,0,0,50,38,1,[0]
39,1,12,14,0,9,4,4,0,0,0,30,38,1,[0]
33,1,14,14,0,8,1,3,0,87766,3532,28,22,0,[1]
75,2,8,13,0,6,5,0,1,81541,3836,37,24,1,[0]
65,3,2,2,3,11,3,2,1,20541,2045,6,1,0,[1]
32,6,7,7,1,4,1,4,1,31697,568,71,14,0,[1]
36,2,15,10,2,3,0,2,1,0,0,10,38,0,[1]
23,5,8,9,5,12,0,2,0,12916,3,75,20,1,[0]
84,6,0,9,1,4,3,2,1,20552,3296,38,12,0,[1]
65,3,3,9,3,7,5,4,1,81671,1151,3,31,0,[1]
43,2,9,13,0,11,4,4,0,0,0,40,38,1,[0]
28,1,11,9,2,10,0,4,1,0,0,40,38,1,[0]
53,5,6,13,3,5,5,1,1,78601,812,17,3,0,[1]
61,1,2,12,2,2,2,4,0,60978,1455,3,6,1,[0]
37,0,7,12,2,3,5,4,0,0,0,40,38,1,[0]
60,0,2,15,4,10,3,4,1,29842,552,74,11,0,[1]
26,6,15,7,6,9,5,0,0,16046,297,97,40,1,[0]
78,0,8,1,0,1,4,1,1,41079,1632,15,20,0,[1]
52,4,1,8,4,5,1,2,1,59531,2953,49,28,0,[1]
35,1,12,14,2,9,5,4,0,0,0,35,38,1,[0]
73,2,2,13,2,13,2,4,0,13452,1392,31,26,0,[1]
67,1,2,10,6,10,4,0,1,31817,2641,23,14,1,[0]
42,2,15,10,2,3,0,4,1,0,0,50,38,1,[0]
41,4,6,10,0,7,0,4,1,6687,3250,90,13,1,[0]
41,4,2,9,5,5,5,4,0,50647,1397,22,19,1,[0]
70,0,8,14,2,4,5,2,1,22398,2418,62,3,1,[0]
37,0,0,15,1,0,0,3,1,75558,1056,24,7,0,[1]
45,3,13,8,3,13,2,1,0,21925,883,31,7,1,[0]
48,4,11,10,2,5,4,0,0,74453,828,29,31,0,[1]
39,2,15,14,1,8,4,2,0,36557,3494,35,1,0,[1]
55,3,2,2,3,8,3,3,0,60637,704,40,33,0,[1]
85,2,9,1,1,12,1,1,1,31352,3577,18,5,1,[0]
54,5,9,9,6,0,1,1,0,26262,563,30,6,1,[0]
42,2,1,11,4,4,2,0,0,60060,292,41,8,0,[1]
66,2,7,8,4,6,0,1,0,51808,4027,62,13,1,[0]
47,0,3,11,2,7,5,0,1,7825,1634,54,33,1,[0]
21,2,14,13,1,2,4,3,1,9083,3444,65,5,0,[1]
43,1,12,15,3,11,4,1,1,19844,3405,27,36,0,[1]
45,2,9,13,0,3,4,4,1,0,0,45,38,1,[0]
26,1,8,11,3,13,2,3,1,18719,2380,49,0,0,[1]
