age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
60,1,15,6,4,11,1,0,1,38004,2294,93,20,0,[1]
34,2,15,10,2,3,0,4,1,0,0,40,38,0,[1]
62,2,15,10,2,0,5,4,0,0,0,38,38,1,[0]
47,2,11,9,2,11,3,4,0,0,0,38,38,1,[0]
35,2,15,10,2,11,0,4,1,0,0,48,38,1,[0]
73,6,10,9,5,7,0,3,0,80745,1522,29,19,1,[0]
18,0,12,7,6,8,1,4,1,89881,2036,47,27,0,[1]
88,1,15,12,1,8,5,1,0,57489,2618,52,30,0,[1]
21,3,6,16,3,4,0,4,0,42998,1636,86,11,0,[1]
51,2,11,9,4,2,1,4,1,0,0,40,38,1,[0]
50,2,15,10,2,0,2,4,0,0,0,35,38,1,[0]
29,2,15,10,2,3,0,4,1,0,0,48,38,0,[1]
26,0,10,14,5,0,2,4,0,17626,683,44,14,1,[0]
38,1,8,9,4,8,5,3,1,88631,3466,67,4,1,[0]
35,2,12,14,4,2,1,4,1,0,0,50,38,1,[0]
59,4,5,4,2,13,0,4,1,0,0,40,38,0,[1]
39,2,12,7,0,3,2,0,0,25314,1472,85,39,0,[1]
89,6,8,7,5,9,5,2,1,63539,647,93,27,0,[1]
71,0,4,16,4,5,4,3,1,46357,2569,32,1,0,[1]
67,2,0,3,4,10,1,3,0,64142,3850,92,33,1,[0]
50,2,11,9,2,2,0,4,1,0,0,40,38,0,[1]
46,1,1,7,3,8,3,1,0,18268,3398,70,18,1,[0]
39,2,9,13,2,11,0,4,1,0,0,55,38,0,[1]
50,1,14,15,1,12,5,1,0,83633,2043,2,0,1,[0]
32,3,6,8,0,10,3,4,1,18002,1724,66,16,1,[0]
29,5,13,10,5,9,2,4,0,16856,3357,1,10,0,[1]
19,2,9,9,6,9,0,0,0,63630,2671,93,30,1,[0]
58,3,1,11,6,4,4,4,1,19978,2555,47,23,0,[1]
90,4,3,11,1,7,5,1,0,59999,1609,87,34,1,[0]
30,2,14,15,2,9,0,1,1,0,0,20,18,1,[0]
70,1,5,5,3,12,4,4,0,81057,3011,97,14,0,[1]
37,2,15,10,2,3,0,1,1,0,0,55,38,0,[1]
30,2,11,9,2,6,0,4,1,0,0,60,20,1,[0]
79,3,8,6,2,1,3,2,0,43253,198,68,23,1,[0]
44,3,11,9,2,13,0,4,1,0,0,96,38,0,[1]
49,3,15,10,2,3,0,4,1,0,0,45,38,0,[1]
36,4,8,11,2,4,0,4,1,3908,0,75,38,0,[1]
43,2,7,12,2,9,0,4,1,0,0,30,38,0,[1]
28,4,13,4,2,6,3,4,0,62825,944,19,19,1,[0]
36,2,9,13,2,12,0,4,1,3103,0,42,38,1,[0]
56,4,6,9,1,12,5,3,1,23561,2593,54,8,1,[0]
38,1,0,6,2,0,1,4,1,9127,3579,9,34,1,[0]
26,2,9,13,4,0,3,4,0,0,0,40,38,1,[0]
18,1,4,10,3,0,1,1,0,79523,3793,59,29,0,[1]
60,2,5,4,2,13,0,4,1,0,0,50,38,1,[0]
31,2,1,13,1,9,0,0,0,44239,2839,18,22,0,[1]
66,4,0,2,5,12,4,3,1,92656,1817,27,1,0,[1]
41,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
37,2,15,10,0,13,1,4,1,0,0,40,38,0,[1]
25,0,15,10,2,3,0,4,1,0,0,40,38,1,[0]
47,0,6,6,2,13,1,3,1,56349,1263,23,0,0,[1]
45,0,2,6,0,11,1,4,1,92104,3033,6,25,1,[0]
55,2,9,13,2,9,0,1,1,0,0,40,2,1,[0]
48,0,6,4,4,12,4,0,0,97,2673,64,17,1,[0]
35,2,13,8,3,7,2,0,1,85377,827,85,0,1,[0]
38,4,13,12,0,13,4,2,1,85590,380,85,2,1,[0]
36,0,13,7,2,10,4,4,0,35186,2516,30,2,0,[1]
68,3,13,16,4,9,3,1,0,96081,3775,98,8,0,[1]
44,2,15,10,2,9,0,4,1,0,0,35,38,1,[0]
65,2,9,13,5,8,2,4,1,7894,3332,73,16,1,[0]
55,6,1,15,5,11,3,4,1,66972,1831,97,1,0,[1]
69,5,12,11,3,10,3,0,1,11712,3288,35,8,1,[0]
36,1,6,10,3,2,1,1,0,36484,1293,46,21,0,[1]
45,4,10,3,6,10,2,1,0,77982,2268,11,16,0,[1]
39,4,12,5,2,7,1,3,1,26279,2578,23,2,1,[0]
52,2,1,7,2,2,0,4,1,0,0,40,38,1,[0]
45,2,9,11,6,13,4,4,1,85908,993,64,39,0,[1]
50,5,11,16,4,12,2,4,0,60134,1282,52,15,1,[0]
19,1,0,15,5,10,0,0,0,79363,1913,37,30,0,[1]
78,5,0,5,5,7,3,1,1,6229,3458,65,17,1,[0]
42,6,11,4,2,1,4,1,1,87396,3193,9,19,0,[1]
48,2,9,13,2,9,0,1,1,0,0,40,18,1,[0]
52,5,5,14,3,8,2,2,0,88656,3711,87,35,1,[0]
54,2,15,10,2,11,5,4,0,0,0,40,38,1,[0]
33,2,12,14,2,9,0,4,1,0,0,45,38,1,[0]
89,6,11,6,3,7,0,2,1,24887,2372,67,8,0,[1]
51,2,7,2,6,3,3,2,0,39214,2962,80,39,0,[1]
62,4,10,11,1,3,2,0,0,19350,4258,76,6,0,[1]
89,1,12,13,4,12,2,3,1,20065,3512,55,23,1,[0]
73,2,3,1,0,11,4,4,0,80610,1123,35,22,0,[1]
64,6,9,9,2,12,5,2,1,30978,2023,70,12,1,[0]
37,2,15,10,0,11,1,4,1,0,2258,40,38,0,[1]
42,6,9,5,2,6,2,4,1,15445,421,24,22,0,[1]
27,4,11,9,2,2,0,4,1,0,0,60,20,1,[0]
47,2,8,11,2,5,0,4,1,0,0,48,38,1,[0]
62,0,2,1,3,6,5,4,1,24608,3870,65,2,1,[0]
51,1,12,14,2,9,0,4,1,0,0,80,38,1,[0]
34,1,11,9,0,10,4,4,1,0,0,40,31,0,[1]
52,6,6,3,5,9,3,1,0,43677,717,4,17,0,[1]
34,2,9,13,2,0,0,1,1,0,0,40,29,0,[1]
66,4,14,15,2,9,0,4,1,0,0,25,38,1,[0]
30,1,11,9,2,0,5,4,0,0,0,40,38,1,[0]
36,2,7,12,4,12,1,4,0,0,0,40,38,0,[1]
37,4,0,9,0,13,5,2,0,84254,1324,75,39,0,[1]
37,3,10,13,4,6,2,4,0,47189,1394,7,23,0,[1]
19,2,11,5,1,2,5,0,1,90984,934,77,28,0,[1]
30,2,9,13,2,3,0,4,1,3103,0,60,38,1,[0]
59,3,10,7,2,13,3,3,1,24818,2908,2,34,1,[0]
29,1,2,16,0,6,2,0,1,98801,1881,36,38,1,[0]
18,5,12,7,5,12,0,3,0,1003,1368,52,31,1,[0]
43,2,13,16,0,4,5,2,1,7301,1469,4,2,1,[0]
51,6,2,4,1,10,0,3,0,37705,2944,23,29,1,[0]
35,3,1,7,2,6,2,1,0,13041,3054,84,29,1,[0]
36,5,0,9,6,9,5,2,1,62282,1028,43,38,0,[1]
43,2,9,13,2,2,0,4,1,0,0,84,38,1,[0]
49,2,12,14,2,9,0,4,1,0,0,60,38,0,[1]
18,5,1,2,1,2,1,1,0,45336,3079,38,31,0,[1]
28,2,9,13,2,3,0,4,1,0,0,40,38,0,[1]
57,6,1,10,1,10,0,3,0,20037,329,60,11,0,[1]
50,2,15,10,2,0,0,4,1,0,0,45,38,1,[0]
46,2,15,10,2,0,0,4,1,0,0,40,38,1,[0]
53,5,11,9,2,7,0,4,1,0,0,40,38,0,[1]
53,2,9,13,2,3,0,4,1,0,0,40,38,1,[0]
47,2,11,9,2,2,0,4,1,0,0,40,38,0,[1]
20,3,8,13,4,12,1,2,0,57098,326,33,8,0,[1]
33,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
38,4,5,4,2,11,0,4,1,0,0,35,38,1,[0]
44,2,9,13,2,12,0,4,1,0,0,40,38,0,[1]
30,2,13,2,1,1,3,4,0,60283,1600,37,16,1,[0]
55,6,4,6,3,7,3,3,1,21126,3848,7,10,0,[1]
53,6,3,10,2,2,2,0,1,19620,3537,3,21,0,[1]
40,2,15,10,0,13,1,2,0,0,0,40,38,0,[1]
84,0,5,14,1,13,0,1,1,96522,2409,97,7,1,[0]
83,5,8,15,2,5,4,1,1,81357,2998,87,19,1,[0]
84,3,3,10,0,3,2,0,1,4331,1775,72,3,1,[0]
18,4,14,13,2,13,5,1,1,13056,3538,29,8,0,[1]
77,2,10,13,4,5,0,3,0,75469,2130,11,33,0,[1]
72,2,5,12,0,8,4,2,0,75390,1496,10,28,1,[0]
40,2,15,10,2,11,0,4,1,0,0,50,38,1,[0]
41,2,12,9,3,13,2,0,1,13997,3617,69,10,1,[0]
48,4,5,11,3,1,2,2,1,96254,1868,83,7,0,[1]
17,1,11,16,3,11,2,3,1,76615,4240,52,34,1,[0]
35,1,11,9,2,2,0,4,1,0,0,40,4,1,[0]
28,2,8,11,2,6,0,4,1,0,0,40,38,1,[0]
36,2,11,9,2,11,0,4,1,0,0,40,38,0,[1]
47,4,14,12,0,13,3,2,1,48543,2736,39,3,0,[1]
45,2,15,10,2,13,0,4,1,0,0,55,38,0,[1]
49,2,9,13,2,11,0,4,1,0,0,60,38,1,[0]
48,5,1,14,3,12,0,4,0,13659,415,98,37,1,[0]
52,2,12,14,2,9,0,4,1,0,0,40,38,1,[0]
50,2,11,9,2,3,0,4,1,0,0,60,38,0,[1]
59,4,15,5,5,7,5,4,0,53772,1538,43,20,0,[1]
31,5,5,7,2,13,4,3,1,90822,4147,4,4,0,[1]
18,5,13,9,5,11,0,2,1,34132,3460,91,13,1,[0]
61,4,11,9,2,11,0,1,1,0,0,63,34,0,[1]
28,2,3,16,0,3,3,4,0,90343,1326,66,1,0,[1]
44,2,15,10,2,11,0,4,1,0,0,50,8,1,[0]
75,2,11,9,4,0,1,4,0,0,0,40,38,1,[0]
50,4,10,16,0,9,1,4,0,0,0,60,38,1,[0]
77,6,11,8,3,12,4,0,1,93832,1990,54,6,1,[0]
55,6,4,4,3,12,5,2,1,75250,2815,68,14,0,[1]
39,5,5,15,5,1,4,1,0,27872,3222,74,8,1,[0]
37,0,2,10,0,10,1,1,0,74111,2141,59,28,0,[1]
52,2,4,2,0,8,1,0,1,38643,1896,47,38,1,[0]
28,0,9,13,4,3,1,4,1,0,0,50,38,1,[0]
66,2,14,16,4,1,2,1,0,6599,1730,48,15,0,[1]
50,0,14,14,6,13,2,0,0,74782,4038,69,18,0,[1]
64,4,4,4,6,4,4,0,0,38696,910,38,39,1,[0]
41,2,8,11,2,2,0,4,1,0,0,43,38,1,[0]
90,0,11,4,2,10,2,3,0,52547,835,62,40,0,[1]
19,0,0,10,3,0,1,2,1,54843,142,89,11,0,[1]
39,4,11,9,2,11,5,2,0,0,0,54,5,1,[0]
89,5,7,16,0,6,0,2,1,86813,607,61,15,0,[1]
65,3,4,3,1,11,4,3,1,98595,2576,78,24,0,[1]
56,3,8,11,2,11,0,4,1,0,0,54,38,1,[0]
59,4,9,12,5,11,4,0,0,66261,2505,48,26,1,[0]
48,2,15,10,6,11,4,4,1,0,0,50,38,1,[0]
35,4,11,7,6,6,5,0,1,97136,281,35,3,1,[0]
46,2,11,9,2,2,0,4,1,0,0,75,38,1,[0]
42,2,11,9,0,13,1,4,1,0,1980,46,38,0,[1]
54,2,12,6,1,4,5,0,0,68539,894,79,2,0,[1]
23,4,13,1,6,5,4,1,0,86197,405,30,7,0,[1]
59,5,10,16,2,9,0,4,1,0,0,40,38,1,[0]
90,0,12,8,1,13,3,4,1,42931,2537,34,1,1,[0]
43,4,9,13,2,4,0,4,1,0,0,70,38,1,[0]
74,4,7,3,5,3,0,4,1,46538,90,24,34,0,[1]
81,0,6,2,5,13,2,4,0,16264,2899,86,14,1,[0]
36,5,11,9,2,3,0,4,1,0,0,50,38,0,[1]
43,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
56,2,5,3,6,8,1,3,0,62541,1262,80,33,1,[0]
52,1,9,13,2,10,0,4,1,0,0,40,38,1,[0]
36,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
24,0,6,9,0,7,5,4,1,36247,897,70,15,0,[1]
41,0,11,9,2,12,0,4,1,0,0,40,38,1,[0]
26,2,5,5,4,5,2,1,0,1935,1881,66,4,0,[1]
67,6,7,10,0,9,2,0,1,58096,3770,59,1,1,[0]
69,0,15,10,0,6,4,0,0,52443,3408,58,25,0,[1]
68,1,3,4,4,13,4,4,0,58241,1720,24,25,0,[1]
89,5,2,2,6,8,0,3,0,20969,3467,29,16,1,[0]
67,2,5,9,5,6,1,3,0,55601,1493,32,2,0,[1]
52,3,3,8,1,3,1,0,1,63955,1082,61,22,1,[0]
68,6,1,9,0,0,4,3,0,44212,1922,24,9,0,[1]
66,2,12,9,6,4,3,2,0,81352,235,51,33,0,[1]
40,2,15,10,2,0,5,4,0,0,0,40,38,0,[1]
53,5,11,7,5,4,2,3,0,81387,1068,72,14,1,[0]
61,1,15,9,3,1,1,4,1,35575,2258,46,1,0,[1]
41,2,8,11,2,11,0,4,1,0,0,40,38,1,[0]
37,2,2,4,0,1,1,1,0,18647,1028,27,30,0,[1]
43,2,15,10,2,13,0,4,1,0,0,40,38,1,[0]
36,1,8,11,4,10,1,4,1,0,0,40,38,1,[0]
33,2,9,13,2,9,0,4,1,3103,0,43,38,1,[0]
23,1,6,11,6,1,0,2,1,99682,2667,75,36,1,[0]
21,0,10,10,5,10,5,1,0,88738,4321,49,34,0,[1]
36,2,12,14,2,3,0,4,1,0,0,35,38,0,[1]
50,1,12,14,2,9,0,4,1,0,0,50,38,0,[1]
54,1,11,9,2,13,0,2,1,0,0,40,38,0,[1]
40,1,9,13,2,9,0,4,1,0,0,50,38,1,[0]
56,4,10,2,4,9,4,0,0,13820,2233,79,31,0,[1]
59,2,15,10,0,6,1,4,1,0,0,56,38,0,[1]
62,2,15,10,2,0,0,4,1,0,0,60,38,1,[0]
50,2,9,13,2,11,0,4,1,0,0,40,38,0,[1]
47,2,11,9,2,7,5,4,0,0,0,30,38,1,[0]
36,2,15,10,2,3,0,4,1,0,0,60,38,0,[1]
33,2,12,14,2,9,0,2,1,0,0,35,38,0,[1]
40,4,14,15,0,7,1,4,0,0,2339,35,38,0,[1]
38,5,2,12,5,7,1,3,0,5236,1650,87,3,1,[0]
47,4,9,13,2,11,0,4,1,0,0,40,38,1,[0]
54,0,0,12,5,9,0,4,1,78796,1292,60,23,0,[1]
40,2,11,9,2,11,2,4,0,0,0,24,38,1,[0]
29,2,1,7,2,13,0,4,1,0,0,99,38,1,[0]
29,2,15,10,4,2,1,4,1,0,0,40,38,0,[1]
48,2,15,10,4,3,1,4,0,0,0,40,20,1,[0]
87,0,5,6,1,2,3,0,1,76019,4127,83,14,0,[1]
21,3,10,5,6,2,5,0,1,38174,1674,52,9,0,[1]
64,3,0,14,4,9,2,4,0,40058,2150,29,31,0,[1]
24,0,13,8,1,9,0,1,1,85115,1017,20,24,0,[1]
48,5,9,14,3,1,3,2,0,67513,4039,60,36,0,[1]
47,6,10,5,0,10,4,1,0,9459,3359,7,38,1,[0]
29,6,10,5,3,13,2,3,0,45419,2481,94,13,0,[1]
90,4,15,4,5,3,1,1,1,82960,721,77,0,0,[1]
23,5,14,14,5,3,1,2,1,612,4135,1,27,0,[1]
70,0,13,7,3,7,5,1,1,75768,17,84,20,1,[0]
87,6,15,16,5,11,2,2,0,95234,1163,14,2,0,[1]
46,0,7,12,0,0,4,4,0,0,0,40,38,0,[1]
77,4,13,15,1,8,0,3,1,75510,1224,18,20,1,[0]
30,2,0,3,3,7,1,0,1,78325,598,18,16,1,[0]
43,3,15,10,2,3,0,4,1,0,0,92,38,1,[0]
36,6,10,5,4,4,2,1,0,48148,218,92,23,1,[0]
80,3,6,10,3,4,3,4,0,51163,2980,13,0,0,[1]
35,2,11,9,2,4,0,4,1,0,1672,50,38,0,[1]
38,2,11,9,2,2,0,4,1,0,0,41,7,1,[0]
87,0,5,4,4,9,3,1,0,75095,3043,13,26,1,[0]
67,3,14,14,4,9,5,1,1,3500,3946,43,36,0,[1]
47,4,14,15,4,9,1,4,1,0,2258,20,38,0,[1]
35,2,14,7,3,9,1,2,1,84114,984,60,27,1,[0]
37,2,9,13,2,11,0,4,1,0,0,50,38,1,[0]
57,0,14,14,2,4,2,0,0,72371,3105,80,2,0,[1]
