age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
67,4,8,7,6,2,1,4,0,28158,2449,43,20,1,[0]
39,4,11,9,2,11,5,2,0,0,0,54,5,1,[0]
71,1,12,5,4,7,5,1,0,79429,1471,96,37,0,[1]
70,5,7,6,4,11,2,2,1,86121,1585,37,2,0,[1]
46,6,14,1,1,0,4,3,0,64030,654,16,37,0,[1]
35,1,15,10,2,10,0,4,1,0,0,50,38,0,[1]
45,5,9,13,0,0,1,4,0,0,0,40,38,0,[1]
80,4,1,11,3,9,5,4,1,62756,365,84,35,1,[0]
23,4,11,2,2,7,4,1,1,97639,3381,62,13,0,[1]
35,4,9,13,2,9,5,4,0,0,0,40,38,1,[0]
28,4,11,3,0,1,4,1,1,9450,2747,50,0,0,[1]
22,4,5,16,2,2,3,2,0,91161,1170,65,15,0,[1]
81,1,4,11,0,0,3,4,1,28729,2797,21,22,0,[1]
35,2,15,10,2,0,0,4,1,0,0,50,38,1,[0]
43,4,0,12,5,9,3,1,0,6747,3941,67,22,1,[0]
70,5,2,8,2,5,3,1,0,73491,709,28,22,0,[1]
26,4,2,8,6,13,3,3,0,99418,3557,20,37,0,[1]
28,2,10,9,0,12,2,0,0,7280,974,85,31,1,[0]
61,6,6,14,1,1,4,0,1,28030,3527,50,11,1,[0]
55,2,11,9,2,3,5,4,0,0,0,30,38,1,[0]
51,0,4,9,4,9,2,3,0,41459,4084,3,7,1,[0]
28,1,9,12,2,1,3,4,0,61412,3969,84,7,1,[0]
53,3,4,3,5,7,2,2,0,8619,3423,46,36,0,[1]
65,0,5,16,1,4,4,0,1,66300,612,8,5,1,[0]
49,4,2,7,6,13,1,3,1,1777,2508,50,35,0,[1]
17,3,8,1,2,1,2,0,1,82895,1088,58,25,1,[0]
87,2,7,13,3,9,4,4,0,66345,2113,73,17,0,[1]
87,5,5,10,6,3,3,0,1,89139,2564,70,13,0,[1]
64,5,10,2,2,13,1,1,0,67637,93,89,17,1,[0]
70,0,1,16,5,9,2,3,1,18100,2654,37,4,0,[1]
24,3,12,5,6,4,1,4,1,83616,1392,39,27,1,[0]
35,5,10,4,2,6,1,4,1,12673,4073,94,5,1,[0]
37,4,6,15,5,7,0,1,0,5590,3916,34,39,1,[0]
20,1,9,14,3,13,1,3,1,4213,1389,95,24,1,[0]
72,6,7,1,5,1,5,0,1,81541,1582,13,9,1,[0]
37,5,10,13,3,9,2,1,1,32576,4052,97,9,0,[1]
41,4,15,10,2,2,0,4,1,0,0,45,38,1,[0]
39,2,11,9,2,6,0,4,1,0,0,45,38,1,[0]
77,2,7,15,3,5,4,0,0,41967,2019,39,30,1,[0]
46,2,8,11,2,12,0,4,1,0,0,40,38,0,[1]
53,1,12,8,5,3,2,2,1,60795,3440,26,0,1,[0]
40,4,14,15,2,9,0,4,1,0,0,40,38,0,[1]
34,2,11,9,2,2,0,4,1,0,0,43,38,1,[0]
43,5,14,1,1,10,4,4,0,33354,3764,68,19,1,[0]
68,4,15,16,3,6,1,0,0,33435,2589,37,11,0,[1]
36,5,14,6,4,7,3,0,1,16636,3865,17,21,1,[0]
89,3,11,1,5,13,4,0,0,3077,3372,39,38,0,[1]
79,2,14,15,0,10,3,3,0,16771,413,9,20,1,[0]
37,5,9,13,2,3,0,4,1,0,0,50,38,1,[0]
87,1,3,7,0,10,5,2,0,4268,1949,29,24,0,[1]
48,2,9,13,2,9,0,1,1,0,0,40,18,1,[0]
30,2,9,13,4,11,1,4,1,0,0,60,38,1,[0]
54,6,15,11,0,0,4,1,1,5246,4138,15,0,0,[1]
45,2,9,13,0,3,4,4,1,0,0,45,38,1,[0]
41,2,11,9,2,2,0,4,1,0,0,40,38,0,[1]
48,2,14,4,4,5,1,3,1,31191,1212,62,6,1,[0]
27,2,11,9,2,5,0,0,1,0,0,8,38,0,[1]
64,2,9,13,4,11,4,4,0,0,0,40,28,0,[1]
53,3,6,14,6,4,5,1,0,79545,2431,93,3,1,[0]
57,4,7,15,4,7,3,0,1,6897,655,58,32,1,[0]
55,3,14,15,2,9,0,4,1,0,0,55,38,0,[1]
48,5,14,13,0,10,5,0,1,16133,1714,4,39,1,[0]
61,1,11,9,3,7,1,4,0,0,0,25,38,0,[1]
36,0,14,9,6,12,2,0,1,3107,1483,21,19,0,[1]
39,2,9,13,2,11,0,4,1,0,0,45,38,1,[0]
51,1,11,9,2,2,0,4,1,0,0,40,38,1,[0]
45,2,11,9,2,3,5,4,0,0,0,50,38,1,[0]
69,2,2,7,4,7,5,3,0,32381,2408,36,2,0,[1]
59,2,9,14,2,7,2,4,0,22121,2549,44,0,0,[1]
90,2,13,4,0,6,4,1,0,60714,730,35,36,1,[0]
30,1,1,9,5,7,2,0,0,42987,2501,28,7,0,[1]
44,3,8,4,6,8,5,4,1,91979,3567,19,1,0,[1]
38,2,4,12,5,7,2,4,1,40778,1283,51,23,0,[1]
67,3,13,4,1,0,1,0,0,38832,2947,91,11,1,[0]
22,2,4,8,1,1,3,4,0,25017,1659,19,25,0,[1]
85,6,1,14,6,13,5,3,1,15251,1467,61,9,1,[0]
77,5,3,16,2,8,5,1,0,20512,2211,49,14,0,[1]
73,3,9,8,1,8,0,1,1,40777,3109,77,20,1,[0]
38,0,7,3,0,11,4,0,0,1548,798,73,30,0,[1]
51,3,11,9,3,3,1,4,1,0,0,99,38,1,[0]
20,1,14,11,2,12,5,2,0,39223,203,20,14,1,[0]
90,2,9,13,4,3,1,4,1,0,0,55,38,0,[1]
22,4,15,11,2,5,5,4,0,45223,3567,58,32,1,[0]
17,6,7,9,5,12,5,2,1,66088,27,2,30,1,[0]
76,1,14,2,3,12,0,0,0,22461,2836,8,6,1,[0]
49,5,11,9,2,9,0,4,1,0,0,40,38,1,[0]
43,2,9,13,2,11,0,4,1,0,0,50,38,0,[1]
56,2,11,9,2,5,0,4,1,0,0,40,38,1,[0]
88,1,6,9,2,13,4,2,1,78473,822,54,3,1,[0]
83,5,13,6,3,7,5,0,0,86803,746,74,29,0,[1]
73,6,14,9,1,13,2,0,0,79810,1248,15,0,0,[1]
88,2,8,7,1,7,0,4,1,95958,1618,7,39,1,[0]
58,6,14,9,0,3,5,2,0,98782,1720,44,18,0,[1]
67,1,11,7,2,5,1,3,1,41115,1877,69,19,1,[0]
46,3,13,6,4,10,2,0,1,72312,2209,77,9,0,[1]
25,1,3,3,1,5,4,3,0,16092,1440,32,19,1,[0]
64,5,12,7,1,9,2,0,0,42123,3256,17,39,0,[1]
88,4,13,1,4,6,3,3,1,95709,2439,99,15,0,[1]
38,6,1,12,4,5,0,1,1,39137,4260,13,22,0,[1]
45,1,11,9,2,10,0,4,1,0,0,78,38,1,[0]
56,4,11,9,2,4,0,4,1,0,0,40,38,0,[1]
53,2,11,9,2,4,0,4,1,0,0,45,38,0,[1]
59,0,1,3,1,13,0,4,1,46514,786,42,17,1,[0]
18,5,3,5,1,10,3,2,0,56141,732,33,24,0,[1]
41,6,6,4,6,5,0,4,1,97965,1215,25,7,1,[0]
59,0,7,2,4,5,2,1,1,2646,2151,66,3,0,[1]
27,2,11,9,2,2,0,4,1,0,0,40,38,1,[0]
29,2,11,9,2,13,0,4,1,0,0,40,38,1,[0]
44,2,9,13,4,7,1,4,1,0,0,40,38,1,[0]
35,4,12,7,0,10,0,0,1,90423,2467,92,21,0,[1]
73,0,1,13,3,2,1,2,0,39744,3298,74,19,0,[1]
55,4,9,16,1,6,0,1,1,38722,1602,21,0,0,[1]
28,2,9,13,2,3,0,4,1,0,0,45,38,1,[0]
39,3,6,8,6,12,2,0,0,84905,766,53,10,1,[0]
27,2,7,12,0,3,1,4,0,0,0,45,38,0,[1]
27,1,14,11,5,12,2,4,1,17250,3375,11,20,1,[0]
79,6,0,3,6,9,1,4,0,4872,3661,61,6,1,[0]
81,1,14,1,6,6,0,0,1,57986,4118,53,16,1,[0]
32,3,10,2,5,6,0,3,1,90799,3198,27,25,1,[0]
38,0,15,2,2,3,4,3,0,91521,376,30,39,0,[1]
88,0,8,6,1,12,2,3,1,87239,521,39,17,1,[0]
44,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
57,0,12,3,5,10,3,3,0,18173,2672,74,22,0,[1]
51,2,11,9,2,12,0,4,1,0,0,40,38,0,[1]
42,2,11,9,2,2,0,4,1,0,0,40,38,0,[1]
59,5,10,16,2,9,0,4,1,0,0,40,38,1,[0]
32,1,11,9,2,2,0,4,1,0,0,40,38,1,[0]
40,2,9,13,2,3,0,4,1,0,0,60,38,1,[0]
50,4,13,2,0,12,1,3,1,52375,3061,16,10,0,[1]
43,4,10,2,3,6,5,0,1,99304,425,69,1,0,[1]
57,4,12,12,0,12,0,3,0,99285,4215,40,30,0,[1]
87,4,14,9,6,13,5,1,1,62298,3990,86,2,0,[1]
43,2,9,13,0,6,2,4,1,0,0,40,38,0,[1]
38,2,9,13,2,0,0,4,1,0,0,45,38,1,[0]
36,2,11,9,2,11,0,4,1,0,0,50,38,0,[1]
49,0,8,7,6,11,0,4,1,55180,3739,59,25,0,[1]
37,5,11,5,3,8,1,1,0,26100,850,19,2,0,[1]
20,6,15,1,1,9,4,2,0,73421,1029,56,40,0,[1]
78,2,10,12,3,7,1,3,0,72695,3571,40,33,0,[1]
48,3,9,13,5,10,1,4,0,86745,2576,52,21,0,[1]
50,4,11,9,2,3,0,4,1,0,0,32,38,0,[1]
53,3,13,11,3,9,0,2,1,6177,3934,77,15,1,[0]
30,2,9,13,4,11,1,4,0,0,0,35,38,1,[0]
83,0,3,5,6,4,4,1,0,62673,869,3,28,0,[1]
75,2,4,3,4,7,3,4,0,30246,1326,85,16,1,[0]
45,6,7,10,2,8,1,3,0,65034,1766,4,11,0,[1]
18,1,5,4,6,6,0,2,1,64141,283,52,12,1,[0]
47,4,9,13,4,11,1,4,1,0,0,35,38,0,[1]
89,3,1,3,3,6,0,4,1,14776,3993,57,11,0,[1]
31,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
32,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
72,2,11,7,4,6,0,3,1,53878,698,84,32,0,[1]
66,5,3,12,3,13,1,0,0,66376,988,91,17,1,[0]
49,0,15,8,1,5,4,0,1,94234,789,29,1,0,[1]
43,2,11,9,2,0,0,2,1,0,0,40,38,1,[0]
37,3,4,12,2,8,1,1,1,83641,3811,81,32,0,[1]
84,3,12,3,6,1,4,3,0,89754,2982,7,6,1,[0]
69,0,13,9,0,4,2,3,1,97963,3430,95,25,0,[1]
67,1,5,2,6,1,1,2,1,94613,2809,88,22,1,[0]
40,1,7,7,0,1,3,1,0,90604,338,7,33,0,[1]
78,5,7,2,4,9,3,3,0,44201,1056,83,15,1,[0]
54,4,11,13,2,10,5,3,0,43934,557,51,19,1,[0]
83,6,14,13,4,8,4,4,0,30009,3734,79,26,1,[0]
42,2,15,10,2,2,0,2,1,0,0,40,38,1,[0]
58,3,8,5,2,6,2,2,1,61716,3988,29,30,0,[1]
49,4,15,10,2,11,0,4,1,0,0,50,38,0,[1]
63,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
44,4,9,11,5,4,0,1,1,99218,3172,97,29,0,[1]
46,5,13,13,2,4,2,0,1,42175,2249,51,1,0,[1]
58,6,15,14,0,10,5,2,0,51929,748,26,33,1,[0]
61,1,6,13,1,4,5,3,1,48281,1458,41,39,0,[1]
41,4,5,16,5,5,4,4,1,37060,3929,83,9,0,[1]
60,1,2,3,2,9,3,2,1,73798,637,83,31,1,[0]
18,6,10,1,4,9,0,2,0,35890,2637,11,28,1,[0]
84,1,0,9,3,3,0,1,1,67180,3738,30,20,1,[0]
68,6,10,7,4,11,0,3,0,56814,3655,7,18,1,[0]
36,2,3,7,0,3,2,4,1,27953,1198,18,17,1,[0]
44,5,15,6,5,6,5,4,1,76479,3024,80,19,0,[1]
41,4,7,8,0,9,1,2,0,97371,401,23,2,1,[0]
40,5,1,7,0,13,4,4,0,0,0,52,38,0,[1]
63,0,5,11,4,0,1,3,1,74532,2411,58,27,1,[0]
90,5,4,2,5,1,4,0,1,79806,2888,97,20,0,[1]
29,2,15,10,2,2,0,4,1,0,0,40,38,1,[0]
20,2,14,4,4,0,2,2,0,81419,3597,9,2,0,[1]
61,2,11,9,2,13,0,4,1,0,0,40,38,1,[0]
21,5,10,15,0,9,4,4,1,81003,2427,33,12,0,[1]
75,0,7,11,2,1,2,2,0,23777,1295,55,36,1,[0]
28,2,12,8,2,4,5,0,0,86230,3043,89,20,0,[1]
21,1,12,2,4,13,4,1,1,38285,2006,4,12,0,[1]
71,6,7,2,5,10,1,3,0,41411,1935,59,31,0,[1]
34,0,8,3,3,5,5,0,0,37834,2024,69,19,1,[0]
34,2,15,10,2,2,0,4,1,0,0,60,38,1,[0]
85,2,7,13,2,5,0,4,1,56074,129,13,24,0,[1]
74,1,2,15,3,12,1,3,1,86550,1488,3,0,0,[1]
67,2,12,14,3,3,1,4,1,0,0,55,38,1,[0]
33,6,12,13,6,6,0,2,1,45136,835,63,18,0,[1]
41,2,9,13,2,9,0,4,1,0,0,60,38,0,[1]
87,2,7,10,0,3,2,2,1,68892,3711,27,31,0,[1]
18,4,9,14,0,4,3,0,0,66251,1658,17,37,0,[1]
51,2,15,10,2,13,0,4,1,0,0,60,38,0,[1]
17,2,4,2,0,12,2,4,0,39777,22,83,7,1,[0]
59,6,6,14,4,10,0,4,0,55429,2979,59,3,1,[0]
29,6,1,2,2,12,1,1,1,61121,2967,22,38,1,[0]
30,2,15,10,2,2,0,4,1,0,0,40,38,1,[0]
28,1,8,11,2,10,0,2,1,0,0,46,38,0,[1]
69,4,7,6,5,7,5,3,1,99861,3524,77,22,0,[1]
29,1,2,10,1,11,2,2,1,75766,1996,16,39,0,[1]
52,6,0,13,1,3,2,3,1,62707,3816,41,11,1,[0]
24,0,13,2,1,5,0,3,1,248,3012,32,31,0,[1]
63,1,0,14,1,8,4,2,1,90650,2079,80,13,1,[0]
81,3,12,10,1,3,3,3,1,57415,52,65,16,0,[1]
72,4,7,15,0,9,2,4,0,68598,2544,5,6,0,[1]
43,3,11,12,6,10,1,0,0,48265,2108,1,19,0,[1]
53,0,5,2,1,10,3,3,1,41445,3642,84,39,0,[1]
28,4,15,10,2,2,0,4,1,0,0,40,38,0,[1]
70,1,4,10,2,10,2,3,1,81994,1718,39,15,0,[1]
43,2,9,13,0,3,1,2,0,0,0,40,38,1,[0]
63,0,4,6,1,3,1,3,1,27573,1902,5,11,0,[1]
36,0,1,9,0,7,1,4,0,74885,435,41,16,0,[1]
46,6,7,4,3,12,5,3,1,81605,2054,4,40,1,[0]
80,2,11,10,1,11,2,4,1,50339,3652,23,2,1,[0]
38,2,14,15,5,9,1,4,1,0,0,35,38,1,[0]
59,3,10,2,6,5,3,4,0,28220,2204,13,5,1,[0]
41,3,11,1,0,13,2,3,0,54744,2770,12,30,0,[1]
58,4,12,14,2,11,0,4,1,0,0,40,38,1,[0]
24,2,15,6,6,3,1,1,0,37392,1681,87,26,1,[0]
78,5,1,13,4,1,2,1,0,81964,2100,20,1,0,[1]
75,3,12,10,4,10,5,3,0,957,108,95,35,1,[0]
55,6,6,11,0,9,3,4,1,79635,2929,17,32,0,[1]
41,0,15,10,0,9,4,4,0,0,0,40,38,1,[0]
41,4,12,14,2,2,0,4,1,0,0,65,38,0,[1]
64,4,10,7,5,11,5,1,0,51719,1115,43,1,1,[0]
31,2,7,12,2,9,5,4,0,0,0,40,38,1,[0]
63,1,15,14,3,5,5,1,0,14357,3408,9,40,1,[0]
82,0,7,6,3,12,4,2,1,55223,952,60,37,1,[0]
24,2,5,4,3,2,1,3,1,29158,1002,49,27,1,[0]
43,1,8,11,2,13,0,4,1,0,0,22,38,0,[1]
28,0,7,13,0,3,0,3,0,98314,1057,38,3,0,[1]
77,0,13,7,5,2,0,3,0,41326,103,11,32,1,[0]
67,2,7,9,4,6,2,0,1,34491,454,2,12,0,[1]
50,2,9,13,4,3,1,4,1,0,0,40,38,0,[1]
33,0,5,2,1,7,3,0,0,81777,3897,23,31,1,[0]
76,1,9,12,6,5,5,2,0,12024,3501,70,14,0,[1]
83,0,9,5,2,1,3,4,0,81146,4178,66,11,0,[1]
41,4,15,4,2,10,1,0,0,94069,3480,51,34,0,[1]
76,5,11,6,3,8,1,4,1,34587,2164,58,37,0,[1]
81,3,0,6,2,3,5,4,0,2936,0,28,38,0,[1]
57,1,12,14,2,9,0,4,1,0,0,60,38,0,[1]
40,0,2,12,3,12,2,2,1,47456,3131,40,36,1,[0]
75,1,11,9,2,7,0,4,1,0,2467,40,1,0,[1]
71,4,13,7,0,10,3,4,0,43438,2730,74,15,0,[1]
35,2,7,12,4,3,1,4,0,0,0,60,38,0,[1]
26,6,9,1,1,5,3,1,0,51086,1991,29,17,0,[1]
36,2,11,9,2,2,0,4,1,0,0,52,38,0,[1]
76,3,14,5,4,1,4,0,0,57349,1140,30,35,0,[1]
21,2,4,4,3,12,1,0,1,21994,1452,84,7,1,[0]
24,1,14,8,0,10,1,0,1,31705,3008,63,26,0,[1]
38,0,7,11,2,5,3,0,1,50830,833,50,8,0,[1]
47,3,10,3,6,3,2,4,1,46012,1152,46,3,0,[1]
58,1,9,2,2,9,3,0,1,46233,2957,20,25,0,[1]
77,3,1,3,3,6,4,4,1,39940,1408,85,16,1,[0]
21,6,3,3,5,8,5,2,1,80401,4051,92,30,0,[1]
78,5,8,1,5,6,2,0,1,51035,3156,63,15,0,[1]
83,1,11,2,1,0,1,3,0,82462,2017,67,32,1,[0]
86,0,2,15,6,3,4,3,1,55575,541,94,38,0,[1]
59,3,6,4,1,11,0,0,0,15322,1888,51,10,0,[1]
48,4,11,12,0,9,2,4,0,6489,3713,53,26,1,[0]
18,1,5,16,5,1,2,2,0,24554,771,3,11,0,[1]
55,0,10,12,2,1,1,4,1,45595,3520,10,22,1,[0]
33,0,8,11,1,7,0,2,1,83609,1290,27,5,1,[0]
79,1,3,12,3,13,3,4,0,17791,951,49,3,0,[1]
25,5,15,10,2,2,3,4,1,0,0,50,38,1,[0]
59,5,4,5,5,10,1,0,0,65888,3409,19,16,1,[0]
25,4,15,7,3,11,4,4,0,42877,3340,51,40,1,[0]
74,3,0,10,3,7,3,1,0,76510,1299,1,11,1,[0]
49,4,11,9,2,3,0,4,1,0,0,45,38,0,[1]
74,2,0,9,1,4,0,0,0,66476,713,24,15,1,[0]
73,4,12,6,3,3,3,4,0,5812,2533,26,26,1,[0]
29,2,8,11,2,5,0,4,1,0,0,40,38,0,[1]
61,3,5,3,2,3,3,4,1,24408,1316,8,12,0,[1]
88,5,1,6,4,7,0,4,0,19020,3981,43,39,0,[1]
29,1,4,9,2,6,3,4,1,17880,3297,41,2,0,[1]
67,4,12,8,6,6,4,0,0,78365,342,63,13,1,[0]
28,5,15,9,5,7,1,3,1,70201,3787,77,11,1,[0]
48,6,1,11,0,10,4,1,1,53302,2179,75,18,0,[1]
31,5,9,2,4,0,2,1,1,57777,2679,39,27,1,[0]
90,3,0,13,6,11,0,3,1,2412,3605,88,34,1,[0]
31,1,12,2,4,7,5,2,1,24463,3673,94,39,1,[0]
47,2,11,9,2,3,5,4,0,0,0,30,38,1,[0]
40,0,1,2,4,4,1,2,0,36531,3863,81,28,0,[1]
76,0,11,15,0,7,1,1,1,58806,2492,27,8,1,[0]
28,2,7,12,2,11,0,4,1,0,0,37,38,1,[0]
59,1,10,16,4,5,4,3,1,83819,4195,89,11,1,[0]
88,3,3,3,4,9,4,2,1,12173,2626,79,16,1,[0]
48,4,9,13,2,3,0,4,1,0,0,60,38,0,[1]
33,5,4,6,3,9,0,3,0,70126,1817,5,39,1,[0]
57,0,8,7,6,4,1,2,0,7367,555,23,15,1,[0]
59,0,2,10,4,4,0,0,1,71416,1509,24,30,1,[0]
45,2,8,11,0,0,4,4,0,0,0,55,38,1,[0]
24,6,14,3,6,0,4,0,0,96136,1710,54,29,1,[0]
48,0,1,6,6,9,1,3,0,52576,1699,86,3,0,[1]
68,6,2,10,1,3,0,3,0,18499,2559,56,20,1,[0]
62,6,13,10,2,3,0,4,1,97418,1010,12,35,0,[1]
73,3,0,11,4,8,3,4,1,6150,2607,4,8,1,[0]
43,5,12,13,5,9,3,0,0,44985,423,26,28,0,[1]
76,3,4,7,2,11,1,1,0,49359,739,97,14,1,[0]
25,1,8,7,1,10,2,0,0,60514,126,49,9,0,[1]
35,1,12,14,4,9,1,4,1,0,0,60,38,1,[0]
25,0,0,11,1,5,3,4,1,30072,2540,12,38,1,[0]
22,0,15,6,3,2,2,4,0,62831,2572,66,6,0,[1]
45,2,15,10,2,6,0,4,1,0,0,40,38,1,[0]
37,4,9,13,2,2,0,4,1,0,0,50,38,1,[0]
22,3,5,10,2,10,0,3,0,93951,4233,15,28,1,[0]
76,3,9,7,3,6,2,3,0,79896,1921,44,8,0,[1]
73,6,6,2,3,2,4,0,1,21901,3893,92,25,1,[0]
69,5,8,3,2,3,4,0,1,31032,2991,21,20,0,[1]
50,4,5,16,0,8,2,4,1,97378,2434,20,13,1,[0]
52,6,8,13,6,11,4,3,1,2842,2367,30,40,1,[0]
19,5,3,3,6,8,0,4,0,14291,3155,3,34,0,[1]
34,0,0,16,6,3,0,2,1,69894,3595,46,40,1,[0]
74,4,7,12,2,3,0,4,1,0,0,30,38,1,[0]
54,0,9,7,6,7,5,4,0,58671,29,19,2,1,[0]
38,2,4,13,6,2,1,4,1,68276,973,13,32,1,[0]
85,0,15,12,2,5,0,1,0,63136,4134,48,26,0,[1]
25,0,8,6,1,12,1,1,0,76263,3485,91,11,1,[0]
45,4,5,11,5,10,5,4,0,144,3332,16,24,1,[0]
35,1,5,7,5,7,3,0,0,39784,2025,99,35,1,[0]
55,4,9,12,0,9,4,3,1,29994,3413,54,12,0,[1]
32,0,6,13,0,9,4,0,1,69751,201,80,32,0,[1]
90,0,3,12,3,11,4,3,0,14699,1744,89,26,1,[0]
27,2,3,4,3,3,2,0,0,14816,3911,15,17,0,[1]
62,6,0,6,5,7,3,2,1,80568,289,3,29,1,[0]
41,2,15,10,2,0,5,2,0,0,0,40,38,1,[0]
83,6,2,4,4,1,3,1,1,89588,1577,87,15,1,[0]
22,2,2,10,2,5,1,3,0,40484,365,61,38,0,[1]
27,6,4,2,4,3,0,1,1,17956,4099,93,5,0,[1]
67,1,15,5,3,11,3,2,1,78283,3747,54,0,0,[1]
74,6,7,15,0,3,3,0,0,95923,2677,53,32,0,[1]
22,3,3,5,3,6,4,0,0,72240,387,27,1,0,[1]
51,1,5,16,1,9,0,3,1,52594,2183,93,30,0,[1]
35,3,7,6,0,6,2,4,0,85110,378,82,27,0,[1]
42,6,3,13,2,8,4,0,0,43616,999,5,1,0,[1]
44,1,1,1,3,10,1,3,0,77056,1502,76,17,1,[0]
