,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
21392,1,2,8,11,2,12,0,4,1,4,0,2,38,0
17065,1,4,12,14,0,11,4,4,1,0,0,0,38,1
29989,1,2,11,9,2,13,0,4,1,0,0,2,38,1
31449,0,2,7,12,4,0,3,4,0,0,0,2,38,0
37636,0,2,11,9,2,0,5,4,0,0,0,3,38,0
17853,0,5,9,13,4,9,1,4,1,0,0,0,38,0
35968,1,2,2,8,4,7,1,3,0,0,0,1,38,0
4458,0,2,11,9,4,11,3,4,1,0,0,1,38,0
38966,1,2,10,16,2,9,0,4,1,0,3,2,38,1
22943,1,1,9,13,2,10,0,4,1,0,3,2,38,1
4986,1,4,15,10,2,2,0,4,1,0,0,2,38,0
9360,0,2,1,7,4,7,3,4,0,0,0,0,38,0
21538,0,2,11,9,0,0,4,4,0,0,0,2,38,0
30823,1,2,14,15,2,3,0,4,1,4,0,2,38,1
41453,1,2,9,13,2,3,0,4,1,0,0,2,38,1
17195,1,3,11,9,4,11,1,4,1,0,0,2,38,0
3809,0,2,11,9,4,6,1,4,0,0,0,2,38,0
2291,0,2,11,9,2,4,0,4,1,0,0,3,38,0
33158,0,2,15,10,5,0,4,2,0,0,0,1,38,0
24567,1,0,10,16,2,9,0,4,1,4,0,2,38,1
12731,0,2,15,10,4,5,3,4,1,0,0,2,38,0
14864,0,2,5,4,2,4,3,4,0,0,0,2,25,0
6526,0,2,9,13,4,11,1,4,1,0,0,2,38,1
33237,0,2,15,10,2,11,5,1,0,0,0,2,29,0
27451,1,2,15,10,2,4,0,4,1,0,0,2,38,0
39155,1,0,15,10,2,0,0,4,1,0,0,2,38,0
18558,1,1,9,13,2,9,0,4,1,0,0,2,38,0
43704,1,2,9,13,2,0,5,4,0,4,0,2,38,0
27839,0,4,9,13,2,9,0,4,1,0,0,2,38,0
39101,0,4,15,10,5,11,1,1,1,0,0,3,23,0
26993,1,2,12,14,2,3,0,4,1,0,0,3,38,1
30007,1,2,5,4,6,11,2,4,0,0,3,0,38,0
40551,1,2,15,10,0,7,1,4,0,0,0,1,38,0
30400,0,2,8,11,4,2,1,4,1,0,0,2,38,0
40347,0,2,15,10,5,0,4,4,0,0,0,1,38,0
15535,0,2,15,10,4,0,1,0,0,0,0,1,38,0
12128,0,2,11,9,2,13,0,4,1,0,0,2,38,1
19802,1,1,15,10,2,5,0,4,1,4,0,2,38,1
42589,0,2,11,9,4,0,1,4,0,0,0,2,38,0
31881,1,2,15,10,2,2,0,4,1,0,0,3,38,1
1598,0,2,11,9,2,0,0,4,1,0,0,1,38,0
7693,0,2,15,10,2,5,0,4,1,0,0,1,38,0
13423,1,2,11,9,0,0,1,4,0,0,0,2,38,0
39157,1,2,15,10,2,12,0,4,1,0,0,2,38,1
10459,0,1,9,13,4,9,1,4,1,0,0,2,38,0
6699,0,2,9,13,0,0,4,4,0,0,0,2,38,0
28301,1,2,9,13,2,2,0,4,1,0,0,2,38,0
6278,1,2,11,9,2,6,0,2,1,0,0,2,38,1
1126,1,2,15,10,2,13,0,4,1,0,0,1,38,1
35530,0,2,12,14,4,9,3,4,0,0,0,3,38,0
33862,1,2,6,5,4,2,2,2,1,0,0,2,38,0
34266,0,3,15,10,2,3,0,4,1,0,0,2,38,0
134,0,2,11,9,2,11,0,4,1,0,0,2,38,1
14031,1,1,9,13,2,9,0,4,1,0,0,3,38,0
14394,0,2,9,13,2,11,0,4,1,0,0,2,38,1
23460,1,3,15,10,2,3,0,4,1,0,0,2,38,1
14786,0,2,1,7,4,11,3,4,0,0,0,1,38,0
18152,1,4,14,15,2,9,0,4,1,4,0,3,38,1
18084,0,2,11,9,2,13,0,4,1,0,0,2,38,0
33958,0,2,1,7,4,11,1,4,0,0,0,2,38,0
42397,0,2,11,9,2,3,0,4,1,0,0,2,38,1
35480,0,5,9,13,4,9,1,4,1,4,0,2,38,1
24736,1,4,12,14,4,4,3,4,1,0,0,4,38,0
40938,1,2,11,9,2,0,3,4,1,0,0,2,38,0
7349,0,2,11,9,2,13,0,4,1,0,0,2,38,0
43820,0,5,10,16,4,9,1,4,0,0,0,3,38,0
13018,0,2,8,11,0,0,4,4,0,0,0,2,38,0
38313,1,1,12,14,0,3,1,4,0,4,0,3,38,0
1083,0,2,11,9,4,0,1,4,0,0,0,1,38,0
16618,1,2,11,9,2,3,5,4,0,0,0,2,38,0
20660,1,2,11,9,5,6,1,4,1,0,3,2,38,0
1016,0,5,11,9,5,7,1,4,0,0,0,2,38,0
12457,0,2,0,6,0,5,4,4,0,0,0,3,38,0
23667,1,2,15,10,2,3,5,4,0,0,0,3,38,0
29207,0,2,11,9,4,11,3,2,1,0,0,2,38,0
5340,0,2,11,9,3,6,4,2,0,0,0,2,38,0
24833,0,2,11,9,0,0,3,1,0,0,0,2,38,0
6815,0,2,9,13,2,0,0,4,1,0,0,3,38,0
10082,1,3,15,10,2,3,0,4,1,0,0,3,38,0
39174,1,2,8,11,2,9,0,4,1,0,0,2,38,1
20742,0,1,15,10,4,3,1,4,1,0,0,2,19,0
43980,0,2,8,11,4,13,1,4,1,0,0,2,38,0
18956,1,2,11,9,0,12,1,4,0,0,0,2,38,0
39813,1,2,15,10,0,6,3,4,1,0,0,2,38,0
3395,0,0,11,9,2,0,0,4,1,0,0,2,38,0
44961,3,2,11,9,6,0,4,4,0,0,0,1,38,0
10928,1,2,9,13,4,3,1,4,0,0,0,2,38,0
25466,0,2,12,14,0,9,4,4,1,0,0,2,38,0
12574,1,2,11,9,0,5,4,4,0,0,0,3,38,0
19049,0,2,11,9,0,13,1,4,1,0,0,2,38,0
3726,0,2,8,11,2,0,0,4,1,0,0,2,4,0
36161,1,2,15,10,2,11,0,4,1,0,0,2,8,1
15326,1,2,15,10,0,7,1,4,1,0,0,2,38,0
35165,0,2,1,7,0,7,1,4,0,0,0,3,38,0
35601,1,2,9,13,5,3,4,4,1,0,0,3,38,1
8043,0,2,11,9,2,2,0,4,1,0,0,2,38,0
902,0,2,1,7,2,2,0,4,1,0,0,2,38,0
33716,1,0,11,9,2,13,0,2,1,0,0,2,38,1
8016,1,4,0,6,2,4,0,4,1,0,0,4,38,1
42622,1,2,8,11,2,9,0,4,1,0,0,3,38,0
22308,1,5,15,10,2,4,0,4,1,0,0,2,38,0
32570,1,2,11,9,2,11,0,4,1,0,0,2,38,0
35245,0,2,1,7,4,2,1,4,1,0,0,3,38,0
31533,0,2,8,11,0,9,4,4,0,0,0,1,38,0
13125,0,3,15,10,2,2,0,4,1,4,0,2,38,1
35535,0,2,11,9,4,2,1,4,1,0,0,2,38,0
13876,0,2,15,10,4,7,3,1,0,0,0,2,29,0
5996,0,2,0,6,4,7,3,4,0,0,0,0,38,0
5249,0,2,6,5,2,4,0,4,1,0,0,2,38,0
12681,0,2,7,12,2,9,5,4,0,0,0,2,38,1
1682,1,2,11,9,2,7,0,4,1,0,0,2,38,0
4967,0,2,2,8,4,2,1,4,1,0,0,2,38,0
12903,0,2,15,10,4,0,2,4,0,0,0,2,38,0
2782,0,2,8,11,4,5,1,4,1,0,0,2,38,0
23009,0,4,5,4,2,13,0,4,1,0,3,2,38,1
30028,1,3,15,10,2,11,0,4,1,0,0,2,38,1
23697,1,2,9,13,2,3,0,4,1,4,0,3,38,1
9693,0,2,15,10,4,0,3,4,0,0,0,0,38,0
43654,1,2,11,9,2,6,0,4,1,4,0,2,38,0
30101,0,2,11,9,2,2,0,4,1,0,0,2,38,0
44481,0,2,11,9,4,5,3,4,0,0,0,2,38,0
5730,2,2,15,10,2,7,0,4,1,0,0,2,38,1
14994,0,1,9,13,0,9,4,4,0,0,0,2,38,0
33201,1,2,15,10,5,11,2,2,0,0,0,1,38,0
29960,0,5,5,4,4,12,4,4,0,0,0,1,38,0
3787,0,2,7,12,4,0,1,4,1,4,0,2,38,0
36531,1,3,11,9,2,3,0,4,1,0,0,2,38,0
42079,0,3,8,11,2,11,0,4,1,0,0,1,38,0
3127,0,3,11,9,2,11,0,4,1,0,0,3,38,0
13908,0,2,11,9,4,2,1,4,0,0,0,2,38,0
19467,0,2,9,13,2,3,0,4,1,0,0,2,38,1
43978,1,2,9,13,2,9,0,4,1,0,0,2,21,1
11146,0,2,1,7,4,7,3,4,1,0,0,1,38,0
22875,0,2,15,10,4,13,3,4,1,0,0,1,38,0
8790,1,3,11,9,2,11,0,4,1,0,0,2,38,0
23066,1,2,15,10,2,3,0,4,1,0,0,4,38,1
3301,1,5,15,10,2,5,0,4,1,0,0,2,38,0
41168,0,2,11,9,3,7,4,4,0,0,0,2,38,0
40591,1,4,15,10,2,4,0,4,1,4,0,2,38,1
30198,1,5,9,13,2,9,0,4,1,0,0,1,38,0
6700,1,3,11,9,2,11,0,4,1,0,0,2,38,0
27353,1,2,11,9,6,6,1,4,1,4,0,2,38,0
33542,1,2,11,9,0,7,1,4,1,0,0,2,38,0
26517,0,1,12,14,0,0,4,4,0,0,0,2,38,0
43699,0,2,15,10,4,7,2,4,0,4,0,1,38,0
12845,1,2,15,10,2,11,0,4,1,4,0,2,38,1
16078,0,1,11,9,0,0,4,4,0,0,0,1,38,0
25998,1,0,9,13,2,3,0,4,1,4,0,2,38,1
2127,0,1,7,12,2,3,0,4,1,0,3,3,38,0
37217,0,2,1,7,4,7,3,4,0,0,0,1,38,0
37742,1,2,6,5,6,0,4,4,0,0,0,2,38,0
6354,0,2,1,7,5,7,3,2,0,0,0,2,38,0
26067,1,2,11,9,0,13,1,4,1,0,0,2,38,0
44980,1,2,11,9,2,3,5,4,0,0,0,1,38,1
17134,2,3,11,9,2,3,0,4,1,0,0,2,38,1
6632,2,4,14,15,0,9,1,4,1,0,0,2,38,0
44073,0,2,1,7,0,2,3,4,1,0,0,2,38,0
37996,1,2,11,9,2,2,0,4,1,0,0,2,38,0
15197,0,2,11,9,6,7,4,4,0,0,0,1,38,0
280,0,2,15,10,4,5,3,4,1,0,0,0,38,0
44107,2,0,15,10,2,13,0,4,1,0,0,2,38,1
14080,1,2,11,9,2,11,0,4,1,0,3,2,38,1
38594,2,2,15,10,2,3,0,4,1,0,0,2,38,0
44576,1,4,9,13,2,3,0,4,1,0,0,2,38,0
5282,0,2,15,10,4,3,1,4,1,0,3,2,38,0
35878,1,2,9,13,3,3,1,4,0,0,0,2,38,1
22892,0,2,8,11,2,12,0,4,1,0,0,2,38,0
39631,0,2,9,13,2,3,0,4,1,0,0,2,38,0
25352,0,5,11,9,5,2,1,4,1,0,0,2,38,0
14388,0,2,9,13,4,12,1,3,1,0,0,2,38,0
11194,0,2,11,9,2,7,0,4,1,0,0,2,38,0
10849,1,2,5,4,2,6,0,2,1,0,0,2,22,0
17000,0,2,11,9,2,10,0,4,1,0,0,3,38,1
623,1,2,11,9,0,5,1,4,0,0,0,2,38,0
13979,1,2,3,2,4,0,4,4,0,0,0,1,5,0
7098,0,2,11,9,4,11,1,0,1,0,0,2,38,0
36572,1,2,11,9,2,6,5,4,0,4,0,2,7,0
7163,1,2,11,9,0,6,4,4,1,0,0,2,38,0
10921,0,0,11,9,2,10,0,4,1,0,0,2,38,0
18921,0,2,11,9,2,4,0,4,1,0,0,2,38,0
28768,0,2,8,11,2,2,0,4,1,0,0,2,38,0
35871,1,2,11,9,0,11,1,4,1,0,0,3,38,0
7957,0,2,9,13,6,7,3,4,1,0,3,2,38,0
26561,1,3,15,10,2,3,0,4,1,0,0,2,38,0
28227,1,2,11,9,2,7,0,4,1,0,0,2,25,0
877,1,2,0,6,5,3,1,4,1,0,0,2,38,0
38414,0,2,15,10,4,7,1,4,1,0,3,2,38,0
25560,0,4,15,10,2,2,0,4,1,4,0,2,38,1
18207,0,1,7,12,0,9,1,4,1,0,0,2,38,0
35742,1,1,12,14,4,9,1,4,0,0,3,1,38,0
4659,0,2,11,9,4,2,3,4,1,0,0,2,38,0
41077,0,2,5,4,4,0,3,4,1,0,0,4,38,0
19950,1,2,11,9,2,3,0,4,1,0,0,2,38,0
39038,0,2,7,12,4,11,3,4,0,0,0,2,38,0
18443,1,4,11,9,2,3,0,4,1,0,0,2,38,0
11537,2,2,2,8,4,2,4,4,1,0,0,2,38,0
37999,1,4,15,10,2,13,0,4,1,0,0,2,38,0
4540,0,2,1,7,2,2,0,4,1,0,3,2,38,0
27224,1,1,9,13,2,9,0,4,1,0,0,1,38,0
32303,2,2,11,9,6,7,1,4,0,0,0,2,38,0
24217,0,2,9,13,2,3,0,4,1,4,0,2,38,1
13892,1,2,11,9,2,5,5,4,0,0,0,2,38,1
38553,0,1,9,13,4,9,1,4,0,0,0,2,38,0
19602,2,2,8,11,6,0,1,4,1,0,0,2,38,0
13412,0,2,2,8,5,7,4,4,0,0,0,2,5,0
41764,0,2,9,13,2,9,0,4,1,0,0,2,38,0
25672,1,2,15,10,2,0,0,1,1,0,0,2,29,1
9447,1,2,11,9,2,2,0,2,1,0,0,1,38,0
43766,1,2,11,9,2,6,0,4,1,0,0,2,38,0
26359,0,0,15,10,4,0,3,1,0,0,0,2,38,0
27823,2,2,9,13,2,0,0,1,1,0,0,2,29,0
36187,0,4,15,10,4,7,1,4,0,0,0,1,38,0
22363,0,2,9,13,4,0,3,4,0,0,0,3,38,0
31688,0,0,11,9,0,0,4,4,0,0,0,2,38,0
3664,1,3,8,11,4,2,3,4,1,0,0,2,38,0
14619,0,2,0,6,4,7,4,4,0,0,0,2,38,0
1179,1,5,15,10,0,0,1,4,0,0,0,2,38,0
20892,1,2,15,10,2,12,5,2,0,0,0,2,38,0
5298,0,4,11,9,2,4,0,4,1,0,0,3,38,0
26143,1,1,12,14,2,9,5,4,0,0,0,2,38,1
22311,0,4,1,7,2,2,0,4,1,0,0,2,38,0
23504,0,2,8,11,4,0,1,4,0,0,0,2,38,0
44365,1,4,14,15,4,9,1,4,1,0,0,1,38,1
16899,2,4,12,14,3,9,1,4,0,0,0,2,38,0
13198,0,2,9,13,4,5,3,4,1,0,0,1,38,0
26475,2,2,0,6,0,7,1,2,0,0,0,2,38,0
39426,0,2,11,9,4,0,4,4,0,0,0,2,38,0
12264,1,4,15,10,2,2,0,4,1,0,0,2,38,0
20301,0,5,15,10,4,7,3,4,0,0,0,2,38,0
22868,2,2,9,13,4,0,1,4,1,0,0,2,38,0
1480,0,2,14,15,2,9,0,4,1,0,0,3,38,1
28801,0,2,15,10,4,12,1,4,0,0,0,2,38,0
8212,0,2,11,9,2,3,0,4,1,4,0,2,38,1
17867,1,2,11,9,2,11,0,4,1,0,0,2,38,1
37706,0,2,11,9,4,13,1,4,1,0,0,3,38,0
39231,2,3,12,14,2,3,0,4,1,4,0,2,38,1
40275,0,5,15,10,4,4,3,4,1,0,0,0,38,0
10349,0,2,11,9,2,5,0,4,1,0,0,3,38,0
4130,0,2,11,9,2,3,0,4,1,0,0,2,38,0
3810,0,2,15,10,4,7,3,4,1,0,0,1,38,0
7273,0,2,12,14,4,9,3,4,0,0,0,2,38,0
13244,0,2,9,13,2,9,0,4,1,0,0,2,38,1
6732,0,2,11,9,4,7,3,2,1,0,0,2,38,0
1740,0,2,15,10,3,11,1,4,0,0,0,2,38,0
7482,0,2,11,9,0,2,1,4,1,0,0,2,38,0
38325,1,2,11,9,2,13,0,4,1,0,0,3,38,1
44483,0,2,11,9,4,6,1,4,1,0,0,2,38,0
34075,1,2,11,9,2,2,0,0,1,0,0,2,38,0
4326,0,2,11,9,4,11,3,3,1,0,0,2,38,0
20801,0,2,1,7,4,7,3,4,0,0,0,1,38,0
18645,0,2,11,9,4,0,1,4,1,0,0,2,38,0
6404,1,2,11,9,4,6,1,4,1,0,0,2,38,0
2321,0,2,1,7,4,7,3,4,0,3,0,1,38,0
10388,1,2,15,10,2,11,0,4,1,0,0,3,38,0
36153,1,2,11,9,2,6,0,4,1,0,0,2,38,0
32233,1,5,15,10,2,10,0,4,1,0,3,2,38,1
16342,1,4,12,14,2,11,0,4,1,0,0,2,38,0
15641,1,1,0,6,5,7,4,2,0,0,0,2,38,0
44496,1,2,11,9,5,7,4,4,0,0,0,2,5,0
15515,0,2,11,9,0,9,4,4,0,0,0,1,38,0
5142,1,2,7,12,5,3,4,4,0,0,0,2,38,0
8075,1,2,11,9,4,7,1,4,0,0,0,2,38,0
40570,0,2,15,10,4,3,1,4,0,0,0,1,38,0
10482,1,2,9,13,2,3,0,4,1,4,0,2,38,1
36325,0,2,1,7,2,5,0,2,1,4,0,2,38,1
1511,0,2,15,10,5,7,3,4,1,0,0,2,38,0
7896,0,1,11,9,5,10,1,4,1,0,3,1,38,0
2609,1,2,9,13,6,3,1,4,0,0,0,2,38,0
27026,2,2,11,9,2,11,0,4,1,0,0,2,38,0
1938,0,4,11,9,4,2,4,4,1,0,0,2,38,0
29445,0,2,11,9,2,5,0,4,1,0,0,2,38,0
28320,0,2,15,10,4,0,3,4,0,0,0,1,38,0
13114,0,2,2,8,0,7,4,2,0,0,0,2,38,0
5979,1,2,1,7,0,11,4,4,0,0,0,1,38,0
29327,1,2,8,11,2,11,0,4,1,0,0,2,38,0
37715,0,2,11,9,0,7,4,4,0,0,0,2,38,0
8623,1,1,15,10,2,2,0,4,1,0,0,2,38,1
2539,0,2,7,12,0,0,1,4,0,0,0,2,38,0
23665,0,2,15,10,0,7,1,4,1,0,0,1,38,0
25649,2,0,11,9,6,3,1,4,0,0,0,1,38,0
2511,1,2,12,14,2,9,0,4,1,0,0,1,38,1
9263,2,2,5,4,6,13,1,2,1,0,0,2,38,0
21135,0,2,9,13,2,11,0,4,1,0,0,2,38,0
20284,1,2,9,13,4,0,4,4,1,0,0,1,38,0
27626,1,2,9,13,2,12,0,4,1,0,0,2,38,1
5297,2,1,11,9,4,3,1,4,0,4,0,1,38,1
43137,0,2,6,5,2,13,0,4,1,0,0,2,38,0
37151,0,2,7,12,4,11,1,2,1,4,0,2,38,1
865,0,2,15,10,4,3,2,4,0,0,0,2,38,0
19132,0,2,1,7,4,6,3,4,1,0,0,2,38,0
11125,0,2,2,8,2,2,0,4,1,0,0,2,38,0
25543,0,4,11,9,0,4,1,4,1,4,0,2,38,1
44867,1,1,11,9,2,2,0,4,1,0,0,2,38,0
40917,0,2,11,9,2,3,0,4,1,0,0,2,38,0
7587,1,2,9,13,2,0,0,4,1,0,0,2,38,0
13993,0,4,0,6,4,11,3,4,0,0,0,2,38,0
43628,0,2,0,6,4,8,2,4,1,0,0,1,38,0
30373,0,2,15,10,4,0,3,4,0,0,0,2,38,0
26516,0,2,15,10,4,5,1,4,1,0,0,2,38,0
2517,0,2,9,13,4,9,4,4,1,0,0,2,38,0
28690,0,2,2,8,0,13,3,4,1,0,0,2,38,0
18615,0,2,11,9,2,6,0,4,1,4,0,2,38,0
19878,0,2,11,9,2,6,0,3,1,0,0,2,25,0
45031,1,4,8,11,2,9,0,4,1,0,0,1,38,0
38422,0,2,15,10,4,0,1,4,0,0,0,2,38,0
5757,1,0,7,12,2,0,0,4,1,0,0,2,38,1
14268,0,2,11,9,4,2,3,4,1,0,0,2,38,0
4817,0,2,9,13,4,9,1,4,1,0,0,3,38,0
38657,1,3,9,13,2,3,0,4,1,4,0,2,38,1
17846,0,2,11,9,1,0,0,4,1,0,0,3,38,0
42332,1,2,11,9,0,12,1,4,1,0,0,2,38,1
4953,1,2,11,9,2,2,0,4,1,0,0,2,38,1
31520,2,2,11,9,6,3,4,4,1,0,0,1,38,1
34573,0,2,11,9,4,11,2,2,0,0,0,1,38,0
24844,0,2,11,9,2,2,0,4,1,0,0,3,38,0
44361,1,2,15,10,2,2,0,4,1,4,0,2,38,1
28004,1,4,15,10,4,2,3,4,1,0,0,2,38,0
1518,0,2,15,10,0,0,1,4,0,0,0,2,38,0
18774,1,2,9,13,2,11,0,4,1,0,0,3,38,0
44408,1,2,9,13,2,0,0,1,1,4,0,1,29,1
14722,1,2,11,9,0,0,4,4,0,0,0,2,38,0
1309,0,1,11,9,4,7,3,4,1,0,0,2,38,0
20106,1,2,9,13,4,0,4,2,0,4,0,2,38,0
34977,0,2,2,8,4,2,3,2,1,0,0,2,38,0
30833,1,2,15,10,2,11,0,4,1,0,0,2,38,0
21863,0,0,11,9,2,12,0,4,1,0,0,2,38,0
1263,0,2,11,9,2,6,0,4,1,0,0,2,38,0
1515,0,2,7,12,3,0,2,4,1,0,0,3,38,0
20253,0,2,6,5,2,3,5,4,0,0,0,2,38,0
20321,0,2,11,9,2,6,0,4,1,0,0,2,38,0
3428,0,2,0,6,4,6,4,4,0,0,0,2,38,0
42903,0,2,9,13,4,11,1,4,0,0,0,1,38,0
16249,0,2,11,9,2,5,0,4,1,0,0,2,38,0
