,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
37243,0,4,11,9,2,3,0,4,1,0,0,2,30,0
24276,1,2,9,13,4,0,1,4,0,0,0,2,38,0
2638,0,1,9,13,4,9,3,4,0,4,0,1,38,0
45172,1,2,12,14,0,11,1,4,0,0,0,2,38,1
44481,0,2,11,9,4,5,3,4,0,0,0,2,38,0
5020,0,2,11,9,4,7,3,4,0,0,0,2,38,0
8337,0,2,15,10,2,6,0,4,1,0,0,2,38,0
24282,0,2,11,9,0,6,1,4,1,0,0,2,38,0
31991,1,2,11,9,0,0,1,4,0,0,0,2,38,0
10635,0,4,1,7,4,5,1,4,1,0,0,2,38,0
3887,0,2,9,13,4,9,1,4,1,0,0,2,38,0
2842,1,2,7,12,2,2,0,4,1,0,0,2,38,0
36539,1,1,14,15,2,0,0,1,1,0,0,2,24,1
121,1,2,11,9,2,2,0,2,1,0,0,2,38,0
4217,1,2,1,7,4,2,1,4,1,0,0,2,32,0
26520,1,5,10,16,2,9,0,4,1,0,3,2,38,1
29946,1,2,11,9,2,3,0,4,1,0,0,2,25,0
25380,0,2,11,9,4,2,3,0,1,0,0,2,38,0
2675,1,2,15,10,2,13,0,2,1,0,0,2,38,0
43013,1,2,7,12,0,11,4,4,1,0,0,2,38,0
16226,1,1,9,13,0,10,1,4,1,0,0,2,38,0
13342,1,5,12,14,6,9,4,4,0,0,0,2,38,0
29300,0,2,11,9,2,6,0,4,1,0,0,2,38,1
38191,0,2,15,10,2,11,0,4,1,0,0,2,38,0
574,0,2,15,10,2,6,0,4,1,0,0,1,38,0
37266,0,2,11,9,4,11,4,4,1,0,0,1,38,0
30880,0,2,8,11,4,6,3,4,1,0,0,2,38,0
35258,1,2,15,10,0,11,1,4,1,4,0,2,38,0
34450,1,2,15,10,2,3,0,4,1,4,0,2,1,1
21808,1,2,3,2,5,6,3,4,0,0,0,2,12,0
1551,0,2,11,9,2,6,0,4,1,4,0,2,38,1
3154,0,2,11,9,3,5,1,4,1,0,0,2,25,0
20883,1,2,15,10,2,2,0,4,1,0,0,2,38,1
18065,0,1,12,14,4,9,1,4,0,0,0,2,38,0
42876,0,5,9,13,2,10,0,4,1,0,0,3,38,0
27616,1,4,11,9,2,2,0,4,1,0,0,3,38,0
9826,1,2,11,9,2,0,0,2,1,0,0,2,38,1
28497,0,4,11,9,2,6,0,4,1,0,0,2,38,0
35039,0,2,12,14,2,3,0,4,1,0,0,3,9,1
41582,1,1,11,9,2,6,0,2,1,0,0,2,38,0
38258,0,2,6,5,2,2,0,3,1,0,0,2,25,0
40493,1,2,9,13,2,0,0,4,1,0,0,2,25,0
950,0,2,15,10,4,0,3,4,0,0,0,2,26,0
25070,0,2,11,9,4,0,1,4,1,0,0,2,38,0
27101,1,3,7,12,4,11,1,4,0,0,0,1,38,0
20781,1,4,12,14,0,11,1,4,1,0,0,3,38,0
39369,0,2,12,14,4,12,2,4,1,0,0,1,38,0
44874,1,3,15,10,2,3,0,4,1,0,0,2,38,1
3681,1,2,9,13,2,6,0,4,1,0,0,2,1,1
33528,1,2,11,9,0,0,4,4,1,0,0,1,38,0
77,0,0,1,7,4,7,3,4,0,0,0,0,38,0
39885,0,0,11,9,2,2,0,4,1,0,0,2,38,0
37620,1,2,15,10,2,3,0,4,1,0,0,2,38,1
18486,0,1,11,9,4,3,4,0,0,0,0,1,38,0
12896,0,2,11,9,2,2,0,4,1,0,0,2,38,1
15029,0,2,1,7,5,2,1,4,1,0,0,2,25,0
31619,1,2,4,3,3,8,1,4,0,0,0,1,25,0
2003,0,3,14,15,2,9,0,4,1,0,0,1,4,1
12292,1,2,12,14,2,9,0,4,1,0,0,2,38,1
9380,1,3,9,13,2,12,0,4,1,0,0,2,38,1
22460,0,2,11,9,4,0,3,1,1,0,0,2,38,0
13415,2,2,12,14,5,3,1,2,1,0,0,1,38,0
42842,1,1,12,14,2,9,0,4,1,0,0,1,38,1
34127,0,2,15,10,2,2,0,4,1,0,0,2,38,0
847,1,2,11,9,5,2,1,4,1,4,0,2,38,0
32684,0,2,11,9,2,2,0,4,1,0,0,2,38,0
1324,1,2,11,9,4,5,1,4,1,0,0,2,38,0
15291,1,2,9,13,2,0,5,2,0,0,0,2,38,0
31182,0,1,15,10,2,7,5,4,0,0,0,2,38,0
14994,0,1,9,13,0,9,4,4,0,0,0,2,38,0
32612,1,3,8,11,2,3,2,4,1,0,0,2,38,1
19295,0,2,11,9,4,11,4,4,0,0,0,2,38,0
2941,0,2,11,9,4,2,1,4,1,0,0,2,38,0
16399,1,3,11,9,2,3,0,4,1,4,0,2,38,1
22009,0,1,12,14,2,9,0,4,1,0,0,2,38,1
24067,0,2,11,9,4,3,1,2,1,0,0,2,38,0
42794,1,2,5,4,2,5,0,4,1,0,0,1,25,0
10481,0,2,11,9,2,6,0,2,1,0,3,2,13,0
25670,0,5,11,9,1,0,3,4,0,0,0,1,38,0
27921,1,2,15,10,2,9,0,4,1,0,0,2,38,1
22596,2,3,14,15,2,9,0,4,1,4,0,2,38,1
29285,1,2,15,10,4,6,1,4,1,0,0,2,38,0
18063,1,1,9,13,2,9,0,4,1,4,0,2,38,1
26268,2,4,11,9,2,11,5,4,0,0,0,1,38,0
2163,1,2,15,10,0,7,1,4,0,0,0,2,38,0
35205,2,2,15,10,2,11,0,4,1,0,0,1,38,0
38980,2,2,15,10,3,3,4,4,0,0,0,2,38,0
44750,0,2,11,9,4,5,2,2,1,4,0,2,38,0
29595,0,6,11,9,4,5,3,4,1,4,0,2,38,0
33676,0,5,12,14,2,9,0,4,1,0,0,3,38,1
37507,1,4,11,9,2,13,0,4,1,0,0,2,38,0
11874,1,2,12,14,0,0,1,4,1,0,0,2,38,0
41653,0,1,9,13,4,0,1,2,0,4,0,3,38,0
10800,0,2,15,10,2,9,5,4,0,0,0,2,38,0
28177,0,2,11,9,4,3,1,4,0,0,0,2,38,0
32013,1,2,11,9,2,4,0,4,1,0,0,1,38,0
7583,0,2,9,13,4,12,1,4,1,0,0,2,38,0
38156,0,2,2,8,4,11,3,4,0,0,0,0,38,0
39923,0,2,8,11,2,11,0,4,1,0,0,2,38,0
31343,0,2,8,11,4,0,3,4,0,0,0,1,38,0
4971,1,2,9,13,4,9,1,4,1,0,0,2,38,0
36968,1,5,9,13,3,9,1,4,1,4,0,2,38,0
15443,1,2,10,16,2,3,0,4,1,4,0,3,38,1
30361,1,3,10,16,2,9,0,4,1,0,0,3,38,0
28330,1,2,9,13,2,3,0,2,1,0,0,2,38,1
9108,1,2,11,9,2,13,0,4,1,0,0,3,38,0
40980,2,2,15,10,2,3,5,4,0,0,0,2,38,0
40616,1,2,1,7,6,5,4,2,0,0,0,2,38,0
15182,0,4,11,9,2,2,0,4,1,4,0,1,38,0
33910,1,2,15,10,2,3,0,4,1,0,0,3,38,1
3669,0,2,11,9,4,7,3,4,1,4,0,1,38,0
8898,0,2,5,4,4,7,3,2,1,0,0,2,38,0
40458,0,2,4,3,4,5,2,4,1,0,0,2,25,0
12328,0,2,11,9,2,7,0,2,1,0,0,1,38,0
8976,0,0,11,9,4,2,3,4,1,0,0,2,38,0
34024,1,1,15,10,0,3,1,0,0,0,0,2,38,0
37115,1,4,12,14,4,11,1,4,1,0,0,0,38,0
18456,0,2,11,9,2,11,0,4,1,0,3,2,38,0
43386,0,2,11,9,2,13,0,4,1,0,3,2,38,0
3045,0,2,11,9,4,11,3,4,0,0,0,1,38,0
30677,1,2,7,12,2,3,0,4,1,4,0,4,38,0
2699,2,4,9,13,0,7,1,4,0,0,0,1,38,0
15831,0,2,1,7,4,11,3,4,1,0,0,1,38,0
13405,1,2,11,9,2,3,0,4,1,0,0,2,38,0
24467,0,2,1,7,4,8,3,4,0,0,0,0,38,0
3539,0,2,9,13,4,3,1,4,1,0,0,2,38,0
3676,0,0,15,10,2,10,0,4,1,0,0,2,38,1
45177,0,2,11,9,5,11,1,4,0,0,0,2,38,0
3096,2,2,11,9,2,6,0,4,1,0,0,2,38,1
7721,1,2,10,16,2,9,0,4,1,0,0,2,38,1
40264,0,2,8,11,4,0,3,4,0,0,0,2,38,0
35032,1,0,9,13,2,3,0,2,1,0,0,2,38,0
5999,0,2,15,10,4,11,1,4,1,0,0,2,38,0
5800,1,2,15,10,3,12,1,4,1,0,0,2,38,0
13475,1,4,9,13,2,3,0,4,1,0,3,0,38,1
26065,2,2,4,3,2,13,0,4,1,0,0,2,38,0
44329,0,2,15,10,4,5,2,4,1,0,0,2,38,0
19169,1,2,11,9,6,0,4,4,0,0,0,3,38,0
37175,1,0,11,9,0,3,1,4,0,0,0,2,38,0
24599,1,2,11,9,2,0,5,4,0,0,0,2,38,1
30689,0,2,15,10,2,2,0,4,1,0,0,3,38,0
36259,1,2,9,13,2,0,0,1,1,0,0,2,29,0
40784,1,2,11,9,2,3,0,4,1,0,0,3,38,1
12846,0,2,4,3,0,6,4,4,1,0,0,2,25,0
42210,1,2,15,10,2,12,0,4,1,0,3,0,38,1
36611,1,4,10,16,2,9,0,4,1,4,0,2,38,1
38354,1,2,9,13,0,11,1,2,1,0,0,2,38,1
13042,1,1,12,14,2,9,0,4,1,0,0,2,38,1
9785,0,1,15,10,2,4,0,4,1,0,0,2,38,0
7449,1,1,12,14,2,0,0,4,1,0,0,2,38,0
10732,0,2,1,7,4,11,3,4,1,0,0,1,38,0
938,0,2,9,13,2,11,0,4,1,0,0,2,38,0
13028,1,2,11,9,0,6,4,4,1,0,0,2,38,0
6136,0,5,15,10,4,9,1,4,0,0,0,0,38,0
31491,0,2,9,13,2,9,0,0,1,0,0,3,38,1
39059,0,2,11,9,2,6,0,4,1,0,0,2,38,0
8894,1,4,15,10,2,2,0,4,1,0,0,2,38,0
8312,1,2,4,3,5,2,1,2,1,0,0,2,38,0
32638,0,2,15,10,0,7,1,4,0,0,0,0,38,0
22529,1,4,11,9,2,9,0,4,1,0,3,2,38,1
8650,0,2,11,9,4,7,3,4,1,0,0,1,38,0
29636,0,2,9,13,2,3,0,4,1,0,0,2,38,1
35593,0,2,11,9,2,13,0,4,1,0,0,2,38,0
1258,0,1,15,10,2,7,0,4,1,0,0,2,38,0
1120,0,1,9,13,4,9,3,4,0,0,0,2,38,0
8735,0,2,11,9,3,0,4,4,0,0,0,2,6,0
19657,0,2,11,9,0,0,3,2,0,0,0,2,38,0
13481,0,2,11,9,5,13,3,4,0,0,0,0,38,0
3389,2,4,5,4,2,4,0,4,1,0,0,4,38,0
29895,0,2,5,4,2,11,0,4,1,4,0,2,38,0
15472,0,2,6,5,4,2,2,4,1,0,0,2,25,0
24952,0,2,9,13,4,9,1,4,1,4,0,2,38,0
6777,1,0,11,9,0,0,1,4,1,0,0,2,38,0
9140,1,2,9,13,2,9,5,4,0,0,0,2,38,1
21228,0,2,9,13,2,9,0,4,1,0,0,2,38,0
11236,1,3,0,6,2,3,0,4,1,0,0,3,38,0
31004,1,2,12,14,0,9,1,4,1,0,0,1,38,0
29262,2,2,9,13,6,3,1,4,1,4,0,2,38,1
13157,2,0,12,14,0,9,1,4,0,0,0,0,38,0
1899,0,2,11,9,4,2,1,2,1,0,0,2,38,0
32663,0,2,11,9,0,10,3,4,0,0,3,2,38,0
25751,1,2,11,9,2,2,0,4,1,0,0,2,38,0
41817,1,5,9,13,2,9,0,4,1,0,0,1,38,1
40450,0,1,9,13,0,9,4,4,0,0,0,1,38,0
22201,1,4,15,10,6,2,4,4,0,0,0,1,38,0
32570,1,2,11,9,2,11,0,4,1,0,0,2,38,0
14533,0,2,15,10,2,3,0,4,1,0,0,3,38,1
19291,0,5,15,10,0,10,2,4,1,0,0,2,38,0
2650,1,2,9,13,4,9,1,2,0,0,0,2,38,1
2924,0,2,8,11,4,13,3,4,1,0,0,3,38,0
21424,1,2,11,9,2,10,0,4,1,0,0,2,38,1
11956,2,2,11,9,0,8,4,4,0,0,0,4,38,0
12895,0,2,9,13,2,3,0,4,1,0,0,2,38,1
18750,0,2,15,10,4,3,1,2,1,0,0,2,38,0
1721,0,2,11,9,4,7,3,2,0,0,0,1,38,0
2368,0,2,15,10,4,2,3,4,1,0,0,2,38,0
8613,1,1,15,10,2,10,0,4,1,0,0,1,38,0
9996,0,2,11,9,4,12,4,4,0,0,0,2,38,0
3708,0,5,8,11,2,11,0,4,1,0,0,2,38,1
17502,1,2,9,13,0,3,1,4,0,4,0,2,38,1
44636,1,2,11,9,2,13,0,4,1,0,0,2,38,0
30795,0,2,5,4,2,2,0,4,1,0,0,4,38,0
32414,0,2,11,9,4,9,3,4,0,0,0,2,38,0
9240,1,2,11,9,2,11,0,4,1,0,0,3,38,1
25265,0,2,9,13,4,7,1,4,1,0,0,2,38,0
39335,1,5,15,10,0,9,1,4,0,0,0,2,38,0
28143,1,2,7,12,2,9,0,4,1,0,0,2,38,1
12386,0,2,9,13,2,9,5,4,0,0,0,1,38,1
32197,0,2,11,9,4,9,3,4,1,0,0,1,38,0
43885,0,2,15,10,2,11,0,4,1,0,0,2,38,0
32334,1,2,11,9,4,0,1,2,0,0,0,2,38,0
15655,1,3,10,16,5,9,1,4,1,0,0,2,38,1
38303,0,4,11,9,0,2,1,4,1,0,0,2,38,0
28647,1,2,15,10,0,0,1,4,0,0,0,2,38,0
43398,0,4,7,12,6,11,4,4,0,0,0,2,38,1
33686,1,1,8,11,2,13,0,2,1,0,0,2,38,0
14929,0,2,11,9,2,6,5,4,0,0,0,2,38,0
4741,0,2,9,13,4,10,3,4,1,0,0,2,38,0
534,1,2,12,14,2,3,0,4,1,0,0,2,38,1
2039,0,2,11,9,4,2,1,4,1,0,0,2,38,0
23177,1,2,11,9,0,9,1,4,0,4,0,2,38,0
18758,0,2,15,10,4,2,1,4,1,0,0,3,38,0
27368,1,2,15,10,2,0,0,4,1,0,0,2,38,1
7010,1,2,9,13,2,3,0,4,1,0,0,2,38,1
35491,1,2,15,10,2,3,0,4,1,0,3,3,38,0
8486,0,4,11,9,2,5,3,4,1,0,0,2,38,0
11857,1,2,11,9,2,2,0,4,1,0,0,2,38,1
6990,2,2,11,9,6,10,1,4,0,4,0,0,38,0
26722,0,2,6,5,0,9,1,2,0,0,0,2,38,0
19497,2,4,11,9,2,2,0,4,1,0,0,2,38,1
2446,2,4,5,4,2,13,0,4,1,0,0,1,38,0
4835,2,2,9,13,2,9,0,4,1,4,0,2,38,1
7007,1,2,11,9,6,7,4,2,0,0,0,1,38,0
19218,0,2,11,9,4,11,3,1,0,0,0,1,29,0
32246,2,3,11,9,2,9,5,4,0,4,0,1,8,1
33597,0,2,11,9,2,2,0,4,1,0,0,2,38,1
15650,0,2,11,9,0,2,1,4,1,0,0,2,38,0
1609,0,1,11,9,4,5,3,0,1,0,0,1,38,0
19720,0,2,15,10,4,0,1,2,0,0,0,2,22,0
3541,1,2,15,10,0,9,4,4,0,0,0,2,38,0
8306,0,2,15,10,4,11,3,4,0,0,0,1,38,0
39173,1,2,11,9,2,2,0,4,1,0,0,2,38,0
12170,1,2,15,10,5,9,1,4,1,0,3,2,1,1
44579,0,2,11,9,4,6,3,4,1,0,0,2,38,0
40729,0,2,11,9,4,6,1,4,1,0,0,2,38,0
19899,1,2,12,14,2,3,0,4,1,0,0,2,38,1
39490,0,2,15,10,4,0,1,2,0,0,0,1,22,0
16631,1,2,2,8,2,6,0,4,1,0,0,1,38,0
13724,0,5,15,10,4,7,1,4,0,0,0,1,38,0
24956,0,2,11,9,4,7,4,2,1,0,0,2,38,0
1818,0,2,11,9,5,2,4,4,1,0,0,4,38,0
20128,0,2,4,3,5,7,4,4,0,0,0,2,38,0
41386,2,4,5,4,6,4,4,4,1,0,0,2,38,0
12485,1,0,11,9,2,0,5,2,0,0,0,2,38,1
36337,0,2,11,9,4,6,3,2,1,0,0,0,38,0
27694,1,2,9,13,2,3,0,4,1,0,0,2,38,1
29504,1,2,15,10,2,12,0,4,1,0,0,2,38,1
29499,1,2,11,9,4,12,4,2,0,0,0,1,22,0
29847,0,2,5,4,2,4,0,4,1,0,0,2,38,0
17480,0,3,15,10,4,0,3,4,0,0,0,2,38,0
15714,0,2,9,13,2,9,0,4,1,0,0,2,38,0
22745,1,2,15,10,0,7,1,4,1,0,0,2,38,0
41647,0,2,15,10,3,11,3,3,0,0,0,1,5,0
9757,0,2,1,7,4,11,4,4,1,0,0,1,38,0
37060,1,3,11,9,2,2,0,4,1,0,0,2,38,0
3928,0,2,15,10,4,0,3,4,0,0,0,1,38,0
5300,0,2,11,9,4,5,4,4,1,0,0,1,38,0
39161,0,2,1,7,4,11,3,4,1,0,0,1,38,0
27937,0,2,11,9,2,13,0,4,1,0,0,2,38,0
9409,1,0,9,13,2,0,0,4,1,0,0,2,38,1
19365,0,2,11,9,4,11,3,4,0,0,0,0,38,0
34184,0,2,15,10,4,3,1,2,1,0,0,2,38,0
20942,0,2,15,10,4,0,3,4,0,0,0,2,38,0
36459,1,0,7,12,0,0,4,4,0,0,0,2,38,0
34564,0,2,3,2,2,7,3,1,0,0,0,0,39,0
27116,1,2,11,9,6,7,4,4,0,0,0,2,38,0
14295,1,2,11,9,0,10,1,4,1,0,0,2,38,0
41771,1,1,2,8,6,0,1,4,0,0,0,2,38,0
13940,1,2,11,9,2,2,0,4,1,4,0,2,38,1
19188,0,2,7,12,4,13,1,2,1,0,0,3,38,0
30393,0,2,7,12,2,2,0,4,1,0,0,2,38,0
25573,0,5,15,10,2,7,0,4,1,0,0,2,38,0
15571,2,2,1,7,4,6,1,4,0,0,0,2,38,0
36311,1,3,14,15,2,9,0,4,1,0,0,1,38,1
5981,1,2,15,10,2,9,0,1,1,0,0,2,38,1
9025,1,2,11,9,2,2,0,4,1,0,0,2,38,0
33974,0,2,11,9,4,6,1,4,1,0,0,2,38,0
25370,1,2,11,9,2,13,0,4,1,0,0,2,38,0
19587,1,2,8,11,2,3,0,4,1,0,0,2,38,1
25577,1,2,0,6,0,6,4,4,0,0,3,1,38,0
8529,0,2,15,10,0,0,3,4,0,0,0,2,38,0
5924,2,2,11,9,2,7,0,4,1,0,0,0,38,0
7707,1,2,11,9,2,2,0,4,1,4,0,2,38,1
40057,0,5,15,10,4,9,3,4,1,0,0,0,38,0
6780,0,2,4,3,2,5,2,4,1,0,0,2,25,0
16853,0,5,9,13,2,9,0,4,1,0,0,1,26,0
43441,0,2,11,9,4,7,1,4,0,0,0,2,38,0
10495,2,4,12,14,2,11,0,4,1,0,0,2,38,0
20473,0,0,9,13,2,0,0,4,1,0,0,2,38,1
38917,0,2,11,9,4,7,1,4,0,0,0,1,38,0
10012,0,2,9,13,4,7,1,4,0,0,0,1,38,0
28579,3,2,15,10,6,0,1,4,0,0,0,1,38,0
19203,0,2,15,10,4,0,1,4,0,0,0,2,38,0
31929,0,2,15,10,0,3,4,4,0,0,0,2,38,0
10426,0,2,11,9,4,6,3,4,0,0,0,2,38,0
37132,0,5,9,13,4,0,1,4,1,0,0,2,38,0
18520,0,1,15,10,4,0,4,2,0,0,0,2,38,0
28019,0,2,9,13,4,3,1,4,1,0,3,2,38,0
38433,0,2,11,9,2,13,2,4,1,0,0,2,38,0
19459,1,1,1,7,0,11,4,4,1,4,0,2,32,1
33809,1,2,9,13,0,0,1,2,0,0,0,2,38,0
39740,1,3,2,8,0,2,1,4,1,0,0,0,38,0
27483,0,1,9,13,4,10,1,4,1,0,0,3,38,0
41298,1,4,11,9,2,2,0,4,1,0,0,2,38,1
36112,0,2,11,9,2,5,0,4,1,0,0,3,38,0
19834,0,2,9,13,4,9,1,4,1,0,0,2,19,0
9102,1,5,9,13,0,3,1,4,1,0,0,3,38,1
2658,2,2,0,6,6,13,4,4,0,0,0,2,11,0
30434,0,2,7,12,0,0,3,4,0,0,3,2,38,0
1762,0,2,15,10,4,3,4,4,0,0,0,2,38,0
15359,0,2,11,9,0,13,1,4,1,0,0,2,38,0
23208,0,2,11,9,2,10,0,4,1,0,0,4,38,0
20695,1,0,15,10,0,12,1,4,1,0,0,2,38,0
34850,1,0,12,14,2,3,0,4,1,0,3,2,38,1
25225,0,5,7,12,2,10,0,4,1,0,0,2,38,0
21325,0,2,11,9,4,11,1,4,0,0,0,2,38,0
7748,0,4,9,13,0,11,1,4,1,0,0,1,38,0
25438,1,4,11,9,0,3,1,4,1,0,0,3,38,0
16916,0,2,9,13,2,9,0,4,1,0,3,2,38,0
25786,1,1,15,10,0,0,4,2,0,0,0,2,38,0
22839,3,2,5,4,2,5,0,4,1,0,0,0,38,0
41900,1,2,11,9,4,5,3,4,1,0,0,1,38,0
20999,1,2,12,14,2,9,0,4,1,0,0,2,38,1
3179,0,2,11,9,4,11,3,2,1,0,0,1,38,0
10714,2,5,11,9,3,13,1,4,0,0,0,3,38,0
29794,2,4,11,9,2,4,0,4,1,0,0,1,38,0
33369,0,2,11,9,2,2,0,4,1,4,0,2,38,0
41008,0,2,11,9,4,6,1,4,1,0,0,1,38,0
14096,0,3,11,9,4,0,1,4,0,0,0,2,38,0
7631,0,2,11,9,2,6,0,4,1,0,0,2,38,1
111,1,2,15,10,0,12,1,4,0,0,0,2,38,0
59,1,3,7,12,2,2,0,4,1,4,0,3,38,1
11568,2,3,9,13,2,11,0,4,1,0,0,2,38,1
11720,1,2,7,12,6,0,2,4,0,0,0,2,38,0
21692,1,2,11,9,0,0,1,4,0,0,0,1,38,1
13990,0,2,15,10,4,6,3,2,0,4,0,2,38,0
10770,0,2,12,14,2,3,0,4,1,4,0,3,38,1
11600,0,2,7,12,4,11,1,4,0,0,0,2,38,0
7703,0,2,1,7,4,2,1,4,1,0,0,2,20,0
2416,0,0,11,9,0,3,1,4,1,0,0,2,38,1
3206,0,2,9,13,4,11,1,4,1,0,0,2,38,0
43223,0,2,11,9,4,13,1,4,1,0,0,2,38,0
43444,0,1,9,13,2,9,5,4,0,0,0,1,38,1
15607,1,4,14,15,2,9,0,4,1,0,3,2,38,1
37773,0,2,15,10,5,2,1,4,1,0,0,2,38,0
32898,1,2,15,10,5,7,4,4,0,0,0,0,38,0
28214,1,2,8,11,0,3,1,4,1,0,0,2,38,1
19292,1,2,12,14,4,3,1,4,1,0,0,2,38,0
42302,1,2,11,9,0,3,1,4,0,0,0,2,38,1
13719,0,2,15,10,4,13,3,1,1,0,0,2,38,0
19440,1,2,11,9,2,6,0,4,1,0,0,2,38,0
13071,2,2,11,9,0,0,1,4,0,0,0,1,38,0
2456,0,2,9,13,2,5,0,4,1,0,0,2,25,0
17654,0,5,11,9,2,2,0,4,1,0,0,2,38,0
32271,0,2,9,13,4,9,1,2,0,0,0,2,38,0
8803,0,2,11,9,4,11,1,4,1,0,0,3,38,0
27988,2,3,9,13,2,3,0,4,1,4,0,2,38,1
1632,0,2,15,10,4,11,4,4,1,0,0,3,38,0
42290,1,2,9,13,2,3,0,4,1,0,0,2,38,1
35349,0,2,9,13,2,9,0,4,1,4,0,2,38,1
6432,1,2,8,11,2,2,0,4,1,0,0,2,38,1
16195,0,2,11,9,4,11,1,4,0,0,0,1,38,0
7244,0,2,11,9,2,2,0,4,1,0,0,2,7,0
587,1,2,11,9,3,0,1,4,1,0,0,2,38,0
26141,0,2,3,2,3,7,1,4,1,0,0,2,12,0
17018,0,5,1,7,5,0,4,1,0,0,0,2,18,0
37509,1,2,15,10,4,2,1,4,0,0,0,2,38,0
16096,1,2,15,10,0,7,4,2,0,0,0,1,38,0
3378,0,2,1,7,4,2,1,4,1,0,0,2,38,0
8299,0,2,11,9,4,2,4,4,1,0,0,2,38,0
2523,1,5,9,13,2,3,0,4,1,0,3,2,38,1
37325,1,1,7,12,0,3,1,4,1,4,0,2,38,1
26020,0,2,9,13,4,11,1,4,0,0,0,1,38,0
20933,1,3,15,10,0,3,4,4,0,0,0,2,38,0
19641,1,2,9,13,4,12,2,4,0,0,3,1,38,0
29807,0,2,15,10,4,3,1,4,0,0,0,1,38,0
34383,1,2,11,9,2,3,0,4,1,0,0,2,38,0
19319,0,2,11,9,4,11,3,1,0,0,0,2,38,0
26189,0,0,9,13,4,9,1,4,0,0,0,0,38,0
30476,1,2,1,7,5,5,4,4,1,0,0,2,38,0
22776,2,2,9,13,2,9,0,4,1,4,0,2,38,1
41655,0,2,1,7,4,2,1,1,1,0,0,2,18,0
17759,0,2,11,9,4,11,4,2,0,0,0,1,38,0
