,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36584,1,2,9,13,0,0,4,4,1,4,0,2,38,1
22165,0,2,11,9,2,6,0,3,1,0,0,2,25,0
43855,0,2,11,9,4,0,1,4,0,0,0,2,38,0
33368,0,2,11,9,2,10,0,4,1,0,0,2,38,0
23044,0,2,8,11,4,12,4,2,0,0,0,2,38,0
40630,0,2,9,13,2,9,0,4,1,0,0,2,38,1
34354,0,2,8,11,4,2,3,4,1,0,0,1,38,0
1138,1,1,8,11,2,10,0,4,1,0,0,2,38,0
38450,0,2,11,9,4,13,4,4,1,0,0,2,25,0
17624,1,3,14,15,2,9,0,4,1,0,3,3,38,1
6408,1,2,11,9,2,3,0,4,1,0,0,2,38,1
34480,0,2,15,10,4,6,3,4,1,0,0,2,38,0
26839,0,2,15,10,4,11,3,2,0,0,0,1,38,0
19993,2,2,6,5,0,5,1,4,1,0,0,2,32,1
15899,1,4,0,6,2,4,0,4,1,0,0,3,38,0
9082,0,2,0,6,2,6,0,4,1,0,0,2,12,0
10735,1,2,9,13,2,11,0,2,1,4,0,2,38,1
39391,0,2,11,9,4,7,3,4,0,0,0,2,25,0
25585,0,3,11,9,2,3,0,4,1,0,0,3,38,0
24098,1,0,8,11,2,2,0,1,1,0,0,2,38,1
3915,1,2,11,9,0,3,1,4,0,0,0,2,38,0
30460,1,2,9,13,2,10,0,4,1,0,0,2,38,0
34877,1,2,9,13,2,11,0,4,1,4,0,2,38,1
29130,0,2,12,14,2,3,0,4,1,0,0,3,38,1
19778,1,2,11,9,4,13,3,4,1,0,0,2,1,0
14222,0,2,11,9,2,2,0,4,1,0,0,2,38,0
2543,0,2,11,9,0,7,4,4,0,0,0,1,38,0
27738,1,2,12,14,2,11,0,4,1,4,0,2,38,1
19149,1,2,11,9,6,0,4,4,0,0,0,1,38,0
9114,1,0,14,15,2,0,0,4,1,0,0,2,38,1
16379,0,0,7,12,2,0,5,4,0,0,0,2,38,1
8593,1,2,10,16,2,9,0,4,1,0,0,3,38,1
35984,1,4,11,9,2,13,0,4,1,0,0,2,38,0
42182,1,2,9,13,2,12,0,4,1,4,0,2,38,1
33101,1,3,9,13,2,3,0,4,1,0,0,2,38,0
20890,1,2,11,9,2,13,0,4,1,0,3,3,1,1
24387,0,5,12,14,2,9,0,1,1,0,0,1,35,0
20090,0,2,11,9,2,9,0,4,1,0,0,2,38,1
21883,1,2,11,9,0,7,4,4,0,0,0,1,38,0
14963,0,2,12,14,4,3,3,4,1,0,0,2,38,1
15023,1,2,9,13,0,12,1,4,1,0,3,2,38,0
27456,0,2,0,6,2,2,0,4,1,0,0,2,38,0
30014,0,3,11,9,4,0,3,4,0,0,0,1,38,0
28986,1,4,9,13,0,7,4,1,0,0,0,3,34,1
25383,0,2,8,11,4,6,3,4,1,0,0,1,38,0
26293,0,2,0,6,4,7,3,4,1,0,0,2,38,0
9904,0,2,15,10,4,5,2,4,1,0,0,2,38,0
19925,1,0,12,14,0,0,1,4,1,0,3,3,38,0
31275,1,5,15,10,2,10,0,4,1,0,0,2,38,1
40886,0,2,7,12,2,3,0,4,1,0,0,2,38,1
11191,0,2,8,11,5,0,4,2,0,0,0,2,38,0
42001,1,4,15,10,0,9,1,4,0,0,0,2,38,0
12942,0,2,11,9,4,11,1,4,0,0,0,2,38,0
22657,2,4,15,10,6,11,1,4,1,0,0,0,38,0
42164,0,2,11,9,4,2,1,4,1,0,0,2,38,0
25228,0,2,9,13,2,3,0,4,1,0,0,2,38,1
9278,0,4,15,10,2,3,0,4,1,0,0,3,38,0
17887,0,5,15,10,4,7,3,4,1,0,0,2,38,0
39360,0,2,11,9,2,2,3,4,1,0,0,2,38,0
23783,1,2,11,9,6,8,1,1,0,0,0,2,36,0
11802,1,2,15,10,2,12,0,4,1,0,0,2,38,0
27889,0,2,10,16,2,9,0,4,1,0,0,4,9,1
9012,0,2,11,9,4,7,4,4,0,0,0,1,38,0
35924,0,2,15,10,4,9,1,4,0,0,0,1,38,0
35018,0,2,11,9,4,0,3,4,0,0,0,2,38,0
2390,2,4,11,9,2,11,0,4,1,0,0,3,38,0
35606,1,2,11,9,0,0,1,4,0,0,0,2,38,0
1803,0,2,11,9,4,2,4,2,0,0,0,2,38,0
30138,0,2,11,9,2,0,5,4,0,0,0,2,38,1
4952,0,5,11,9,2,10,0,4,1,0,0,2,38,0
24092,0,2,7,12,4,11,3,4,1,0,0,2,38,0
14715,0,2,11,9,2,2,0,4,1,0,0,2,30,1
36573,0,2,11,9,4,5,3,4,1,0,0,1,38,0
3394,1,2,15,10,2,0,0,4,1,0,0,1,38,0
33609,1,2,9,13,2,3,0,4,1,0,0,2,38,0
34652,1,2,11,9,4,0,4,4,0,0,0,1,38,0
452,0,2,1,7,2,11,0,4,1,0,0,3,38,0
29199,1,2,6,5,2,2,0,4,1,0,0,2,38,0
23799,1,2,11,9,0,5,1,2,1,0,0,2,38,0
43708,0,2,15,10,4,11,1,4,0,0,0,1,38,0
16443,0,2,7,12,2,2,0,4,1,0,0,2,38,0
2010,0,1,11,9,4,11,3,2,1,0,0,1,38,0
33448,1,0,15,10,2,0,5,4,0,0,0,2,38,0
44251,0,2,15,10,4,11,3,4,1,0,0,2,38,0
37870,0,2,11,9,4,5,3,4,1,0,0,0,38,0
38685,0,2,6,5,2,7,0,4,1,0,0,2,25,0
37630,1,2,7,12,0,2,1,4,0,0,0,2,38,0
22734,1,2,11,9,2,3,5,4,0,0,0,1,38,0
4704,1,2,9,13,4,9,1,4,1,4,0,2,38,1
38580,1,2,9,13,2,6,0,4,1,0,0,2,38,1
25756,0,2,11,9,0,8,4,4,0,0,0,1,38,0
34407,1,0,11,9,2,13,0,2,1,0,0,2,38,1
8141,1,2,15,10,4,8,1,2,0,0,0,4,22,0
34027,0,2,15,10,4,2,3,4,1,0,0,2,38,0
40906,0,5,9,13,0,9,4,4,0,0,0,2,38,0
34998,0,2,8,11,2,2,0,1,1,0,0,2,24,0
9451,0,2,9,13,4,11,1,4,1,0,0,3,38,0
20558,0,2,11,9,2,2,0,4,1,0,0,2,38,0
3799,0,4,9,13,2,11,0,4,1,0,0,2,38,0
231,0,2,8,11,4,2,1,4,1,0,0,2,38,0
31443,0,2,11,9,4,7,3,4,1,0,0,2,38,0
43016,1,5,2,8,4,7,3,4,1,4,0,2,38,0
25339,0,2,9,13,5,7,1,4,1,0,0,3,8,0
29883,0,2,9,13,4,9,1,4,1,0,0,2,38,0
28330,1,2,9,13,2,3,0,2,1,0,0,2,38,1
25624,1,2,11,9,2,9,5,2,0,0,0,1,22,0
3262,0,2,15,10,4,6,3,4,0,0,0,1,38,0
44124,0,2,9,13,2,9,0,4,1,0,0,2,38,1
4207,1,2,11,9,2,6,0,2,1,0,0,2,38,0
34509,1,4,11,9,2,4,0,4,1,0,0,3,38,1
30040,0,2,12,14,2,9,0,4,1,0,0,2,38,1
34285,0,5,11,9,2,12,0,4,1,0,0,2,38,0
28205,1,5,10,16,2,9,0,4,1,0,0,2,8,1
29916,0,2,11,9,2,2,0,4,1,0,0,2,38,0
9086,1,1,12,14,2,9,5,2,0,0,0,1,38,1
19251,0,2,11,9,4,0,4,2,0,0,0,2,38,0
35781,1,1,15,10,2,13,0,4,1,0,0,2,38,0
24298,0,4,8,11,2,2,0,4,1,0,0,3,38,0
17556,0,2,1,7,4,5,3,4,1,0,0,2,25,0
6900,1,2,14,15,2,9,0,4,1,0,0,2,38,1
23013,0,2,14,15,2,11,0,4,1,4,0,3,38,1
39691,1,2,11,9,5,9,4,2,0,0,0,2,38,0
33568,1,2,12,14,2,3,0,4,1,0,3,2,38,1
19582,0,2,2,8,4,0,3,4,1,0,0,2,38,0
14443,1,1,15,10,2,9,0,4,1,0,0,2,38,1
16970,0,1,15,10,2,10,0,4,1,0,0,2,38,1
43943,0,2,9,13,4,3,1,4,1,0,0,2,38,0
15942,0,4,9,13,2,3,0,4,1,0,0,2,38,1
32617,2,2,11,9,6,0,4,4,0,0,0,2,38,0
34567,0,2,9,13,2,3,0,4,1,0,0,2,38,0
33049,0,2,11,9,4,5,3,4,1,0,0,2,38,0
39492,1,5,15,10,2,10,0,4,1,0,0,2,38,1
42557,0,2,11,9,4,5,3,4,0,0,0,2,38,0
5955,0,2,11,9,4,4,3,4,1,0,0,1,38,0
11773,2,5,11,9,2,3,0,4,1,4,0,1,38,0
16523,0,1,11,9,2,0,5,4,0,0,0,3,38,0
29827,1,2,8,11,2,3,0,4,1,4,0,2,38,0
22212,2,4,6,5,2,0,0,4,1,0,0,2,38,0
39979,0,2,11,9,0,2,4,4,1,0,0,2,38,0
3416,0,4,12,14,2,9,0,1,1,0,0,2,38,0
25556,1,5,11,9,4,0,1,4,0,0,0,0,38,0
24734,1,5,9,13,0,3,1,4,0,0,0,2,38,0
36803,1,5,11,9,6,0,4,1,0,0,0,2,38,0
9406,0,2,9,13,0,3,1,4,0,0,0,2,38,0
37590,1,2,11,9,4,0,2,2,0,0,3,2,37,0
36213,0,2,11,9,4,6,2,4,1,0,0,2,38,0
968,0,2,11,9,2,3,0,4,1,0,0,3,38,1
43438,0,2,8,11,4,7,3,4,0,0,0,1,38,0
43923,1,3,9,13,2,3,0,4,1,0,3,3,4,1
3890,0,2,7,12,4,11,1,4,1,0,0,2,38,0
14359,0,2,1,7,4,11,2,4,1,0,0,0,38,0
9828,0,2,11,9,5,2,4,4,0,0,0,2,38,0
42980,1,2,11,9,0,11,1,4,1,0,0,2,38,0
43373,1,2,9,13,2,9,0,4,1,0,0,2,38,1
4081,0,1,12,14,4,9,1,4,0,0,0,2,38,0
24592,1,2,15,10,5,7,1,4,0,0,0,1,28,0
865,0,2,15,10,4,3,2,4,0,0,0,2,38,0
8398,0,2,8,11,4,4,3,4,1,0,0,2,38,0
43955,1,2,15,10,2,2,0,4,1,0,0,2,38,1
33059,1,4,11,9,0,9,1,4,1,0,0,0,38,0
30363,1,3,15,10,2,3,0,4,1,0,0,2,38,1
22074,0,2,9,13,4,11,1,4,1,0,0,2,38,0
21853,0,2,15,10,2,13,0,4,1,0,0,1,38,0
42505,0,5,12,14,4,9,1,4,1,0,0,1,38,0
43056,0,2,1,7,2,5,0,4,1,4,0,2,38,0
39754,0,2,15,10,2,3,5,4,0,0,3,2,38,1
44539,2,2,6,5,5,4,1,2,1,0,0,2,38,0
43746,1,2,9,13,2,2,0,4,1,4,0,2,38,1
39196,0,2,7,12,4,12,1,4,0,0,0,2,38,0
38297,0,2,6,5,2,5,0,4,1,0,0,2,38,0
40490,2,2,15,10,6,0,2,4,0,0,0,2,38,0
7485,1,2,11,9,2,13,0,4,1,0,0,2,38,1
25063,1,2,15,10,2,2,0,4,1,0,0,2,38,0
2807,1,2,5,4,2,2,0,4,1,0,0,2,25,0
22135,0,2,15,10,3,5,4,4,1,0,0,2,38,0
11628,1,0,9,13,0,9,1,2,0,0,3,2,38,0
1087,2,0,15,10,6,3,1,4,0,0,0,1,38,0
21023,0,2,9,13,0,9,1,4,1,0,0,2,38,0
29717,1,2,9,13,0,11,2,4,0,0,0,1,38,0
36501,1,2,0,6,0,0,3,2,1,0,0,2,38,0
41425,0,2,9,13,0,3,1,4,1,0,0,2,38,1
20702,0,2,8,11,4,7,1,2,0,0,0,2,38,0
11312,0,2,11,9,4,3,3,4,0,0,0,2,38,0
23061,1,0,9,13,0,0,4,4,0,0,0,2,38,0
40089,0,2,8,11,0,7,4,2,0,0,0,2,38,0
29623,1,2,11,9,4,11,1,4,0,0,0,1,38,0
44088,1,2,11,9,2,2,5,4,0,0,3,2,38,0
9454,0,4,15,10,2,4,0,4,1,0,0,2,38,0
4778,1,2,11,9,0,8,4,4,0,0,0,0,40,0
13981,0,2,15,10,4,0,3,4,0,0,0,0,38,0
3073,0,2,15,10,5,6,1,4,1,0,0,2,38,0
29330,1,2,15,10,0,13,4,4,1,4,0,2,38,0
33353,0,2,11,9,4,3,3,4,0,0,0,2,38,0
31679,0,1,12,14,2,3,0,4,1,0,0,2,38,0
31771,1,4,8,11,6,9,4,4,0,0,0,2,38,0
21735,0,2,9,13,4,12,3,4,1,0,0,2,38,0
18944,0,2,12,14,4,13,3,2,1,0,0,2,38,0
32008,1,2,15,10,2,3,0,4,1,4,0,2,38,1
10869,0,2,9,13,4,9,4,4,0,0,0,2,38,0
40973,0,2,9,13,2,5,0,4,1,0,0,2,38,0
6288,2,2,15,10,2,9,0,4,1,0,3,2,38,1
20171,1,4,15,10,2,4,0,4,1,0,0,1,38,0
22836,0,2,8,11,4,7,3,1,1,0,0,0,38,0
13787,1,2,9,13,2,3,0,4,1,4,0,2,38,1
10509,0,2,6,5,0,7,4,4,0,0,0,1,38,0
11262,2,4,1,7,2,4,0,4,1,0,0,2,38,0
438,0,2,15,10,1,11,5,4,0,0,0,1,38,0
31319,2,0,7,12,2,3,0,4,1,4,0,2,38,1
6430,1,2,15,10,2,0,0,4,1,0,0,1,38,0
26586,1,2,11,9,0,3,4,4,1,0,0,2,38,0
9458,0,2,15,10,2,0,0,4,1,0,0,2,38,0
35451,1,2,15,10,2,6,0,4,1,0,0,2,38,0
7283,0,2,8,11,2,9,0,4,1,0,0,2,38,0
29184,1,2,11,9,2,0,0,4,1,0,0,2,38,0
2658,2,2,0,6,6,13,4,4,0,0,0,2,11,0
27418,0,2,15,10,4,12,1,4,0,0,0,2,38,0
29518,0,2,7,12,0,9,4,4,0,0,3,1,38,0
10354,0,5,15,10,2,2,3,4,1,0,0,2,38,1
34166,1,1,12,14,5,9,4,2,0,0,0,1,38,0
1845,2,2,5,4,6,8,1,2,0,0,3,1,38,0
37650,1,2,5,4,4,5,3,4,1,0,0,0,38,0
2718,1,2,8,11,4,9,1,4,0,0,0,2,38,0
13268,0,2,11,9,4,5,3,4,1,0,0,2,38,0
15280,1,2,9,13,2,3,0,4,1,0,0,2,19,1
10352,2,3,1,7,2,11,0,4,1,0,3,2,38,0
33137,0,2,11,9,4,0,1,4,1,0,0,3,38,0
31341,1,2,9,13,0,12,4,4,0,0,0,1,38,0
19955,0,2,15,10,4,3,1,4,0,0,0,1,38,0
23389,1,2,5,4,2,6,0,4,1,0,0,2,38,0
2661,0,2,15,10,4,7,3,4,0,0,0,1,38,0
5456,0,2,11,9,4,6,3,4,0,0,0,2,38,0
31934,0,2,15,10,4,6,1,4,1,0,0,2,38,0
30816,1,2,9,13,2,11,0,4,1,0,0,2,38,1
19688,0,2,12,14,2,9,0,4,1,0,0,2,38,1
32102,0,1,1,7,4,9,3,4,0,0,0,2,38,0
37934,0,2,11,9,2,2,0,4,1,0,3,1,38,0
35397,0,2,15,10,4,7,3,2,1,0,0,2,38,0
28711,0,2,11,9,2,3,0,4,1,0,0,2,38,0
33996,1,2,15,10,2,12,0,4,1,0,0,2,38,1
20454,0,2,11,9,4,2,3,4,1,0,0,2,38,0
8623,1,1,15,10,2,2,0,4,1,0,0,2,38,1
6185,1,2,15,10,6,7,1,4,0,0,0,2,38,0
8626,1,2,9,13,2,2,0,4,1,0,0,2,38,1
475,1,2,10,16,2,9,0,4,1,0,3,3,38,0
13793,1,1,8,11,0,3,1,0,1,0,0,2,38,0
31258,0,2,15,10,2,2,0,4,1,0,0,2,38,0
12184,0,2,12,14,4,9,1,4,0,0,0,1,38,0
12914,0,2,11,9,4,0,3,4,1,0,0,2,38,0
3903,0,2,15,10,4,0,3,4,1,0,0,1,38,0
84,0,2,12,14,4,7,1,0,1,0,0,2,38,0
25577,1,2,0,6,0,6,4,4,0,0,3,1,38,0
33715,0,2,9,13,0,7,1,4,0,0,0,2,38,0
41868,0,1,9,13,4,9,1,4,0,0,0,2,38,0
33758,2,4,12,14,2,4,0,4,1,4,0,2,38,0
37291,1,1,12,14,2,9,0,4,1,0,0,3,38,0
20166,1,2,15,10,2,2,0,4,1,4,0,2,38,1
2481,0,2,6,5,2,2,0,3,1,0,0,2,38,0
22582,0,1,11,9,4,13,3,4,1,0,0,2,38,0
6935,1,5,9,13,5,9,4,4,0,3,0,2,38,0
13149,1,5,12,14,0,9,4,4,0,0,3,2,38,0
6022,1,2,9,13,2,11,0,4,1,4,0,4,38,1
2839,0,2,11,9,0,7,4,4,0,0,0,1,38,0
8968,1,4,14,15,2,9,0,4,1,0,3,2,38,1
32273,1,2,9,13,0,11,1,4,1,0,0,2,38,0
45002,1,5,15,10,0,0,3,4,1,0,0,2,38,0
14709,0,2,15,10,4,7,1,4,0,0,0,0,38,0
40502,0,2,8,11,5,2,1,4,1,0,3,2,38,1
28422,1,2,2,8,0,13,4,4,1,0,0,2,38,0
33583,1,1,11,9,2,7,0,4,1,0,0,2,38,0
10157,1,2,11,9,2,13,0,4,1,0,0,2,38,0
22444,0,2,11,9,4,7,3,4,0,0,0,0,38,0
25250,0,2,15,10,4,0,3,4,0,0,0,0,38,0
44405,1,5,12,14,2,9,0,4,1,4,0,3,38,1
33041,0,4,8,11,0,6,1,4,0,0,0,2,38,0
12205,0,0,15,10,2,0,0,1,1,0,0,2,29,1
8734,0,0,15,10,2,3,0,4,1,0,0,2,38,0
9679,1,5,11,9,0,0,1,4,1,0,0,2,38,0
22328,1,2,9,13,2,11,0,4,1,0,0,2,38,1
18366,1,2,11,9,2,11,0,4,1,0,0,2,38,0
16578,0,1,11,9,2,10,0,4,1,0,0,2,38,0
6978,0,2,15,10,2,0,0,4,1,0,0,2,38,1
5802,1,2,4,3,3,7,1,4,1,0,0,2,6,0
15202,0,2,11,9,4,2,3,4,1,0,0,1,38,0
2404,1,0,12,14,2,9,0,4,1,4,0,1,38,1
1271,0,2,9,13,2,9,0,4,1,0,0,2,38,1
9949,0,2,15,10,4,7,3,4,1,0,0,1,38,0
33957,0,1,15,10,2,10,0,4,1,0,0,2,38,1
32252,0,2,11,9,4,6,2,2,0,0,0,1,38,0
14277,1,2,15,10,2,7,0,4,1,0,0,2,38,0
37843,0,2,15,10,2,3,0,4,1,0,0,2,38,0
456,0,2,15,10,4,6,3,4,1,0,0,2,38,0
782,1,4,9,13,2,3,0,4,1,0,0,1,30,0
36594,0,2,11,9,0,7,4,0,0,4,0,2,38,0
36427,1,2,11,9,0,0,4,4,0,0,0,1,38,0
29743,0,2,15,10,4,3,1,4,1,0,0,2,38,0
19306,1,2,7,12,2,2,0,4,1,0,0,2,38,1
36813,0,2,15,10,4,0,1,4,0,0,0,2,38,0
12005,0,2,7,12,4,2,3,4,1,0,0,1,19,0
31311,1,2,10,16,2,9,0,1,1,0,3,2,2,1
40922,0,2,11,9,4,7,3,4,1,0,0,1,38,0
26317,1,5,12,14,2,9,5,2,0,0,3,2,38,1
9528,1,4,12,14,0,3,4,4,0,0,0,3,38,0
16404,2,0,11,9,2,0,0,2,1,0,0,2,38,0
11397,1,2,11,9,4,2,4,4,1,0,0,2,25,0
291,0,2,15,10,4,11,1,4,0,0,0,1,38,0
26018,1,2,2,8,2,13,0,4,1,0,0,2,38,1
36482,0,2,15,10,4,0,1,4,1,0,0,2,10,0
34254,1,2,11,9,2,6,0,4,1,4,0,2,38,0
27896,2,2,11,9,0,7,1,4,0,0,0,0,38,0
3864,0,2,11,9,4,0,1,4,1,0,0,2,38,0
40441,0,2,15,10,4,3,1,4,0,0,0,2,8,0
36675,0,1,9,13,0,9,1,4,1,0,0,2,38,0
31334,2,2,9,13,4,2,1,4,1,4,0,2,38,1
20014,0,2,8,11,0,9,4,4,0,0,0,2,38,1
17321,0,2,11,9,2,2,0,4,1,0,0,2,38,0
4633,0,2,9,13,4,11,3,4,1,0,0,2,38,0
19179,0,2,15,10,2,2,0,4,1,0,0,3,38,0
15868,0,2,8,11,0,0,4,4,0,0,0,2,38,0
35552,0,2,15,10,0,2,4,4,1,0,0,1,38,1
37612,0,2,6,5,2,6,0,4,1,0,0,2,38,0
20761,0,2,8,11,2,2,0,4,1,0,0,2,38,0
292,0,2,9,13,2,3,0,4,1,0,0,2,38,1
8899,0,2,9,13,0,9,1,4,1,0,0,2,38,0
21993,0,0,9,13,4,9,1,4,1,0,0,2,38,0
43057,0,2,14,15,2,9,0,4,1,0,3,4,38,1
4640,0,1,12,14,4,9,1,4,0,0,0,2,38,0
23646,1,2,11,9,0,0,1,4,0,0,0,2,38,0
20639,1,2,15,10,2,2,0,4,1,0,0,2,38,0
6153,0,2,11,9,4,7,1,4,1,4,0,2,32,1
6060,0,2,6,5,4,11,3,4,0,0,0,0,38,0
4929,0,2,7,12,4,9,1,4,1,0,0,2,28,0
2346,0,4,11,9,4,2,3,4,1,0,0,2,38,0
42977,0,2,11,9,5,12,4,4,0,0,0,2,38,0
26051,1,2,15,10,0,12,4,4,0,0,0,1,38,0
30841,0,2,9,13,2,11,0,4,1,0,0,2,38,1
18040,1,3,9,13,2,11,0,4,1,0,0,2,38,0
3045,0,2,11,9,4,11,3,4,0,0,0,1,38,0
7933,0,3,9,13,2,3,0,4,1,0,0,2,38,0
42232,1,2,11,9,2,2,0,4,1,0,0,2,38,1
22978,1,2,11,9,4,6,1,4,1,0,0,2,38,0
11779,1,2,15,10,4,5,4,2,1,0,0,2,38,0
21692,1,2,11,9,0,0,1,4,0,0,0,1,38,1
8028,0,1,11,9,2,10,0,4,1,0,0,2,38,0
31944,0,2,15,10,4,11,3,4,0,0,0,2,7,0
27344,0,2,9,13,4,11,1,4,1,0,0,2,38,0
10325,0,5,11,9,5,7,3,4,0,0,0,0,38,0
3360,0,4,8,11,2,13,0,4,1,0,0,3,38,1
38108,0,5,15,10,4,2,3,4,1,0,0,1,38,0
8621,1,2,11,9,0,12,4,2,0,0,0,2,38,0
40211,0,2,8,11,2,2,0,4,1,4,0,2,38,1
32301,0,5,15,10,4,10,1,4,1,0,0,2,38,0
39797,1,2,11,9,2,6,0,4,1,0,3,2,38,0
11001,1,2,0,6,2,2,0,4,1,0,0,2,38,1
13990,0,2,15,10,4,6,3,2,0,4,0,2,38,0
41645,1,1,12,14,0,9,1,4,0,0,0,2,38,0
18442,1,2,11,9,0,0,1,4,0,0,0,1,38,0
7095,1,2,15,10,2,6,0,4,1,0,0,2,38,0
33108,1,2,9,13,2,9,0,4,1,0,0,2,38,1
14838,2,2,8,11,6,12,4,4,0,0,0,0,38,0
44213,0,2,11,9,4,5,3,4,0,0,0,1,38,0
4989,0,2,15,10,2,11,5,4,0,0,0,2,38,1
45014,0,2,9,13,4,9,1,1,1,0,0,2,20,0
9797,1,2,3,2,2,4,0,4,1,0,0,2,25,0
6376,1,2,6,5,4,2,2,2,1,0,0,2,38,0
1833,2,2,11,9,2,5,0,4,1,0,0,1,38,0
37855,1,2,11,9,0,11,4,4,0,0,0,1,38,0
37180,0,2,11,9,4,5,1,4,1,0,0,2,38,0
31907,1,2,15,10,5,5,1,4,1,0,0,2,38,0
20412,1,2,3,2,2,7,0,4,1,0,0,1,4,0
25435,1,2,11,9,4,11,1,4,1,0,0,3,38,1
29913,1,2,11,9,0,6,1,4,1,0,0,2,38,0
12076,2,3,0,6,2,3,0,4,1,0,3,2,38,1
44296,1,2,11,9,0,3,3,4,1,0,0,2,38,0
21436,0,2,9,13,4,9,1,4,0,0,0,2,38,0
38458,0,2,15,10,2,3,5,4,0,0,0,1,38,1
16861,2,2,11,9,2,11,0,4,1,0,0,2,38,0
31663,1,0,11,9,0,0,1,4,1,0,0,2,38,0
39373,0,2,9,13,0,3,1,4,0,0,0,2,38,1
21344,0,2,0,6,4,7,3,4,1,0,0,1,38,0
26749,2,3,9,13,0,3,4,4,0,0,0,2,38,0
36186,0,2,15,10,4,9,2,1,0,0,0,1,34,0
35543,1,2,11,9,0,3,1,4,1,0,0,3,38,1
2345,1,2,15,10,2,9,0,4,1,0,0,2,38,0
31803,0,3,0,6,4,11,3,4,1,0,0,0,38,0
26117,0,2,11,9,4,0,3,4,0,0,0,2,38,0
16645,1,2,11,9,2,2,0,4,1,0,0,2,38,1
10889,0,2,11,9,2,0,0,4,1,0,0,2,38,0
20829,0,2,15,10,0,11,3,4,0,0,0,1,38,0
895,0,2,7,12,2,2,0,4,1,0,0,3,38,1
38988,0,1,12,14,2,9,0,4,1,0,0,3,38,0
4528,2,1,9,13,4,9,1,4,0,0,0,3,38,1
618,1,1,14,15,2,3,0,4,1,0,0,2,38,1
10717,0,2,15,10,2,2,0,4,1,0,0,2,38,1
7697,1,2,11,9,4,0,3,4,0,0,0,1,38,0
33835,1,2,15,10,2,3,0,4,1,0,0,2,38,1
19387,0,2,11,9,4,2,2,4,1,0,0,2,38,0
17997,1,3,11,9,2,11,0,4,1,0,0,2,38,0
24080,0,1,11,9,2,10,0,4,1,4,0,1,38,1
17561,0,2,11,9,4,0,1,4,0,0,0,2,38,0
9099,0,2,11,9,0,7,1,4,0,0,0,1,38,0
15372,0,2,11,9,4,2,2,4,1,0,0,2,38,0
23174,0,2,11,9,2,2,0,4,1,0,0,2,38,0
1506,1,2,11,9,2,9,0,4,1,0,0,2,38,0
34260,0,2,11,9,4,0,4,4,1,0,0,2,38,0
1964,0,2,11,9,4,0,1,4,0,0,0,2,38,0
18434,0,2,4,3,4,5,2,4,1,0,0,2,12,0
4946,1,1,0,6,6,7,4,4,0,0,0,1,38,0
15339,0,2,15,10,4,7,1,1,0,0,0,1,38,0
7711,0,2,15,10,0,11,4,4,1,4,0,2,38,0
20308,0,2,11,9,4,0,2,4,0,0,0,2,38,0
4212,0,2,15,10,2,4,0,4,1,0,0,2,38,0
6080,0,2,9,13,4,0,3,4,1,0,0,2,38,0
24651,1,2,11,9,2,13,0,4,1,0,0,3,38,0
24195,1,3,12,14,0,3,1,4,1,0,0,4,38,1
25769,0,4,11,9,5,2,2,4,1,0,0,2,38,0
