,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
23778,0,2,11,9,4,13,1,4,1,0,0,2,38,0
27837,0,2,9,13,4,0,3,4,0,0,0,2,38,0
26158,0,2,11,9,4,2,1,4,0,0,0,2,38,0
11641,1,2,15,10,0,5,2,2,1,0,0,2,38,0
9790,1,2,12,14,2,3,0,4,1,0,0,2,38,1
23301,0,2,9,13,4,11,3,4,1,0,0,1,38,0
14605,0,2,8,11,2,0,5,4,0,0,0,2,38,1
14854,1,2,7,12,4,9,1,4,0,0,0,1,38,0
27009,1,2,9,13,6,7,3,1,0,0,0,2,29,0
38528,1,2,11,9,2,6,0,4,1,0,0,2,38,1
12530,0,2,15,10,4,7,1,4,1,0,0,1,38,0
13804,1,1,11,9,5,0,2,4,0,0,0,1,38,0
19326,0,2,15,10,4,7,1,4,1,0,0,2,38,0
7393,1,2,6,5,0,2,4,4,0,4,0,2,38,0
43,1,3,11,9,6,3,1,4,0,0,0,2,38,0
41439,0,2,11,9,4,11,3,4,1,0,0,1,38,0
35028,0,0,15,10,4,0,3,4,0,0,0,0,38,0
37076,0,2,15,10,4,2,1,4,1,0,0,2,38,0
41180,1,2,11,9,2,3,0,4,1,0,0,2,38,0
35342,2,1,12,14,6,3,1,4,1,4,0,1,38,0
5066,0,1,11,9,2,2,0,4,1,0,0,2,38,0
5079,0,2,11,9,2,11,0,4,1,0,0,2,38,1
12305,0,2,11,9,2,3,0,4,1,0,0,2,38,0
23550,0,2,15,10,2,3,0,4,1,0,0,2,38,0
3098,0,2,11,9,2,2,0,4,1,0,0,2,38,1
39994,1,2,15,10,6,3,1,0,0,0,0,2,38,0
22807,0,2,11,9,0,5,3,4,1,0,0,2,38,0
30366,0,2,5,4,2,5,0,4,1,0,0,2,25,0
6615,0,2,9,13,6,11,4,4,0,0,0,2,38,0
36976,1,2,11,9,2,3,0,1,1,0,0,2,38,0
5178,0,2,15,10,2,12,5,4,0,0,3,2,38,1
6388,1,2,15,10,2,3,0,4,1,0,0,3,38,1
35996,1,2,9,13,2,12,0,4,1,0,0,1,38,0
20080,0,5,15,10,4,9,3,4,1,0,0,1,38,0
38113,0,2,11,9,4,3,1,4,0,0,0,2,38,0
22031,1,2,12,14,2,3,0,4,1,0,0,2,38,1
29823,0,5,11,9,4,7,3,2,1,0,0,2,38,0
30397,1,2,13,1,2,6,5,4,0,0,0,2,25,0
7041,0,1,15,10,0,7,4,4,0,0,0,1,38,0
13171,1,1,9,13,2,3,0,2,1,0,0,2,38,1
15794,1,2,9,13,2,3,0,4,1,0,3,2,8,1
3662,1,2,11,9,2,2,0,3,1,0,0,2,32,0
10923,0,2,15,10,4,7,1,4,0,0,0,1,38,0
10227,0,2,11,9,4,12,1,4,1,0,0,2,38,0
8489,0,2,12,14,4,9,1,4,0,4,0,2,38,0
20985,0,4,11,9,4,2,3,4,1,0,0,2,38,0
28587,1,2,1,7,2,7,5,4,0,0,0,0,38,0
22959,0,2,15,10,2,2,0,4,1,0,0,2,38,0
29133,0,2,12,14,0,3,1,4,1,0,0,2,38,1
5389,0,2,11,9,2,7,5,4,0,0,0,2,38,0
13182,0,2,11,9,2,4,0,4,1,0,0,2,38,0
21486,0,2,15,10,2,2,0,2,1,0,0,2,38,1
9159,1,2,12,14,3,3,1,1,1,0,0,1,18,1
4653,1,4,1,7,2,2,0,4,1,0,0,2,38,0
18148,0,2,15,10,4,0,3,4,0,0,0,1,38,0
41656,0,3,11,9,2,3,0,4,1,0,0,3,38,0
16577,0,4,11,9,4,11,3,4,1,0,0,2,38,0
17857,1,2,15,10,0,0,1,4,1,0,0,1,38,0
7799,1,2,9,13,2,3,0,4,1,0,3,3,38,1
33509,0,2,15,10,4,3,2,4,1,0,0,2,38,0
42661,0,1,7,12,2,0,5,4,0,0,0,2,38,1
28630,0,2,15,10,0,12,1,4,0,0,0,2,38,0
41898,0,2,5,4,2,4,0,4,1,0,0,2,25,0
33787,1,5,15,10,2,0,0,4,1,0,0,2,38,0
42791,0,2,11,9,2,4,0,4,1,0,0,2,38,0
15072,0,2,9,13,4,0,3,4,0,0,0,1,38,0
650,1,5,9,13,2,2,0,4,1,0,0,2,38,1
12061,2,2,5,4,6,7,1,4,0,4,0,1,38,0
42376,0,4,11,9,2,11,0,4,1,0,0,3,38,0
21031,0,2,9,13,2,9,0,4,1,0,0,2,38,1
18582,1,2,15,10,2,9,0,4,1,0,0,2,38,0
13227,0,2,11,9,4,11,3,4,1,0,0,1,38,0
12895,0,2,9,13,2,3,0,4,1,0,0,2,38,1
39456,0,2,11,9,2,6,0,4,1,0,3,2,38,0
37364,0,3,14,15,2,9,0,4,1,4,0,2,38,1
42706,1,2,15,10,2,3,0,4,1,0,0,2,38,0
22656,0,2,8,11,4,3,3,4,1,0,0,2,38,0
8212,0,2,11,9,2,3,0,4,1,4,0,2,38,1
3586,1,2,15,10,0,11,1,4,0,0,0,1,38,1
6283,0,2,7,12,0,5,1,4,0,0,0,2,38,0
44864,0,3,12,14,2,11,0,4,1,0,0,3,38,1
12377,0,2,15,10,4,11,2,4,1,0,0,2,38,0
15735,0,2,15,10,2,2,0,4,1,4,0,2,38,0
35520,0,2,11,9,0,6,1,4,0,0,0,2,38,0
29777,1,2,1,7,4,5,2,2,0,0,0,2,38,0
18689,1,2,12,14,0,9,1,4,0,0,3,2,38,0
38634,0,5,11,9,2,2,0,4,1,0,0,2,38,1
33188,1,2,0,6,2,7,5,2,0,0,0,2,38,0
34638,0,2,12,14,2,9,0,1,1,0,0,2,18,1
19577,0,2,15,10,0,2,3,4,1,0,0,2,38,1
29603,0,2,9,13,4,3,1,4,0,0,0,2,38,0
25454,1,3,9,13,2,3,0,4,1,0,3,2,38,1
42016,0,2,15,10,4,13,3,4,1,0,0,2,38,0
22411,1,2,15,10,2,3,0,4,1,4,0,2,38,1
39433,1,2,6,5,2,13,0,4,1,0,0,2,38,0
36569,0,2,11,9,4,0,1,4,1,0,0,2,38,0
18409,0,2,15,10,4,7,3,4,1,0,0,1,38,0
41977,0,2,15,10,4,7,4,4,1,0,0,1,25,0
34742,1,4,6,5,2,2,0,4,1,0,0,2,38,1
34788,0,2,11,9,0,7,1,2,1,0,0,2,38,0
29402,0,2,11,9,4,0,1,4,1,0,0,2,38,0
32200,1,2,11,9,2,2,0,4,1,0,0,2,38,1
10026,0,2,11,9,2,13,0,1,1,0,0,2,2,0
7341,2,2,15,10,6,11,1,4,1,4,0,1,38,0
14660,1,1,15,10,6,0,1,4,0,0,0,2,38,0
14413,0,1,1,7,4,9,3,2,0,0,0,2,38,0
27292,0,2,9,13,2,11,0,4,1,0,0,3,38,1
225,0,0,15,10,4,0,3,4,0,0,0,1,38,0
1369,0,2,8,11,4,3,1,4,1,0,0,3,38,1
41230,0,2,1,7,4,5,1,4,1,0,0,1,25,0
687,1,5,14,15,6,9,1,3,0,0,0,2,38,1
7178,0,2,9,13,4,3,1,4,0,0,0,2,38,0
19766,2,4,12,14,2,3,0,4,1,0,0,2,38,0
14759,3,2,11,9,6,5,1,4,1,0,0,1,38,0
27082,0,2,8,11,2,7,2,4,0,4,0,2,38,0
39146,2,2,7,12,0,0,4,4,0,0,0,2,38,0
25476,0,2,15,10,0,0,4,4,0,0,0,2,38,0
9264,0,0,8,11,4,9,1,4,0,0,0,2,38,0
13088,0,2,10,16,2,9,0,4,1,0,0,2,38,1
16954,0,5,8,11,4,9,1,4,1,4,0,2,38,1
43688,0,2,15,10,4,5,3,2,1,0,0,2,10,0
29971,0,2,0,6,4,11,3,4,0,0,0,1,38,0
22054,0,4,11,9,5,11,1,4,1,0,0,2,38,0
18915,0,2,11,9,4,7,3,4,0,0,0,0,38,0
13470,0,2,11,9,4,2,1,4,1,4,0,2,38,0
36290,0,3,9,13,4,3,3,4,1,0,0,2,38,0
43256,0,2,15,10,4,0,1,4,0,0,3,2,38,0
16921,0,1,7,12,2,7,5,4,0,0,0,2,38,0
33449,0,5,12,14,4,3,1,4,1,0,0,2,38,0
11041,0,2,11,9,4,5,3,4,1,0,0,2,10,0
20125,0,2,11,9,2,0,5,4,0,0,0,2,38,1
28660,2,2,8,11,5,7,4,4,0,4,0,1,38,0
1617,0,2,7,12,4,0,1,4,1,0,0,2,38,0
1620,0,2,11,9,4,3,3,4,1,0,0,2,38,0
44709,1,2,15,10,0,11,1,4,1,0,0,2,38,1
32993,2,4,12,14,6,9,1,4,1,4,0,0,38,1
16537,0,2,7,12,2,9,5,4,0,0,0,1,38,1
12456,1,2,11,9,0,0,1,4,0,0,0,2,38,0
29289,1,2,11,9,2,13,0,4,1,0,0,2,38,0
12109,0,2,15,10,2,6,0,4,1,0,0,2,38,1
41015,0,2,11,9,5,4,4,4,0,0,0,0,38,0
30593,0,2,2,8,4,7,3,4,1,0,0,0,38,0
36733,0,2,11,9,4,13,3,4,1,0,3,2,38,0
3105,1,2,8,11,0,11,1,4,1,0,0,2,38,0
386,0,2,11,9,0,2,1,4,0,0,0,2,38,0
38663,1,2,15,10,2,2,0,4,1,0,0,2,38,1
27284,0,2,8,11,2,9,0,4,1,4,0,2,38,1
25387,1,2,11,9,2,6,0,4,1,0,3,2,38,1
16479,2,2,14,15,2,9,0,4,1,0,3,3,38,0
27320,1,4,11,9,2,4,0,4,1,0,0,2,38,0
5237,0,2,1,7,4,9,1,1,0,0,0,2,38,0
29165,0,5,14,15,4,9,1,4,1,0,0,3,38,0
3777,2,4,0,6,0,2,1,4,1,0,0,1,38,0
33642,0,2,12,14,4,9,1,4,1,0,0,2,38,1
13079,0,2,15,10,4,12,4,2,0,0,0,2,38,0
1866,1,2,11,9,2,2,0,4,1,0,0,2,38,0
12778,1,2,9,13,2,9,0,4,1,0,3,2,38,1
59,1,3,7,12,2,2,0,4,1,4,0,3,38,1
24006,1,5,9,13,2,0,0,4,1,0,0,1,38,1
27078,0,4,11,9,0,4,1,4,1,0,0,2,38,0
37665,2,2,15,10,2,7,0,4,1,0,0,2,38,0
20204,0,2,11,9,0,11,4,4,0,0,0,2,38,0
9510,0,2,0,6,4,7,3,2,1,0,0,0,38,0
7591,0,2,9,13,4,0,1,4,1,0,0,2,38,0
43654,1,2,11,9,2,6,0,4,1,4,0,2,38,0
27011,0,2,11,9,4,11,2,4,1,0,0,1,38,0
31957,1,2,9,13,2,3,0,4,1,0,0,1,38,0
5972,0,4,8,11,0,12,4,2,1,0,0,2,38,0
37942,1,0,7,12,2,9,5,2,0,0,0,2,38,0
34146,0,2,1,7,2,4,0,4,1,0,0,3,25,0
4162,0,1,12,14,2,9,5,4,0,4,0,1,38,1
34991,0,2,9,13,2,11,0,4,1,0,0,3,38,1
11595,1,2,15,10,0,11,1,4,1,0,0,2,38,1
23225,1,5,11,9,2,10,0,4,1,0,0,2,38,0
10849,1,2,5,4,2,6,0,2,1,0,0,2,22,0
44688,0,2,11,9,4,7,3,4,1,0,0,2,38,0
26463,1,2,5,4,4,4,3,4,1,0,0,2,38,0
30577,1,0,15,10,2,3,0,4,1,0,0,2,38,1
24381,0,2,15,10,4,7,3,4,0,0,0,2,38,0
5849,1,2,9,13,2,2,0,4,1,0,0,2,38,1
10076,0,2,11,9,4,0,3,1,1,0,0,1,38,0
11003,1,2,9,13,2,9,0,4,1,0,0,2,38,1
16967,1,2,9,13,4,9,1,4,1,0,0,2,38,0
45032,0,2,15,10,4,0,3,4,1,0,0,0,38,0
12633,0,2,7,12,0,0,4,2,0,0,0,2,38,0
16162,0,2,11,9,4,6,3,4,0,0,0,2,5,0
12930,0,2,11,9,4,10,4,4,1,0,0,1,38,0
30310,0,2,1,7,4,11,3,4,0,0,0,1,38,0
22820,1,2,11,9,0,0,2,2,1,0,0,1,38,0
8604,1,2,1,7,6,13,4,4,0,0,0,2,38,0
44234,1,2,11,9,2,2,0,4,1,0,0,2,38,0
41621,1,2,1,7,4,13,3,4,1,0,0,1,38,0
16785,1,2,15,10,5,3,1,4,1,0,0,2,38,1
40073,0,5,11,9,2,2,0,4,1,0,3,2,38,1
26904,0,2,0,6,4,11,2,2,0,0,0,0,38,0
29383,0,2,11,9,4,11,3,2,0,0,0,1,38,0
18759,0,4,14,15,5,9,4,4,1,0,0,2,38,1
27303,1,0,12,14,2,9,0,4,1,0,0,2,38,1
5290,1,1,12,14,2,9,0,4,1,0,0,2,38,0
7452,0,2,15,10,2,6,0,4,1,0,0,2,38,0
34474,0,4,9,13,2,4,0,4,1,0,0,2,38,0
35591,0,2,15,10,0,9,3,4,0,0,0,1,38,0
17032,0,2,11,9,2,13,0,4,1,0,0,2,32,0
45218,1,2,11,9,2,6,0,4,1,0,0,2,38,1
19844,0,2,9,13,4,3,1,4,1,0,0,2,38,0
33630,0,2,15,10,4,13,1,2,1,4,0,3,38,0
43183,0,2,9,13,4,11,1,4,0,0,0,2,38,0
27598,0,2,15,10,4,11,3,1,0,0,0,1,38,0
32371,0,2,9,13,2,11,0,4,1,0,0,2,38,1
7724,0,2,8,11,2,2,0,4,1,0,0,2,30,0
5461,0,2,9,13,4,9,1,4,0,0,0,2,38,0
4344,0,2,11,9,2,7,0,4,1,0,0,2,38,0
13932,0,2,11,9,2,11,5,4,0,0,0,2,38,0
18161,0,4,11,9,2,2,0,4,1,0,0,3,38,0
32369,2,4,12,14,2,3,0,4,1,0,3,0,38,1
40892,1,2,0,6,2,2,0,4,1,0,0,2,38,0
25661,0,2,9,13,2,3,0,4,1,0,0,2,38,1
36386,0,1,11,9,4,13,1,4,1,0,0,2,38,0
18918,1,1,12,14,4,9,1,4,0,0,0,2,38,1
15629,1,2,14,15,2,9,0,4,1,4,0,2,38,1
29534,0,2,0,6,4,2,1,4,1,0,0,2,25,0
31308,0,2,15,10,4,0,3,4,0,0,0,2,38,0
31890,1,0,11,9,2,6,0,4,1,0,0,2,38,0
25619,0,2,2,8,4,5,3,4,1,0,0,1,38,0
33932,1,2,14,15,2,9,5,4,0,4,0,1,38,1
41827,1,2,11,9,2,5,0,4,1,0,0,2,38,0
18014,1,2,9,13,2,2,0,4,1,0,0,3,38,1
10232,0,2,11,9,2,11,0,4,1,0,0,2,38,0
35825,1,2,11,9,2,2,0,4,1,0,0,2,38,0
37275,1,2,12,14,0,9,4,4,0,0,0,2,38,0
26677,1,2,11,9,5,2,1,4,1,0,0,1,38,0
17685,1,2,3,2,4,6,1,4,0,0,0,2,7,0
1935,0,2,12,14,2,9,5,4,0,0,0,0,38,1
10757,0,2,15,10,4,0,1,4,1,0,0,2,38,0
23698,0,2,15,10,4,11,3,4,0,0,0,0,38,0
24023,1,2,8,11,2,5,0,2,1,0,0,2,38,0
28143,1,2,7,12,2,9,0,4,1,0,0,2,38,1
16111,0,2,15,10,4,11,1,4,1,0,0,2,38,0
8154,0,2,11,9,2,6,0,4,1,0,0,2,25,0
36986,0,2,0,6,4,2,1,4,1,3,0,1,38,0
21689,0,2,11,9,2,6,5,2,0,0,0,1,38,0
39382,1,1,12,14,2,9,0,4,1,0,0,3,38,0
5854,1,3,11,9,2,3,0,4,1,0,0,1,38,0
9399,0,2,9,13,2,11,0,4,1,0,0,2,38,1
45206,0,1,7,12,2,0,5,4,0,0,0,1,38,1
30554,1,2,9,13,2,2,0,1,1,0,0,2,23,1
30182,0,1,9,13,2,3,0,2,1,0,0,2,38,0
43363,0,2,12,14,2,11,0,4,1,0,0,1,38,0
21142,0,2,12,14,2,9,0,4,1,0,0,2,38,0
1502,1,4,15,10,2,2,0,4,1,0,0,2,38,0
13528,0,2,15,10,4,7,3,4,0,0,0,1,38,0
22772,1,2,11,9,0,12,1,4,0,0,0,2,38,1
25430,0,5,15,10,2,0,0,4,1,0,0,2,38,0
12880,0,2,8,11,4,12,1,4,0,0,0,2,38,0
15237,0,2,15,10,2,6,0,4,1,0,0,2,38,0
38176,1,0,11,9,3,0,4,4,0,4,0,2,38,0
40255,1,2,11,9,2,13,0,4,1,4,0,2,38,1
14648,0,2,15,10,4,7,4,2,0,0,0,2,38,0
43658,1,5,9,13,2,9,0,0,1,0,0,1,38,1
34379,1,4,14,15,2,9,0,4,1,0,3,2,38,1
25945,1,1,14,15,2,9,0,4,1,0,0,2,38,1
41303,0,2,11,9,2,2,0,4,1,0,0,2,38,1
6967,0,4,9,13,2,3,0,4,1,0,0,2,38,0
18973,0,2,11,9,4,13,1,4,1,0,0,2,38,0
1759,1,2,11,9,6,3,1,4,0,4,0,2,40,0
17248,1,2,15,10,0,3,1,4,1,0,3,2,38,0
8959,0,2,11,9,5,5,1,4,1,0,0,3,38,0
17798,1,3,15,10,2,3,0,4,1,0,0,2,38,0
44175,1,2,12,14,2,9,0,4,1,0,0,2,38,1
24406,1,5,10,16,3,9,4,4,1,4,0,3,38,1
30137,0,2,11,9,2,3,0,4,1,0,0,2,38,1
42694,1,1,11,9,0,0,4,4,0,0,0,1,38,0
11184,0,1,11,9,2,7,0,4,1,0,0,2,38,0
14921,1,5,11,9,2,4,2,4,1,0,0,2,38,0
27836,1,2,15,10,0,6,1,4,1,0,0,2,38,0
36626,0,2,15,10,0,3,3,4,0,4,0,2,38,0
9505,1,2,0,6,2,4,0,4,1,0,0,1,38,0
27173,1,5,15,10,2,0,0,4,1,0,0,2,38,1
11633,0,2,11,9,0,6,1,4,1,0,0,2,38,0
27463,0,2,15,10,4,3,3,4,1,0,0,1,38,0
39598,1,2,11,9,6,0,4,4,0,0,0,2,38,0
39899,1,1,12,14,2,0,0,4,1,0,0,1,38,1
5676,0,2,11,9,4,5,4,2,0,0,0,2,38,0
28418,0,2,11,9,2,2,0,4,1,0,0,1,38,0
22620,0,2,11,9,4,5,4,4,1,0,0,2,38,0
24541,1,4,11,9,4,4,3,4,1,0,0,4,38,0
21205,0,2,7,12,0,0,1,4,0,0,0,0,38,0
24218,0,2,15,10,2,3,0,4,1,0,0,1,38,0
23107,1,2,8,11,2,9,5,4,0,0,0,1,38,0
9468,0,2,11,9,4,0,3,4,0,0,0,2,38,0
23261,0,2,9,13,2,9,0,4,1,0,0,2,38,1
25538,0,2,11,9,0,11,4,2,0,0,0,1,38,0
37495,1,2,11,9,2,7,5,4,0,0,0,1,38,0
4028,0,2,11,9,4,7,3,4,1,0,0,2,25,0
15816,0,2,11,9,6,0,1,4,0,0,0,2,38,0
20137,1,5,12,14,2,9,0,4,1,0,0,3,38,1
14659,0,2,2,8,2,13,0,2,1,0,0,2,38,0
27956,0,4,11,9,2,3,0,4,1,0,0,2,38,0
197,0,2,9,13,4,12,3,2,0,0,0,1,38,0
11221,0,2,11,9,4,2,2,4,1,0,0,2,38,0
15623,0,1,9,13,4,9,3,4,1,4,0,2,38,0
2430,0,2,2,8,2,13,0,4,1,0,0,3,38,1
14066,1,1,0,6,2,7,0,4,1,0,0,2,38,0
30344,0,2,15,10,4,0,3,4,0,0,0,0,38,0
17659,0,2,15,10,2,3,0,4,1,0,0,2,38,0
170,1,2,11,9,0,11,4,2,0,0,0,2,38,0
4196,1,2,8,11,0,0,4,4,0,0,0,2,38,0
28021,1,2,12,14,0,3,1,4,1,4,0,2,38,1
39446,0,2,15,10,4,7,3,4,0,0,0,1,38,0
12274,1,2,9,13,2,3,0,4,1,0,0,2,38,1
36437,1,2,15,10,6,11,4,4,0,0,0,1,38,0
42408,0,2,11,9,4,3,1,4,0,0,0,1,38,0
38399,0,2,11,9,4,6,3,4,1,0,0,1,38,0
27077,0,2,15,10,4,11,1,4,1,0,0,2,38,0
38187,0,4,15,10,4,11,3,4,1,0,0,1,38,0
15329,0,2,9,13,2,9,0,4,1,0,0,2,38,0
12936,0,2,11,9,2,2,0,4,1,0,0,2,38,0
12947,2,2,11,9,2,11,0,4,1,0,0,2,38,0
41423,2,2,5,4,2,4,0,2,1,0,0,2,38,0
34968,0,2,15,10,4,12,1,4,0,0,0,0,1,0
19940,1,2,11,9,0,6,1,4,0,0,0,2,38,0
27139,1,2,11,9,0,3,4,4,0,0,0,2,38,0
15294,1,2,15,10,4,13,1,4,1,0,0,1,38,0
31236,1,4,15,10,2,11,0,4,1,0,0,2,38,0
5015,0,2,12,14,2,12,5,4,0,0,0,0,38,0
36315,0,2,15,10,0,9,1,4,0,0,0,2,38,1
11803,0,2,12,14,4,3,1,4,1,0,0,2,38,0
35842,1,2,0,6,3,10,1,1,1,0,0,2,18,0
11973,1,2,15,10,0,3,4,4,0,0,0,3,38,0
13087,0,2,11,9,4,13,1,1,1,0,0,2,39,0
44299,1,2,4,3,4,6,3,4,1,0,0,1,38,0
31607,0,2,11,9,4,7,1,4,0,0,0,1,38,0
30,0,1,9,13,2,9,0,4,1,0,0,2,38,1
40121,1,1,1,7,2,7,0,2,1,0,0,2,38,0
17526,2,4,9,13,2,0,0,4,1,0,0,0,38,0
20450,1,4,15,10,2,6,0,4,1,4,0,2,38,1
42438,0,2,9,13,4,9,1,4,0,4,0,2,38,1
29231,1,2,11,9,2,13,0,4,1,0,0,2,38,0
32349,0,2,15,10,4,0,4,4,0,0,0,2,38,0
32760,0,2,15,10,4,7,3,4,1,0,0,1,1,0
16106,1,4,12,14,2,3,0,4,1,0,0,2,38,1
3732,1,2,15,10,5,11,4,4,0,0,0,2,38,0
