,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
24579,1,2,11,9,4,0,1,4,0,4,0,2,38,0
7009,1,3,15,10,2,3,5,4,0,0,0,1,38,0
10708,0,2,15,10,4,7,1,4,0,0,0,2,38,0
39647,0,2,11,9,5,7,4,2,0,0,0,1,38,0
31240,0,2,11,9,2,13,0,4,1,0,0,3,38,1
29743,0,2,15,10,4,3,1,4,1,0,0,2,38,0
14268,0,2,11,9,4,2,3,4,1,0,0,2,38,0
39081,1,2,15,10,2,11,0,4,1,0,0,2,38,0
37909,0,2,11,9,2,6,0,4,1,0,0,2,38,0
39703,0,2,7,12,2,3,0,4,1,0,0,4,38,1
29259,1,4,11,9,0,2,4,4,1,0,0,1,38,0
42090,1,2,11,9,5,11,4,4,0,0,0,1,38,0
4310,0,2,15,10,4,5,3,4,0,0,0,1,38,0
8989,1,4,15,10,2,2,0,4,1,4,0,1,38,1
17378,2,2,5,4,2,6,0,4,1,0,0,2,38,0
27720,0,2,11,9,4,2,3,4,1,0,0,2,38,0
42110,0,2,11,9,0,7,4,4,0,0,0,4,38,1
2988,0,2,2,8,2,4,0,4,1,0,0,2,38,0
23855,0,2,1,7,4,2,1,4,1,0,3,2,38,0
10026,0,2,11,9,2,13,0,1,1,0,0,2,2,0
35980,1,2,11,9,2,13,0,4,1,0,0,2,38,0
8502,1,4,14,15,4,9,1,4,1,0,0,1,38,0
42088,1,1,11,9,0,7,1,2,1,0,0,2,38,0
8517,1,2,11,9,2,13,0,4,1,0,0,2,38,0
25768,1,2,8,11,2,2,0,1,1,4,0,2,39,0
38406,0,2,15,10,2,6,0,4,1,0,0,2,38,0
649,0,2,11,9,0,0,1,4,1,0,0,2,38,0
12571,0,2,11,9,2,2,0,4,1,0,0,2,38,1
21446,0,2,9,13,4,9,3,1,1,0,0,2,38,0
2920,2,2,11,9,0,5,1,4,1,0,3,0,38,0
15982,0,2,15,10,4,7,3,4,1,0,0,2,38,0
16700,0,1,12,14,2,9,5,4,0,0,0,1,38,1
12685,0,2,11,9,4,13,1,2,1,0,0,2,38,0
32376,1,4,11,9,4,4,4,4,1,0,0,2,38,0
9017,2,2,5,4,2,11,0,4,1,0,0,0,38,0
4866,0,0,11,9,4,0,3,4,1,0,0,1,38,0
33240,1,2,11,9,4,12,2,4,1,0,0,2,38,0
24450,0,2,11,9,2,6,0,4,1,0,0,2,38,0
110,0,2,15,10,4,10,3,4,1,0,0,1,38,0
30749,1,2,6,5,2,6,0,2,1,4,0,2,38,0
25840,0,2,11,9,2,2,0,4,1,0,0,2,38,0
39220,0,2,9,13,0,0,1,4,1,0,0,2,38,0
149,0,2,11,9,2,2,0,4,1,0,0,2,38,0
698,2,2,11,9,2,3,0,4,1,0,0,2,38,0
10302,0,2,11,9,0,0,1,4,0,0,0,2,38,0
37478,1,2,15,10,2,11,0,4,1,0,0,2,38,1
10859,0,2,15,10,4,13,1,4,1,0,0,2,38,0
39165,1,2,7,12,0,0,1,4,0,0,0,2,38,0
9645,0,2,11,9,2,12,0,4,1,4,0,1,38,1
14152,0,2,15,10,4,12,3,4,0,0,0,2,26,0
3246,1,2,0,6,2,6,0,4,1,0,0,2,38,0
20981,0,2,15,10,4,11,2,4,0,0,0,1,38,0
39308,1,2,9,13,4,9,1,4,0,0,3,2,38,0
14317,2,2,0,6,6,13,1,4,0,4,0,2,38,0
35506,0,2,14,15,4,12,3,4,0,0,0,1,38,0
1500,0,2,11,9,4,11,1,4,1,0,3,2,7,0
2438,0,4,11,9,2,4,0,4,1,0,0,3,38,0
16127,0,2,11,9,4,5,3,4,1,0,0,1,38,0
32193,0,2,9,13,4,9,1,4,1,0,0,2,38,0
7477,1,2,9,13,2,6,0,4,1,0,0,2,28,0
28222,0,4,8,11,4,7,2,4,0,0,0,2,38,0
34840,1,2,5,4,2,6,0,4,1,0,0,2,38,0
44134,1,2,3,2,2,5,0,4,1,0,0,2,21,0
5646,0,2,9,13,4,11,3,4,0,0,3,2,38,0
2082,0,2,11,9,4,5,1,2,1,0,0,2,38,0
17730,0,1,11,9,0,0,3,4,0,0,3,2,38,0
632,1,2,15,10,5,11,2,4,0,0,0,2,38,0
44527,0,2,11,9,4,5,3,2,1,0,0,2,38,0
28497,0,4,11,9,2,6,0,4,1,0,0,2,38,0
44444,1,2,9,13,4,11,4,2,0,0,0,1,38,1
44025,0,2,0,6,5,6,3,4,1,0,0,1,25,0
14485,0,2,15,10,2,11,5,4,0,0,0,1,38,0
6542,1,2,15,10,0,5,4,4,0,0,0,2,38,0
12961,2,2,11,9,2,6,0,2,1,0,0,2,38,0
55,0,2,15,10,0,11,1,4,1,0,0,2,38,0
2032,0,2,9,13,4,9,1,4,1,0,3,2,38,1
34796,0,2,9,13,2,9,5,4,0,0,0,1,38,1
4489,2,2,14,15,6,9,1,4,0,0,3,2,38,1
1399,1,4,10,16,0,9,4,4,1,0,0,3,1,1
41126,0,2,14,15,0,12,1,4,0,0,0,1,38,0
43661,0,2,0,6,3,7,1,2,0,0,0,1,38,0
9770,1,2,9,13,2,3,0,4,1,0,0,3,38,1
10423,1,1,11,9,5,0,4,2,0,0,0,2,38,0
21603,0,2,15,10,4,12,1,4,0,0,0,1,38,0
15631,1,2,1,7,6,7,1,2,0,0,0,1,38,0
2138,2,2,0,6,6,2,4,2,0,0,3,2,38,0
35862,0,2,14,15,2,9,0,4,1,0,3,2,38,1
7218,1,1,12,14,2,9,0,4,1,0,0,2,38,0
40354,0,2,7,12,4,2,1,4,1,0,0,1,38,0
33298,0,1,12,14,2,9,0,4,1,0,0,2,38,0
38079,0,2,11,9,2,2,0,4,1,0,0,2,38,0
14539,0,2,11,9,4,3,2,4,0,0,0,2,38,0
40733,0,2,11,9,2,11,0,4,1,0,0,3,38,0
36583,0,2,8,11,2,11,0,4,1,4,0,2,38,0
16610,1,2,6,5,0,7,1,4,0,0,0,1,1,0
32980,1,5,11,9,5,0,4,4,0,0,0,1,38,0
12935,0,2,11,9,2,11,0,4,1,0,0,2,38,0
44652,0,2,6,5,2,4,0,2,1,0,0,2,38,0
2121,1,2,15,10,0,11,4,1,0,0,0,2,38,0
554,1,3,15,10,2,2,0,4,1,0,3,2,38,0
40666,0,4,11,9,2,2,0,4,1,0,0,2,38,0
34369,1,2,11,9,0,11,1,4,0,0,0,2,10,0
8386,0,2,9,13,2,3,0,4,1,0,0,2,38,0
357,1,2,1,7,6,0,4,4,0,0,0,2,38,0
20761,0,2,8,11,2,2,0,4,1,0,0,2,38,0
31797,0,2,15,10,4,0,1,4,0,0,0,2,38,0
11573,0,2,5,4,4,5,1,4,1,0,0,2,38,0
39956,1,3,1,7,6,3,1,4,0,0,0,1,38,0
12361,0,2,15,10,4,7,1,4,1,0,0,1,38,0
11711,0,2,15,10,4,2,1,4,1,0,0,2,38,0
32381,0,2,11,9,2,11,0,4,1,0,0,2,38,0
3274,2,2,11,9,4,12,1,4,0,0,0,0,38,0
15843,1,4,11,9,2,11,0,4,1,0,0,2,38,0
19300,0,2,2,8,2,2,0,4,1,0,0,2,38,0
2772,0,2,1,7,4,7,3,4,1,0,0,1,38,0
27454,0,4,15,10,2,3,0,4,1,0,0,2,38,1
15462,0,2,15,10,4,2,3,1,1,0,3,2,29,0
12044,1,2,15,10,2,2,0,4,1,0,0,2,38,0
8417,1,2,11,9,5,7,1,4,0,0,0,1,38,0
12676,1,1,9,13,2,3,0,4,1,0,0,2,38,1
9334,1,2,11,9,4,5,2,4,1,0,0,2,38,0
29797,0,1,11,9,4,7,3,4,0,0,0,2,38,0
15907,0,2,15,10,4,11,1,4,1,0,0,1,38,0
11862,0,2,11,9,0,11,4,4,0,0,0,1,38,0
1170,1,2,15,10,0,11,4,4,1,0,3,2,38,0
30675,1,2,11,9,0,13,1,4,1,0,0,2,38,0
15876,0,2,9,13,4,3,3,4,1,0,0,1,38,0
22896,0,2,8,11,4,12,1,4,1,0,0,2,38,0
2801,0,2,15,10,4,13,1,4,1,4,0,2,38,0
34281,0,2,9,13,4,9,1,4,1,0,0,1,38,0
7766,0,2,11,9,4,5,1,2,1,0,0,1,38,0
9114,1,0,14,15,2,0,0,4,1,0,0,2,38,1
34693,1,1,12,14,4,9,1,4,0,0,0,2,38,1
15492,0,2,15,10,2,13,0,4,1,0,0,2,38,0
38597,1,2,9,13,2,3,0,4,1,0,3,1,38,1
30523,2,4,15,10,0,3,1,4,1,0,0,2,38,1
2370,0,2,9,13,4,11,3,4,1,0,0,2,38,0
6433,0,2,9,13,2,9,0,4,1,4,0,2,38,1
38836,1,4,15,10,6,2,1,2,1,0,0,1,38,0
31093,0,2,9,13,4,3,1,4,0,0,0,2,10,0
3130,0,2,11,9,2,6,0,4,1,0,0,2,38,0
32218,0,2,15,10,4,0,1,4,1,0,0,2,38,0
22671,0,2,9,13,2,11,0,4,1,0,0,3,38,1
10112,1,4,10,16,5,9,1,4,1,0,3,2,38,0
27831,0,2,15,10,4,7,3,4,0,0,0,2,38,0
24614,1,2,9,13,2,0,0,1,1,0,0,2,39,0
42409,0,2,11,9,2,5,0,4,1,0,0,2,38,0
19470,0,2,11,9,2,6,0,4,1,0,0,2,38,0
32384,1,2,15,10,2,7,0,3,1,0,0,2,25,0
41568,1,2,11,9,4,5,3,4,1,0,0,2,30,0
5920,0,4,6,5,4,7,3,2,1,0,0,1,38,0
33182,0,2,11,9,2,2,0,4,1,4,0,2,38,1
43242,0,2,0,6,4,7,3,4,0,0,0,1,38,0
34001,0,2,2,8,4,7,3,4,0,0,3,1,38,0
4352,1,2,11,9,5,2,1,4,1,0,0,1,38,0
37150,0,2,11,9,0,2,4,4,1,0,0,1,38,0
44938,0,4,9,13,2,11,5,4,0,0,0,2,38,0
17054,0,2,11,9,2,2,0,4,1,0,0,2,38,0
38727,0,1,11,9,4,4,3,4,1,0,0,2,38,0
14172,0,2,15,10,4,0,4,2,0,0,0,2,10,0
16394,1,2,11,9,2,2,0,2,1,0,0,3,38,1
11845,0,2,15,10,4,11,3,4,0,0,0,1,38,0
11495,1,4,15,10,0,7,1,4,1,0,0,1,38,0
4311,0,2,11,9,4,13,1,4,1,0,0,2,38,0
40227,1,3,12,14,2,9,0,4,1,4,0,2,38,1
2404,1,0,12,14,2,9,0,4,1,4,0,1,38,1
36001,1,2,15,10,2,2,0,4,1,0,0,3,38,0
41509,1,2,12,14,2,3,0,4,1,0,0,2,38,1
7828,2,1,15,10,6,0,1,4,0,0,0,1,38,0
16667,1,2,1,7,6,0,4,4,0,0,0,2,38,0
13300,1,2,7,12,0,11,1,4,1,0,0,1,38,0
13372,1,2,15,10,4,7,1,1,1,0,0,2,38,0
8047,1,1,9,13,4,9,1,4,0,0,0,2,38,0
36004,2,3,11,9,2,7,0,4,1,0,0,2,38,0
18609,1,2,15,10,2,13,0,4,1,4,0,3,38,1
858,0,4,0,6,2,13,0,4,1,0,0,3,38,0
32397,2,4,11,9,2,11,0,4,1,0,0,2,38,0
36075,1,2,11,9,0,7,4,2,0,0,0,1,38,0
11325,1,4,11,9,2,2,0,4,1,0,0,2,1,1
7467,1,2,11,9,5,6,4,4,0,0,0,2,38,0
32475,1,4,0,6,2,13,0,4,1,0,0,2,38,0
16831,0,2,9,13,4,3,1,4,1,0,0,2,38,1
2097,0,3,9,13,4,0,3,4,1,0,0,1,38,0
11254,0,2,9,13,2,9,5,4,0,4,0,2,8,1
41833,0,2,11,9,4,4,4,4,1,0,0,2,38,0
39794,0,2,0,6,2,11,5,4,0,0,0,2,38,0
37159,2,1,11,9,6,13,1,2,0,0,0,2,38,0
15654,0,2,15,10,2,2,0,4,1,0,0,2,38,0
10602,1,2,11,9,4,7,1,4,0,0,0,2,38,0
18958,1,2,11,9,0,0,4,2,0,0,0,2,38,0
21218,0,5,15,10,4,7,3,4,0,0,0,0,38,0
265,0,2,11,9,4,3,1,2,1,0,0,2,38,0
11330,0,2,11,9,2,13,0,4,1,0,0,2,38,1
3544,0,2,11,9,4,7,4,2,0,0,0,2,38,0
22016,0,2,2,8,4,11,1,4,1,0,0,2,38,0
37451,1,3,12,14,2,3,0,4,1,0,0,3,38,1
43970,0,2,12,14,2,3,0,4,1,0,0,2,38,1
31785,1,1,9,13,2,3,0,4,1,0,0,3,25,1
25645,1,2,5,4,2,13,0,4,1,0,0,4,38,1
32178,1,2,15,10,2,13,0,4,1,0,0,3,38,0
32836,0,2,7,12,2,11,5,4,0,0,0,1,38,0
35313,2,2,1,7,2,11,0,4,1,0,0,1,38,0
24165,0,2,1,7,4,0,3,4,0,0,0,0,38,0
6363,0,2,15,10,4,9,1,3,0,0,0,1,38,0
