,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
93,2,1,155233,11,9,6,0,4,4,0,0,0,0,38,0
94,1,2,75826,0,6,5,6,1,4,0,0,0,0,38,0
95,1,1,201520,11,9,2,10,0,4,1,0,0,0,38,0
96,0,2,154236,11,9,4,13,3,4,1,1,0,0,38,0
97,0,2,289227,15,10,4,5,3,2,1,0,0,0,38,0
98,0,2,217439,11,9,4,7,1,4,0,0,0,0,38,0
99,0,2,179020,11,9,4,6,3,4,0,0,0,0,38,0
100,0,2,149624,15,10,2,2,0,4,1,0,0,0,38,0
101,0,2,337266,8,11,2,3,0,4,1,0,0,0,38,1
102,1,2,103541,15,10,2,5,0,4,1,0,0,0,38,0
103,0,2,206721,11,9,4,5,4,4,1,0,0,0,38,0
104,1,2,96773,11,9,2,2,0,4,1,0,0,0,38,0
105,0,2,200967,1,7,4,7,1,4,0,0,0,0,38,0
106,1,2,180019,11,9,3,0,4,4,0,0,0,0,38,0
107,1,2,179866,9,13,0,11,4,4,0,0,0,0,38,1
108,1,1,198770,9,13,0,9,4,4,0,0,0,1,38,0
109,0,2,219256,15,10,4,11,3,4,0,0,0,0,38,0
110,0,2,248730,15,10,4,10,3,4,1,0,0,0,38,0
111,1,2,110732,15,10,0,12,1,4,0,0,0,0,38,0
112,1,2,181020,11,9,0,5,4,4,0,0,0,0,38,0
113,2,2,183791,11,9,0,0,1,4,0,0,0,0,38,0
114,1,0,42972,10,16,2,9,5,4,0,0,0,0,38,1
115,0,2,134813,11,9,4,9,3,4,1,0,0,0,38,0
116,0,4,115438,11,9,2,2,0,4,1,0,0,1,20,1
117,1,2,239296,12,14,2,9,0,4,1,0,1,1,38,1
118,1,2,428420,15,10,2,0,0,4,1,0,0,0,38,0
119,0,2,247846,11,9,4,2,4,2,0,0,0,0,38,0
120,1,3,100793,10,16,2,9,0,4,1,0,0,0,38,1
121,2,2,244478,11,9,2,2,0,2,1,0,0,0,38,0
122,0,2,142921,7,12,4,9,1,4,0,0,0,0,38,0
123,1,2,182863,11,9,2,11,0,4,1,0,0,1,38,1
124,1,2,171128,5,4,2,6,0,2,1,0,0,0,38,0
125,1,2,145402,11,9,2,6,5,4,0,0,0,0,38,0
126,0,2,306309,0,6,2,4,0,4,1,0,0,0,38,0
127,1,2,83822,12,14,2,9,0,4,1,0,0,0,38,0
128,0,2,262118,15,10,4,0,3,1,0,0,0,0,10,0
129,1,2,155972,11,9,2,3,0,4,1,1,0,1,38,1
130,1,3,214503,11,9,2,3,0,4,1,0,1,0,38,1
131,1,2,159303,12,14,4,9,3,4,0,0,0,0,38,0
132,1,4,174995,11,9,6,3,1,4,0,0,0,0,38,0
133,1,2,26669,8,11,6,3,4,4,0,0,0,0,38,0
134,1,2,177727,11,9,2,11,0,4,1,0,0,0,38,1
135,2,2,124771,9,13,2,3,0,4,1,1,0,1,38,1
136,0,2,456736,11,9,4,11,1,4,1,1,0,0,38,0
137,0,2,216604,15,10,4,7,1,2,1,0,0,0,38,0
138,0,2,221561,1,7,2,7,5,2,0,0,0,0,38,0
139,1,2,114564,5,4,2,6,0,4,1,0,0,0,38,0
140,0,2,315476,1,7,4,2,4,4,1,0,0,0,38,0
141,1,5,67874,9,13,2,0,0,4,1,0,1,0,38,1
142,0,2,126110,15,10,4,0,3,4,0,0,0,0,38,0
143,0,1,102264,11,9,4,2,1,4,1,0,0,0,38,0
144,0,2,537222,9,13,4,11,1,4,1,0,0,0,38,0
145,1,2,113732,15,10,4,5,4,2,0,0,1,0,38,0
146,1,3,93225,9,13,0,3,1,4,1,0,0,0,38,0
147,2,2,43064,1,7,2,7,0,4,1,0,0,0,38,0
148,1,2,136921,11,9,2,11,0,4,1,0,0,0,38,0
149,0,2,388885,11,9,2,2,0,4,1,0,0,0,38,0
150,0,2,142249,9,13,4,11,3,4,1,0,0,0,38,0
151,1,5,56841,12,14,2,3,0,4,1,0,0,0,38,1
152,1,2,156493,15,10,2,3,0,4,1,0,0,0,38,1
153,2,4,159021,10,16,2,9,0,4,1,0,0,0,38,1
154,1,2,190910,11,9,2,2,0,4,1,0,0,0,38,0
155,0,2,41879,11,9,4,5,4,4,1,0,0,0,38,0
156,2,1,137249,11,9,0,3,1,4,1,0,0,0,38,0
157,2,2,236157,11,9,2,9,0,4,1,0,1,0,38,1
158,1,2,189759,12,14,4,9,1,4,1,0,0,0,38,0
159,0,2,239877,9,13,4,0,1,4,0,0,0,0,38,0
160,2,2,21175,2,8,2,3,0,4,1,0,0,1,38,0
161,1,1,67229,12,14,5,0,4,2,0,0,0,0,38,0
162,1,2,236391,15,10,2,3,0,4,1,0,0,0,38,1
163,0,2,325596,8,11,2,6,0,4,1,0,0,0,38,0
164,1,2,83411,15,10,2,6,0,4,1,0,0,0,38,0
165,1,3,154227,11,9,2,11,0,4,1,0,0,1,38,1
166,1,2,248010,15,10,2,6,0,4,1,0,1,0,38,1
167,1,2,198613,12,14,4,3,3,4,1,1,0,0,38,0
168,2,3,321529,15,10,2,3,0,4,1,1,0,0,38,1
169,1,2,203079,9,13,6,3,1,4,0,0,0,1,38,0
170,1,2,284652,11,9,0,11,4,2,0,0,0,0,38,0
171,2,2,59840,11,9,0,5,1,4,1,0,0,0,38,0
172,0,2,52753,11,9,4,6,1,4,1,0,0,1,38,0
173,0,2,199266,11,9,4,7,1,4,0,0,0,0,38,0
174,1,2,196385,9,13,2,3,0,4,1,0,1,0,38,1
175,1,2,163205,9,13,5,9,1,4,1,0,0,1,38,1
176,1,2,411047,15,10,0,0,1,2,0,0,0,0,38,0
177,0,2,209440,11,9,4,9,4,2,0,0,0,1,38,0
178,1,2,56964,15,10,0,3,4,4,0,0,0,0,38,0
179,1,2,299197,15,10,4,13,1,4,1,0,0,0,38,0
180,1,3,240628,14,15,2,9,5,4,0,0,0,1,38,1
181,0,2,355313,11,9,4,6,1,4,0,0,0,0,38,0
182,0,2,132267,11,9,2,5,0,4,1,0,0,0,38,1
183,2,1,174861,15,10,2,10,0,4,1,0,0,0,38,1
184,0,3,142443,9,13,2,3,0,4,1,0,0,1,38,0
185,2,2,26716,9,13,0,2,1,4,1,0,0,0,38,0
186,1,1,185588,9,13,0,9,4,4,0,0,0,0,38,0
187,1,2,175029,8,11,2,9,0,4,1,0,0,0,38,1
188,1,3,34848,9,13,2,11,0,4,1,0,0,1,38,0
189,1,2,411273,5,4,2,2,0,2,1,0,0,0,38,0
190,2,1,143437,11,9,2,3,0,4,1,0,0,0,38,0
191,1,2,357145,9,13,2,9,5,4,0,0,0,1,38,1
192,1,2,236861,15,10,2,11,0,4,1,0,0,1,38,1
193,0,2,53355,1,7,4,11,1,4,1,0,0,0,38,0
194,0,2,29106,15,10,4,7,3,4,0,0,0,1,38,0
195,1,0,213274,8,11,0,2,4,4,0,1,0,0,38,0
196,1,2,22463,9,13,2,13,0,4,1,0,0,0,38,0
197,0,2,180497,9,13,4,12,3,2,0,0,0,0,38,0
198,1,2,37306,11,9,2,6,0,4,1,0,0,0,38,0
199,1,0,137814,11,9,4,7,1,4,1,0,0,0,38,0
200,0,2,447488,4,3,4,6,2,4,1,0,0,0,25,0
201,1,2,220915,8,11,5,2,1,4,1,0,0,0,38,0
202,0,2,42251,9,13,4,3,1,4,0,0,0,0,38,0
203,1,2,162312,9,13,2,0,0,1,1,0,0,0,29,0
204,0,2,77698,11,9,4,6,1,1,0,0,0,0,29,0
205,1,2,282951,11,9,4,2,4,4,1,0,0,0,38,0
206,2,3,311259,11,9,2,11,0,4,1,0,0,0,38,1
207,2,1,65479,6,5,2,13,0,4,1,1,0,0,38,1
208,1,2,277256,15,10,2,2,0,4,1,0,0,0,38,0
209,1,2,312088,9,13,2,9,0,4,1,1,0,0,38,1
210,2,1,169719,11,9,2,3,0,4,1,0,0,0,38,0
211,0,2,96869,2,8,4,8,3,4,1,0,0,0,38,0
212,1,2,237943,14,15,2,9,0,4,1,0,0,1,38,0
213,2,2,119751,12,14,4,3,4,1,0,0,0,1,36,0
214,1,2,236861,11,9,2,12,0,4,1,0,0,0,38,1
215,2,4,201092,11,9,2,7,0,4,1,0,0,0,38,0
216,1,2,147215,8,11,0,12,4,4,0,0,0,1,38,0
217,2,2,152373,15,10,2,12,0,4,1,1,0,0,38,0
218,1,2,227968,11,9,4,7,4,2,0,0,0,0,13,0
219,0,2,362617,15,10,4,11,1,4,0,0,0,0,38,0
220,1,2,103435,11,9,2,13,0,4,1,0,0,0,38,0
221,0,1,281412,11,9,4,7,3,4,0,0,0,0,38,0
222,2,4,105239,11,9,2,2,0,4,1,0,1,1,38,0
223,0,2,230165,15,10,4,7,3,4,0,0,0,0,38,0
224,2,4,177493,15,10,2,13,0,4,1,0,0,0,38,0
225,0,0,104443,15,10,4,0,3,4,0,0,0,0,38,0
226,1,2,143385,11,9,2,5,0,4,1,0,0,0,38,0
227,0,2,107189,11,9,2,11,3,4,0,0,0,0,38,0
228,1,2,212944,11,9,2,13,0,4,1,0,0,1,38,1
229,1,5,138634,11,9,2,6,0,4,1,0,0,0,38,0
230,0,2,99970,15,10,4,11,3,4,1,0,0,0,38,0
231,1,2,203717,8,11,4,2,1,4,1,0,0,1,38,0
232,0,2,313956,9,13,2,9,0,4,1,0,0,0,38,1
233,0,2,193868,9,13,4,12,3,4,1,0,0,1,38,0
234,0,2,250939,15,10,4,6,2,4,1,0,0,0,38,0
235,2,0,57629,15,10,0,12,1,2,1,1,0,0,38,0
236,1,2,281768,11,9,4,7,1,2,0,0,0,0,38,0
237,0,5,260782,11,9,4,7,1,4,1,0,0,0,38,0
238,2,4,243769,14,15,4,9,1,4,1,0,1,0,38,0
239,1,2,109937,15,10,2,3,5,4,0,0,0,1,38,0
240,0,1,134890,12,14,4,9,1,4,1,0,0,0,38,0
241,0,2,100293,15,10,4,9,1,4,0,0,0,0,38,0
242,0,2,132179,9,13,4,0,3,4,0,0,0,0,38,0
243,0,2,116372,12,14,4,3,1,4,0,0,0,0,38,0
244,0,2,255412,15,10,2,5,0,4,1,1,0,0,38,1
245,0,2,342400,0,6,2,2,0,4,1,0,0,0,38,0
246,1,2,169085,1,7,2,11,5,4,0,0,0,0,38,0
247,0,2,177221,11,9,2,3,0,4,1,0,0,1,38,0
248,2,2,65325,0,6,2,13,0,4,1,0,0,0,38,1
249,2,2,118944,15,10,2,3,5,4,0,0,0,0,38,1
250,1,5,149337,12,14,4,3,1,4,1,0,0,0,38,0
251,0,2,106183,11,9,4,7,3,0,0,0,0,0,38,0
252,1,2,226388,11,9,0,7,1,2,1,0,0,1,38,0
253,0,2,220754,1,7,4,5,3,4,1,0,0,0,38,0
254,2,3,204021,9,13,2,2,0,4,1,1,0,1,38,1
255,0,2,347391,15,10,4,10,1,2,1,0,0,1,38,0
256,1,0,413930,11,9,2,2,0,4,1,0,0,0,38,1
257,1,2,174201,11,9,2,5,0,4,1,0,0,0,38,1
258,0,2,145917,11,9,4,5,1,4,0,0,0,0,38,0
259,1,2,241797,15,10,0,12,4,4,0,0,0,0,38,0
260,1,2,265168,9,13,2,11,0,2,1,0,0,1,38,0
261,1,2,171234,15,10,4,6,1,4,0,0,0,0,38,0
262,0,2,178452,11,9,4,6,3,2,1,0,0,0,38,0
263,1,2,157857,15,10,2,10,0,4,1,0,0,0,38,1
264,2,0,512864,15,10,2,13,0,2,1,0,0,0,38,0
265,0,2,296462,11,9,4,3,1,2,1,0,0,0,38,0
266,1,2,171615,11,9,2,3,0,4,1,0,0,1,38,1
267,2,2,214071,0,6,2,5,0,4,1,0,0,0,38,0
268,0,2,172421,15,10,2,11,0,4,1,0,0,0,38,0
269,1,2,195488,0,6,0,0,4,4,0,0,0,0,38,0
270,0,2,316841,15,10,2,7,0,4,1,0,0,0,38,0
271,0,2,236267,11,9,4,6,4,4,1,0,1,0,38,0
272,0,2,236543,6,5,2,7,0,4,1,0,0,0,7,1
273,0,2,318483,11,9,4,11,3,4,1,0,0,0,38,0
274,1,4,163756,8,11,4,4,1,4,1,1,0,1,38,1
275,0,2,238186,11,9,2,6,2,4,1,0,1,0,38,0
276,1,2,329980,15,10,2,2,0,4,1,0,0,0,38,1
277,0,2,169269,1,7,4,5,2,4,1,0,1,0,32,0
278,1,1,34744,15,10,0,0,4,4,0,0,0,0,38,0
279,0,2,98114,11,9,0,3,3,4,0,0,0,0,38,0
280,0,2,109667,15,10,4,5,3,4,1,0,0,0,38,0
281,1,2,147430,11,9,2,0,3,4,0,0,0,0,38,0
282,0,2,224238,9,13,4,0,3,4,1,0,0,0,38,0
283,1,3,212894,9,13,2,3,0,4,1,0,0,1,38,1
284,2,4,136708,11,9,2,11,0,1,1,1,0,1,39,0
285,2,1,38573,7,12,2,12,0,4,1,0,0,0,38,1
286,0,2,197200,15,10,4,5,3,4,1,0,0,0,38,0
287,2,4,182796,15,10,2,4,0,4,1,0,0,1,38,0
288,1,2,184527,9,13,0,3,4,4,0,1,0,0,38,1
289,1,2,145231,11,9,2,0,5,4,0,1,0,0,38,0
290,2,2,43354,15,10,0,2,1,4,1,0,0,0,38,1
291,0,2,355712,15,10,4,11,1,4,0,0,0,0,38,0
292,1,2,98776,9,13,2,3,0,4,1,0,0,0,38,1
293,2,2,257557,11,9,2,6,0,2,1,0,0,0,38,1
294,0,2,102258,15,10,0,10,1,4,1,0,0,0,38,0
295,2,3,170287,9,13,2,3,0,4,1,0,0,0,38,0
296,1,2,243409,11,9,2,2,0,4,1,0,0,0,38,0
297,2,2,55608,3,2,2,6,0,4,1,0,0,0,25,0
298,0,2,248057,11,9,5,5,3,4,1,0,0,0,32,0
299,1,2,95530,12,14,2,9,0,4,1,0,0,1,38,0
300,1,1,54038,12,14,0,9,4,4,0,0,0,0,38,0
301,0,2,161245,1,7,4,7,3,4,1,0,0,0,38,0
302,1,4,388725,15,10,2,4,0,4,1,0,0,1,38,1
303,0,2,228216,11,9,4,5,3,4,1,0,0,0,38,0
304,2,2,78020,11,9,2,2,0,4,1,0,0,0,38,1
305,1,2,249254,11,9,0,0,4,4,0,1,0,0,38,0
306,1,2,87218,12,14,2,3,0,4,1,0,1,1,38,1
307,0,2,304299,11,9,4,11,4,4,0,0,0,0,38,0
308,1,2,196234,6,5,0,7,4,4,0,0,0,1,5,0
309,2,2,197875,0,6,6,7,4,4,0,0,0,0,38,0
310,1,3,48063,11,9,2,4,0,4,1,0,0,1,38,0
311,1,2,253596,9,13,0,3,4,4,0,0,0,0,38,0
312,0,2,39257,11,9,2,13,0,4,1,0,0,0,38,1
313,1,2,56150,9,13,4,2,1,4,1,1,0,0,38,0
314,1,2,179415,4,3,2,7,0,4,1,0,0,0,25,0
315,1,2,252445,12,14,2,9,0,4,1,0,0,0,38,1
316,2,2,275918,11,9,2,3,0,4,1,1,0,0,38,1
317,0,2,106562,9,13,4,9,1,4,0,0,0,1,38,1
318,1,2,198654,11,9,0,3,4,2,0,1,0,0,38,1
319,2,2,107318,5,4,2,2,0,4,1,1,0,1,38,1
320,0,2,181896,11,9,4,7,3,4,0,0,0,0,38,0
321,1,2,106014,8,11,0,2,4,4,1,0,0,0,38,0
322,0,2,197997,11,9,4,5,3,4,1,0,0,0,38,0
323,1,1,173542,11,9,0,0,4,4,0,0,0,0,38,0
324,1,2,207564,15,10,2,7,5,4,0,0,0,0,38,1
325,1,2,224462,11,9,2,13,0,4,1,0,0,1,38,1
326,1,2,123361,9,13,2,9,0,2,1,0,0,1,38,1
327,1,2,90409,9,13,4,11,1,4,1,0,0,0,38,0
328,1,4,165001,14,15,2,9,0,4,1,1,0,1,38,1
329,1,0,149573,7,12,4,10,1,2,1,0,0,0,38,0
330,1,2,249456,9,13,4,0,3,2,0,0,0,0,38,0
331,1,2,149898,1,7,2,2,0,4,1,0,0,0,38,0
332,1,2,292985,15,10,0,2,1,4,1,0,0,1,38,0
333,2,2,50223,15,10,0,5,2,4,1,0,0,0,38,0
334,0,1,400074,15,10,2,3,3,4,0,0,0,0,38,0
335,2,2,197399,11,9,2,2,0,4,1,0,0,1,38,1
336,1,3,209547,14,15,2,9,0,4,1,0,0,0,38,1
337,1,2,52433,15,10,2,11,0,4,1,0,0,1,38,0
338,1,4,355978,15,10,2,11,0,4,1,0,0,1,38,1
339,1,4,48214,12,14,2,9,5,4,0,0,0,0,38,0
340,0,2,190873,0,6,0,7,4,4,0,0,0,0,10,0
341,0,2,278390,15,10,2,11,0,4,1,0,0,1,38,0
342,1,2,203217,5,4,5,2,1,4,1,0,0,0,25,0
343,0,2,279175,11,9,2,2,0,4,1,0,0,0,38,0
344,1,4,194590,9,13,2,11,0,4,1,0,0,0,38,0
345,1,4,198813,11,9,4,2,3,4,1,0,0,0,38,0
346,1,2,187294,11,9,2,3,0,4,1,0,0,0,38,1
347,0,2,302903,9,13,2,9,5,1,0,0,1,0,38,0
348,0,2,154835,11,9,4,3,3,1,0,0,0,0,34,0
349,0,2,100345,11,9,4,2,2,4,1,0,0,0,38,0
350,1,4,126320,11,9,2,3,0,2,1,0,0,0,38,1
351,0,2,142226,9,13,0,12,1,4,0,0,0,0,38,0
352,2,4,112076,10,16,1,3,5,4,0,0,1,0,38,1
353,2,2,225339,11,9,6,0,4,2,0,0,0,0,38,0
354,0,2,211208,1,7,2,13,0,4,1,0,0,1,38,1
355,1,2,200808,1,7,2,7,0,4,1,0,0,0,3,0
356,1,2,220618,11,9,0,0,4,2,0,0,0,0,38,0
357,1,2,210493,1,7,6,0,4,4,0,0,0,0,38,0
358,2,4,369734,11,9,2,0,5,4,0,0,0,0,38,0
359,1,2,27898,11,9,2,3,0,4,1,0,1,1,38,1
360,1,2,138193,9,13,0,9,2,4,0,0,0,1,38,1
361,1,2,224234,11,9,4,13,3,2,1,0,0,0,38,0
362,1,1,188741,12,14,4,9,1,4,0,0,0,1,38,0
363,0,2,183772,11,9,4,2,4,4,0,0,0,0,38,0
364,1,2,79586,11,9,5,6,3,1,1,0,0,1,38,0
365,1,2,355781,9,13,2,3,0,1,1,0,0,0,23,1
366,1,2,116358,12,14,2,3,0,1,1,0,0,0,18,0
367,1,2,59287,9,13,2,3,0,4,1,0,0,0,38,0
368,1,2,138868,9,13,4,11,1,4,0,0,0,0,38,0
369,0,2,185885,7,12,4,12,2,4,0,0,0,0,38,0
370,0,2,40299,1,7,4,11,3,4,0,0,0,0,38,0
371,1,2,51494,11,9,2,6,0,4,1,0,0,1,38,0
372,1,2,179481,11,9,4,13,3,4,1,0,0,1,38,0
373,1,2,365907,9,13,0,0,4,4,0,0,0,0,38,0
374,0,2,284343,11,9,4,6,1,4,1,0,0,0,38,0
375,0,2,204862,15,10,4,3,3,4,0,0,0,0,38,0
376,1,2,272476,9,13,2,9,5,4,0,0,0,0,38,1
377,1,2,175130,1,7,0,13,4,4,0,0,0,0,38,0
378,1,2,118941,11,9,2,0,5,4,0,0,0,0,38,1
379,0,2,164339,11,9,4,5,3,4,1,1,0,1,38,0
380,1,0,55457,0,6,2,0,0,4,1,0,0,0,25,0
381,1,2,280292,0,6,2,13,0,4,1,0,0,0,38,1
382,0,2,446894,11,9,2,5,0,4,1,0,0,0,38,0
383,1,5,67083,15,10,2,9,2,1,1,0,0,0,0,0
384,2,3,159219,14,15,2,9,0,4,1,1,0,0,38,1
385,2,3,168539,9,13,4,3,1,4,1,0,0,0,38,0
386,1,2,150309,11,9,0,2,1,4,0,0,0,0,38,0
387,0,2,122999,15,10,4,12,2,4,1,0,0,0,38,0
388,0,2,302195,9,13,4,11,1,4,1,0,0,0,38,0
389,0,2,210982,8,11,5,0,4,2,0,1,0,0,38,0
390,1,2,177140,11,9,5,0,1,4,1,0,0,0,38,1
391,2,2,113838,11,9,0,7,1,4,0,0,0,0,38,0
392,0,2,97165,15,10,4,0,4,4,0,0,0,0,38,0
393,1,2,104301,1,7,4,7,3,4,0,0,0,0,38,0
394,2,3,115931,11,9,2,13,0,4,1,0,0,1,38,0
395,0,2,147280,11,9,4,7,3,3,1,0,0,0,38,0
396,1,2,185433,15,10,2,0,5,2,0,0,0,0,38,1
397,0,2,599057,11,9,4,3,1,2,0,0,0,0,38,0
398,2,4,71467,12,14,2,9,0,4,1,0,0,0,38,0
399,1,2,183977,9,13,2,2,0,4,1,0,0,1,38,1
400,1,4,196858,11,9,2,3,0,4,1,0,0,1,38,0
401,1,2,160594,9,13,2,3,0,4,1,0,1,1,38,1
402,1,2,65278,11,9,2,0,0,4,1,1,0,0,38,0
403,0,2,102258,9,13,2,11,0,4,1,0,0,0,38,0
404,0,2,196947,9,13,4,11,3,4,0,0,0,0,38,0
405,1,4,233150,11,9,2,3,0,4,1,0,0,1,38,0
406,0,2,42857,15,10,4,11,3,4,0,0,0,0,38,0
407,1,2,118059,10,16,2,9,0,4,1,0,0,1,38,1
408,1,2,169262,15,10,2,3,0,4,1,1,0,1,38,0
409,0,2,95108,9,13,4,9,1,4,1,0,0,0,38,0
410,0,2,161092,9,13,4,0,3,4,1,0,0,0,38,0
411,0,2,345253,15,10,4,0,1,3,1,1,0,0,38,0
412,1,5,111275,11,9,2,13,0,4,1,0,0,0,38,0
413,2,4,178878,11,9,2,4,0,4,1,0,0,0,38,0
414,1,0,157237,12,14,2,9,0,4,1,0,0,0,38,1
415,1,2,155664,11,9,4,0,1,4,1,0,0,0,38,0
416,0,5,322658,9,13,4,3,1,4,0,0,0,0,38,0
417,0,2,208503,15,10,4,6,1,4,1,0,0,0,38,0
418,0,1,223326,15,10,4,10,3,4,1,0,1,0,38,0
419,1,2,20308,9,13,2,9,0,4,1,0,0,1,38,1
