age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
0,2,11,9,2,2,0,4,1,0,0,2,38
0,0,7,12,2,0,5,4,0,0,0,2,38
0,2,9,13,3,9,1,1,1,0,0,2,23
0,3,9,13,5,9,1,4,0,0,0,2,38
1,2,11,9,2,6,0,4,1,0,0,2,38
2,2,5,4,2,4,0,4,1,0,0,2,38
0,2,9,13,2,3,5,4,0,0,0,2,38
0,2,15,10,2,9,0,4,1,0,0,3,38
0,5,10,16,4,9,1,4,0,0,0,4,8
1,2,9,13,4,11,1,3,0,0,0,2,38
1,2,9,13,2,9,0,4,1,0,0,2,21
1,2,5,4,2,11,5,4,0,0,0,1,38
1,2,12,14,5,3,1,4,1,0,0,2,38
2,3,9,13,2,11,0,4,1,0,0,1,38
0,2,15,10,2,4,0,4,1,0,0,2,38
1,2,11,9,2,9,0,4,1,0,0,2,38
0,1,11,9,2,13,0,4,1,0,0,1,38
0,2,9,13,2,0,5,1,0,0,0,2,29
1,2,11,9,2,4,0,3,1,0,0,2,25
0,1,15,10,2,0,5,4,0,0,0,2,38
0,2,9,13,2,0,5,2,0,0,0,1,38
0,5,9,13,2,9,0,4,1,0,0,2,38
0,4,9,13,2,11,0,4,1,0,0,2,10
0,2,9,13,2,0,0,4,1,0,0,2,38
0,4,11,9,2,3,0,4,1,0,0,2,38
0,0,11,9,2,0,0,4,1,0,0,2,38
1,2,9,13,2,12,0,4,1,0,0,2,38
0,2,12,14,4,9,1,4,1,0,0,2,38
0,2,8,11,2,12,5,4,0,0,0,1,38
1,2,5,4,2,2,0,4,1,0,0,2,38
0,4,12,14,4,9,1,4,1,0,0,2,38
1,2,15,10,2,2,0,4,1,0,0,2,38
1,2,11,9,2,6,0,4,1,0,0,2,38
1,3,15,10,2,9,0,4,1,0,0,2,38
0,2,7,12,2,11,0,4,1,0,0,1,38
1,2,11,9,2,2,0,4,1,0,0,2,38
0,2,11,9,2,11,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
1,2,11,9,2,2,0,2,1,0,0,2,38
0,4,11,9,2,2,0,4,1,0,0,1,38
0,2,11,9,2,2,0,4,1,0,0,2,38
0,2,15,10,2,3,0,4,1,0,0,2,38
0,2,11,9,2,13,0,4,1,0,0,2,38
0,2,11,9,2,9,0,0,1,0,0,2,38
1,2,15,10,2,11,5,4,0,0,0,1,38
0,2,11,9,0,12,4,4,0,0,0,1,10
1,1,12,14,2,9,0,4,1,0,0,3,38
0,2,9,13,2,9,0,4,1,0,0,2,38
1,2,15,10,2,0,0,4,1,0,0,1,38
0,4,15,10,2,2,0,4,1,0,0,2,38
0,2,15,10,2,2,0,4,1,0,0,2,38
0,1,15,10,4,10,3,4,0,0,0,2,38
1,2,15,10,2,7,0,4,1,0,0,1,38
0,1,7,12,4,9,3,2,1,0,0,2,38
0,4,9,13,4,7,1,2,0,0,0,3,38
1,2,15,10,2,11,0,4,1,0,0,2,38
1,2,7,12,0,3,1,4,0,0,0,2,38
0,2,15,10,2,6,0,4,1,0,3,2,38
0,2,15,10,2,3,0,4,1,0,0,1,38
0,2,12,14,3,11,1,4,0,0,0,4,38
1,2,12,14,0,3,1,4,0,0,0,2,38
1,2,6,5,2,13,0,4,1,0,0,3,38
0,5,15,10,2,9,5,4,0,0,0,2,38
0,2,12,14,4,9,1,4,1,0,3,2,38
1,2,12,14,2,9,0,4,1,0,0,2,38
1,5,15,10,2,13,0,4,1,0,0,4,38
1,4,15,10,4,3,1,4,1,0,0,2,38
0,2,8,11,2,2,0,4,1,0,0,2,38
0,2,15,10,2,13,0,4,1,0,0,3,38
1,2,8,11,2,2,0,4,1,0,0,2,38
0,2,15,10,2,11,0,4,1,0,0,2,38
0,2,11,9,2,5,0,4,1,0,0,2,38
1,5,15,10,2,7,0,4,1,0,0,1,38
1,4,12,14,0,3,4,4,0,0,0,3,38
0,2,9,13,2,11,0,4,1,0,0,3,38
1,2,11,9,2,11,0,4,1,0,0,2,38
0,2,11,9,2,13,0,4,1,0,0,2,38
0,2,15,10,2,0,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
2,1,9,13,2,9,0,4,1,0,0,2,38
0,2,11,9,2,0,0,4,1,0,0,2,38
1,5,11,9,2,7,0,4,1,0,0,2,38
1,4,11,9,2,11,0,4,1,0,0,3,38
1,4,11,9,2,7,5,4,0,0,0,1,38
1,4,15,10,2,11,0,4,1,0,0,2,38
1,2,14,15,4,9,2,4,0,0,0,3,38
0,2,14,15,4,9,1,4,0,0,0,2,38
1,2,11,9,2,13,0,4,1,0,0,2,38
0,2,9,13,2,9,5,4,0,0,0,2,38
0,1,15,10,2,10,0,4,1,0,0,2,38
1,2,2,8,2,13,0,4,1,0,0,1,38
1,2,9,13,2,9,0,4,1,0,0,2,38
0,2,11,9,2,13,0,4,1,0,0,3,38
1,2,0,6,2,6,0,4,1,0,0,2,38
1,0,15,10,2,3,0,4,1,0,0,2,38
1,2,11,9,2,6,0,4,1,0,0,2,38
0,2,9,13,2,0,0,4,1,0,0,2,38
1,2,15,10,2,11,0,4,1,0,0,2,38
1,3,11,9,2,11,0,4,1,0,0,2,38
1,4,11,9,2,11,0,4,1,0,0,3,38
1,0,15,10,2,3,0,2,1,0,0,2,38
1,2,9,13,4,11,4,2,0,0,0,1,38
0,2,7,12,4,9,1,4,1,0,0,2,38
1,2,12,14,0,9,1,4,1,0,0,1,38
0,0,9,13,4,10,1,4,1,0,3,2,38
0,0,15,10,2,5,0,4,1,0,0,2,38
0,2,8,11,0,2,4,4,1,0,0,2,38
2,4,8,11,2,3,0,4,1,0,0,1,38
0,2,9,13,2,9,0,4,1,0,0,2,8
1,2,3,2,2,6,0,2,1,0,0,2,5
0,2,15,10,2,11,0,4,1,0,0,2,38
1,5,10,16,2,9,1,1,1,4,0,2,2
1,4,15,10,2,4,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
0,1,12,14,2,9,0,4,1,0,0,2,38
1,2,9,13,2,11,0,4,1,0,0,2,38
0,2,15,10,2,6,0,4,1,0,0,2,38
1,1,7,12,2,9,0,4,1,0,0,2,38
2,4,11,9,2,6,0,4,1,0,0,2,38
0,2,11,9,2,0,5,4,0,0,0,2,38
1,2,15,10,2,2,0,4,1,0,0,2,38
1,2,15,10,2,11,0,4,1,0,0,2,38
1,2,15,10,2,11,0,4,1,0,0,3,38
0,2,15,10,2,12,0,4,1,0,0,2,38
1,2,11,9,4,3,1,4,1,0,0,2,38
0,2,10,16,4,9,1,4,0,0,0,4,38
1,4,9,13,3,3,1,2,1,0,0,2,22
0,2,8,11,4,11,1,4,1,0,0,3,1
1,5,12,14,2,9,0,4,1,0,0,2,38
1,4,8,11,2,9,0,4,1,0,0,2,38
1,2,9,13,2,3,0,4,1,0,0,2,38
0,5,10,16,4,9,1,4,1,0,0,2,38
0,2,11,9,2,3,0,4,1,0,0,2,38
0,2,9,13,4,9,1,4,1,0,0,2,38
1,4,15,10,2,13,0,4,1,0,0,2,38
0,2,15,10,4,3,1,4,0,0,0,2,8
0,0,15,10,2,3,0,4,1,0,0,1,38
1,2,15,10,2,0,0,4,1,0,0,1,38
1,2,11,9,2,13,0,4,1,0,0,2,38
2,2,11,9,6,3,1,4,0,0,0,0,38
0,4,11,9,2,2,0,4,1,0,0,2,38
1,5,9,13,2,9,0,4,1,0,0,3,38
1,2,1,7,2,13,0,4,1,0,0,2,38
0,2,15,10,4,8,1,4,0,0,0,2,17
1,2,9,13,0,9,1,4,1,0,0,2,38
0,2,7,12,2,7,0,4,1,0,0,2,38
0,2,15,10,2,2,0,4,1,0,0,2,38
1,2,15,10,2,2,0,4,1,0,0,3,38
1,2,15,10,2,3,0,4,1,0,0,2,38
0,2,9,13,2,3,0,4,1,0,0,2,38
1,2,15,10,2,10,0,4,1,0,0,2,38
0,2,8,11,4,2,4,4,1,0,0,2,38
1,2,15,10,5,3,1,4,0,0,0,2,38
1,2,15,10,2,9,0,4,1,0,0,2,38
0,2,9,13,0,12,4,4,1,0,0,1,38
1,3,15,10,2,4,0,4,1,0,0,2,38
0,2,11,9,2,2,0,4,1,0,0,1,38
2,3,12,14,0,9,1,4,1,0,0,3,38
0,2,8,11,2,6,0,4,1,0,0,2,38
1,2,7,12,2,12,0,4,1,0,0,2,38
0,2,12,14,4,3,1,4,1,0,0,2,38
1,2,11,9,3,0,4,4,0,0,0,2,38
0,2,8,11,2,11,0,4,1,0,0,2,10
1,3,11,9,2,11,0,4,1,0,0,2,4
1,2,12,14,0,9,4,4,0,0,0,2,38
1,2,11,9,2,0,0,4,1,0,0,2,38
0,2,11,9,2,2,0,4,1,0,0,3,38
1,2,8,11,2,0,0,4,1,0,0,2,38
1,4,11,9,0,3,1,4,1,0,0,2,38
1,2,11,9,2,0,5,4,0,0,0,1,38
0,2,11,9,2,6,0,4,1,0,0,2,38
1,2,9,13,2,13,0,4,1,0,0,2,38
1,2,11,9,2,0,0,4,1,0,0,2,38
1,2,7,12,2,2,0,4,1,0,0,2,29
2,2,11,9,2,13,0,4,1,0,0,2,38
1,2,15,10,2,12,0,4,1,0,0,2,38
1,4,9,13,2,4,0,4,1,0,0,3,38
1,3,9,13,2,3,0,4,1,0,0,3,38
1,1,15,10,0,3,1,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
1,3,14,15,4,3,1,4,1,0,0,0,38
0,2,11,9,2,0,5,4,0,0,0,1,38
0,2,7,12,2,12,5,4,0,0,0,2,38
0,4,9,13,2,11,0,4,1,0,0,2,38
1,3,11,9,2,3,0,4,1,4,0,3,11
0,2,12,14,2,3,0,4,1,0,0,2,38
0,2,11,9,2,2,0,4,1,0,0,2,38
0,1,8,11,4,10,1,4,1,0,3,2,38
1,2,15,10,2,9,0,4,1,0,0,2,38
1,2,10,16,2,9,0,1,1,0,0,2,2
0,2,8,11,2,11,0,4,1,0,0,2,38
1,3,10,16,2,9,0,4,1,0,0,3,38
1,4,12,14,2,2,0,4,1,0,0,2,38
1,1,8,11,2,10,0,4,1,0,0,2,38
1,5,8,11,2,3,0,4,1,0,0,0,10
1,2,12,14,2,3,0,4,1,4,0,2,38
1,2,7,12,2,11,0,4,1,0,0,4,38
0,2,8,11,4,9,4,4,0,4,0,2,38
0,2,12,14,2,3,0,1,1,4,0,2,18
1,3,9,13,2,9,0,4,1,0,0,2,38
0,2,9,13,4,9,1,4,1,0,0,2,38
1,4,12,14,2,9,0,4,1,0,0,3,38
1,2,9,13,2,2,0,4,1,0,0,2,38
1,1,15,10,2,3,0,4,1,0,0,2,38
1,1,9,13,5,3,1,4,1,0,0,2,38
0,2,9,13,4,3,1,2,1,4,0,2,38
1,2,15,10,2,6,0,4,1,0,0,2,38
1,4,15,10,2,11,0,4,1,0,0,2,38
0,2,9,13,2,3,0,2,1,0,0,2,38
1,4,15,10,2,2,0,4,1,0,0,3,38
2,1,10,16,2,3,0,4,1,4,0,2,38
1,2,11,9,2,6,5,4,0,0,0,2,38
1,2,11,9,4,2,3,4,1,0,0,2,38
1,1,11,9,2,10,0,4,1,0,0,2,38
0,2,9,13,2,0,5,4,0,0,0,1,38
1,5,15,10,2,3,0,4,1,0,0,2,38
0,1,15,10,2,0,5,4,0,0,0,2,38
0,2,9,13,4,11,1,4,1,0,0,2,38
1,2,1,7,2,2,0,4,1,0,0,2,38
1,2,15,10,2,12,0,4,1,0,0,3,38
0,2,11,9,2,3,0,4,1,0,0,2,38
2,2,11,9,2,13,0,4,1,0,0,2,38
0,2,15,10,5,9,4,4,0,0,0,2,10
1,2,15,10,4,13,1,2,1,0,0,2,38
1,1,9,13,2,10,0,4,1,0,0,2,38
0,2,15,10,2,13,0,4,1,0,0,2,38
0,2,11,9,2,7,0,4,1,0,0,2,38
0,1,12,14,2,9,0,4,1,0,0,2,38
0,2,11,9,2,2,0,4,1,0,0,3,38
0,2,12,14,2,11,0,4,1,0,0,2,38
0,4,11,9,2,4,0,4,1,0,0,3,38
0,2,9,13,2,11,0,4,1,0,0,2,38
1,0,15,10,2,2,0,4,1,0,0,2,38
1,2,11,9,0,6,1,4,0,0,0,2,38
1,4,11,9,2,4,0,4,1,0,0,2,38
0,2,11,9,2,11,1,2,1,0,0,3,38
0,2,15,10,2,7,5,4,0,0,0,2,38
0,4,9,13,2,9,0,1,1,4,0,3,38
1,2,15,10,2,0,5,4,0,0,0,2,38
0,2,9,13,2,3,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
0,2,7,12,2,12,0,4,1,0,0,2,38
1,2,12,14,2,13,0,4,1,0,0,2,38
0,2,15,10,4,0,3,4,1,0,0,2,38
0,2,10,16,2,3,0,4,1,0,0,2,38
1,2,15,10,2,3,0,4,1,0,3,2,38
0,2,11,9,2,13,0,4,1,0,0,2,38
1,4,11,9,0,11,1,4,1,0,0,2,38
1,5,12,14,0,9,4,4,0,0,3,2,38
0,2,15,10,2,11,0,4,1,0,0,2,38
1,2,15,10,5,13,4,4,1,0,0,2,38
1,4,12,14,2,9,0,4,1,0,0,2,38
1,2,3,2,2,6,0,4,1,0,0,2,25
1,5,10,16,4,9,1,2,0,0,0,2,38
0,2,8,11,2,5,0,4,1,0,0,1,38
1,1,11,9,6,10,1,4,1,0,0,2,38
1,3,9,13,2,6,0,4,1,0,0,3,38
0,2,8,11,2,2,0,4,1,0,0,2,38
0,2,11,9,2,2,0,4,1,0,0,2,38
1,2,11,9,2,13,0,2,1,0,0,2,38
2,2,15,10,2,0,0,4,1,0,0,3,38
1,2,9,13,2,9,0,4,1,0,0,2,38
0,2,7,12,0,0,4,4,0,0,0,2,38
0,2,11,9,2,7,5,4,0,0,0,2,38
1,1,15,10,2,7,0,4,1,0,0,1,38
1,2,15,10,2,12,5,4,0,0,0,2,38
1,4,15,10,2,2,0,4,1,0,0,1,38
0,5,15,10,2,0,0,4,1,0,0,2,38
1,2,9,13,2,0,0,4,1,0,0,2,38
1,2,8,11,2,3,0,4,1,0,0,2,38
0,0,11,9,0,9,4,4,0,0,0,2,38
1,5,9,13,2,0,0,4,1,0,0,2,38
0,2,11,9,2,9,0,4,1,0,0,2,38
1,4,15,10,2,11,0,4,1,0,0,2,38
1,4,11,9,6,0,4,4,0,4,0,2,38
1,2,9,13,5,11,1,4,1,0,0,2,38
1,2,11,9,2,13,0,4,1,0,0,2,38
0,2,8,11,5,9,3,4,0,0,0,1,38
0,2,15,10,2,6,0,4,1,0,0,2,25
1,0,12,14,0,3,1,4,1,0,0,2,38
0,2,9,13,2,0,0,4,1,0,0,2,38
1,2,11,9,2,0,0,4,1,0,0,2,38
0,2,9,13,4,11,1,4,1,0,0,2,38
1,4,5,4,0,13,1,4,1,0,0,2,4
2,2,12,14,2,9,0,1,1,0,0,2,18
0,2,11,9,2,13,0,4,1,0,0,1,38
0,2,12,14,2,3,0,4,1,0,0,2,38
1,1,9,13,2,10,0,4,1,0,0,2,38
0,2,7,12,2,12,5,4,0,0,0,1,38
1,4,9,13,2,3,0,1,1,0,0,2,23
0,5,11,9,2,3,0,4,1,0,0,3,38
0,2,11,9,2,11,0,4,1,0,0,3,38
2,2,11,9,2,11,0,4,1,0,0,2,38
0,2,7,12,2,2,0,4,1,0,0,2,38
1,2,15,10,0,11,2,4,0,0,0,1,38
1,2,9,13,0,3,1,4,1,0,0,2,38
0,2,7,12,2,11,0,4,1,0,0,2,38
1,2,11,9,2,3,0,4,1,0,0,2,38
0,1,9,13,4,9,1,2,0,0,0,2,38
2,0,11,9,2,0,0,4,1,0,0,2,38
0,4,15,10,2,3,0,4,1,0,0,2,38
1,2,15,10,6,9,1,4,1,0,0,2,38
3,2,11,9,4,0,1,4,0,0,0,2,38
0,2,9,13,3,0,1,4,1,0,0,2,38
1,4,15,10,2,7,0,4,1,0,0,4,38
1,1,0,6,2,13,0,4,1,0,0,2,38
2,2,11,9,6,10,1,4,0,4,0,0,38
1,2,9,13,4,3,1,4,0,0,0,2,38
1,2,9,13,2,3,0,2,1,0,0,2,38
0,4,11,9,2,9,0,4,1,0,0,2,38
0,5,7,12,2,7,0,4,1,0,0,1,38
2,2,15,10,2,3,5,4,0,4,0,1,38
0,2,4,3,2,6,5,1,0,0,0,2,24
0,2,1,7,2,6,0,4,1,0,0,3,38
0,1,8,11,4,10,1,2,0,0,0,3,38
1,2,9,13,2,5,3,4,1,0,0,2,38
0,2,15,10,2,2,0,2,1,0,0,2,38
0,2,9,13,2,0,5,4,0,0,0,2,38
1,3,8,11,2,3,0,4,1,0,0,2,38
1,2,15,10,2,11,0,4,1,4,0,2,38
0,2,11,9,2,0,0,4,1,0,0,3,38
1,2,15,10,4,2,4,4,0,0,0,1,38
0,1,9,13,2,9,5,4,0,0,0,2,38
1,2,1,7,2,13,0,4,1,0,0,3,38
1,2,8,11,2,6,0,1,1,0,0,2,38
0,0,15,10,2,11,0,4,1,0,3,1,38
0,2,9,13,2,4,0,4,1,0,0,2,38
1,2,8,11,2,3,0,4,1,0,0,2,38
0,2,7,12,2,2,0,4,1,0,0,2,38
1,1,7,12,2,12,0,4,1,0,0,2,38
0,1,11,9,2,10,0,4,1,0,0,2,38
1,0,15,10,2,0,0,4,1,0,0,2,38
0,2,15,10,2,11,0,1,1,0,0,2,29
1,2,11,9,2,3,5,4,0,0,0,2,38
0,2,9,13,4,9,3,4,0,0,0,2,38
0,2,14,15,2,9,0,4,1,0,0,2,38
0,2,9,13,2,3,0,4,1,0,0,3,38
2,2,5,4,2,13,0,4,1,0,0,2,38
2,4,6,5,2,11,0,4,1,0,0,2,38
0,2,9,13,2,0,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
1,1,9,13,0,9,1,4,0,0,0,1,38
0,4,15,10,2,2,0,4,1,0,0,3,38
2,1,9,13,2,9,5,4,0,0,0,1,38
1,1,7,12,2,9,0,1,1,0,0,2,38
1,2,15,10,2,9,5,4,0,0,0,2,38
2,4,11,9,2,11,0,4,1,0,0,1,38
0,2,15,10,2,2,0,4,1,0,0,2,38
2,2,12,14,2,11,0,4,1,0,0,1,38
2,5,9,13,2,3,0,4,1,0,0,2,38
0,2,9,13,2,9,0,4,1,0,0,2,38
1,2,9,13,2,6,0,4,1,0,0,2,38
0,3,7,12,2,3,0,4,1,0,0,2,38
1,1,7,12,0,10,1,4,0,0,0,2,38
1,2,11,9,0,12,4,2,0,0,0,2,38
0,5,9,13,2,3,0,4,1,0,0,2,38
0,1,9,13,2,3,0,4,1,0,0,2,38
1,2,15,10,2,2,0,4,1,0,0,2,38
1,2,0,6,2,2,0,4,1,0,0,2,38
0,2,9,13,2,9,0,4,1,0,0,3,38
0,2,9,13,2,5,5,4,0,0,0,2,30
0,2,9,13,2,11,0,4,1,0,0,2,30
2,2,11,9,2,3,0,4,1,0,0,2,38
0,2,9,13,2,6,5,4,0,0,0,1,38
1,2,7,12,2,11,0,4,1,0,0,2,38
1,1,12,14,2,9,0,4,1,0,0,2,38
0,2,9,13,2,11,0,4,1,0,0,2,38
0,2,8,11,2,12,0,4,1,0,0,2,38
1,2,9,13,2,9,0,4,1,0,0,2,38
1,1,11,9,2,3,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
1,4,9,13,2,3,0,4,1,0,0,3,38
1,2,9,13,2,6,0,4,1,0,0,2,18
1,4,11,9,2,2,0,1,1,0,0,2,38
1,5,15,10,2,10,0,4,1,0,0,2,38
0,2,9,13,2,12,0,4,1,0,0,2,38
0,2,12,14,2,3,0,4,1,0,0,2,4
0,2,12,14,4,9,4,0,0,0,0,2,38
0,2,11,9,2,7,5,4,0,0,0,0,38
0,5,12,14,2,9,0,4,1,0,0,3,38
0,3,10,16,2,9,0,4,1,0,0,3,38
2,4,15,10,2,3,0,4,1,0,3,1,38
1,3,15,10,2,3,0,4,1,0,0,3,38
0,0,9,13,2,0,0,1,1,0,0,1,38
0,2,14,15,4,9,3,4,1,0,0,2,38
1,1,15,10,2,10,0,4,1,0,0,2,38
0,1,15,10,2,10,0,4,1,0,0,3,38
0,2,8,11,4,2,4,4,1,0,0,2,38
0,2,15,10,2,5,0,4,1,0,0,1,25
0,2,11,9,2,6,0,4,1,0,0,2,38
1,0,15,10,2,3,0,2,1,0,0,2,38
1,2,15,10,2,3,0,4,1,0,0,3,38
0,2,9,13,2,9,0,4,1,0,0,2,38
1,2,7,12,0,7,1,4,1,0,0,2,38
1,5,15,10,2,7,0,2,1,0,0,2,38
0,2,11,9,2,2,0,4,1,0,0,2,38
1,2,9,13,2,3,0,4,1,0,0,2,38
1,2,11,9,2,6,0,4,1,0,0,2,38
1,2,7,12,2,2,0,4,1,0,0,2,38
1,2,11,9,2,11,0,4,1,0,0,2,38
1,2,15,10,2,2,0,4,1,0,0,2,38
1,2,15,10,0,6,4,4,1,0,0,2,38
2,1,9,13,4,9,1,4,0,0,0,3,38
1,2,9,13,0,3,1,4,1,0,0,2,38
1,2,9,13,0,3,1,4,0,0,0,2,38
0,2,11,9,2,12,0,4,1,0,0,2,38
1,0,12,14,2,5,0,4,1,4,0,0,38
1,4,11,9,2,4,0,4,1,0,0,4,38
1,2,15,10,2,9,0,4,1,0,0,2,38
0,2,9,13,2,0,0,4,1,0,0,2,38
1,1,15,10,2,2,0,4,1,0,0,2,38
0,2,9,13,0,3,1,4,1,4,0,2,38
0,2,9,13,2,0,0,4,1,0,0,2,38
0,0,9,13,0,10,1,4,1,0,0,2,38
1,2,15,10,2,11,0,4,1,0,0,2,38
1,1,12,14,2,9,5,4,0,0,0,2,38
1,2,11,9,2,6,0,4,1,0,0,2,38
1,1,11,9,2,10,0,4,1,0,0,2,38
1,2,9,13,4,7,1,1,0,0,0,1,23
0,2,9,13,0,3,1,4,0,0,0,2,38
1,1,12,14,2,9,0,4,1,0,0,1,38
1,2,11,9,2,0,5,4,0,0,0,2,38
0,2,9,13,0,9,1,4,0,0,0,2,38
2,2,9,13,2,10,0,1,1,0,0,2,29
1,1,15,10,2,10,0,4,1,0,0,2,38
0,2,9,13,2,3,0,4,1,0,0,2,38
1,2,12,14,2,3,0,4,1,0,0,3,38
0,2,15,10,2,3,5,4,0,0,0,2,38
1,2,10,16,2,9,0,4,1,0,0,2,38
0,2,9,13,2,3,0,4,1,0,0,2,38
0,1,14,15,2,9,0,2,1,0,0,2,38
2,2,15,10,2,2,0,4,1,0,0,2,38
1,0,10,16,4,9,1,4,0,0,0,2,38
0,2,9,13,4,9,1,4,1,0,0,2,38
0,1,9,13,2,9,0,4,1,0,0,3,38
0,2,15,10,2,5,0,4,1,0,0,2,38
1,2,11,9,2,5,5,4,0,0,0,2,38
1,4,11,9,2,11,0,2,1,0,0,3,22
1,2,11,9,2,11,5,4,0,0,0,1,38
1,5,11,9,2,2,0,2,1,0,0,2,38
0,2,2,8,2,13,0,4,1,0,0,2,38
2,2,11,9,2,6,0,4,1,0,0,2,38
1,2,8,11,2,11,0,4,1,0,0,2,38
0,2,11,9,2,5,0,4,1,0,0,2,38
0,2,15,10,2,0,0,4,1,0,0,2,38
1,2,9,13,2,9,0,4,1,0,0,1,38
1,2,11,9,5,10,1,4,1,0,0,4,38
2,2,15,10,3,6,1,4,1,0,0,2,38
1,2,11,9,0,3,4,4,0,0,0,2,38
1,3,15,10,2,11,0,4,1,0,0,3,38
1,2,15,10,2,2,0,4,1,0,0,2,38
1,1,15,10,2,13,0,4,1,0,0,2,38
1,2,11,9,2,0,0,4,1,0,0,2,38
0,3,11,9,2,3,0,4,1,0,0,2,38
0,2,10,16,2,9,0,4,1,0,0,2,38
1,3,12,14,2,11,0,4,1,0,0,2,38
1,2,12,14,0,9,4,4,0,0,0,2,38
1,4,5,4,2,13,0,4,1,0,0,2,38
2,0,1,7,0,0,1,4,0,0,0,0,1
1,2,11,9,2,13,5,4,0,0,0,2,38
1,2,11,9,2,11,0,4,1,0,0,2,38
2,2,11,9,0,11,4,4,0,0,3,1,38
0,2,9,13,2,3,0,1,1,0,0,2,16
0,2,12,14,2,9,0,1,1,0,0,2,29
0,3,9,13,2,9,0,4,1,0,0,2,38
0,2,9,13,2,9,0,4,1,0,0,3,38
0,2,9,13,2,12,0,4,1,0,0,2,38
1,5,9,13,2,3,0,4,1,0,0,1,38
2,1,11,9,2,7,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
0,2,15,10,0,3,4,4,1,0,0,2,38
0,2,9,13,2,3,5,4,0,0,0,2,38
1,5,10,16,4,3,1,4,0,0,3,2,38
0,2,15,10,2,2,0,4,1,0,0,2,10
0,2,11,9,4,9,1,4,1,0,0,3,38
1,1,8,11,2,10,0,4,1,0,0,1,38
1,1,11,9,2,3,0,4,1,0,0,2,38
1,2,9,13,0,9,4,2,0,0,3,2,38
1,0,9,13,2,3,0,2,1,0,0,2,38
1,2,11,9,2,11,0,4,1,0,0,2,38
1,1,9,13,4,9,1,4,0,0,0,3,38
0,0,11,9,2,0,0,4,1,0,0,2,38
1,1,9,13,2,9,0,4,1,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
1,4,9,13,2,11,0,4,1,0,0,2,38
0,2,7,12,4,12,1,4,0,0,0,2,38
1,2,11,9,2,2,0,4,1,0,0,2,38
0,2,15,10,0,3,1,4,0,0,0,2,38
0,4,15,10,2,2,0,4,1,0,0,2,38
1,2,15,10,2,13,0,4,1,0,0,2,38
1,2,15,10,2,11,0,4,1,0,0,2,38
0,4,10,16,2,9,0,4,1,0,0,1,38
1,2,15,10,2,7,0,4,1,0,3,2,38
0,5,9,13,2,11,0,4,1,0,0,2,38
