,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
19547,1,2,2,1,0,3,0,0,1,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
40865,2,2,1,1,0,8,3,8,10,6,2,0,2,2,0,0,3,3,2,0,2,1,2,1,[0]
17188,0,2,3,1,0,1,7,6,5,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
5235,0,2,2,2,0,3,5,4,4,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33224,1,2,0,3,0,9,10,6,5,2,6,4,2,2,0,0,0,3,3,2,0,1,3,1,[0]
2811,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
42880,4,2,1,2,2,2,5,2,7,4,6,5,2,2,2,0,0,4,0,0,1,0,4,1,[0]
26699,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
32650,1,1,6,2,1,2,0,1,7,5,5,5,2,2,4,4,2,1,1,3,0,2,3,1,[0]
28270,0,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
27885,0,2,3,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
5512,1,2,3,1,2,4,4,4,4,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
31790,2,1,2,2,0,1,10,6,10,1,8,4,1,0,2,2,2,1,0,1,2,0,3,1,[0]
7921,0,1,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
6520,1,2,1,2,0,2,2,4,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
28637,1,2,1,2,1,3,4,4,4,4,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33802,1,1,6,3,0,5,5,9,4,8,2,4,4,1,2,1,1,3,0,2,1,1,0,1,[0]
4560,0,1,3,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
13548,0,1,2,2,0,2,2,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
12562,1,2,3,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
37406,0,2,3,2,2,1,9,6,2,4,1,1,3,1,0,2,3,1,0,3,1,1,0,1,[0]
44798,3,2,2,2,0,3,2,8,10,10,6,0,0,0,2,3,0,2,2,2,2,2,3,1,[0]
11212,0,2,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
43487,2,1,6,1,0,0,7,5,9,1,3,0,4,2,0,1,3,1,1,1,0,3,0,1,[0]
7455,1,1,1,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30689,0,2,1,1,1,2,10,2,4,6,2,2,1,2,3,3,3,3,2,2,2,3,0,1,[0]
349,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
419,1,2,1,2,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
4868,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,[0]
14913,1,2,2,2,0,2,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
40666,0,2,5,0,2,8,10,2,10,9,8,0,2,2,3,1,3,3,1,0,1,2,2,1,[0]
21786,0,2,2,1,0,1,1,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
41100,0,1,0,1,0,9,9,5,7,7,0,5,1,1,1,2,0,1,3,2,2,0,3,1,[0]
5576,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33364,2,2,0,3,1,5,7,0,7,7,9,2,3,2,1,1,1,4,3,3,1,1,4,1,[0]
8948,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
29084,1,2,3,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
35639,0,2,5,3,1,10,8,1,3,2,7,1,3,0,5,1,1,1,2,3,0,3,1,1,[0]
19199,0,2,2,2,0,2,2,2,2,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
24598,0,1,2,1,1,4,4,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
6416,0,2,2,1,0,4,4,2,2,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
39324,1,2,4,2,0,5,4,4,9,0,4,0,3,0,4,4,1,1,0,3,1,3,0,1,[0]
31638,1,1,1,0,1,2,2,9,1,8,10,5,3,0,2,2,1,2,3,3,0,0,3,1,[0]
12307,1,2,3,2,1,3,4,4,4,4,2,2,1,0,2,1,2,1,0,0,0,0,0,1,[0]
31573,2,1,5,3,0,3,4,10,5,3,8,3,1,0,0,3,3,4,3,3,2,1,3,1,[0]
32720,3,1,1,0,0,7,4,1,0,7,6,4,4,2,0,1,2,1,3,1,2,2,3,1,[0]
15454,0,1,2,2,0,4,4,4,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
26747,0,1,1,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
39843,0,1,6,1,0,3,5,8,1,7,3,5,1,0,2,2,3,3,3,1,1,3,2,1,[0]
37995,2,1,6,0,1,4,3,6,4,3,0,3,2,0,4,4,2,2,2,3,0,2,3,1,[0]
44828,3,2,1,0,0,8,7,9,1,7,9,0,3,2,1,0,3,1,0,3,2,0,0,1,[0]
1646,0,2,1,2,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
8752,0,1,2,3,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
36268,3,2,6,2,1,6,6,10,4,0,8,2,3,2,5,3,1,1,3,0,2,1,1,1,[0]
10622,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44803,3,2,5,3,2,1,10,7,9,10,5,0,0,2,5,4,0,1,0,3,0,3,1,1,[0]
16346,0,2,1,1,1,3,4,1,4,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
35915,4,1,6,3,2,4,0,8,7,1,0,3,1,1,4,2,3,2,0,1,1,1,1,1,[0]
11078,2,1,3,2,0,4,2,2,2,2,2,3,2,0,2,1,2,1,0,0,0,0,0,1,[0]
43122,4,1,6,1,2,4,7,0,1,10,9,4,2,1,3,3,0,1,1,1,1,0,1,1,[0]
14098,0,1,2,1,1,4,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
5734,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
43312,3,2,1,0,1,4,8,1,2,1,1,1,3,1,3,2,3,2,1,0,1,0,3,1,[0]
29292,0,1,2,2,0,4,5,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
41598,2,1,2,3,0,10,5,0,1,2,9,1,2,0,3,2,3,4,3,2,1,1,1,1,[0]
19755,0,2,2,1,1,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
26558,0,2,3,3,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
43762,3,2,1,2,0,0,7,3,1,7,9,2,4,0,3,4,2,4,2,2,0,0,3,1,[0]
2990,0,2,3,1,1,3,4,2,2,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
32402,1,2,4,0,0,6,8,7,3,0,5,0,2,0,1,4,1,4,2,2,0,2,1,1,[0]
2207,0,2,2,2,0,2,2,2,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
43957,0,1,4,0,2,1,7,1,5,5,5,0,2,0,0,2,0,4,0,0,2,3,0,1,[0]
8917,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
35258,3,2,4,0,0,9,3,0,8,6,4,5,0,0,2,0,1,1,3,0,1,0,1,1,[0]
655,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
25233,0,2,2,2,0,2,2,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10155,0,2,1,2,0,2,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
4239,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,[0]
41476,4,2,6,1,2,2,4,4,3,2,6,4,0,0,4,0,1,2,2,3,0,2,2,1,[0]
32332,0,1,1,3,2,7,5,6,4,0,5,2,1,2,1,0,0,4,2,0,1,1,4,1,[0]
43210,3,1,5,0,2,8,7,0,1,7,6,1,1,1,2,0,3,4,1,0,1,0,4,1,[0]
13498,0,2,3,1,1,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
14746,1,1,1,1,1,1,1,1,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
41407,3,1,3,3,1,0,2,8,9,2,9,5,4,0,3,1,3,4,1,3,0,0,3,1,[0]
28314,1,2,2,1,1,0,1,4,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
20069,1,2,1,2,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
21845,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
2629,0,2,2,1,0,4,4,2,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
25771,1,2,1,1,0,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10962,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
2029,0,2,2,1,0,4,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44635,4,2,1,1,0,3,9,10,8,8,2,4,2,1,0,1,2,3,3,0,0,3,1,1,[0]
4183,2,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44721,1,2,1,0,1,5,6,1,7,5,9,2,2,0,4,2,1,1,0,2,0,0,4,1,[0]
33662,4,2,4,0,0,7,10,4,5,4,2,2,1,2,5,1,2,2,2,1,2,0,2,1,[0]
38158,3,1,0,1,2,0,4,1,2,1,0,4,3,2,5,1,2,4,2,1,1,3,0,1,[0]
30216,4,2,0,2,2,3,7,5,7,10,10,2,2,2,0,1,2,1,0,3,0,2,4,1,[0]
2996,1,2,2,1,0,4,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
36357,2,2,6,2,1,3,5,0,9,2,3,0,1,1,5,2,1,2,2,3,1,1,0,1,[0]
29575,0,1,2,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
9609,0,1,2,1,1,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1145,1,1,2,1,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1301,0,2,3,2,0,2,2,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
7168,0,1,2,2,0,4,2,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
22173,0,2,2,1,0,2,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
26442,0,2,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1731,1,2,2,2,0,2,2,2,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0,1,[0]
38455,1,1,6,2,1,9,7,9,5,3,7,2,3,1,0,3,1,4,2,1,0,0,0,1,[0]
8736,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30550,4,1,4,3,2,6,4,7,7,7,9,5,0,0,2,4,1,2,1,0,0,1,4,1,[0]
1785,1,1,2,1,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
11179,0,2,1,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1974,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,[0]
9377,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
40739,1,1,1,2,0,0,2,6,8,7,7,0,2,2,0,2,1,2,3,3,1,2,1,1,[0]
13757,0,1,2,1,0,1,1,1,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30845,3,2,6,2,0,4,7,0,8,2,1,0,0,2,2,1,3,4,0,3,2,3,1,1,[0]
20358,0,1,2,2,0,3,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
43158,1,1,6,0,0,8,10,8,10,3,8,0,3,2,1,4,2,3,0,1,0,3,2,1,[0]
44333,2,1,1,1,0,10,10,4,8,3,9,2,4,1,5,1,3,2,2,1,0,0,1,1,[0]
23310,0,2,2,1,1,3,4,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
2861,1,2,1,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
11697,1,2,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
13771,0,2,2,2,0,0,0,0,1,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
32642,1,2,5,0,1,7,10,5,5,0,4,1,1,0,3,3,1,1,2,2,0,1,1,1,[0]
34946,2,1,2,0,0,6,5,4,7,9,0,5,3,1,1,3,1,4,3,3,1,2,2,1,[0]
32645,4,1,4,2,0,1,0,10,10,10,6,0,2,2,0,1,3,3,0,2,2,0,0,1,[0]
23468,0,2,2,1,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
21023,0,1,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
12875,0,1,1,2,0,1,4,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
9927,1,2,1,2,0,1,1,1,4,1,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
29728,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
20371,0,1,3,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
38089,3,2,0,0,0,4,1,7,2,6,5,4,0,2,5,2,0,2,2,1,0,1,1,1,[0]
11037,0,1,1,2,0,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,[0]
33050,2,1,6,1,1,2,3,7,1,9,3,2,0,0,1,0,2,2,3,1,2,2,3,1,[0]
13741,0,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
8138,1,1,1,1,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
31900,1,2,0,1,1,7,5,3,3,3,5,5,3,2,1,3,2,2,0,0,0,3,4,1,[0]
44210,3,2,3,0,2,7,1,7,6,10,7,0,2,1,0,2,2,3,1,2,1,2,2,1,[0]
16246,0,2,2,1,0,2,2,5,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
24794,1,1,1,1,1,2,2,2,2,2,2,2,1,0,2,0,1,1,0,0,0,0,0,1,[0]
35847,3,1,4,2,0,1,6,5,3,6,10,2,1,2,5,3,0,2,2,0,1,1,2,1,[0]
11999,0,1,2,2,0,3,4,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30121,4,1,0,2,1,4,7,1,7,5,5,4,2,1,4,0,2,2,2,0,0,3,0,1,[0]
207,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
31951,1,1,2,1,2,5,6,6,10,7,4,0,3,0,2,1,3,1,2,1,2,3,0,1,[0]
6228,1,1,1,1,2,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,1,1,[0]
11981,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
32576,2,2,0,1,2,1,0,4,1,10,3,0,4,1,4,4,0,1,0,1,1,0,4,1,[0]
30981,3,1,5,0,1,1,2,9,6,1,6,0,4,0,4,4,3,4,0,2,0,0,3,1,[0]
37906,0,2,3,2,1,2,7,6,10,0,0,5,1,0,2,3,1,2,1,0,1,1,4,1,[0]
44916,4,2,5,0,0,6,10,9,2,10,10,2,1,1,2,0,0,2,0,2,0,0,3,1,[0]
7124,0,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
31913,2,1,2,3,0,5,2,4,1,3,10,2,0,1,2,4,0,4,0,3,0,2,0,1,[0]
13910,0,2,3,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
19166,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
35672,3,2,6,0,2,0,6,10,6,4,1,2,0,2,1,0,2,3,2,1,1,2,4,1,[0]
1804,2,1,1,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
22047,0,2,2,1,0,1,4,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30543,4,2,1,3,0,1,4,1,6,10,8,2,2,0,3,4,0,2,2,3,2,0,4,1,[0]
40129,2,2,2,3,2,4,3,3,5,2,4,3,2,2,0,4,3,3,2,0,2,3,2,1,[0]
41262,1,1,1,1,0,6,7,1,0,2,3,5,2,1,0,1,1,3,2,1,2,3,2,1,[0]
32562,0,1,2,1,0,8,3,7,2,2,10,2,2,1,1,2,0,1,0,3,2,0,1,1,[0]
3931,0,2,1,2,0,2,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
7709,0,1,3,1,1,2,2,2,2,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
36250,3,2,3,3,0,2,9,2,8,8,7,5,3,2,3,1,3,3,2,1,0,1,4,1,[0]
41703,3,1,1,2,2,7,7,1,8,1,10,3,2,2,3,3,3,1,3,1,1,2,2,1,[0]
29081,1,2,1,1,1,3,4,4,2,2,2,2,1,0,1,0,1,1,0,0,0,0,0,1,[0]
6478,0,1,3,2,0,2,2,4,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
26826,0,1,1,2,0,3,4,5,4,5,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
21110,1,1,2,1,0,2,2,2,2,2,2,2,1,0,2,1,1,1,0,0,0,0,0,1,[0]
42567,0,1,5,2,1,6,4,2,0,10,10,2,2,2,2,3,2,1,1,3,2,0,3,1,[0]
21586,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
42464,0,1,1,1,2,4,10,3,8,4,8,0,0,2,2,3,2,1,2,0,0,0,3,1,[0]
26479,0,2,2,1,1,2,2,2,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10910,1,2,2,1,1,2,2,2,2,2,2,2,1,0,1,0,1,1,0,0,0,0,0,1,[0]
43537,2,1,3,0,0,9,6,8,0,5,4,4,4,0,2,3,2,2,1,1,1,0,0,1,[0]
36480,3,1,1,1,1,3,0,8,2,7,0,5,0,1,2,2,3,3,3,3,1,2,0,1,[0]
16561,0,1,1,2,0,2,2,2,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
17358,0,2,2,1,1,4,4,5,4,4,5,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
31462,1,2,3,3,0,1,4,3,5,0,6,4,1,1,3,3,0,4,0,1,1,3,2,1,[0]
14707,0,1,1,2,0,3,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44224,4,2,6,0,1,4,0,3,6,2,8,2,4,2,5,4,2,1,2,1,1,2,1,1,[0]
35062,2,2,2,1,0,3,3,2,1,2,6,2,1,2,5,3,2,2,0,2,1,2,1,1,[0]
31027,2,2,1,3,2,7,3,7,8,4,9,5,4,1,5,2,1,1,0,1,1,3,2,1,[0]
9667,0,2,2,2,1,2,2,2,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44465,2,1,0,3,0,8,6,0,0,8,6,5,4,1,5,4,0,1,3,2,1,2,4,1,[0]
39517,2,1,0,3,1,5,4,0,7,1,10,0,1,2,3,3,2,2,3,3,0,1,0,1,[0]
1661,0,2,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
40263,2,2,0,0,0,5,10,5,4,6,4,4,2,0,2,3,0,2,0,1,1,0,4,1,[0]
36636,1,1,3,2,2,3,9,1,10,6,8,4,1,2,3,2,0,1,3,0,2,0,1,1,[0]
43873,4,2,0,0,2,10,8,0,10,8,10,0,2,0,1,3,2,1,1,1,2,0,0,1,[0]
36589,3,2,0,0,1,1,6,0,9,4,8,4,2,2,0,1,0,3,3,0,1,0,4,1,[0]
5626,1,1,2,1,1,3,5,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
41481,4,1,6,3,0,2,1,8,5,4,8,5,1,0,2,2,0,1,2,0,2,3,1,1,[0]
4145,0,2,2,1,1,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
17746,0,2,2,1,1,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
16733,0,1,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
25928,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30614,0,2,2,3,1,2,6,7,10,5,9,3,0,0,5,2,1,2,3,0,2,1,1,1,[0]
20025,0,2,2,2,0,1,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
37347,0,2,5,0,2,3,7,10,9,0,2,1,2,1,4,1,3,4,2,1,2,3,1,1,[0]
9568,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
38100,1,2,4,3,2,6,0,2,4,4,2,1,2,1,4,2,0,1,0,0,1,1,3,1,[0]
43588,3,2,4,1,1,0,2,5,0,7,10,0,4,2,0,3,0,2,2,0,0,1,4,1,[0]
31747,0,1,5,2,2,6,8,8,8,9,8,0,2,2,2,3,0,3,1,1,1,1,4,1,[0]
33168,3,1,6,1,2,7,1,6,0,9,9,0,1,2,5,0,3,4,3,3,2,1,2,1,[0]
24139,0,1,1,2,0,1,2,1,1,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
19798,0,2,2,1,0,2,2,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
43860,1,2,3,2,2,0,3,1,3,2,7,0,4,2,3,2,0,1,3,0,0,0,3,1,[0]
3423,0,2,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
42183,4,1,2,3,0,1,1,0,5,5,2,2,3,0,0,3,1,3,3,1,2,1,0,1,[0]
16033,0,2,3,1,1,2,2,2,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
35196,4,1,0,0,2,8,9,3,1,0,10,1,0,0,1,4,1,3,1,1,0,2,3,1,[0]
7606,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
32376,1,2,1,2,1,3,2,9,4,0,0,5,3,0,5,4,0,1,0,3,1,3,1,1,[0]
15034,0,1,1,2,0,2,2,2,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
14214,0,2,3,2,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
13134,1,2,2,1,0,2,2,2,2,2,2,2,1,0,1,0,1,1,0,0,0,0,0,1,[0]
27909,1,2,1,2,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
4679,0,1,3,2,0,4,2,2,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1607,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
17473,0,2,3,2,1,3,4,1,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
41336,3,1,6,0,1,1,10,3,7,7,5,2,2,0,2,2,3,1,0,2,0,0,0,1,[0]
10507,1,2,1,2,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44518,2,2,0,3,2,6,4,6,5,8,4,2,4,2,1,1,0,4,0,0,1,1,3,1,[0]
37117,3,2,5,0,0,9,2,3,8,8,9,4,4,2,5,3,0,2,3,0,1,0,2,1,[0]
