,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
5906,0,2,0,0,3,0,7,0,0,0,0,0,[1]
7449,1,3,1,4,3,1,2,3,2,0,1,0,[1]
14171,1,2,2,2,4,1,1,7,2,2,1,0,[1]
8244,1,1,1,1,0,0,4,3,0,0,2,0,[1]
10182,0,2,2,2,2,1,3,8,1,1,1,0,[1]
13483,0,0,2,5,2,1,2,9,0,1,2,0,[1]
3644,0,1,1,0,0,1,5,0,0,0,0,0,[1]
2422,0,1,0,0,0,1,5,0,0,0,0,0,[1]
8051,1,3,3,5,1,0,9,9,2,1,2,0,[1]
4161,1,1,1,0,0,0,6,0,0,0,0,0,[1]
11396,1,0,0,2,4,1,2,5,1,1,1,0,[1]
8502,1,2,3,6,4,1,3,2,2,1,0,0,[1]
15111,0,3,2,6,3,1,1,3,1,0,0,0,[1]
8266,0,1,0,2,4,0,7,6,1,1,2,0,[1]
11529,0,1,0,2,3,0,9,6,1,1,1,0,[1]
9187,1,3,3,0,4,0,2,2,3,2,0,0,[1]
7076,1,0,1,0,3,1,10,7,2,0,1,0,[1]
5881,0,1,1,0,0,0,8,0,0,0,0,0,[1]
6181,0,1,1,0,0,0,6,0,0,0,0,0,[1]
13223,0,3,3,5,2,1,10,9,1,1,1,0,[1]
14727,1,2,0,3,4,0,8,3,1,2,0,0,[1]
4088,1,1,0,0,0,0,7,0,0,0,0,0,[1]
13434,1,3,3,5,1,1,8,8,2,2,2,0,[1]
5990,1,2,3,0,0,0,1,0,0,0,0,0,[1]
14418,0,2,0,2,1,0,4,6,2,0,2,0,[1]
8271,1,3,3,3,0,0,6,6,0,0,0,0,[1]
11959,1,1,1,2,1,1,4,5,2,1,1,0,[1]
10040,0,2,3,4,2,1,7,5,0,0,2,0,[1]
2416,0,1,0,1,0,0,10,0,0,0,0,0,[1]
14212,1,2,1,1,0,0,4,4,1,0,2,0,[1]
12041,1,1,0,4,4,0,1,6,2,1,0,0,[1]
10401,0,2,0,6,1,1,10,6,0,0,1,0,[1]
12556,1,0,0,3,3,0,9,3,3,0,1,0,[1]
14851,0,1,3,5,4,1,2,9,1,1,1,0,[1]
14371,1,3,3,1,3,1,5,6,2,2,2,0,[1]
6120,0,1,0,4,0,1,2,0,0,0,0,0,[1]
3911,0,2,0,0,0,0,5,0,0,0,0,0,[1]
11243,1,1,3,6,0,0,7,6,3,0,2,0,[1]
12555,1,2,3,6,0,0,4,6,1,1,2,0,[1]
7655,0,1,1,6,3,0,10,0,3,2,1,0,[1]
72,0,1,0,4,0,0,2,0,0,0,0,0,[1]
1604,0,1,0,0,1,0,8,0,0,0,0,0,[1]
1201,0,2,1,5,0,0,3,0,0,0,0,0,[1]
4740,0,1,0,0,0,0,6,0,0,0,0,0,[1]
11699,0,1,2,3,3,0,9,0,1,0,2,0,[1]
10824,0,2,3,3,2,0,10,5,1,1,2,0,[1]
8328,1,3,3,6,2,1,1,1,2,0,2,0,[1]
1183,0,1,0,0,0,1,5,0,0,0,0,0,[1]
10134,0,1,3,5,4,1,4,7,3,0,2,0,[1]
8703,0,0,1,0,4,0,3,6,2,1,0,0,[1]
3099,0,1,1,2,0,0,4,0,0,0,0,0,[1]
13807,0,2,3,0,1,1,5,8,2,2,0,0,[1]
12353,1,1,2,0,2,1,10,9,1,2,1,0,[1]
9534,1,0,2,3,3,1,1,3,0,1,0,0,[1]
10267,0,1,2,3,4,0,3,1,3,2,1,0,[1]
11010,1,3,0,4,3,0,10,9,1,2,0,0,[1]
15280,0,0,2,0,0,1,8,3,1,0,2,0,[1]
1894,0,2,2,5,1,1,4,0,0,0,0,0,[1]
5155,0,1,0,0,0,0,10,0,0,0,0,0,[1]
12379,1,0,2,3,4,1,5,9,0,1,0,0,[1]
6764,0,1,1,0,1,0,5,0,0,0,0,0,[1]
2871,1,2,0,0,0,1,8,0,0,0,0,0,[1]
10854,1,2,0,0,0,0,8,2,1,0,0,0,[1]
6958,1,1,1,4,4,0,5,2,3,1,2,0,[1]
1094,0,1,1,0,0,1,5,0,0,0,0,0,[1]
574,0,1,0,4,0,0,2,0,0,0,0,0,[1]
2196,1,1,0,0,0,0,9,0,0,0,0,0,[1]
10380,1,3,1,0,0,1,7,6,2,1,2,0,[1]
2574,0,1,0,0,0,0,9,0,0,0,0,0,[1]
3290,0,1,0,0,0,1,3,0,0,0,0,0,[1]
3406,0,2,0,0,0,1,4,0,0,0,0,0,[1]
7991,1,2,0,2,0,1,1,0,2,1,0,0,[1]
9804,0,3,2,2,4,0,2,4,2,2,0,0,[1]
12686,1,0,3,5,2,1,2,4,1,2,1,0,[1]
4543,0,3,0,0,1,1,6,0,0,0,0,0,[1]
406,0,1,0,0,1,0,10,0,0,0,0,0,[1]
10574,1,3,3,3,1,0,6,0,2,0,1,0,[1]
13716,0,3,3,1,3,0,1,5,0,0,2,0,[1]
13957,0,3,2,6,2,1,10,5,0,2,1,0,[1]
13761,0,3,1,5,1,1,9,3,0,2,2,0,[1]
6508,0,1,1,0,0,1,7,0,0,0,1,0,[1]
783,0,1,0,0,2,0,10,0,0,0,0,0,[1]
735,0,1,3,0,0,1,4,0,0,0,0,0,[1]
13898,0,1,2,5,3,0,1,7,2,2,2,0,[1]
13720,1,1,1,6,2,1,1,8,0,0,1,0,[1]
14686,1,2,3,1,2,0,2,5,3,0,2,0,[1]
7732,0,1,0,6,3,0,2,8,2,2,2,0,[1]
14879,1,0,0,6,4,0,1,8,1,2,2,0,[1]
5947,0,1,0,0,0,0,4,0,0,0,0,0,[1]
2305,0,1,0,0,0,1,5,0,0,0,0,0,[1]
6309,0,1,0,0,0,0,4,0,0,0,0,0,[1]
7381,0,2,1,0,3,1,1,0,3,0,1,0,[1]
5049,0,1,1,0,0,0,8,0,0,0,0,0,[1]
705,0,2,0,0,1,0,9,0,0,0,0,0,[1]
4258,0,1,0,0,0,0,6,0,0,0,0,0,[1]
7803,1,2,2,2,2,0,10,7,3,2,0,0,[1]
10816,1,1,1,0,1,1,4,9,1,0,0,0,[1]
13548,0,2,2,3,1,1,1,3,0,1,1,0,[1]
8408,0,2,2,0,1,1,6,1,3,2,2,0,[1]
1830,0,1,0,0,0,0,5,0,0,0,0,0,[1]
820,0,1,0,0,0,1,9,0,0,0,0,0,[1]
14157,0,1,0,6,2,0,10,9,3,0,1,0,[1]
618,1,1,0,0,1,0,6,0,0,0,0,0,[1]
12222,1,1,0,5,3,0,7,8,2,0,1,0,[1]
5581,0,1,0,0,0,0,6,0,0,0,0,0,[1]
11358,1,3,2,5,3,1,5,0,3,1,2,0,[1]
15888,1,1,2,0,1,1,2,4,3,1,0,0,[1]
11954,1,1,1,4,3,1,6,3,3,1,1,0,[1]
6054,0,2,0,1,0,0,8,4,0,0,0,0,[1]
6672,0,1,0,0,0,1,10,0,0,0,0,0,[1]
13494,1,3,2,2,2,0,1,4,3,2,2,0,[1]
3448,1,2,1,4,0,1,6,0,0,0,0,0,[1]
4166,0,1,0,0,0,0,7,0,0,0,0,0,[1]
1892,0,1,0,0,0,0,6,0,0,0,0,0,[1]
15069,1,1,1,0,2,0,10,9,0,0,0,0,[1]
14653,0,2,2,2,2,0,6,8,0,2,1,0,[1]
10145,1,2,0,5,2,1,3,9,1,0,0,0,[1]
6340,1,2,0,0,0,0,1,9,0,0,0,0,[1]
7466,0,0,1,2,0,0,5,9,3,2,2,0,[1]
9513,0,0,2,6,1,1,7,5,2,1,2,0,[1]
9081,0,3,3,1,0,1,4,9,2,0,0,0,[1]
7271,1,3,2,4,0,1,2,0,3,1,2,0,[1]
7754,0,1,3,0,0,0,8,8,2,2,2,0,[1]
5104,0,1,0,0,0,1,8,0,0,0,0,0,[1]
8351,1,3,0,5,4,0,1,8,3,0,0,0,[1]
15018,0,1,2,3,0,1,6,7,2,2,0,0,[1]
5889,0,1,0,0,2,0,7,0,0,0,0,0,[1]
211,1,1,0,0,0,0,7,0,0,0,0,0,[1]
12880,0,3,2,6,0,1,10,3,3,2,0,0,[1]
663,0,1,0,0,0,0,10,0,0,0,0,0,[1]
8800,1,2,1,3,0,1,2,2,3,2,0,0,[1]
2123,0,1,1,0,0,0,8,0,0,0,0,0,[1]
15606,1,3,0,5,0,1,2,8,2,1,2,0,[1]
14386,0,2,2,0,1,1,6,9,2,1,2,0,[1]
15006,0,1,0,5,0,0,6,8,0,0,1,0,[1]
12506,1,1,2,6,1,0,7,9,1,2,0,0,[1]
2917,0,1,1,0,1,1,8,0,0,0,0,0,[1]
14393,1,0,0,3,2,0,4,7,3,0,1,0,[1]
11773,1,0,1,1,0,1,9,5,1,2,0,0,[1]
10365,1,0,2,1,2,0,10,8,0,0,0,0,[1]
5067,0,1,1,4,0,1,1,0,0,0,0,0,[1]
4203,1,1,1,0,0,0,6,0,0,0,0,0,[1]
15010,1,0,0,0,0,0,3,8,2,0,2,0,[1]
10083,1,0,2,4,0,1,5,8,0,2,0,0,[1]
2894,0,1,0,0,0,0,6,0,0,0,0,0,[1]
11812,0,1,3,0,3,1,9,3,2,1,0,0,[1]
11287,1,3,2,4,4,0,3,0,1,1,1,0,[1]
2124,0,2,0,1,0,1,9,1,0,0,0,0,[1]
5653,0,3,1,5,0,0,5,0,0,0,0,0,[1]
10386,1,3,0,5,4,1,7,6,0,2,2,0,[1]
7999,1,1,0,2,3,1,8,3,2,1,0,0,[1]
7868,0,0,2,5,4,0,10,9,2,1,2,0,[1]
10029,1,0,2,6,2,1,6,1,1,2,2,0,[1]
3253,0,2,0,4,0,0,1,0,0,0,0,0,[1]
8236,1,0,3,2,0,0,4,1,3,2,1,0,[1]
10232,1,3,2,1,0,0,1,4,1,0,2,0,[1]
3807,0,2,0,0,0,0,7,1,0,0,0,0,[1]
85,0,3,0,0,1,1,7,0,0,0,0,0,[1]
394,1,1,0,0,0,0,7,0,0,0,0,0,[1]
9616,1,3,2,0,4,1,1,2,0,0,1,0,[1]
3004,1,1,0,0,0,1,9,0,0,0,0,0,[1]
4964,0,1,0,0,1,0,6,0,0,0,0,0,[1]
9878,0,0,1,4,1,0,2,6,2,2,0,0,[1]
415,0,1,0,0,0,0,6,0,0,0,0,0,[1]
8005,1,1,0,3,4,0,8,7,1,0,0,0,[1]
13623,0,3,2,6,3,0,4,8,3,2,0,0,[1]
10271,0,0,3,0,1,1,4,8,2,2,1,0,[1]
9482,1,3,3,1,0,0,7,8,3,2,2,0,[1]
5853,0,2,0,0,2,0,6,0,0,0,0,0,[1]
1740,0,1,1,0,0,1,7,0,0,0,0,0,[1]
12086,0,0,1,3,4,0,4,0,3,1,1,0,[1]
4963,0,1,0,0,0,0,4,0,0,0,0,0,[1]
4036,0,1,0,0,0,0,5,0,0,0,0,0,[1]
9050,1,2,1,6,0,0,3,1,3,0,2,0,[1]
2712,0,1,0,0,0,1,10,0,0,0,0,0,[1]
1074,0,1,1,0,0,0,10,0,0,0,0,0,[1]
2600,0,1,0,0,0,0,6,0,0,0,0,0,[1]
9622,0,1,0,2,3,0,7,1,3,0,2,0,[1]
200,1,1,0,0,0,0,9,0,0,0,0,0,[1]
9964,1,3,1,5,3,0,2,3,0,2,2,0,[1]
10855,1,2,2,4,2,0,6,6,3,2,1,0,[1]
15814,0,1,3,3,1,0,3,1,3,1,0,0,[1]
11379,0,1,2,4,0,1,1,5,3,2,1,0,[1]
15724,1,1,2,0,0,0,3,5,1,1,0,0,[1]
428,0,1,1,4,0,1,1,0,0,0,0,0,[1]
368,0,1,1,0,0,1,7,0,0,0,0,0,[1]
5709,1,1,1,0,0,0,5,0,0,0,0,0,[1]
12934,0,3,1,1,3,0,7,4,2,2,1,0,[1]
14644,1,3,0,4,3,1,2,3,1,2,2,0,[1]
9263,0,0,2,2,1,1,1,9,0,0,2,0,[1]
6295,0,1,0,0,0,0,7,0,0,0,0,0,[1]
8891,0,0,2,6,3,0,10,3,3,0,2,0,[1]
3604,0,1,0,0,0,0,6,0,0,0,0,0,[1]
8326,1,1,3,5,1,1,1,5,2,2,1,0,[1]
15312,1,1,1,6,4,1,4,9,2,1,1,0,[1]
4193,0,1,0,0,0,0,5,0,0,0,0,0,[1]
620,0,1,0,0,0,0,7,0,0,0,0,0,[1]
396,0,2,0,0,1,0,6,0,0,0,0,0,[1]
11482,0,1,2,0,4,0,9,2,0,0,0,0,[1]
14900,0,3,1,0,0,1,3,8,1,0,0,0,[1]
15570,0,2,0,2,2,1,2,7,3,0,2,0,[1]
11140,1,2,3,3,1,0,10,9,2,0,2,0,[1]
15174,0,2,1,4,0,1,4,3,0,0,0,0,[1]
5583,0,1,0,0,0,0,5,0,0,0,0,0,[1]
10528,0,3,1,5,2,0,4,7,1,2,0,0,[1]
8373,0,3,3,4,0,0,8,0,0,1,2,0,[1]
12116,0,2,0,1,1,1,2,0,3,1,0,0,[1]
4395,0,1,1,4,0,0,9,0,0,0,0,0,[1]
7653,0,1,1,5,3,1,6,8,0,2,2,0,[1]
11776,1,3,0,4,0,0,10,6,3,1,2,0,[1]
11215,0,0,3,1,4,0,8,5,2,0,2,0,[1]
9270,1,3,2,5,0,1,10,7,0,1,1,0,[1]
2481,0,1,0,1,0,0,2,0,0,0,0,0,[1]
6215,0,1,0,0,0,1,5,0,0,0,0,0,[1]
308,0,1,0,0,0,0,9,0,0,0,0,0,[1]
14336,0,3,1,5,1,1,2,9,1,1,1,0,[1]
3248,1,1,1,0,0,0,4,0,0,0,0,0,[1]
10457,1,3,2,3,1,0,9,2,1,0,0,0,[1]
14114,0,1,1,3,1,1,7,4,3,1,1,0,[1]
11947,0,2,3,6,4,1,10,4,0,0,2,0,[1]
5625,0,2,1,0,0,0,8,0,0,0,0,0,[1]
3860,0,1,0,0,1,0,10,0,0,0,0,0,[1]
12477,1,2,2,6,0,1,10,8,0,1,0,0,[1]
8640,1,2,0,2,0,1,7,2,3,1,0,0,[1]
8747,1,0,1,2,0,0,7,5,3,2,1,0,[1]
4311,1,1,0,0,0,0,7,0,0,0,0,0,[1]
5710,0,1,0,0,0,0,4,0,0,0,0,0,[1]
11973,1,2,1,3,3,0,8,3,3,0,0,0,[1]
14649,1,1,1,1,0,1,8,4,1,1,1,0,[1]
6530,0,2,1,5,1,1,4,0,0,0,0,0,[1]
2664,0,1,0,0,0,1,6,0,0,0,0,0,[1]
10277,0,0,1,6,2,1,2,3,1,2,1,0,[1]
8771,0,3,0,6,2,0,6,6,0,2,0,0,[1]
13403,1,0,0,3,4,0,4,4,3,1,0,0,[1]
7305,1,3,2,1,1,0,5,7,1,1,2,0,[1]
2000,0,2,3,2,0,0,1,0,0,0,0,0,[1]
12298,1,1,0,4,1,0,4,5,0,1,0,0,[1]
1685,0,1,0,0,0,1,3,0,0,0,0,0,[1]
11508,1,2,3,5,0,1,1,0,2,2,2,0,[1]
2202,0,1,1,0,0,1,6,0,0,0,0,0,[1]
13895,0,0,2,6,0,0,4,7,2,0,0,0,[1]
9669,0,2,0,6,2,0,8,2,0,0,2,0,[1]
689,0,3,1,3,0,1,1,0,0,0,0,0,[1]
13100,0,1,2,5,4,0,2,2,3,2,1,0,[1]
8499,1,0,2,1,1,0,6,5,2,0,0,0,[1]
5933,0,1,0,0,0,1,6,0,0,0,0,0,[1]
11059,0,2,3,1,1,0,10,1,2,0,2,0,[1]
6192,0,1,0,0,1,0,6,0,0,0,0,0,[1]
10943,0,1,0,5,0,1,3,2,1,1,0,0,[1]
4497,0,1,0,0,0,0,6,0,0,0,0,0,[1]
1505,1,1,0,2,0,0,5,0,0,0,0,0,[1]
1537,0,1,0,1,0,1,2,0,0,0,0,0,[1]
7011,1,2,0,0,2,1,6,1,3,0,0,0,[1]
14352,0,2,3,1,4,1,6,3,1,0,0,0,[1]
15170,1,3,3,3,3,0,4,9,2,2,1,0,[1]
8037,0,2,1,5,1,1,1,0,3,2,0,0,[1]
2784,1,1,1,0,0,0,5,0,0,0,0,0,[1]
6463,0,1,0,0,0,0,4,0,0,0,0,0,[1]
1296,0,1,0,1,0,1,2,0,0,0,0,0,[1]
4824,0,2,1,0,0,1,4,0,0,0,0,0,[1]
14815,0,2,2,3,4,1,7,5,0,2,2,0,[1]
13404,1,1,2,1,4,0,7,0,1,0,2,0,[1]
12396,0,3,2,5,4,1,8,7,2,1,0,0,[1]
14795,1,0,3,1,1,1,9,8,2,2,1,0,[1]
12339,0,2,2,6,0,0,4,6,0,2,0,0,[1]
14579,0,3,3,1,2,0,8,3,2,2,2,0,[1]
702,0,1,0,0,0,0,8,0,0,0,0,0,[1]
9539,1,0,1,2,1,1,4,4,3,1,0,0,[1]
11527,1,2,2,3,1,0,3,8,2,0,0,0,[1]
12349,1,3,3,4,3,1,7,4,1,2,2,0,[1]
13238,0,1,0,3,2,1,2,6,3,0,0,0,[1]
5372,0,1,0,0,0,1,9,0,0,0,0,0,[1]
13929,0,0,1,0,1,1,2,8,0,0,1,0,[1]
561,0,1,3,0,0,0,2,0,0,0,0,0,[1]
13417,0,2,3,3,1,1,8,5,2,1,1,0,[1]
4318,0,1,0,0,0,0,6,0,0,0,0,0,[1]
10759,1,2,2,4,3,0,1,7,0,1,2,0,[1]
9261,0,0,3,2,0,0,9,6,0,0,2,0,[1]
9194,1,1,1,6,4,1,2,1,3,0,1,0,[1]
7332,1,3,3,6,0,1,9,4,0,0,1,0,[1]
14179,0,0,2,3,4,0,8,0,2,0,0,0,[1]
4649,0,2,1,0,0,1,4,0,0,0,0,0,[1]
10490,0,3,2,6,3,0,4,5,0,0,2,0,[1]
11492,0,0,1,2,2,1,9,0,2,0,2,0,[1]
4610,1,1,1,0,0,0,4,0,0,0,0,0,[1]
11867,0,0,3,5,2,0,10,2,0,2,1,0,[1]
3704,0,2,2,5,0,0,1,0,0,0,0,0,[1]
9637,0,2,0,5,4,1,1,0,0,1,0,0,[1]
7212,1,3,0,4,3,0,2,2,0,0,1,0,[1]
1499,0,1,0,0,0,0,10,0,0,0,0,0,[1]
11126,0,1,0,4,2,1,1,5,3,1,2,0,[1]
15278,1,2,2,3,1,0,2,5,0,1,2,0,[1]
15886,0,2,1,0,3,1,9,4,0,0,2,0,[1]
12764,0,0,2,3,3,1,8,9,0,1,1,0,[1]
4941,0,1,0,0,0,1,8,0,0,0,0,0,[1]
6999,1,2,2,3,1,1,5,8,1,2,0,0,[1]
3920,0,1,1,0,1,0,9,0,0,0,0,0,[1]
9450,1,0,1,6,2,1,9,2,3,0,2,0,[1]
11609,1,0,1,2,3,1,2,4,3,2,2,0,[1]
10958,1,1,1,5,0,1,5,2,2,0,2,0,[1]
6941,0,3,3,5,0,0,9,5,0,2,0,0,[1]
13875,1,0,0,5,2,0,5,4,0,0,0,0,[1]
2007,1,1,1,0,0,0,8,0,0,0,0,0,[1]
14119,0,0,3,2,0,0,4,0,3,0,2,0,[1]
10026,0,3,0,2,3,1,8,5,2,0,2,0,[1]
7700,0,2,2,0,1,1,10,1,3,0,2,0,[1]
12572,0,2,2,4,3,0,2,3,2,2,1,0,[1]
5989,0,1,0,0,1,0,5,0,0,0,0,0,[1]
1054,1,1,1,0,0,0,7,0,0,0,0,0,[1]
12798,1,1,1,5,3,0,10,1,3,1,2,0,[1]
15352,1,2,0,1,0,1,8,1,2,0,1,0,[1]
15335,1,2,3,4,1,1,4,4,3,2,0,0,[1]
14269,1,1,1,4,1,0,9,7,2,2,2,0,[1]
13987,1,3,2,6,0,0,1,6,0,2,0,0,[1]
11344,0,0,0,2,3,1,10,6,2,1,2,0,[1]
9310,0,0,3,3,4,1,2,5,0,1,0,0,[1]
5728,0,1,0,2,0,0,3,0,0,0,0,0,[1]
7902,0,0,3,4,0,0,10,3,3,0,2,0,[1]
9435,0,3,2,0,0,1,2,8,0,1,0,0,[1]
6294,0,2,0,0,0,0,5,0,0,0,0,0,[1]
9573,1,2,1,0,0,1,3,3,2,1,0,0,[1]
11571,0,2,0,6,3,0,7,1,3,0,1,0,[1]
15184,1,0,0,2,0,0,1,7,2,0,2,0,[1]
11899,1,1,3,0,0,1,8,7,0,0,0,0,[1]
6704,0,1,0,0,0,0,6,0,0,0,0,0,[1]
1831,0,2,1,1,0,1,4,0,0,0,0,0,[1]
520,0,2,0,0,0,1,3,0,0,0,0,0,[1]
15582,1,3,3,0,3,1,5,4,2,0,1,0,[1]
9717,0,0,0,3,2,0,1,1,3,2,2,0,[1]
4581,0,1,0,0,0,0,5,0,0,0,0,0,[1]
14557,1,2,2,5,4,0,4,8,1,0,2,0,[1]
12980,0,1,1,0,0,1,2,5,1,0,1,0,[1]
6812,0,2,1,5,1,1,2,0,0,0,0,0,[1]
3017,1,1,1,0,0,1,9,0,0,0,0,0,[1]
10452,0,3,3,2,2,0,10,4,3,1,1,0,[1]
12775,0,2,3,5,1,0,5,2,3,1,2,0,[1]
12234,1,2,1,0,3,1,1,4,0,2,0,0,[1]
12226,0,2,2,4,3,0,6,5,2,1,2,0,[1]
15743,0,3,2,3,4,1,2,2,2,0,2,0,[1]
14785,0,3,1,5,0,1,5,8,3,1,1,0,[1]
2226,0,1,0,0,0,0,5,0,0,0,0,0,[1]
14739,0,3,0,1,4,1,1,5,3,2,0,0,[1]
4188,0,1,0,0,0,0,4,0,0,0,0,0,[1]
11120,1,1,0,0,1,1,1,8,0,1,2,0,[1]
203,0,1,0,0,0,1,5,2,0,0,0,0,[1]
4721,0,1,1,5,0,0,1,0,0,0,0,0,[1]
4545,0,1,0,0,3,0,6,0,0,0,0,0,[1]
8311,0,2,3,4,2,0,4,1,3,1,1,0,[1]
9680,1,3,1,5,1,0,5,8,0,0,0,0,[1]
7379,1,0,2,6,4,0,9,6,3,1,0,0,[1]
4233,0,2,0,0,0,0,7,0,0,0,0,0,[1]
4029,0,1,0,0,0,0,5,0,0,0,0,0,[1]
2794,0,1,0,0,0,0,4,0,0,0,0,0,[1]
11317,0,2,3,4,0,1,7,2,2,0,2,0,[1]
8618,0,2,3,6,1,0,9,8,2,1,2,0,[1]
15197,0,2,1,6,1,1,5,6,3,0,2,0,[1]
2934,0,3,0,3,0,0,3,0,0,0,0,0,[1]
4382,0,1,1,0,0,0,7,0,0,0,0,0,[1]
4076,0,1,0,0,0,1,5,1,0,0,0,0,[1]
3568,1,1,0,0,0,1,3,0,0,0,0,0,[1]
11399,1,0,0,3,1,0,9,1,1,0,1,0,[1]
15851,0,1,2,0,0,1,9,0,1,0,1,0,[1]
345,0,2,0,0,0,0,5,0,0,0,0,0,[1]
13740,1,1,1,4,4,0,8,3,1,0,2,0,[1]
1310,0,2,3,0,1,0,1,0,0,0,0,0,[1]
4104,0,2,0,5,0,1,6,1,0,0,0,0,[1]
793,0,2,0,0,2,0,8,0,0,0,0,0,[1]
5493,0,2,0,0,0,0,9,0,0,0,0,0,[1]
6919,1,1,3,3,4,1,1,3,3,2,0,0,[1]
4920,1,1,1,0,0,0,5,0,0,0,0,0,[1]
11066,0,2,1,6,2,0,4,0,0,2,1,0,[1]
12639,0,3,2,1,2,0,2,4,2,0,1,0,[1]
11755,1,0,0,0,1,1,10,7,2,1,0,0,[1]
8097,1,2,0,0,2,0,1,4,1,2,1,0,[1]
13961,1,3,0,6,2,1,6,2,1,2,2,0,[1]
13453,1,1,1,5,2,1,4,3,0,1,1,0,[1]
1401,0,1,0,0,0,0,8,0,0,0,0,0,[1]
12460,1,2,1,6,0,0,5,1,1,1,0,0,[1]
10848,1,2,0,2,3,0,7,7,2,0,1,0,[1]
644,1,2,1,0,0,0,3,0,0,0,0,0,[1]
8179,0,1,2,3,0,0,3,2,0,1,0,0,[1]
510,0,1,2,0,2,0,10,0,0,0,0,0,[1]
12194,0,3,3,5,3,1,9,0,3,1,1,0,[1]
