juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,v_decile_score,priors_count_C,start,end,event,two_year_recid,Violence_score,Recidivism_score,MarriageStatus,age_binary,age_bucketized,sex_binary,race_C,score,rank
0,1,0,0,0,0.0,1.0,M,0,0,1,0,0,1082,0,0,-4.05,-1.86,Single,1,1,1,1,1.1938569127686236,5394.0
0,1,0,0,0,-2.0,2.0,M,0,0,1,0,0,955,0,0,-3.71,-2.2,Married,1,1,1,2,1.0855200923963546,4739.0
0,4,0,0,1,-10.0,10.0,M,1,1,7,1,0,104,1,1,-1.45,-0.72,Single,0,0,0,0,0.3897028989850426,526.0
0,2,0,0,1,-137.0,137.0,F,0,0,3,1,0,503,0,0,-2.25,-1.16,Single,0,0,0,0,0.6531815933248512,2321.0
0,2,0,0,1,-1.0,1.0,F,0,0,2,1,0,935,0,0,-2.64,-1.09,Single,0,0,0,0,1.0955468554895167,4816.0
0,1,0,0,0,-1.0,1.0,F,1,1,1,0,1,52,1,1,-3.41,-1.94,Married,1,1,1,1,0.325778908957588,138.0
0,6,1,2,8,-1.0,0.0,F,1,0,6,8,11,27,1,1,-1.52,-0.15,Single,0,0,0,1,0.6434399545259968,2263.0
0,4,0,0,0,-1.0,1.0,F,0,0,2,0,5,497,0,0,-2.58,-0.66,Single,0,0,0,1,0.7052586449741887,2566.0
0,5,0,0,0,-1.0,1.0,M,0,0,2,0,38,770,0,0,-2.68,-0.51,Single,0,0,0,1,0.9706629257957984,3830.0
0,4,0,0,1,-1.0,1.0,F,0,0,3,1,106,392,0,0,-2.28,-0.96,Single,1,1,1,1,0.7508323725769885,2775.0
0,9,0,0,14,178.0,265.0,F,1,1,4,14,0,178,1,1,-2.18,0.54,Single,1,1,0,0,0.9488915352325684,3649.0
0,1,0,0,1,-30.0,30.0,F,0,0,1,1,0,960,0,0,-3.34,-1.47,Single,1,1,0,1,1.0999690927000396,4854.0
0,9,0,0,3,-1.0,1.0,F,1,0,6,3,5,24,1,1,-1.03,0.64,Single,0,0,0,0,0.3853864518438078,495.0
0,4,0,0,5,-1.0,1.0,M,1,0,3,5,2,55,1,1,-2.16,-0.72,Single,1,1,0,1,0.4609546031463481,1035.0
0,5,0,0,0,0.0,0.0,F,0,0,5,0,15,441,0,0,-1.9,-0.34,Single,0,0,0,1,0.6692878456503452,2424.0
0,5,0,0,5,0.0,1.0,F,1,0,2,5,0,345,1,1,-2.63,-0.37,Significant Other,0,0,0,0,0.7040193339987647,2560.0
0,2,0,0,3,0.0,0.0,F,0,0,1,3,1,102,0,0,-3.3,-1.31,Separated,1,1,0,0,0.4474591734264489,946.0
0,2,0,0,1,0.0,1.0,F,1,0,2,1,1,2,1,1,-2.7,-0.86,Married,1,1,0,1,0.3106159920643332,73.0
0,9,1,0,10,0.0,0.0,F,1,0,7,10,176,285,1,1,-1.36,0.53,Single,1,1,0,0,0.972736143723154,3841.0
0,4,0,0,0,-1.0,1.0,F,1,0,7,0,0,394,1,1,-1.49,-0.58,Single,0,0,0,0,0.6130759226768779,2076.0
0,8,12,2,28,-1.0,1.0,F,1,0,5,28,1,83,1,1,-1.88,0.28,Divorced,0,0,0,0,1.2064063529768216,5485.0
0,7,0,0,1,-1.0,1.0,M,0,0,8,1,0,900,0,0,-1.2,-0.03,Single,0,0,0,0,1.0660358942753514,4565.0
0,2,0,0,1,-1.0,1.0,F,0,0,2,1,0,97,0,0,-2.85,-1.52,Single,0,0,1,2,0.3889701269903598,517.0
0,10,0,0,13,-1.0,0.0,F,1,1,7,13,0,55,1,1,-1.45,0.71,Single,0,0,0,1,0.6692410175918472,2422.0
0,9,0,0,3,-1.0,1.0,F,1,0,4,3,0,249,1,1,-2.12,0.34,Single,0,0,0,0,0.569763594639246,1758.0
0,9,0,0,8,67.0,79.0,F,0,0,3,8,0,67,0,0,-2.4,0.43,Single,1,1,0,0,0.6023361109247454,1993.0
0,9,0,0,3,-2.0,2.0,M,0,0,6,3,0,977,0,0,-1.73,0.39,Single,1,1,0,1,1.183017207866311,5318.0
0,10,0,0,19,-1.0,1.0,F,1,0,7,19,0,222,0,1,-1.44,1.08,Single,0,0,0,0,0.9680506275672658,3804.0
0,1,0,0,2,-47.0,48.0,M,0,0,1,2,0,732,0,0,-4.36,-2.36,Married,1,1,1,1,0.9243830182784438,3465.0
0,6,0,0,4,-36.0,36.0,F,1,0,8,4,0,139,0,1,-1.22,-0.25,Single,0,0,0,1,0.483227347903382,1205.0
0,3,0,0,6,-4.0,5.0,F,0,0,1,6,0,408,0,0,-3.39,-0.86,Single,1,1,0,1,0.7811573335476574,2881.0
0,4,0,0,2,-1.0,1.0,F,0,0,5,2,2,359,0,0,-1.83,-0.82,Single,0,0,1,1,0.6383310121283308,2224.0
0,2,0,0,1,-20.0,20.0,M,0,0,2,1,0,864,0,0,-2.9,-1.29,Single,0,0,0,1,1.0247685422169086,4256.0
0,1,0,0,2,,161.0,F,0,0,2,2,0,946,0,0,-2.7,-1.39,Single,0,0,0,1,,6599.0
0,2,0,0,2,-1.0,222.0,M,0,0,1,2,1,823,0,0,-3.35,-1.32,Married,1,1,1,2,1.051794752222184,4465.0
0,2,0,0,0,-1.0,1.0,M,1,0,3,0,0,60,0,1,-2.5,-1.11,Single,0,0,0,1,0.3314570356617009,164.0
0,2,0,0,0,-1.0,1.0,M,0,0,3,0,1,784,0,0,-2.49,-1.45,Single,0,0,1,0,0.9429795834938444,3591.0
0,4,1,0,10,-1.0,1.0,F,1,0,2,10,6,40,0,1,-2.66,-0.86,Single,0,0,1,1,0.5841549391451977,1850.0
0,2,0,0,2,0.0,1.0,M,1,0,1,2,0,216,1,1,-2.95,-1.14,Married,1,1,0,1,0.5163029942455031,1407.0
0,5,0,0,4,-35.0,36.0,F,1,1,5,4,0,37,1,1,-1.91,-0.77,Single,0,0,1,2,0.3979037848753975,586.0
0,7,0,0,3,-1.0,1.0,F,1,0,3,3,7,413,0,1,-2.51,-0.06,Single,0,0,0,0,0.7155141781994944,2614.0
0,3,0,0,2,-16.0,16.0,M,1,0,3,2,0,48,1,1,-2.54,-1.0,Single,0,0,0,1,0.3653548703506289,358.0
0,2,0,0,1,-1.0,1.0,M,1,0,3,1,0,1140,1,0,-2.29,-1.28,Married,0,0,0,0,1.2683967711724846,5949.0
0,2,0,0,1,-1.0,1.0,F,1,0,1,1,0,164,1,1,-3.4,-1.13,Single,1,1,0,1,0.4454625384574761,935.0
0,4,0,0,4,,375.0,F,0,0,3,4,0,1073,0,0,-2.48,-0.88,Single,1,1,1,1,,6600.0
1,10,0,0,1,0.0,0.0,F,0,0,10,1,3,119,0,0,-0.61,0.91,Single,0,0,1,0,0.41129596164421056,690.0
0,1,0,0,0,0.0,0.0,M,0,0,1,0,1,1053,0,0,-3.71,-2.13,Married,1,1,1,1,1.1703667797102866,5224.0
1,8,1,0,9,-1.0,1.0,F,1,0,4,9,12,129,1,1,-1.98,0.21,Single,1,1,0,0,0.6392847233422829,2236.0
0,6,0,0,11,-2.0,2.0,F,1,1,5,11,0,24,1,1,-1.86,-0.25,Single,0,0,0,0,0.5900022083100849,1902.0
0,5,0,0,8,-1.0,1.0,M,1,1,2,8,0,187,1,1,-2.65,-0.48,Single,0,0,0,0,0.6490659821425742,2293.0
0,3,0,0,0,-1.0,1.0,F,1,0,2,0,1,76,0,1,-2.93,-1.29,Single,0,0,1,0,0.3460149966473013,244.0
0,9,0,0,7,-1.0,1.0,F,1,0,9,7,25,275,1,1,-0.83,0.51,Single,0,0,1,0,0.7236300773426272,2662.0
0,9,0,0,2,-1.0,1.0,F,1,0,8,2,0,18,0,1,-1.03,0.56,Single,0,0,0,0,0.34867546115207104,259.0
0,6,0,0,0,0.0,1.0,F,0,0,8,0,0,846,0,0,-1.25,-0.48,Single,0,0,1,0,0.9948687171531092,4027.0
0,6,0,0,0,-2.0,2.0,M,0,0,3,0,0,795,0,0,-2.46,-0.57,Single,0,0,1,1,0.950612841131599,3663.0
0,1,0,0,1,-1.0,1.0,F,1,0,1,1,0,544,1,1,-3.76,-1.68,Significant Other,1,1,1,0,0.7658672602112704,2826.0
0,7,0,0,13,-1.0,1.0,F,1,0,6,13,1,36,0,1,-1.73,-0.06,Married,1,1,0,2,0.6543934469890071,2333.0
0,1,0,0,1,-26.0,26.0,F,0,0,1,1,0,786,0,0,-3.8,-2.07,Single,1,1,0,2,0.9555549770599068,3699.0
0,10,0,0,4,-7.0,7.0,F,1,1,9,4,0,395,1,1,-0.65,0.57,Single,0,0,1,0,0.7157359707265859,2615.0
0,4,0,0,1,-1.0,1.0,F,0,0,4,1,0,938,0,0,-1.99,-0.53,Single,0,0,0,2,1.098076366450731,4838.0
0,2,0,0,1,,72.0,F,0,0,1,1,0,1177,0,0,-3.46,-1.64,Married,1,1,1,2,,6601.0
0,4,0,0,2,-1.0,1.0,M,1,0,4,2,0,229,1,1,-2.17,-0.98,Single,0,0,1,0,0.5265843987574672,1482.0
1,4,0,0,1,-1.0,1672.0,M,0,0,4,1,3,780,0,0,-2.11,-0.74,Single,1,1,0,1,1.1442300679903479,5092.0
0,7,0,0,3,0.0,1.0,F,1,0,4,3,0,14,1,1,-2.06,-0.29,Single,0,0,1,1,0.3722983789974335,402.0
0,7,0,0,1,0.0,1.0,F,0,0,8,1,70,367,0,0,-1.19,0.06,Single,0,0,0,0,0.6920124332916724,2513.0
0,2,0,0,2,-1.0,1.0,M,0,0,1,2,0,918,0,0,-3.29,-1.3,Single,1,1,0,1,1.1075287495163204,4900.0
0,2,0,0,1,-1.0,1.0,F,0,0,4,1,0,547,0,0,-2.07,-1.1,Single,0,0,0,0,0.7683967711724845,2839.0
0,1,0,0,6,22.0,31.0,F,1,0,1,6,0,22,1,1,-3.08,-1.56,Single,1,1,0,1,0.4761098111260044,1138.0
0,6,0,0,6,-56.0,56.0,F,0,0,2,6,0,744,0,0,-2.89,-0.57,Married,1,1,1,1,1.0344893701441622,4320.0
0,5,0,0,0,0.0,1.0,F,0,0,4,0,2,719,0,0,-2.07,-0.45,Single,0,0,0,1,0.8899205581799594,3261.0
0,2,0,0,1,-1.0,1.0,M,1,0,3,1,1,31,1,1,-2.28,-1.07,Single,0,0,0,0,0.334388121702773,178.0
0,3,0,0,0,-1.0,2.0,F,0,0,5,0,0,935,0,0,-1.74,-0.85,Single,0,0,0,2,1.0693364956415572,4599.0
0,7,0,0,5,-1.0,1.0,F,0,0,3,5,0,1138,0,0,-2.5,-0.19,Single,0,0,1,0,1.3719735884264121,6331.0
0,1,0,0,2,-1.0,1.0,M,0,0,1,2,2,108,0,0,-3.98,-2.06,Married,1,1,0,2,0.4266952617067457,808.0
0,4,0,0,8,0.0,1.0,F,0,0,1,8,16,1151,0,0,-3.07,-0.64,Single,1,1,0,0,1.479637754412021,6452.0
0,10,0,0,6,-110.0,111.0,F,0,0,4,6,0,417,0,0,-2.22,0.51,Single,1,1,1,1,0.7278615835086415,2676.0
0,1,0,0,1,-45.0,45.0,F,0,0,1,1,0,934,0,0,-3.37,-2.03,Single,1,1,0,1,1.069430963955933,4603.0
0,9,0,0,8,29.0,61.0,F,1,0,7,8,0,29,0,1,-1.32,0.45,Single,0,0,0,2,0.5425651386610302,1592.0
0,6,0,0,6,-1.0,1.0,M,1,1,6,6,0,482,1,1,-1.53,-0.3,Divorced,0,0,0,0,0.8451696477145987,3113.0
0,2,0,0,0,-1.0,1.0,F,0,0,1,0,0,302,0,0,-3.28,-1.3,Single,1,1,0,2,0.5355042531996435,1547.0
0,1,0,0,1,-1.0,1.0,M,1,0,1,1,0,310,1,1,-4.32,-2.63,Married,1,1,0,1,0.5685654052365655,1750.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,0,760,0,0,-3.69,-1.7,Divorced,1,1,0,1,0.921676259945006,3440.0
0,2,0,0,0,-1.0,1.0,F,0,0,4,0,1,808,0,0,-2.21,-1.11,Married,0,0,0,2,0.9632156711835576,3760.0
2,8,2,1,22,-34.0,35.0,F,1,0,5,22,0,238,1,1,-1.97,0.21,Single,1,1,0,0,1.1004631392423994,4856.0
0,5,0,0,1,0.0,1.0,F,1,0,5,1,0,200,1,1,-1.75,-0.44,Single,0,0,0,0,0.4764964796453433,1143.0
0,8,0,0,23,-1.0,1.0,M,1,0,1,23,0,9,1,1,-3.23,0.02,Single,1,1,0,0,0.8937185072157969,3276.0
0,2,0,0,0,-1.0,1.0,M,1,0,4,0,0,176,1,1,-2.16,-1.14,Single,0,0,0,0,0.4292647928286486,824.0
0,1,0,0,1,0.0,0.0,F,0,0,1,1,20,889,0,0,-3.93,-1.73,Divorced,1,1,0,2,1.078680117960969,4671.0
0,5,0,0,2,-35.0,35.0,F,1,0,2,2,0,155,1,1,-2.8,-0.8,Single,1,1,1,1,0.44466087411006144,928.0
0,1,0,0,3,-10.0,10.0,F,1,1,1,3,0,943,1,0,-2.98,-1.48,Married,1,1,0,0,1.149754376751973,5114.0
0,4,0,0,8,0.0,0.0,M,1,0,3,8,71,584,0,1,-3.11,-1.11,Divorced,1,1,0,1,1.0601527253686864,4529.0
0,3,0,0,0,,,M,1,0,1,0,0,449,1,1,-3.71,-1.46,Married,1,1,1,2,,6602.0
0,9,0,0,2,0.0,0.0,M,1,1,8,2,0,104,1,1,-1.13,0.34,Single,1,1,0,0,0.4217624887344493,767.0
0,4,0,0,0,0.0,0.0,F,1,0,4,0,1,389,1,1,-1.98,-0.67,Single,1,1,0,1,0.6105016869615515,2064.0
0,9,0,0,9,0.0,1.0,F,1,0,8,9,79,173,1,1,-1.25,0.5,Single,0,0,0,0,0.7485688296547538,2763.0
0,3,0,0,2,-1.0,1.0,F,0,0,4,2,358,1155,0,0,-2.13,-1.0,Single,1,1,0,1,1.6894305530189415,6547.0
0,3,0,0,0,-1.0,1.0,F,1,1,4,0,0,320,1,1,-2.08,-0.83,Significant Other,0,0,0,0,0.5506813189669285,1637.0
0,2,0,0,2,0.0,1.0,M,1,0,1,2,26,758,1,0,-2.98,-1.15,Single,0,0,0,0,1.0010494402421086,4079.0
0,4,0,0,1,-1.0,1.0,M,0,0,4,1,0,954,0,0,-2.04,-1.0,Single,0,0,1,0,1.1115670915772065,4924.0
0,3,0,0,2,-1.0,1.0,M,1,0,1,2,2,598,1,1,-3.0,-0.94,Single,1,1,0,2,0.8398487187050594,3105.0
0,1,0,0,1,-4.0,4.0,F,0,0,1,1,0,879,0,0,-3.93,-2.39,Single,1,1,0,1,1.0466061774641355,4420.0
0,3,0,0,0,-1.0,1.0,M,0,0,1,0,0,875,0,0,-3.39,-1.12,Single,1,1,1,1,1.018640846791549,4207.0
0,4,0,0,4,0.0,0.0,M,0,0,4,4,1,1181,0,0,-2.2,-0.58,Separated,1,1,0,1,1.383555738616828,6355.0
0,9,1,0,23,-1.0,1.0,F,1,0,9,23,1,318,1,1,-0.67,0.4,Single,0,0,1,0,1.155325372079981,5130.0
